년,월,역사명,환승역구분,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원,Y좌표 (WGS84),X좌표 (WGS84),X좌표 (GRS80TM),Y좌표 (GRS80TM),geometry
2025,2,몽촌토성(평화의문),일반역,16,3577,12198,22841,47708,26532,16906,16495,18030,18597,18048,19725,25396,33661,43269,25131,17703,16480,7687,2241,0,0,0,37.517692,127.11274,965778.0697321417,1946559.555641593,POINT (965778.0697321417 1946559.555641593)
2025,2,무악재,일반역,8,1913,5863,16912,22880,13801,10797,10522,10403,10828,10747,11506,13544,16398,22236,16504,10464,9448,4674,1191,1,0,0,37.582658,126.950131,951450.4719679067,1953838.772453035,POINT (951450.4719679067 1953838.772453035)
2025,2,문래,일반역,11,6407,23237,79342,183496,89856,46784,43205,50545,54049,53001,57044,67649,106625,177295,84547,52526,50825,21927,5374,46,0,0,37.517993,126.894766,946515.901742083,1946694.5558159684,POINT (946515.901742083 1946694.5558159684)
2025,2,문산역,일반역,1091,2628,9195,20744,26128,15127,13810,14727,15957,16780,14210,17638,18139,21329,23011,18776,12363,9563,4635,2616,0,0,0,37.854565,126.787531,937323.3899918305,1984103.0281194095,POINT (937323.3899918305 1984103.0281194095)
2025,2,문정,일반역,1,5513,18102,80660,211778,102289,46010,38208,41972,45618,47325,49230,57623,115465,169462,74430,49160,40297,13998,3302,0,0,0,37.485931,127.122473,966624.037425488,1943032.3893512674,POINT (966624.037425488 1943032.3893512674)
2025,2,미금,환승역,561,3816,21845,43505,69554,51905,42748,45355,46514,48621,49996,54284,54848,63713,74396,48639,35624,33253,11976,1971,0,0,0,37.35058332,127.1088028,965353.1970588978,1928021.6098250141,POINT (965353.1970588978 1928021.6098250141)
2025,2,미사,일반역,10,7994,27556,77795,85738,53646,41151,40546,45717,45944,47555,50112,57731,72191,96709,83840,51437,44481,22817,7549,0,0,0,37.56309,127.192954,972882.9984501988,1951570.0265913473,POINT (972882.9984501988 1951570.0265913473)
2025,2,미아(서울사이버대학),일반역,52,11350,23802,54583,80727,50091,39683,38065,41404,43118,42077,46954,53990,58321,72051,53579,34693,30048,14318,3696,0,0,0,37.626435,127.026151,958187.0519153128,1958659.0647389938,POINT (958187.0519153128 1958659.0647389938)
2025,2,미아사거리,일반역,69,15999,39213,93394,119704,83935,65562,64491,68952,73255,74881,84607,91501,103892,135350,100350,71764,56373,25301,5681,0,0,0,37.613276,127.030083,958526.7086386887,1957197.3835389363,POINT (958526.7086386887 1957197.3835389363)
2025,2,반포,일반역,22,1966,18225,17254,27585,23442,16086,16491,17530,17591,18310,20327,28148,28558,28114,18486,13718,12545,3769,844,0,0,0,37.508171,127.011717,956845.1964534312,1945544.7997024255,POINT (956845.1964534312 1945544.7997024255)
2025,2,발산,일반역,10,5719,23047,66331,148311,81694,52689,55439,57616,62490,65371,70819,79831,113682,148303,79639,58446,50453,19219,4435,0,0,0,37.562182,126.82693,940556.3076308784,1951637.8493787388,POINT (940556.3076308784 1951637.8493787388)
2025,2,방배,일반역,1,5197,19251,43412,92939,64352,40601,36790,41328,43660,42941,45340,52388,69390,90747,49651,35123,32573,13565,3604,0,0,0,37.481469,126.997627,955584.0929586632,1942588.9372027542,POINT (955584.0929586632 1942588.9372027542)
2025,2,방이,일반역,2,3017,9805,24248,40140,24246,19094,17502,22318,22077,21611,22990,24786,34206,41307,27175,18682,19175,6617,1397,0,0,0,37.508752,127.126054,966950.6823003027,1945562.960869755,POINT (966950.6823003027 1945562.960869755)
2025,2,방학역,일반역,338,11738,19892,37244,45583,27821,26425,24604,29004,26377,28272,30737,33800,36837,44304,33211,20655,16945,7667,2337,0,0,0,37.667471,127.044295,959810.2248127738,1963203.9283168528,POINT (959810.2248127738 1963203.9283168528)
2025,2,방화,일반역,20,4883,14186,28888,35849,21296,16889,17656,18304,18720,18333,20059,21577,24555,31453,24004,14971,12782,6435,2334,217,0,0,37.577669,126.812822,939322.8781257921,1953365.0875090924,POINT (939322.8781257921 1953365.0875090924)
2025,2,백마역,환승역,174,5501,20175,37070,32809,18883,15668,14863,16199,16099,15350,17060,21100,26012,37156,28289,17008,16169,8296,1294,0,0,0,37.658346,126.794401,937763.5887814843,1962328.0181109498,POINT (937763.5887814843 1962328.0181109498)
2025,2,백양리역,일반역,1,84,54,483,900,874,1294,2236,1237,987,1117,1173,1063,1773,1212,335,513,627,260,43,0,0,0,37.830881,127.589085,1007839.3534251262,1981239.9037892856,POINT (1007839.3534251262 1981239.9037892856)
2025,2,백운역,일반역,146,9097,15904,29236,31531,19961,17029,17912,18745,18073,17863,18671,22012,25797,30994,26477,15711,14596,7042,2230,0,0,0,37.483301,126.707179,929906.3041408283,1942968.8137879223,POINT (929906.3041408283 1942968.8137879223)
2025,2,버티고개,일반역,0,1177,2904,6732,12638,8329,5535,4704,5362,5680,5689,6503,6831,9153,12964,7913,5336,4610,2242,546,34,0,0,37.547933,127.006948,956446.8308899819,1949958.3624013518,POINT (956446.8308899819 1949958.3624013518)
2025,2,별내역,환승역,24,1514,3509,9803,11605,6848,5954,5093,5628,6447,5912,7024,7245,9151,11400,8175,4465,3363,1840,386,0,0,0,37.642221,127.127208,967111.4259197259,1960370.2305953067,POINT (967111.4259197259 1960370.2305953067)
2025,2,병점역,일반역,3026,9879,37591,62630,58427,37749,33802,34641,36165,34903,36516,41262,46659,64622,72392,55461,41898,31021,17136,5895,0,0,0,37.206821,127.033268,958584.6462451733,1912103.081464906,POINT (958584.6462451733 1912103.081464906)
2025,2,보라매,일반역,22,6042,13383,36891,66634,37559,25520,25716,28675,29155,28333,30004,33509,44129,64286,38418,26979,23870,10642,3344,16,0,0,37.499916,126.920112,948743.3705573162,1944674.9077988362,POINT (948743.3705573162 1944674.9077988362)
2025,2,보라매공원,일반역,0,896,3087,9114,14220,7275,5619,5664,6351,6799,6887,7174,7212,9238,12656,7115,4687,3786,1634,540,0,0,0,37.495225405,126.918258811,948576.348205447,1944155.524890373,POINT (948576.348205447 1944155.524890373)
2025,2,보라매병원,일반역,11,1351,6997,31609,59018,32494,23491,21194,21466,23085,24460,25122,23766,38361,44948,20022,13437,10353,2685,641,0,0,0,37.4929607,126.923886,949072.2363518643,1943901.2100017134,POINT (949072.2363518643 1943901.2100017134)
2025,2,보문,일반역,32,5095,12870,32344,56722,33265,22212,20857,23572,25247,22990,25839,29374,36525,48096,32321,22007,20560,11651,3688,0,0,0,37.585293,127.019377,957565.9375553579,1954097.578816209,POINT (957565.9375553579 1954097.578816209)
2025,2,보산역,일반역,18,1682,2593,4949,5045,4144,3816,4046,3551,3825,4103,4677,5912,6395,5562,4732,3822,2372,1214,569,0,0,0,37.914268,127.057134,961072.2305126927,1990580.372993795,POINT (961072.2305126927 1990580.372993795)
2025,2,보정역,일반역,42,1086,4274,10359,12906,7925,6024,5928,5652,5788,5878,6811,8031,8578,9924,7288,5003,4684,2503,143,0,0,0,37.31274,127.108219,965284.0825274967,1923823.479886037,POINT (965284.0825274967 1923823.479886037)
2025,2,복정,환승역,50,5591,18294,34483,51704,31243,19854,16269,19617,18040,17959,20978,25897,38681,51632,34748,21234,17981,6601,1491,1,0,0,37.471016,127.126746,966995.2420753841,1941376.1704405507,POINT (966995.2420753841 1941376.1704405507)
2025,2,봉은사,일반역,3,3769,26769,51549,127316,93853,57699,54518,56059,63360,62969,67042,79508,108345,136586,70472,47135,40587,8226,1631,0,0,0,37.514219,127.060245,961137.2952371715,1946194.6376021514,POINT (961137.2952371715 1946194.6376021514)
2025,2,봉천,일반역,77,14186,30343,88018,142825,91442,57642,53550,59085,60611,60046,66064,71671,85656,119099,91890,60369,55992,26220,8408,254,0,0,37.482416,126.941696,950639.6936831169,1942721.8540851255,POINT (950639.6936831169 1942721.8540851255)
2025,2,봉화산(서울의료원),일반역,10,6135,16286,46463,47941,24045,18802,17075,20072,19993,18967,21373,23963,31136,38269,32388,19577,16125,8197,2981,206,0,0,37.617429,127.0912326,963925.5980865712,1957632.8825629565,POINT (963925.5980865712 1957632.8825629565)
2025,2,부개역,일반역,1738,10349,18198,40251,36680,23149,19325,19689,21242,20540,20347,21546,25278,29582,37566,29238,18700,16357,8522,1806,0,0,0,37.488479,126.740549,932861.2428293427,1943518.9650978993,POINT (932861.2428293427 1943518.9650978993)
2025,2,부천역,일반역,2602,37605,48070,103110,121708,88727,76727,78601,91860,95187,92035,100569,108806,127725,153706,115709,77851,68187,33240,5070,0,0,0,37.484066,126.782779,936590.8802993213,1943000.0850563943,POINT (936590.8802993213 1943000.0850563943)
2025,2,부천종합운동장역,환승역,23,3025,5689,14668,16654,8007,4970,4831,5341,5262,4927,5225,7045,9894,14989,10316,6280,5379,2510,396,0,0,0,37.505852,126.797498,937910.2360321146,1945407.3151818218,POINT (937910.2360321146 1945407.3151818218)
2025,2,부평역,환승역,8597,22928,41749,94078,99799,77580,66970,76131,85038,91156,94741,97840,111086,130058,158710,122465,83003,73041,36485,9070,2,0,0,37.489457,126.724584,931450.7391299529,1943638.9754682176,POINT (931450.7391299529 1943638.9754682176)
2025,2,북한산보국문,일반역,6,2480,8161,20869,28239,20194,15829,15019,16572,16718,16079,17403,20206,22654,27735,20904,14740,13069,6572,1697,0,0,0,37.61233,127.00816,956591.2966548826,1957102.3402350931,POINT (956591.2966548826 1957102.3402350931)
2025,2,북한산우이,일반역,14,2017,4175,9525,12801,11529,10863,9788,10489,10192,10126,9413,8885,8196,8423,6237,4474,3569,1279,497,25,0,0,37.66284,127.01272,957022.8590648025,1962704.1372647225,POINT (957022.8590648025 1962704.1372647225)
2025,2,불광,환승역,31,11796,29545,70841,108066,72013,56952,57633,61816,67334,66869,73813,79935,85934,109553,78728,51348,43068,19258,5503,0,0,0,37.610154,126.930183,949707.7004314235,1956899.8368225582,POINT (949707.7004314235 1956899.8368225582)
2025,2,사가정,일반역,16,12667,27956,58855,87582,53989,38823,36019,40785,39658,40272,45368,50567,61842,84830,66503,40169,34644,15380,4559,0,0,0,37.580912,127.088502,963666.8636430219,1953582.5478447857,POINT (963666.8636430219 1953582.5478447857)
2025,2,사당,환승역,320,25694,99618,201719,270641,203312,151344,164227,171838,171368,175917,189707,225747,309927,413645,278107,201106,197889,101151,23187,1032,0,0,37.476536,126.981631,954166.828422214,1942049.31917179,POINT (954166.828422214 1942049.31917179)
2025,2,사릉역,일반역,52,1939,4225,11777,9895,5298,4618,4710,5041,4512,4152,4843,5308,7114,11112,8335,4064,3103,1569,394,0,0,0,37.651145,127.176839,971493.4114374699,1961344.0703927008,POINT (971493.4114374699 1961344.0703927008)
2025,2,사평,일반역,0,1296,5271,13809,20342,12994,10030,9179,11301,11577,10926,11927,13678,17415,20243,14144,9330,7952,3452,1024,1,0,0,37.504161,127.015219,957152.4158102431,1945098.3147744152,POINT (957152.4158102431 1945098.3147744152)
2025,2,산성,일반역,17,5093,12230,29724,35793,19430,14480,12267,13092,13467,13449,15675,17279,22624,32024,25068,15235,13815,6708,2416,0,0,0,37.456886,127.149927,969039.18879186,1939800.6813708541,POINT (969039.18879186 1939800.6813708541)
2025,2,삼각지(전쟁기념관),환승역,1,2653,15307,39199,69417,36701,29167,32454,36883,41409,39017,43039,51199,69234,94440,50375,37344,37364,19113,3965,19,0,0,37.534457,126.972992,953438.9665634868,1948479.5448526612,POINT (953438.9665634868 1948479.5448526612)
2025,2,삼성(무역센터),일반역,105,9651,50706,148655,334962,259370,141706,114951,117135,137364,138440,153780,178790,274392,347199,184744,135491,108305,21040,5488,987,0,0,37.508827,127.063203,961395.9284661382,1945595.21145871,POINT (961395.9284661382 1945595.21145871)
2025,2,삼성중앙,일반역,0,1390,7506,23864,55789,40541,19304,15945,16803,17697,17229,18243,22363,38044,58325,28586,17463,15037,5124,1710,0,0,0,37.513011,127.053282,960521.3107566303,1946063.5163967353,POINT (960521.3107566303 1946063.5163967353)
2025,2,삼양,일반역,3,1385,3793,7960,11009,7618,7280,6846,7599,7848,7433,8494,8623,8623,9689,7833,5303,4402,2054,585,0,0,0,37.62706,127.01817,957483.1516279903,1958731.9918749775,POINT (957483.1516279903 1958731.9918749775)
2025,2,삼양사거리,일반역,1,1557,4214,8045,11985,8886,7780,7831,9278,9393,8612,9578,9746,9633,10709,8795,5528,3964,1631,464,0,0,0,37.62144,127.02049,957684.684774446,1958107.4268981672,POINT (957684.684774446 1958107.4268981672)
2025,2,삼전,일반역,24,4922,9714,27154,54883,33594,19077,16992,18620,19125,18306,19816,23506,31275,47872,32402,21045,19916,9220,2681,465,0,0,37.504531,127.087211,963515.6720687804,1945109.0193541266,POINT (963515.6720687804 1945109.0193541266)
2025,2,상갈역,일반역,26,3687,9994,23216,24966,16824,11947,12067,10968,12457,11435,12395,15804,21595,25097,18063,12746,11047,5099,653,0,0,0,37.261797,127.108718,965304.9173573585,1918171.714138967,POINT (965304.9173573585 1918171.714138967)
2025,2,상계,일반역,64,13277,41962,88172,86308,57640,44717,43872,50406,50461,46602,50885,57532,68699,86324,72979,48087,41299,21736,6075,570,0,0,37.660576,127.073199,962355.8721200876,1962426.9553531383,POINT (962355.8721200876 1962426.9553531383)
2025,2,상도,일반역,5,6570,16275,37980,59452,42200,28866,25649,28605,30653,29145,32330,36335,44235,57542,39595,27379,23850,13438,3512,0,0,0,37.50279,126.947949,951205.7895401043,1944978.9642612764,POINT (951205.7895401043 1944978.9642612764)
2025,2,상봉,환승역,941,16869,35711,84767,125364,69176,49123,49898,59250,58091,58401,63998,72366,89230,126862,101156,62395,53136,27194,8679,15,0,0,37.595673,127.085708,963427.3901035192,1955221.2920567398,POINT (963427.3901035192 1955221.2920567398)
2025,2,상수,일반역,13,5365,9287,15168,30969,30078,22312,24014,27979,30812,30900,32512,39982,45362,60714,43925,33847,33477,22355,5318,0,0,0,37.547704,126.92292,949024.099816009,1949975.2007081907,POINT (949024.099816009 1949975.2007081907)
2025,2,상왕십리,일반역,9,5985,18169,48118,90478,52519,34341,31477,33942,35289,34679,37865,43392,57562,79929,53567,35235,31559,14357,4280,0,0,0,37.564444,127.029322,958432.3963207683,1951780.0399452953,POINT (958432.3963207683 1951780.0399452953)
2025,2,상월곡(한국과학기술연구원),일반역,43,5519,9932,23764,37841,21331,14493,13240,14857,15444,13826,15518,18325,21284,28731,21981,12600,13061,6618,1930,1,0,0,37.606392,127.048509,960149.2612121936,1956425.653108999,POINT (960149.2612121936 1956425.653108999)
2025,2,상일동,일반역,47,10384,33668,78904,69451,40346,31408,28922,33733,34061,32001,38284,39571,52881,72694,58289,35368,30201,14444,5932,1006,0,0,37.556714,127.166381,970533.6662229225,1950870.644945223,POINT (970533.6662229225 1950870.644945223)
2025,2,상천역,일반역,4,168,310,535,1034,855,811,1010,867,849,933,980,865,757,614,489,260,251,77,28,0,0,0,37.770305,127.4542,995966.3725784498,1974516.3485262587,POINT (995966.3725784498 1974516.3485262587)
2025,2,새절(신사),일반역,56,10486,23174,55206,70258,38225,27198,25848,28654,30607,27127,32321,36688,44250,58577,47061,28290,24024,12202,4109,5,0,0,37.591148,126.913613,948232.0439761004,1954800.202236602,POINT (948232.0439761004 1954800.202236602)
2025,2,샛강,환승역,28,3328,9777,36686,74465,30697,19304,19638,19154,22097,21568,22944,26649,47136,68136,29470,21427,19125,7303,2306,65,0,0,37.5173,126.9284,949487.6737497604,1946599.0810304445,POINT (949487.6737497604 1946599.0810304445)
2025,2,서강대역,일반역,0,503,2571,4454,10494,7733,5304,5217,5908,6233,6181,6645,7203,9381,9433,6104,5152,4736,1858,148,0,0,0,37.552132,126.935389,950128.498825684,1950459.7771422951,POINT (950128.498825684 1950459.7771422951)
2025,2,서대문,일반역,12,3530,21918,82762,192043,62003,38054,38406,39526,43981,41864,45526,54240,90056,143522,49367,37003,32494,9493,1777,29,0,0,37.565812,126.966639,952897.4126664366,1951961.3845506548,POINT (952897.4126664366 1951961.3845506548)
2025,2,서동탄역,일반역,0,1273,6262,11014,4616,3103,2494,2700,2576,2437,2612,3439,3363,4159,6659,6217,3203,2088,1467,1031,0,0,0,37.195675,127.051893,960231.4933656654,1910858.5884593655,POINT (960231.4933656654 1910858.5884593655)
2025,2,서빙고역,일반역,53,1347,5360,6648,11550,6515,5820,4986,5524,6891,6090,7430,8462,10744,10574,5632,3397,3398,1118,235,0,0,0,37.51961,126.988358,954787.5984988795,1946824.8578184703,POINT (954787.5984988795 1946824.8578184703)
2025,2,서울대벤처타운,일반역,23,5926,12153,34368,48694,31750,22778,22392,25077,25584,24524,26344,31007,35126,45559,36680,22441,20043,12227,4731,1,0,0,37.47204068,126.933976556,949950.2837394094,1941574.853361465,POINT (949950.2837394094 1941574.853361465)
2025,2,서울대입구(관악구청),일반역,4320,26322,52452,138931,228317,169861,110926,97275,109328,121272,112607,120919,139057,173856,242588,187260,126588,120179,61998,19704,3279,0,0,37.481233,126.952745,951615.7936510493,1942584.872558793,POINT (951615.7936510493 1942584.872558793)
2025,2,서울숲역,일반역,137,2947,10406,34145,62963,48509,30657,26549,29268,33415,34040,37280,42947,61618,76245,47187,27700,22458,5691,872,0,0,0,37.543647,127.044686,959778.0889798887,1949466.0409909505,POINT (959778.0889798887 1949466.0409909505)
2025,2,서울역,환승역,1062,25771,118544,306264,566519,402451,279131,304544,333668,323993,281802,347121,377229,521126,609772,378603,266232,260864,92532,17181,412,1,0,37.55585,126.972103,953373.7493582559,1950853.4256943162,POINT (953373.7493582559 1950853.4256943162)
2025,2,서울지방병무청,일반역,0,1399,4345,12889,18404,11371,9633,8739,10050,9559,9246,11042,11674,12864,16308,10748,7341,6619,3119,1009,2,0,0,37.50604687,126.922783404,948983.6714691627,1945353.6405346107,POINT (948983.6714691627 1945353.6405346107)
2025,2,서원,일반역,0,2462,4662,13942,20292,13489,8684,7598,8515,8356,7733,8704,9500,11167,15805,13717,8435,8203,4515,1573,0,0,0,37.47827336,126.933228219,949888.2744476221,1942266.7272778277,POINT (949888.2744476221 1942266.7272778277)
2025,2,서정리역,일반역,57,7652,17577,28089,28455,19644,18348,18426,21010,20725,20471,23316,30508,44874,34832,26436,21850,15811,9572,821,0,0,0,37.056459,127.052844,960243.142277629,1895414.0483764461,POINT (960243.142277629 1895414.0483764461)
2025,2,서초,일반역,8,6393,29612,65233,138426,111598,62374,61166,51675,61769,60960,62641,70773,98535,120281,61781,41371,39178,10854,2170,4,0,0,37.49191,127.007685,956479.4062199495,1943742.6007444386,POINT (956479.4062199495 1943742.6007444386)
2025,2,서현역,일반역,240,6513,22595,61165,115938,90306,61798,59714,65421,69992,72920,77080,84417,108948,138356,88032,67369,54890,19438,1788,0,0,0,37.384931,127.123249,966647.8531198378,1931826.9665677035,POINT (966647.8531198378 1931826.9665677035)
2025,2,석계,환승역,2225,15497,35134,73408,89366,55616,45407,46646,49836,51602,50611,56849,67349,75759,103075,78292,51632,45178,23509,6319,6,0,0,37.614937,127.065922,961690.6064078169,1957366.4344851687,POINT (961690.6064078169 1957366.4344851687)
2025,2,석수역,일반역,187,8483,18947,39609,40244,24059,18480,15652,16265,16800,16669,20061,23092,32646,39871,29562,17699,16674,7205,544,0,0,0,37.435161,126.902233,947117.4247980706,1937500.6412898186,POINT (947117.4247980706 1937500.6412898186)
2025,2,석촌,일반역,5,6359,20128,51486,93302,66616,47081,47211,52462,55189,52999,57066,61947,78786,105288,71465,50729,46454,19962,5292,15,0,0,37.505396,127.106995,965264.6876924058,1945197.4991542632,POINT (965264.6876924058 1945197.4991542632)
2025,2,석촌고분,일반역,1,3409,8811,22717,47006,30052,17604,15808,18494,17929,17214,18439,20584,27818,42977,28891,18973,16296,7476,2894,7,0,0,37.502439,127.096611,964345.4992235429,1944873.3229117198,POINT (964345.4992235429 1944873.3229117198)
2025,2,선릉,환승역,161,12747,62664,183652,434951,326244,183484,143844,153544,172769,167003,185318,221513,330264,447016,233053,149183,129618,43497,9228,11,0,0,37.504477,127.048974,960136.0512203473,1945118.5391412848,POINT (960136.0512203473 1945118.5391412848)
2025,2,선유도,일반역,8,3185,9601,36891,68186,33101,16317,16621,17874,17386,17900,18144,21231,38691,61267,30007,17847,13977,6254,1737,5,0,0,37.537778,126.893889,946452.5463925472,1948890.0973281972,POINT (946452.5463925472 1948890.0973281972)
2025,2,선정릉,환승역,4,3627,16382,44347,121453,102545,50672,37758,41155,43702,43382,42757,48978,79058,119871,66839,36684,31249,10886,2512,6,0,0,37.51028,127.0437593,959678.2686936471,1945764.5671708267,POINT (959678.2686936471 1945764.5671708267)
2025,2,성균관대역,일반역,139,10109,31960,72939,68453,41220,32502,31163,32197,33979,32302,37046,46578,59022,79624,59952,39012,33883,18113,2450,0,0,0,37.300344,126.970861,953104.9406335206,1922507.5584753333,POINT (953104.9406335206 1922507.5584753333)
2025,2,성남역,환승역,0,265,2023,5624,6516,3144,2680,2586,2660,2677,2273,3200,3576,5039,6173,3459,2713,2406,914,117,0,0,0,37.394722,127.119444,966315.3925724336,1932914.5436655714,POINT (966315.3925724336 1932914.5436655714)
2025,2,성수,일반역,59,8494,39126,90782,273193,179329,109027,107269,123558,140113,153843,167430,186939,240852,344856,187701,130061,108129,31814,7922,820,0,0,37.544628,127.055983,960776.5721019367,1949570.1046124678,POINT (960776.5721019367 1949570.1046124678)
2025,2,성신여대입구,환승역,24,7729,25487,63567,97340,74731,59400,60943,73712,79156,74928,79986,92363,108459,131298,96910,70577,69265,32653,8175,1,0,0,37.59247,127.01656,957321.3222589511,1954895.109793664,POINT (957321.3222589511 1954895.109793664)
2025,2,성환역,일반역,26,2380,5149,14062,14491,10916,10462,9385,11015,12304,11535,12094,14790,18071,15657,8821,7737,5588,4397,1025,0,0,0,36.915781,127.127007,966775.9171185475,1879779.6854318874,POINT (966775.9171185475 1879779.6854318874)
2025,2,세류역,일반역,423,4429,11686,19358,13503,7816,7001,6980,6891,6626,6761,7747,10295,13029,16331,12066,9443,8242,3018,830,0,0,0,37.244102,127.013772,956875.8956479655,1916247.681787723,POINT (956875.8956479655 1916247.681787723)
2025,2,세마역,일반역,194,3181,9102,13043,17145,8208,6340,6578,6719,7743,7178,7380,11246,14029,16207,11028,7375,6388,2818,302,0,0,0,37.187288,127.043279,959462.5321430869,1909931.8024462806,POINT (959462.5321430869 1909931.8024462806)
2025,2,소사역,환승역,851,13367,17086,29988,30307,22341,19229,18234,20595,20830,18738,20500,23544,26095,30164,22807,15612,12961,6648,1695,0,0,0,37.482755,126.795654,937728.079106611,1942846.0431141304,POINT (937728.079106611 1942846.0431141304)
2025,2,소요산역,일반역,108,609,810,1903,3131,3724,5877,8029,9940,10857,10834,9777,7275,4419,3095,1565,1289,771,518,279,1,0,0,37.948608,127.061007,961430.6129465074,1994388.840530098,POINT (961430.6129465074 1994388.840530098)
2025,2,솔밭공원,일반역,19,1862,4562,11068,12570,8709,6875,6550,7460,7708,7154,7791,8404,8335,10207,8606,5746,4686,2411,624,4,0,0,37.65607,127.01326,957066.5877272453,1961952.78093663,POINT (957066.5877272453 1961952.78093663)
2025,2,솔샘,일반역,3,3013,11352,29217,30884,18788,14021,13009,14444,14223,13066,15356,17176,19591,27147,23596,13766,12466,5683,1940,0,0,0,37.62037,127.01357,957073.3966026346,1957991.8571273854,POINT (957073.3966026346 1957991.8571273854)
2025,2,송내역,일반역,1315,21205,48734,119220,143764,80204,53022,53786,56275,54730,53450,57781,70093,95396,149820,99365,63389,53092,25022,3794,0,0,0,37.487626,126.753045,933965.2089671438,1943415.4901948737,POINT (933965.2089671438 1943415.4901948737)
2025,2,송정,일반역,6,4391,10031,22427,31535,19919,16456,15967,17578,17133,17274,18276,20866,24488,31175,22242,15703,13563,6999,2198,0,0,0,37.561201,126.812052,939241.5106744725,1951538.5260162032,POINT (939241.5106744725 1951538.5260162032)
2025,2,송탄역,일반역,48,5202,9774,15762,16416,11963,10356,11291,11843,12140,11777,12870,14638,18145,19866,15630,12376,9852,5979,550,0,0,0,37.075376,127.054397,960391.0584739317,1897511.9653259348,POINT (960391.0584739317 1897511.9653259348)
2025,2,송파,일반역,5,3319,15217,36738,51904,33495,24506,24360,25500,27730,26167,29009,31931,39078,51607,35129,22288,19674,7459,2205,47,0,0,37.49978,127.11212,965715.0890436817,1944572.5619097077,POINT (965715.0890436817 1944572.5619097077)
2025,2,송파나루,일반역,1,2104,5790,17465,33461,22279,13132,13529,16388,16306,15453,16873,18856,26587,39366,27098,17946,15197,6221,1871,0,0,0,37.51055,127.112451,965749.2671090073,1945767.3018282526,POINT (965749.2671090073 1945767.3018282526)
2025,2,수내역,일반역,113,4236,14319,39203,74962,56763,35217,31085,33946,35943,37930,38325,43198,61671,76922,49044,36469,28772,8473,1131,0,0,0,37.378435,127.114216,965845.2512153457,1931109.5242008485,POINT (965845.2512153457 1931109.5242008485)
2025,2,수락산,일반역,88,10019,23795,49325,57855,40049,31971,30847,34595,33450,33627,36383,40509,45377,57001,49192,31754,24935,12192,4399,6,0,0,37.677804,127.055314,960787.4611702929,1964345.6749099288,POINT (960787.4611702929 1964345.6749099288)
2025,2,수색역,일반역,11,1460,5556,12319,24666,12452,6648,6156,6034,6798,6155,7177,8635,15451,17679,11443,6864,5492,2661,361,0,0,0,37.580855,126.895681,946641.592759673,1953668.27166145,POINT (946641.592759673 1953668.27166145)
2025,2,수서,환승역,189,14109,47089,127615,198590,125420,107997,88596,107417,96551,85761,109863,122945,163380,202484,120698,94573,74011,30749,5437,207,0,0,37.4875,127.101924,964808.0941849197,1943213.9421363526,POINT (964808.0941849197 1943213.9421363526)
2025,2,수원역,환승역,2231,27134,72469,140001,149505,118694,118497,127014,143413,141846,143731,155584,184295,200219,250591,187253,149251,116184,47608,7746,0,0,1,37.266162,126.999821,955651.4911787105,1918701.4463385965,POINT (955651.4911787105 1918701.4463385965)
2025,2,수원시청역,일반역,228,7915,18407,46680,78066,49219,30421,32851,37334,37484,35405,39469,46838,61968,89164,54837,40534,32707,14784,1263,0,0,0,37.261941,127.030736,958390.2729624308,1918219.1298129505,POINT (958390.2729624308 1918219.1298129505)
2025,2,수유(강북구청),일반역,98,22649,50330,117154,158852,108018,79521,78457,86698,90338,89809,97231,113755,133094,177386,138899,93961,81883,44152,10589,0,0,0,37.637727,127.025371,958124.5603162321,1959912.2160105193,POINT (958124.5603162321 1959912.2160105193)
2025,2,수진,일반역,20,3949,8662,19271,29504,18613,14230,14148,15582,16525,16300,16907,18880,20108,23676,17779,11972,10926,5109,1671,21,0,0,37.437575,127.140936,968235.8493249143,1937661.2688458036,POINT (968235.8493249143 1937661.2688458036)
2025,2,숙대입구(갈월),일반역,2,3404,14020,36571,71998,48152,32939,33047,36391,39387,39250,41259,51071,67347,87020,50471,38622,36305,16734,2868,22,0,0,37.5447834,126.9721,953366.5898260056,1949625.6453173873,POINT (953366.5898260056 1949625.6453173873)
2025,2,숭실대입구(살피재),일반역,33,5771,14273,38003,56596,46680,31608,28282,31011,32849,31851,34746,38444,48167,58506,41114,28808,25769,15264,4173,0,0,0,37.496258,126.953649,951705.3934383359,1944251.3382533567,POINT (951705.3934383359 1944251.3382533567)
2025,2,시청,환승역,129,8549,46759,148558,433196,198906,102223,111470,111845,135625,140464,151141,169552,248800,371846,152360,114900,98839,24552,3436,51,0,0,37.565211,126.977207,953830.3378695835,1951889.4620754877,POINT (953830.3378695835 1951889.4620754877)
