년,월,역사명,환승역구분,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원,Y좌표 (WGS84),X좌표 (WGS84),X좌표 (GRS80TM),Y좌표 (GRS80TM),geometry
2025,1,4.19민주묘지,일반역,5,1593,3373,8378,13106,9890,8593,9418,10898,10612,10272,10698,10767,10383,10681,8769,5869,4716,2517,678,4,1,0,37.64954,127.01371,957102.5243733915,1961228.0940842964,POINT (957102.5243733915 1961228.0940842964)
2025,1,가능역,일반역,358,7795,12600,25473,28145,16970,16421,17126,18174,18151,15603,18039,19811,23267,25255,21803,15143,11024,5593,2066,0,0,0,37.748362,127.044251,959850.0082811359,1972178.5976392387,POINT (959850.0082811359 1972178.5976392387)
2025,1,가락시장,환승역,237,8656,23620,51560,92993,53754,46503,49303,50052,53573,55566,60637,63780,78149,99633,58234,42625,37819,16595,4595,555,0,0,37.492318,127.1177,966204.9475942984,1943742.685595979,POINT (966204.9475942984 1943742.685595979)
2025,1,가산디지털단지,환승역,1279,17709,51500,207180,501670,283524,100144,80759,89357,97040,99639,112652,144461,311691,419812,188450,111318,88259,29032,4989,13,0,0,37.480376,126.882704,945422.6081266935,1942528.0895484856,POINT (945422.6081266935 1942528.0895484856)
2025,1,가양,일반역,87,15305,33084,89842,120044,68060,49499,50454,54098,54941,54814,60670,67725,83740,115988,78976,52140,44107,20622,5603,228,3,0,37.561111,126.855078,943041.474068909,1951501.5949794117,POINT (943041.474068909 1951501.5949794117)
2025,1,가오리,일반역,2,2575,6294,15469,19939,14559,12368,12479,12915,13675,12471,14056,15028,15177,17122,14356,9015,7582,3529,1057,10,2,0,37.64162,127.01681,957371.4626228614,1960347.985374767,POINT (957371.4626228614 1960347.985374767)
2025,1,가좌역,일반역,11,3094,9105,20778,31777,17759,13967,14736,15992,15893,15290,16397,18994,22851,26938,19170,12487,9672,5223,548,25,0,0,37.568611,126.914841,948324.8820985131,1952299.1441089737,POINT (948324.8820985131 1952299.1441089737)
2025,1,가천대역,일반역,27,4779,8988,19485,35188,24817,16798,15592,17324,19965,17196,20019,25131,26943,30972,22903,16376,16874,10755,1046,17,0,0,37.448784,127.126677,966979.3662475476,1938909.720828672,POINT (966979.3662475476 1938909.720828672)
2025,1,가평역,일반역,1,756,1950,4446,7572,6031,7485,8454,7908,7726,7864,7873,7068,8194,6809,5354,3728,2261,1411,381,0,0,0,37.814515,127.510693,1000941.1765195474,1979420.4328620317,POINT (1000941.1765195474 1979420.4328620317)
2025,1,간석역,일반역,268,5967,12078,19862,22196,14318,13832,13914,15604,16064,15632,16087,18308,20698,24499,18831,13136,10340,5706,1811,7,0,0,37.464689,126.693408,928671.0954612234,1940914.2465521134,POINT (928671.0954612234 1940914.2465521134)
2025,1,갈매역,일반역,4,2037,4418,13833,11980,7411,6733,4944,5477,6163,5481,7239,6895,8981,12969,8534,5379,4649,2381,435,0,0,0,37.634135,127.114803,966013.3407516405,1959477.5433543709,POINT (966013.3407516405 1959477.5433543709)
2025,1,강남,환승역,192,17611,64800,169382,326732,343626,197951,169805,186675,219256,218815,236238,265984,364783,458170,299184,209785,214960,94284,16817,65,0,0,37.49805,127.02795,958274.257106611,1944414.617740294,POINT (958274.257106611 1944414.617740294)
2025,1,강남구청,환승역,36,4941,24604,57769,154138,137288,71530,54639,55695,61223,63221,67014,74614,107156,153930,91486,56721,51083,17324,3617,13,0,0,37.517185,127.04122,959457.5841158917,1946531.725492398,POINT (959457.5841158917 1946531.725492398)
2025,1,강동,일반역,108,11026,28083,69228,106866,59862,43538,42834,45610,49532,48361,51414,57232,72390,94487,59399,41269,37313,17920,6355,28,0,0,37.53581,127.13249,967531.2253576679,1948562.6333189053,POINT (967531.2253576679 1948562.6333189053)
2025,1,강동구청,일반역,28,5676,15018,38252,64616,35138,27365,24576,25758,28824,27861,30764,33784,41816,57725,35144,24131,20476,8976,2395,14,0,0,37.530348,127.120461,966466.0377385821,1947960.8788988332,POINT (966466.0377385821 1947960.8788988332)
2025,1,강매역,일반역,0,2074,6600,16216,17164,8293,6435,5901,6117,5921,5698,6443,7490,8864,13562,10314,6842,6070,3064,1016,2,0,0,37.612396,126.844537,942150.2040391938,1957197.9090317944,POINT (942150.2040391938 1957197.9090317944)
2025,1,강변(동서울터미널),일반역,20,9163,36698,74542,120877,97499,87480,81932,83946,85343,86126,94832,99583,112941,132513,93653,68609,55126,21513,4608,21,0,0,37.535161,127.094684,964190.8165949243,1948504.3551141364,POINT (964190.8165949243 1948504.3551141364)
2025,1,강일,일반역,0,3064,10123,27595,27745,17134,14584,13005,15019,14462,14704,16778,17213,21265,25943,20877,12999,11334,6555,1833,21,0,0,37.557521,127.176018,971385.1489313104,1950957.199478635,POINT (971385.1489313104 1950957.199478635)
2025,1,강촌역,일반역,6,145,394,561,1351,1464,1639,2610,1752,1428,1941,1871,1849,1607,1347,764,544,606,466,66,0,0,0,37.805728,127.634054,1011800.5665691382,1978453.9367954032,POINT (1011800.5665691382 1978453.9367954032)
2025,1,개롱,일반역,4,4038,10042,24563,34254,20037,16047,16108,17786,18329,18017,18313,22887,26350,31689,24125,14675,12355,6064,1557,3,0,0,37.498097,127.134817,967720.5713082982,1944377.8183655378,POINT (967720.5713082982 1944377.8183655378)
2025,1,개봉역,일반역,1096,19658,42608,86200,89850,61565,49352,51255,56102,56656,54883,62072,71382,84385,102711,77614,52262,45357,20278,1446,0,0,0,37.494698,126.858504,943293.8021730053,1944131.335272816,POINT (943293.8021730053 1944131.335272816)
2025,1,개포동역,일반역,3,1428,6504,14323,19304,13641,11801,10839,12256,12145,12274,13590,15075,17886,20583,15065,10311,9640,4424,122,1,0,0,37.489112,127.066027,961635.4293459235,1943406.8064291256,POINT (961635.4293459235 1943406.8064291256)
2025,1,개화,일반역,10,2350,8287,14719,12584,5617,4081,3955,3872,3974,4396,4722,5871,8684,9902,6642,3709,3169,1403,475,48,1,0,37.578611,126.798333,938044.2782779207,1953479.0555046464,POINT (938044.2782779207 1953479.0555046464)
2025,1,개화산,일반역,0,4427,11612,24649,34371,17537,14011,14311,16052,15235,14796,15858,18475,23131,30116,20636,12880,12164,5493,1698,80,0,0,37.572458,126.806838,938790.224991624,1952790.8287688673,POINT (938790.224991624 1952790.8287688673)
2025,1,거여,일반역,10,6357,17597,42994,52686,29849,22403,22087,22991,25465,22711,25399,31282,36164,48995,36959,20984,18384,9158,2890,1,0,0,37.493208,127.143983,968528.7279515759,1943832.3133632632,POINT (968528.7279515759 1943832.3133632632)
2025,1,건대입구,환승역,348,20783,45018,92957,171943,141524,108570,114948,131389,146644,152053,167344,191798,237738,286471,203112,163221,156070,86971,20635,1104,0,0,37.540408,127.069231,961944.7304597475,1949096.4755224376,POINT (961944.7304597475 1949096.4755224376)
2025,1,검암,환승역,1444,8634,14063,34780,34453,15147,11757,12068,12646,12323,12045,13065,17469,20540,32787,24981,15578,13371,9898,4598,32,0,0,37.56915547,126.6735357,927015.5280348624,1952519.6156210408,POINT (927015.5280348624 1952519.6156210408)
2025,1,경복궁(정부서울청사),일반역,34,3503,17217,42034,127893,79730,63476,72284,78943,89769,94850,103705,109213,121034,133348,61525,45994,41493,12073,2196,27,0,0,37.575844,126.973576,953516.2782926572,1953070.932288911,POINT (953516.2782926572 1953070.932288911)
2025,1,경찰병원,일반역,4,3074,10027,28525,47752,27701,19703,17046,17625,19581,18850,20113,19736,29320,38663,23010,15116,13014,5557,1447,12,7,0,37.495754,127.124198,966780.8903153058,1944121.5732353157,POINT (966780.8903153058 1944121.5732353157)
2025,1,계양,환승역,72,12796,34529,66395,53533,36544,27468,26105,26489,26316,26196,28233,36315,41749,62677,54648,33566,30406,16477,5149,40,0,0,37.57160721,126.736023,932536.0366957842,1952744.9264885292,POINT (932536.0366957842 1952744.9264885292)
2025,1,고덕,일반역,10,5190,16830,35330,39015,28686,27195,25923,28214,31819,29726,33746,36869,40721,44465,31528,19719,19449,7665,2689,121,0,0,37.555002,127.154214,969458.3344946295,1950684.5921660517,POINT (969458.3344946295 1950684.5921660517)
2025,1,고려대(종암),일반역,18,4187,10461,26328,42811,25721,17273,16935,19521,22150,19579,21559,26965,32544,36403,24918,16767,16634,9701,2574,37,0,0,37.59034,127.03626,959059.3056998377,1954650.0265733027,POINT (959059.3056998377 1954650.0265733027)
2025,1,고속터미널,환승역,239,16745,80472,144274,224961,255778,256617,287797,300057,318284,339304,367180,381589,415743,400575,291286,262022,190912,52087,7522,137,0,0,37.504953,127.004916,956242.2369752744,1945190.9231607118,POINT (956242.2369752744 1945190.9231607118)
2025,1,곡산역,환승역,39,344,1177,2510,3208,1712,1501,1382,1435,1480,1734,1815,1809,2664,3006,1332,860,869,359,82,4,0,0,37.645729,126.801877,938412.5881392695,1960923.256663994,POINT (938412.5881392695 1960923.256663994)
2025,1,공덕,환승역,259,12641,37724,113805,246007,136069,84791,89125,91279,98259,96917,105353,128366,187542,261474,133251,98335,91708,39603,9323,256,11,0,37.544005,126.951058,951507.2716878421,1949549.9306792212,POINT (951507.2716878421 1949549.9306792212)
2025,1,공릉(서울과학기술대),일반역,19,6629,16342,38588,54885,36019,28178,28972,33447,34487,33385,37489,41238,46905,57621,44555,28343,25610,14814,4212,21,0,0,37.625642,127.072969,962317.9432771656,1958551.2556369859,POINT (962317.9432771656 1958551.2556369859)
2025,1,공항시장,일반역,6,3663,4969,10577,14572,9448,7662,7980,8835,8273,8679,9375,10504,11671,15404,11007,8505,7640,4150,1317,111,0,0,37.563611,126.810278,939086.7941066122,1951807.0539922772,POINT (939086.7941066122 1951807.0539922772)
2025,1,공항화물청사,일반역,4,1423,8538,12074,18411,4587,2844,3948,4158,3274,3231,4053,6314,11731,12896,4290,3865,3293,772,76,0,2,0,37.45902611,126.4774333,909564.6270253193,1940471.4325340868,POINT (909564.6270253193 1940471.4325340868)
2025,1,관악역,일반역,107,7575,14602,31877,32746,21719,18250,15835,17868,17554,17207,18243,21821,25749,33172,23681,14474,13514,6973,624,0,0,0,37.419578,126.908476,947658.8807987297,1935768.3346283443,POINT (947658.8807987297 1935768.3346283443)
2025,1,관악산,일반역,12,1385,2988,7231,13023,12310,11199,9120,9646,10976,10918,10897,9796,9468,9293,5410,3506,3157,1757,832,43,0,0,37.46916896,126.944954837,950919.151024725,1941250.476930478,POINT (950919.151024725 1941250.476930478)
2025,1,광나루(장신대),일반역,9,5225,19376,35465,53818,35788,31023,28804,30943,33206,32741,35265,38449,42292,54525,34936,25455,21724,9576,2164,12,0,0,37.545301,127.103478,964972.5031594856,1949626.015933655,POINT (964972.5031594856 1949626.015933655)
2025,1,광명역,일반역,0,1414,6158,15220,15922,11655,8020,10348,13701,5714,12124,10367,13095,16339,20935,14310,7069,10037,1035,3,0,0,0,37.415995,126.884523,945536.7790030907,1935384.3928071363,POINT (945536.7790030907 1935384.3928071363)
2025,1,광명사거리,일반역,159,21344,36207,79150,92632,60267,51220,56208,62719,65602,64783,69948,77096,85230,100336,73059,44524,37234,17225,4262,29,0,0,37.47927,126.854854,942959.4205747001,1942421.8927783035,POINT (942959.4205747001 1942421.8927783035)
2025,1,광운대역,환승역,1934,6349,14598,29917,33741,22231,18429,18940,20632,21503,20600,24176,25742,26529,33177,24657,17006,15494,9698,4520,27,0,0,37.623635,127.061975,961346.7670109139,1958333.0585097682,POINT (961346.7670109139 1958333.0585097682)
2025,1,광화문(세종문화회관),일반역,2,1860,29038,78553,252694,116471,63896,75148,78495,98493,104500,110598,126217,166713,239435,94470,66795,64098,13265,1668,10,0,0,37.571645,126.976568,953777.8812948661,1952603.5971727937,POINT (953777.8812948661 1952603.5971727937)
2025,1,광흥창(서강),일반역,1,3963,12028,28569,52132,31565,22980,23392,24326,24218,23492,25043,28135,37468,48868,28997,19131,16955,7572,1855,9,0,0,37.547464,126.931971,949823.458643276,1949943.7047382293,POINT (949823.458643276 1949943.7047382293)
2025,1,교대(법원·검찰청),환승역,81,10987,42566,89053,221565,187157,114752,111290,113734,127695,130638,131286,141483,206049,259994,135212,101716,96493,35882,7410,40,0,0,37.493957,127.014431,957076.927150371,1943966.604679916,POINT (957076.927150371 1943966.604679916)
2025,1,구로역,일반역,8254,19023,27564,55529,87485,56428,45236,45581,44806,47723,47919,54347,59440,79482,82225,47181,36579,32831,15322,9621,37,0,0,37.503178,126.882037,945380.2429665604,1945058.225486776,POINT (945380.2429665604 1945058.225486776)
2025,1,구로디지털단지,일반역,213,37509,63769,188451,354055,224460,118165,103220,116355,128661,121941,135051,158699,226526,325925,206365,136484,124049,60869,15222,301,0,0,37.4852931,126.901456,947084.0249317433,1943062.9073694916,POINT (947084.0249317433 1943062.9073694916)
2025,1,구룡역,일반역,2,1432,5626,11628,16607,10705,8471,7991,9282,9582,9990,9587,10986,12390,14238,9864,6042,5332,2694,104,3,0,0,37.486985,127.059496,961056.9613971099,1943173.5116779513,POINT (961056.9613971099 1943173.5116779513)
2025,1,구리역,환승역,660,6059,13038,29774,35248,22534,21787,22285,23650,25029,23884,26961,28661,32582,42301,31236,21159,15240,8250,1328,0,0,0,37.60326,127.143373,968521.1199435267,1956042.1385439895,POINT (968521.1199435267 1956042.1385439895)
2025,1,구반포,일반역,0,1080,11682,3372,5168,4210,2741,2804,3190,3364,3493,4329,9805,10065,6485,2879,1852,1414,509,225,13,0,0,37.501389,126.987222,954676.1960516898,1944803.8937742102,POINT (954676.1960516898 1944803.8937742102)
2025,1,구산,일반역,16,5821,12124,28933,40427,24678,17777,18631,20252,19992,19335,21389,24844,26262,30598,23905,15056,12766,6241,1795,9,0,0,37.611196,126.9172519,948567.1034308287,1957022.4487035037,POINT (948567.1034308287 1957022.4487035037)
2025,1,구성역,환승역,125,2878,12209,26667,30881,19922,16429,15672,16558,15434,15678,18389,21350,29452,33964,23739,17963,13853,7762,754,12,0,0,37.299013,127.105664,965051.3293246276,1922301.5521748532,POINT (965051.3293246276 1922301.5521748532)
2025,1,구의(광진구청),일반역,74,12607,49314,72949,134939,84447,55239,50468,55972,59353,59409,68023,81831,95964,128508,87698,62185,57498,28108,7605,47,0,0,37.537157,127.0862124,963443.3319101707,1948729.0590267894,POINT (963443.3319101707 1948729.0590267894)
2025,1,구일역,일반역,240,5738,13598,26910,27323,18338,15817,17362,21545,25455,29694,35660,39533,35760,35420,22750,26503,23596,17121,519,0,0,0,37.495973,126.869201,944240.3408803697,1944266.3985323645,POINT (944240.3408803697 1944266.3985323645)
2025,1,구파발,일반역,163,12145,38086,87731,95121,63516,54791,55272,58896,60158,62466,66391,74481,79745,98483,75587,48041,43222,20754,7424,255,15,0,37.636612,126.918827,948723.5834779643,1959841.4017480116,POINT (948723.5834779643 1959841.4017480116)
2025,1,국수역,일반역,0,662,917,1882,2451,2599,1967,2411,2263,2407,1955,2864,2603,2300,2060,1421,1522,1215,561,76,0,0,0,37.516171,127.399402,991110.0520636609,1946325.1304893375,POINT (991110.0520636609 1946325.1304893375)
2025,1,국회의사당,일반역,2,2503,13286,48236,150137,57504,32037,30076,31972,39865,42229,38533,52780,83996,105705,41236,27505,26300,6444,1645,7,0,0,37.528611,126.9175,948532.2023824959,1947859.8833020036,POINT (948532.2023824959 1947859.8833020036)
2025,1,군자(능동),환승역,106,15634,31632,73712,133724,88221,57545,54776,61168,65130,65570,71329,83296,106464,143865,96237,68845,62702,31491,10252,951,1,0,37.557102,127.079559,962865.4204631733,1950944.450492397,POINT (962865.4204631733 1950944.450492397)
2025,1,군포역,일반역,12,6351,16259,43049,47508,15872,11316,11764,12433,12687,12374,14603,16801,31422,40503,20222,14064,9436,4082,597,0,0,0,37.353732,126.948517,951159.2520198046,1928441.780675334,POINT (951159.2520198046 1928441.780675334)
2025,1,굴봉산역,일반역,0,49,74,143,363,555,936,937,659,557,467,515,390,363,334,199,165,116,52,15,0,0,0,37.832086,127.557732,1005080.2510513392,1981371.4291437056,POINT (1005080.2510513392 1981371.4291437056)
2025,1,굽은다리(강동구민회관앞),일반역,4,7362,14085,34116,46457,29961,25199,25693,27070,29525,28836,29243,34629,36471,47921,33957,23396,19968,8889,2994,37,0,0,37.545442,127.142844,968450.0426197192,1949627.7211102396,POINT (968450.0426197192 1949627.7211102396)
2025,1,금곡역,일반역,18,1589,2496,5286,7155,4327,3839,4009,4411,4220,4017,4140,4531,5501,6506,3854,2007,2009,1071,255,0,0,0,37.637414,127.207931,974231.3537937494,1959811.679571575,POINT (974231.3537937494 1959811.679571575)
2025,1,금릉역,일반역,41,3164,11286,19500,20953,13701,11646,12506,12538,13557,12891,14521,16686,19780,23127,18094,11796,9844,5169,1528,9,2,0,37.751295,126.765401,935286.5165696298,1972660.2424555323,POINT (935286.5165696298 1972660.2424555323)
2025,1,금정역,환승역,427,24123,51575,115989,154077,78056,57765,58583,62562,63225,62506,72974,84546,121900,150343,100190,68746,60390,29056,9278,0,0,0,37.371957,126.943411,950718.9677948282,1930466.3418314767,POINT (950718.9677948282 1930466.3418314767)
2025,1,금천구청역,일반역,343,9891,19472,46748,57840,30003,23294,24343,26103,27010,25682,28962,34263,41423,61812,36440,21095,20540,8585,709,0,0,0,37.45576,126.894344,946434.1912570671,1939790.4167241277,POINT (946434.1912570671 1939790.4167241277)
2025,1,금촌역,일반역,89,3444,11570,22538,27987,18463,16994,18546,20496,21125,19407,21640,23925,26175,30717,20835,14982,11824,5958,1801,15,5,0,37.766106,126.774515,936102.1545200474,1974297.2558054193,POINT (936102.1545200474 1974297.2558054193)
2025,1,금호,일반역,69,4277,10630,26196,40538,27504,20448,19291,20920,21453,21472,23221,26431,31579,38493,28139,19372,16039,7468,1734,13,0,0,37.548269,127.015785,957227.633771583,1949991.5825828626,POINT (957227.633771583 1949991.5825828626)
2025,1,기흥역,환승역,295,5961,18193,41308,46707,27068,20982,21908,20994,23794,23119,25206,28466,38395,52941,37312,24934,20808,10155,923,8,0,0,37.275657,127.115944,965951.8927307096,1919706.7033108969,POINT (965951.8927307096 1919706.7033108969)
2025,1,길동,일반역,6,5316,12234,26042,42491,28123,24086,25058,27588,28317,28569,29132,33406,36412,42744,29964,19581,16859,7455,2868,11,0,0,37.538022,127.140085,968203.1700173328,1948805.4460567012,POINT (968203.1700173328 1948805.4460567012)
2025,1,길음,일반역,18,10739,34162,81150,100307,65088,47984,47550,53211,55951,54238,57747,66663,78781,99915,73664,50062,43445,21876,4932,92,0,0,37.603387,127.025053,958077.2249550975,1956102.4759837424,POINT (958077.2249550975 1956102.4759837424)
2025,1,김유정역,일반역,45,142,232,934,1406,1102,1553,1798,1922,1985,1928,1996,1939,1859,1380,733,715,333,209,75,0,0,0,37.818475,127.714302,1018861.437773294,1979881.3639227664,POINT (1018861.437773294 1979881.3639227664)
2025,1,김포공항,환승역,47,13987,49126,85295,107938,87400,88042,99025,99663,115042,117781,117083,118988,137504,150175,91027,65980,57470,20714,3341,241,17,0,37.56217,126.801273,938290.3134163136,1951653.0557510094,POINT (938290.3134163136 1951653.0557510094)
2025,1,까치산,환승역,317,22473,44727,107191,146594,87634,60323,60015,65441,65220,65154,72221,83039,97266,137167,103270,70317,65138,31335,8576,349,0,0,37.53221,126.846466,942258.577690231,1948300.4162491073,POINT (942258.577690231 1948300.4162491073)
2025,1,낙성대(강감찬),일반역,35,11916,31063,82001,141633,101470,64596,59797,64166,66750,66546,70428,78692,97595,136422,101757,71596,66163,36239,8345,64,0,0,37.47713,126.963583,952571.4229974636,1942124.1570280914,POINT (952571.4229974636 1942124.1570280914)
2025,1,남구로,일반역,146,17689,20163,52764,109307,59381,33672,30087,30565,30351,29335,34258,41407,70273,90346,47341,29184,26386,10692,2160,19,4,0,37.486181,126.887372,945839.517803649,1943169.4238367942,POINT (945839.517803649 1943169.4238367942)
2025,1,남부터미널(예술의전당),일반역,16,3879,33457,79606,173553,113543,84367,82373,87575,99243,101480,104803,115824,163787,184920,96861,64340,50541,18117,2858,19,0,0,37.48494,127.016289,957236.0304741138,1942965.38169992,POINT (957236.0304741138 1942965.38169992)
2025,1,남성,일반역,12,6231,15713,36689,59120,40147,28935,26547,28006,28944,28291,31286,33710,39776,52226,36566,25645,22784,11010,2774,29,0,0,37.484688,126.971108,953241.4786854064,1942958.9045585645,POINT (953241.4786854064 1942958.9045585645)
2025,1,남영역,일반역,97,3705,10983,26677,54062,32646,19064,18916,21576,22467,23183,25217,31255,41009,56382,29246,21630,20574,8731,1282,18,0,0,37.540597,126.971171,953281.9113197704,1949161.6477183658,POINT (953281.9113197704 1949161.6477183658)
2025,1,남위례,일반역,2,2761,10432,24705,41370,23002,15465,15082,16148,17879,18433,19984,23401,31168,39600,24349,16947,14761,7283,1698,15,0,0,37.462839,127.139047,968079.4778264095,1940464.7530091791,POINT (968079.4778264095 1940464.7530091791)
2025,1,남춘천역,일반역,387,1236,3445,5613,8270,8696,8788,11635,12381,11039,11236,12440,11613,10151,10396,10401,6958,5411,2600,1794,0,0,0,37.864071,127.723761,1019681.8368403252,1984942.159156186,POINT (1019681.8368403252 1984942.159156186)
2025,1,남태령,일반역,16,612,2638,6302,7882,4105,3087,3146,3455,3203,3305,3638,4986,6182,5411,3038,2459,1707,650,154,0,0,0,37.464339,126.989081,954818.2065321176,1940692.5443602798,POINT (954818.2065321176 1940692.5443602798)
2025,1,남한산성입구(성남법원·검찰청),일반역,143,11525,22279,51767,69393,40657,29029,27214,29451,30309,28869,32416,35964,43476,58234,39627,26502,24226,11856,3402,15,0,0,37.451568,127.159845,969914.2194238548,1939207.4769923133,POINT (969914.2194238548 1939207.4769923133)
2025,1,내방,일반역,9,4279,21993,36507,89657,58280,34459,30598,32766,36363,36265,37962,44502,64368,87938,42720,29761,26758,9726,3235,134,0,0,37.48764,126.993541,955226.5210712313,1943275.5047895527,POINT (955226.5210712313 1943275.5047895527)
2025,1,노들,일반역,7,3562,6769,17543,23325,15188,11469,10651,11698,11952,11845,12006,13876,16782,20898,13590,9789,8434,4043,1236,7,0,0,37.512726,126.953096,951667.1285939266,1946078.6487120697,POINT (951667.1285939266 1946078.6487120697)
2025,1,노량진,환승역,609,21175,45831,113343,174248,106068,74085,85011,94958,106032,98605,102761,119626,158720,198196,125765,99023,101567,46089,8766,91,0,0,37.513667,126.940917,950591.4158717562,1946189.3732881881,POINT (950591.4158717562 1946189.3732881881)
2025,1,노원,환승역,249,21237,47406,100907,154175,127869,106933,114659,128982,138854,140972,150168,162329,178290,216815,163003,117249,99815,51558,14300,775,6,0,37.656274,127.063183,961470.2268333565,1961953.7316516235,POINT (961470.2268333565 1961953.7316516235)
2025,1,녹번,일반역,60,8619,23598,64489,79719,46947,33648,32100,33859,34310,34203,36555,42847,50735,73472,54280,34741,30079,14037,3385,15,0,0,37.600882,126.935758,950193.5745007633,1955868.173378589,POINT (950193.5745007633 1955868.173378589)
2025,1,녹사평(용산구청),일반역,22,1369,5175,10111,20250,12800,10550,10594,13112,14859,15193,17799,19312,24207,29253,18954,14567,13848,6298,1060,7,0,0,37.53469,126.98665,954645.7972914198,1948498.7203124887,POINT (954645.7972914198 1948498.7203124887)
2025,1,녹양역,일반역,311,5294,8211,16129,17709,11438,10514,11484,12680,11933,10911,12811,13517,15337,17896,13731,9860,7146,4071,1356,0,0,0,37.759416,127.042272,959681.6629254128,1973405.8712509251,POINT (959681.6629254128 1973405.8712509251)
2025,1,녹천역,일반역,1271,4448,8203,19278,18880,10842,10501,9587,11572,10466,10025,11058,12368,13669,17026,12776,7909,7436,3536,831,6,0,0,37.644599,127.051406,960425.2273289397,1960663.3367076905,POINT (960425.2273289397 1960663.3367076905)
2025,1,논현,일반역,60,4057,19533,41877,103295,89499,44532,34789,35840,40034,43426,46478,54813,80879,118046,66683,43695,42100,20479,4948,22,0,0,37.511108,127.021385,957701.3238914124,1945866.2517580418,POINT (957701.3238914124 1945866.2517580418)
2025,1,능곡역,환승역,113,3933,9138,19066,20574,12353,10788,10345,11194,10854,11253,11504,13906,15895,20056,14887,9632,8753,4489,2178,17,0,0,37.618741,126.820845,940064.2660936386,1957916.730786914,POINT (940064.2660936386 1957916.730786914)
2025,1,단대오거리,일반역,42,10897,21679,50271,63387,34873,25741,25232,28013,28437,28711,32078,36170,44626,60476,42453,27746,23497,11739,3247,17,0,0,37.445057,127.156735,969636.516122212,1938486.1299689463,POINT (969636.516122212 1938486.1299689463)
2025,1,답십리,일반역,14,8767,26316,58594,97730,48360,33063,31655,34696,38022,35035,39734,48464,59729,83596,48936,33297,29087,13880,3870,43,0,0,37.566833,127.05266,960494.7485314491,1952035.0202443486,POINT (960494.7485314491 1952035.0202443486)
2025,1,불암산,일반역,73,7469,18284,41536,40112,29134,24899,23483,25515,25743,24929,26270,29122,30635,35994,29055,20505,18001,10596,3387,393,13,0,37.67009,127.079004,962872.6186139927,1963480.1861060748,POINT (962872.6186139927 1963480.1861060748)
2025,1,당곡,일반역,0,2076,4826,15341,25115,17342,12706,12144,13763,13468,13751,14944,15245,19881,24747,17619,11865,9776,4496,1308,3,0,0,37.490039105,126.927568759,949395.8194577743,1943575.0906217264,POINT (949395.8194577743 1943575.0906217264)
2025,1,당산,환승역,121,19364,49539,121134,209250,113910,76573,78372,85845,88473,86469,94718,112802,157563,220323,135996,97140,92985,49321,11255,395,18,0,37.534807,126.902611,947221.0131604323,1948555.5490292504,POINT (947221.0131604323 1948555.5490292504)
2025,1,당정역,일반역,19,4316,12199,28158,28799,15971,11488,11965,12941,12836,12364,14190,15799,20997,28552,20030,13679,10869,6294,1029,0,0,0,37.34338,126.948388,951141.1194239769,1927293.3844815767,POINT (951141.1194239769 1927293.3844815767)
2025,1,대곡역,환승역,213,3557,11955,30460,33895,21631,17790,19616,20774,20655,20637,22303,26175,32037,43389,30648,19575,17861,10921,3151,12,0,0,37.631629,126.810225,939137.5444059108,1959353.4512147575,POINT (939137.5444059108 1959353.4512147575)
2025,1,대림(구로구청),환승역,630,42548,47826,93005,163076,117961,101908,107111,104343,106345,104680,113466,122584,139820,147758,97878,75140,80023,35394,7408,226,2,0,37.4932826,126.8949793,946517.1251778401,1943952.9549548288,POINT (946517.1251778401 1943952.9549548288)
2025,1,대모산입구역,일반역,7,2795,8890,22425,29108,18479,13578,13229,13994,14409,13181,15109,17669,21646,25886,18700,11870,11118,5324,305,13,0,0,37.491347,127.072702,962226.6486118283,1943652.0652977782,POINT (962226.6486118283 1943652.0652977782)
2025,1,대방,환승역,415,7481,18783,55992,76832,40469,28576,28627,31175,33550,32291,34759,39099,56962,74359,37974,28455,25540,11087,2326,69,1,0,37.512840166,126.925316781,949212.1848041572,1946105.9474159286,POINT (949212.1848041572 1946105.9474159286)
2025,1,대성리역,일반역,1,330,850,1410,1835,1467,2233,3137,2261,2243,3886,2633,2438,2095,1391,886,761,397,309,21,0,0,0,37.683909,127.379165,989345.6335694088,1964936.858691461,POINT (989345.6335694088 1964936.858691461)
2025,1,대청,일반역,90,4212,15998,36277,56931,31161,23618,22280,24460,25834,25621,28871,31232,42421,53451,33389,23295,20030,9348,2721,44,0,0,37.493607,127.079526,962831.0163650457,1943900.0807275993,POINT (962831.0163650457 1943900.0807275993)
2025,1,대치,일반역,19,3253,18675,42713,56155,40176,29253,28222,37164,42431,35798,37250,41822,66776,59710,38718,25027,28794,9542,2180,15,0,0,37.494601,127.063449,961410.3490427616,1944016.8281046797,POINT (961410.3490427616 1944016.8281046797)
