NODE_ID,ARS_ID,정류소명,정류소타입,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM)
100000034,1129,광화문역6번출구.광화문빌딩,일반차로,126.9768637419,37.5695035518,953802.6745218032,1952365.868398872
100000035,1130,덕성여중고,일반차로,126.981972246,37.5757693863,954257.6341409216,1953058.5333104292
100000036,1131,안국역.서울공예박물관,일반차로,126.9839957858,37.5760695565,954436.49887128,1953090.8525047405
100000037,1132,국민은행세검정지점,일반차로,126.9608880061,37.6046629766,952414.2608402056,1956274.6243467203
100000038,1133,세검정초등학교,일반차로,126.9612198463,37.6025022799,952442.1760191872,1956034.73586656
100000039,1134,세검정.상명대,일반차로,126.9582921267,37.6004770909,952182.4496363568,1955811.536484011
100000040,1135,상명대입구.석파랑,일반차로,126.958570225,37.5994133537,952206.3176012246,1955693.3777248848
100000041,1136,하림각,일반차로,126.9617068235,37.5981330665,952482.3827374352,1955549.7434724104
100000042,1137,자하문터널입구.석파정,일반차로,126.9636434993,37.5955935123,952651.7341042826,1955267.0125760504
100000043,1138,부암동주민센터.무계원,일반차로,126.9642221989,37.5927670827,952701.0317478528,1954953.140841324
100000047,1142,상명대입구.세검정교회,일반차로,126.9592405649,37.5996163318,952265.6207161474,1955715.556319676
100000048,1143,세검정.세검정성당,일반차로,126.959155798,37.6006470965,952258.7967118282,1955829.958431586
100000053,1148,승가사입구,일반차로,126.9563059978,37.6115844138,952014.2650870862,1957044.8619863996
100000054,1149,구기동현대빌라,일반차로,126.9564575503,37.6100355035,952026.6460691084,1956872.9391034197
100000055,1150,구기터널.삼성출판박물관,일반차로,126.9562103294,37.6086098941,952003.9099153886,1956714.899818176
100000057,1152,구기동,일반차로,126.9585297928,37.6069644475,952207.5796481548,1956531.160928731
100000060,1155,갑을씨티텔앞,일반차로,126.9635350292,37.6043709709,952647.7220006208,1956240.8892644104
100000061,1156,평창파출소,일반차로,126.9660432906,37.6053223656,952869.7212214088,1956345.1805457023
100000062,1157,평창동주민센터,일반차로,126.9695663093,37.6066073749,953181.4920918978,1956485.9843933207
100000063,1158,일성아파트,일반차로,126.9729237379,37.6088723554,953479.247029629,1956735.60571924
100000064,1159,롯데아파트,일반차로,126.9763156152,37.6103897208,953779.5617744244,1956902.275861255
100000066,1161,벽산평창힐스아파트,일반차로,126.972797,37.60819,953467.6357050784,1956659.963995748
100000067,1162,예능교회,일반차로,126.97,37.606517,953219.7153010472,1956475.741493186
100000068,1163,서울예술고등학교.평창동주민센터,일반차로,126.9676276108,37.6057787606,953009.8511413872,1956395.0215806717
100000069,1164,화정박물관,일반차로,126.9648102665,37.6045038178,952760.3685237574,1956254.985708072
100000376,1165,삼성강북병원.경교장,일반차로,126.9686004828,37.568145927,953072.102183695,1952219.3410687293
100000072,1167,독립문역.서대문형무소역사관,일반차로,126.959322,37.573395,952256.063938639,1952806.374887909
100000073,1168,금화초등학교.서울시교육청,일반차로,126.964867,37.567879,952742.2271523828,1952191.59783628
100000368,1169,서대문역사거리.적십자병원,일반차로,126.9675878497,37.5671081521,952982.0235512689,1952104.7111546665
100000075,1171,독립문,일반차로,126.9614303112,37.5713430165,952440.9324108792,1952577.6477875684
100000076,1172,창덕궁.우리소리박물관,일반차로,126.9885394479,37.5775405746,954838.5983522416,1953251.8611533449
100000077,1173,서린동.SK서린빌딩,일반차로,126.9800947893,37.5692639006,954087.8580737808,1952337.696676369
100000078,1174,청계1가.장통교,일반차로,126.9849267193,37.568684389,954514.2100011938,1952271.0528090748
100000079,1175,청계2가.수표교,일반차로,126.9908172161,37.5684453156,955034.2558300084,1952241.6937883853
100000080,1176,청계4가.세운교,일반차로,126.9965617399,37.5689254028,955541.8413707762,1952292.2237477803
100000081,1177,청계5가.광장시장,일반차로,126.9997973605,37.5694512793,955827.8884333776,1952349.0412244173
