NODE_ID,ARS_ID,정류소명,정류소타입,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM)
106000009,7103,묵동삼거리.먹골역,가로변시간,127.0771199228,37.6125566965,962677.689999128,1957097.8393783136
106000010,7104,먹골역.묵동자이아파트,일반차로,127.0770859657,37.6138350067,962675.3319387952,1957239.675711188
106000011,7105,한국전력동대문중랑지사,가로변시간,127.0782566814,37.6069574374,962775.227228462,1956476.1755335503
106000013,7107,지하철7호선중화역,가로변시간,127.0791563016,37.6026485718,962852.4890312222,1955997.770466729
106000015,7109,국민은행중화동지점,가로변시간,127.0798038601,37.5989360038,962907.8055731942,1955585.6224684212
106000016,7110,중화동한신아파트,일반차로,127.0801694529,37.5990762154,962940.1474340043,1955601.033938248
106000017,7111,상봉2동복합청사.도서관,일반차로,127.0799782951,37.5918910703,962919.7079667872,1954803.9519618065
106000019,7113,면목2동주민센터,일반차로,127.079858977,37.5893825204,962907.9293447492,1954525.6877064563
106000020,7114,중목초등학교,일반차로,127.080221,37.590203,962940.2974560652,1954616.572995503
106000021,7115,면목2동사거리,일반차로,127.0797304665,37.5871549201,962895.4779682276,1954278.5971795144
106000023,7117,면목5동주민센터,일반차로,127.0796318097,37.584884485,962885.64050233,1954026.742655743
106000024,7118,장안시장,일반차로,127.0800230935,37.5855216728,962920.503220274,1954097.2809407609
106000025,7119,면목신우아파트,일반차로,127.0794405095,37.5802709857,962866.4590450532,1953514.9737133489
106000027,7121,면목119안전센터,일반차로,127.0799088318,37.5735215001,962904.4618153808,1952765.9679531816
106000028,7122,경남아너스빌아파트앞,일반차로,127.0801546872,37.5747495207,962926.7806060916,1952902.113428583
106000029,7123,늘푸른동아아파트,일반차로,127.0803571864,37.5724984572,962943.5463855036,1952652.2897581365
106000030,7124,중랑역.동부시장1,일반차로,127.0755226426,37.5939241378,962527.3723276694,1955031.2794476657
106000034,7128,한샘교회,일반차로,127.0824936944,37.5954173697,963143.5122699458,1955194.1877163372
106000035,7129,신내지하차도,일반차로,127.0971021652,37.5994734943,964435.0504249284,1955638.5623615256
106000036,7130,상봉역2번출구,일반차로,127.0872459258,37.5966238431,963563.6184109908,1955326.185722852
106000038,7132,중랑구방정환교육지원센터,가로변전일,127.0886276147,37.5973635689,963685.948770294,1955407.719569012
106000041,7135,망우지구대,가로변시간,127.096136,37.599106,964349.58853263,1955598.1569845623
106000485,7136,양원숲초등학교,일반차로,127.1048434288,37.6096870825,965123.1657392489,1956768.8081646408
106000043,7137,하나은행망우동지점,가로변시간,127.0985869435,37.5996261667,964566.189032272,1955654.9393317085
106000046,7140,금란교회앞,가로변시간,127.1037916856,37.6006015315,965026.0841104874,1955761.2001582284
106000486,7142,능산사거리,일반차로,127.1019452732,37.6084800438,964866.8033765444,1956635.9733842968
106000049,7143,망우동고개,가로변전일,127.1073787404,37.6006884215,965342.7605334212,1955769.510232316
106000050,7144,서울우유앞,일반차로,127.072817,37.592108,962287.6020712544,1954830.8706905528
106000052,7146,중랑초등학교,일반차로,127.074318,37.58932,962418.7114923703,1954520.953984707
106000054,7148,동부시장남문입구,일반차로,127.0776647513,37.5904314044,962714.7348933629,1954642.925043936
106000056,7150,88병원,일반차로,127.0808960477,37.5913119461,963000.4425290596,1954739.3390113688
106000057,7151,상봉2동주민센터,일반차로,127.0810883377,37.5916499462,963017.5857111518,1954776.762743264
106000058,7152,서울창업카페상봉점,일반차로,127.083885,37.592028,963264.6679731108,1954817.6084281465
106000060,7154,면목6거리,일반차로,127.0878523328,37.5928794643,963615.326897916,1954910.5298798515
106000062,7156,상봉신협,일반차로,127.0899024613,37.5933652483,963796.5497566907,1954963.6329885465
106000064,7158,혜원사거리,일반차로,127.092532,37.59388,964028.9344741484,1955019.731791812
106000066,7160,혜원여중고입구,일반차로,127.09505,37.594427,964251.4848504326,1955079.4573332823
106000068,7162,봉우재고개,일반차로,127.097837,37.595025,964497.803121077,1955144.745308788
106000070,7164,우림시장,일반차로,127.09954,37.595398,964648.3178672092,1955185.485422929
106000072,7166,상봉역3번출구,일반차로,127.0862158322,37.5942959108,963471.5472460148,1955068.3130041736
106000073,7167,상봉역4번출구,일반차로,127.0859396558,37.5941972708,963447.118311066,1955057.4768280725
106000074,7168,면목초등학교,일반차로,127.0869725161,37.5913436688,963536.9064319216,1954740.482072893
106000076,7170,지하철7호선면목역,일반차로,127.0872405771,37.5891321995,963559.4934080268,1954495.0263866817
106000078,7172,면목본동주민센터.면목정보도서관,일반차로,127.0882415953,37.5869146062,963646.7902622912,1954248.6075147176
106000080,7174,면동초등학교,일반차로,127.0884543619,37.5842573049,963664.2833797842,1953953.710914066
106000082,7176,면목우체국.녹색병원,일반차로,127.0887178358,37.5820548439,963686.4760063264,1953709.2571119957
106000084,7178,사가정역.국민건강보험공단중랑지사,일반차로,127.0880662837,37.5798599612,963627.8801956038,1953465.9981117635
106000085,7179,사가정역2번출구,일반차로,127.0884337896,37.5812242521,963660.9927615084,1953617.2170085777
106000086,7180,면목시장,일반차로,127.0876506935,37.5796470274,963591.0813691044,1953442.535176269
106000087,7181,면목7동주민센터.면남초등학교,일반차로,127.0863248288,37.5786342777,963473.517149211,1953330.6904460348
106000089,7183,방약국앞,일반차로,127.0858494168,37.5757745627,963430.140707236,1953013.6047475133
106000091,7185,중곡초등학교,일반차로,127.084205,37.572917,963283.533637226,1952697.2143539032
106000093,7187,삼룡사입구,일반차로,127.1001745527,37.5976831695,964705.414342194,1955438.7752385407
106000095,7189,용마공원입구,일반차로,127.0994371442,37.5939199282,964638.538534612,1955021.5392849916
106000097,7191,면일초등학교,일반차로,127.0984014013,37.5920174515,964546.2008097362,1954810.8593064528
106000099,7193,서일대학교,일반차로,127.0967,37.58951,964394.8030782284,1954533.3135649036
106000101,7195,용마문화복지센터.서일대후문,일반차로,127.09538,37.586485,964276.8211416712,1954198.2060990771
106000103,7197,중화중학교.면목고등학교,일반차로,127.0940498031,37.5839979712,964158.1874878948,1953922.7894870385
106000104,7198,"중화중학교,중랑구가족센터",일반차로,127.0941651172,37.5847547944,964168.731503888,1954006.7112079368
106000105,7199,면중초등학교.면목중학교,일반차로,127.0934632177,37.5812311904,964105.0685601066,1953616.0531850676
106000107,7201,한양수자인사가정파크,일반차로,127.0928893022,37.5800702505,964053.8366428304,1953487.472284009
106000487,7202,묵동공감대아파트,일반차로,127.0781223172,37.6138410826,962766.7995518245,1957239.9382509463
106000108,7203,면목동금호어울림아파트,일반차로,127.0917165625,37.5792467583,963949.8911530998,1953396.5594166408
106000110,7205,면목동대원칸타빌아파트,일반차로,127.0902826707,37.5777612239,963822.5638264036,1953232.298207349
106000111,7206,용마폭포공원,일반차로,127.0887419869,37.5756922268,963685.5183363288,1953003.3480674715
106000113,7208,용마산역,일반차로,127.0866708555,37.5733815658,963501.5068706652,1952747.7947886535
106000115,7210,용마산하늘채아파트,일반차로,127.086306987,37.5710236763,963468.22405531,1952486.3407315805
106000117,7212,묵동구길,일반차로,127.0790554743,37.6155190845,962849.9913814996,1957425.735424213
106000119,7214,묵1동주민센터입구.먹골역,일반차로,127.077951746,37.6118632153,962750.759026032,1957020.5703562023
106000121,7216,신성은하수아파트,일반차로,127.0737056648,37.588577899,962364.2776170052,1954438.866688903
106000123,7218,면목2동한신아파트,일반차로,127.0740441033,37.5873343176,962393.5313895508,1954300.7618819897
106000125,7220,겸재교입구.서울시집집마당,일반차로,127.0758895994,37.5856077735,962555.6010413768,1954108.473073784
106000127,7222,동서그랜드맨션,일반차로,127.0779518031,37.5861109566,962737.9231880396,1954163.478692047
106000129,7224,하나은행면목지점,일반차로,127.081111399,37.586816107,963017.2298966418,1954240.4629423933
106000131,7226,면목복개천,일반차로,127.086043,37.587913,963453.1685872236,1954360.2275250272
106000133,7228,면목역2번출구,일반차로,127.0886340822,37.5884955539,963682.2103471146,1954423.853981592
106000135,7230,농협앞,일반차로,127.0919716473,37.5891826734,963977.2025717496,1954498.801225358
106000137,7232,혜원여중고후문,일반차로,127.09618,37.590197,964349.22256245,1954609.7300600505
106000139,7234,면목마젤란아파트,일반차로,127.0837401254,37.5868243425,963249.319582497,1954240.3448897728
106000141,7236,녹색병원입구,일반차로,127.0836907108,37.5841544497,963243.6440715032,1953944.1529424903
106000143,7238,면목두산1차.사가정아이파크,일반차로,127.0838863683,37.5819331246,963259.8272940492,1953697.631571194
106000145,7240,면목두산아파트4.5단지,일반차로,127.0811929141,37.5784555953,963020.2914711734,1953312.874172476
106000147,7242,사가정센트럴아이파크아파트,일반차로,127.081988552,37.5813735031,963091.9852173914,1953636.2883166291
106000148,7243,홈플러스면목동점,일반차로,127.0817183593,37.581130873,963068.0087865356,1953609.475922459
106000149,7244,면목두산아파트2차,일반차로,127.0848478468,37.5811079401,963344.315504076,1953605.7059378189
106000151,7246,사가정역,일반차로,127.0876316521,37.5809076897,963590.0140014132,1953582.4066055724
106000152,7247,사가정역3번출구,일반차로,127.0872973908,37.5806624166,963560.3807877589,1953555.3244068876
106000153,7248,사가정시장,일반차로,127.0894314037,37.5806427993,963748.7950005634,1953552.3223551756
106000154,7249,사가정역4번출구.사가정시장,일반차로,127.0893009686,37.5804401745,963737.1798896588,1953529.8925079629
106000155,7250,용마산교차로,일반차로,127.0925022558,37.5806359279,964019.9341472026,1953550.379461064
106000156,7251,중화2동주민센터,일반차로,127.0767626166,37.6016352466,962640.6927924602,1955886.2964293384
106000158,7253,중화역3번출구,일반차로,127.0787352964,37.6017066002,962814.8582334494,1955893.429747549
106000160,7255,중화역2번출구.중화1동주민센터,일반차로,127.0806830436,37.6016944246,962986.7811322936,1955891.309376574
106000162,7257,중흥초등학교,일반차로,127.082731936,37.6017894225,963167.6850698192,1955901.043290896
106000164,7259,이화연립.경동제일교회앞,일반차로,127.084996551,37.6023518938,963367.8596852332,1955962.5609541156
106000166,7261,쌍용아파트.신내테크노타운앞,일반차로,127.088091,37.60335,963641.4920932852,1956072.093438961
106000168,7263,엘지아파트앞,일반차로,127.0898625255,37.6041023768,963798.2269411648,1956154.8816337269
106000170,7265,신현중학교,일반차로,127.0917485534,37.6053101712,963965.2851011836,1956288.15529316
106000172,7267,중랑구청,일반차로,127.0941822536,37.6066439712,964180.738567515,1956435.2029642283
106000174,7269,동성프라자앞,일반차로,127.0971854414,37.6077715316,964446.3509924066,1956559.1590726955
106000176,7271,성원아파트.경남아너스빌앞,일반차로,127.0954657423,37.6039568351,964292.740948444,1956136.5888547376
106000178,7273,중랑구청사거리,일반차로,127.0952115317,37.6056205222,964271.0980429788,1956321.2638732684
106000180,7275,신내동성3차아파트,일반차로,127.0952480857,37.6076432141,964275.2919287368,1956545.6582538397
106000181,7276,신내동성1.2차아파트,일반차로,127.0960572283,37.6097526098,964347.716676915,1956779.3784269376
106000182,7277,신내10단지아파트,일반차로,127.0955629892,37.6091470123,964303.805149512,1956712.3779646263
106000183,7278,신내9단지아파트,일반차로,127.0959906996,37.6105694794,964342.2347863084,1956870.0316410055
106000184,7279,신내8단지아파트.서울의료원,일반차로,127.0961797384,37.6131148914,964360.1341360454,1957152.3617594885
106000185,7280,신내9단지아파트.서울의료원,일반차로,127.0966220017,37.612626142,964398.9340278248,1957097.969410522
106000186,7281,신내7단지아파트.홈플러스,일반차로,127.0938875252,37.6152532096,964158.8562942018,1957390.4712760816
106000188,7283,봉화초등학교,일반차로,127.0917243901,37.6137609119,963967.2295640232,1957225.735639548
106000190,7285,신내6단지아파트.옹기테마공원,일반차로,127.0904185112,37.6138970824,963852.0433320432,1957241.345199327
106000191,7286,신내6단지,일반차로,127.0917761025,37.6162098628,963972.9750676892,1957497.415955268
106000193,7288,신내우체국.5단지두산대림아파트,일반차로,127.0900173419,37.6165664023,963817.9310773258,1957537.648902676
106000195,7290,중랑구립정보도서관.구민체육센터,일반차로,127.0870833854,37.6156097571,963558.5335246876,1957432.648316722
106000197,7292,신내4단지아파트,일반차로,127.0860809693,37.6165927675,963470.5469897029,1957542.09859332
106000198,7293,신내5단지아파트,일반차로,127.086246288,37.6165271272,963485.1047691696,1957534.7517696545
106000199,7294,화랑대역6번출구,일반차로,127.0858732595,37.6196403121,963453.7076952884,1957880.2911501625
106000200,7295,화랑대역5번출구,일반차로,127.0861849977,37.6198518169,963481.3218735754,1957903.6353519333
106000201,7296,봉화산역2번출구,일반차로,127.0931755465,37.6167043095,964096.7186237548,1957551.7364299777
106000202,7297,봉화산역3번출구,일반차로,127.0929080569,37.616458735,964072.9937324394,1957524.5933750304
106000203,7298,중랑경찰서후문,일반차로,127.1055543519,37.619876625,965190.6628622436,1957899.0279970476
106000204,7299,새우개마을,일반차로,127.1033558569,37.6182441062,964995.8822462434,1957718.7248766047
106000205,7300,신내능마을,일반차로,127.1016592961,37.6143619055,964844.3312064536,1957288.6461258584
106000207,7302,신내데시앙아파트.신내역프라디움,일반차로,127.101332875,37.6105405898,964813.7222859624,1956864.8108231176
106000209,7304,신내초등학교.신내교회,일반차로,127.1007499588,37.6061555986,964760.2051887516,1956378.5349548329
106000210,7305,신내새한아파트.신내교회,일반차로,127.101048541,37.605838161,964786.4100033266,1956343.2047098605
106000211,7306,능산지하차도,일반차로,127.1006376085,37.6009474144,964747.830929743,1955800.7536342544
106000213,7308,상봉터미널,일반차로,127.0931425288,37.5964661524,964084.0748883464,1955306.4192110093
106000215,7310,망우3동주민센터.혜원여중고후문,일반차로,127.0935437056,37.5921676455,964117.4255355216,1954829.3674096195
106000217,7312,동원시장,일반차로,127.0937068936,37.5904581513,964131.0116393096,1954639.645099982
106000219,7314,면목본동파출소,일반차로,127.0941326831,37.5886709536,964167.7452000784,1954441.2018426915
106000221,7316,중화2동체육공원,일반차로,127.0738729937,37.6003605105,962384.9817950582,1955746.0240080392
106000222,7317,중화빗물펌프장,일반차로,127.0720150896,37.5983343549,962219.9558570128,1955521.977397656
106000223,7318,중랑으뜸새마을금고본점,일반차로,127.072125,37.595615,962228.283547859,1955220.233628264
106000225,7320,중랑세무서,일반차로,127.0724587364,37.5938170461,962256.836993277,1955020.625053358
106000228,7324,아남리치카운티아파트,일반차로,127.0853817614,37.5904056002,963396.0105881236,1954637.0267212573
106000231,7327,망우금호어울림아파트,일반차로,127.108053267,37.6020220028,965402.919769414,1955917.2159643287
106000232,7328,망우동금호어울림아파트,일반차로,127.1080906424,37.6023627391,965406.3766836156,1955955.0052634424
106000233,7329,경남아파트.서울특별시북부병원,일반차로,127.1071130742,37.6038260938,965320.7662470996,1956117.7181274209
106000234,7330,서울특별시북부병원,일반차로,127.1071826257,37.6040965947,965327.0309766248,1956147.7032377096
106000235,7331,양원역입구,일반차로,127.1061947194,37.6055398887,965240.502299566,1956308.1951808345
106000237,7333,양원리.LH서울양원1단지,일반차로,127.1065901668,37.6095278447,965277.2608238872,1956750.4939980863
106000238,7334,양원리.신내역힐데스하임아파트,일반차로,127.1065048426,37.6096361832,965269.7803737392,1956762.5452148784
106000239,7335,신내차량사업소입구.동서울교회,일반차로,127.1052682161,37.6117522212,965161.6213071508,1956997.7680955743
106000241,7337,중랑공영차고지,일반차로,127.1020230606,37.613645229,964876.0983857436,1957208.9979393224
106000249,7346,면목아남아파트,일반차로,127.0850893069,37.5903178004,963370.1485055556,1954627.3997799817
106000250,7347,중랑소방서,일반차로,127.0952202984,37.6148745872,964276.2985370628,1957347.9567797685
106000251,7348,세방아파트입구,일반차로,127.0846193165,37.6151092487,963340.823347716,1957378.0785656036
106000252,7349,원묵고등학교,일반차로,127.0855859412,37.6156010333,963426.3734960522,1957432.262830462
106000253,7350,먹골파출소.신안아파트입구,일반차로,127.0823392781,37.6145590063,963139.3273772794,1957317.9244733704
106000255,7352,신안2차아파트,일반차로,127.0788949924,37.6147974229,962835.4689862136,1957345.7337816192
106000256,7353,신안2차아파트입구,일반차로,127.080062537,37.6144119098,962938.3195217046,1957302.501211712
106000258,7355,송곡여고.양원역,일반차로,127.105800493,37.6057286331,965205.7934067668,1956329.281505912
106000260,7357,엘림재가방문요양센터,일반차로,127.1035239722,37.6046853285,965004.3656216518,1956214.3778251351
106000262,7359,이화미디어고.중랑숲어린이도서관,일반차로,127.1021141659,37.6032313021,964879.2425527016,1956053.5868372489
106000266,7363,망우사거리,일반차로,127.1001455367,37.6005378384,964704.2015195396,1955755.4979741569
106000270,7367,신내6단지아파트,일반차로,127.0917055579,37.6164103875,963966.8460283704,1957519.6903576297
106000271,7369,브라운스톤태릉아파트,일반차로,127.0830767893,37.6182750652,963206.2479390426,1957729.9154838251
106000273,7371,묵동교,일반차로,127.079282,37.618035,962871.2343248578,1957704.7755835492
106000275,7373,동양쇼핑,일반차로,127.0783873294,37.6154401612,962790.9853666914,1957417.2438670355
106000277,7375,우리은행,일반차로,127.076789072,37.6157665771,962650.095332191,1957454.093005659
106000278,7376,목동교입구.로프트원오피스텔,일반차로,127.076850054,37.6155845183,962655.3861889836,1957433.8701202944
106000279,7377,한국아파트,일반차로,127.073241805,37.6149321561,962336.6137553971,1957362.9350053496
106000280,7378,동구햇살아파트,일반차로,127.0740058681,37.6134823027,962403.3162262136,1957201.7738880576
106000281,7379,묵동롯데시네마,일반차로,127.0752719666,37.6148475372,962515.7432849763,1957352.7342992749
106000283,7381,브라운캐슬,일반차로,127.075317679,37.613589603,962519.1462597536,1957213.153808836
106000285,7383,먹골역입구,일반차로,127.0758008697,37.6114639864,962560.7254124891,1956977.1333037592
106000287,7385,묵2동주민센터,일반차로,127.0760354677,37.6098946925,962580.6445685966,1956802.9336591284
106000289,7387,금보당금은방,일반차로,127.0764232694,37.6081884895,962614.018288972,1956613.483653612
106000291,7389,신묵초등학교입구,일반차로,127.0767077415,37.6067354594,962638.3998503106,1956452.1633387867
106000292,7390,신묵초등학교,일반차로,127.0767983469,37.6067399055,962646.3993345664,1956452.6205620624
106000293,7391,제일시장,일반차로,127.0769920333,37.6049696369,962662.6101533622,1956256.1403357824
106000294,7392,제일프라자,일반차로,127.0771419617,37.6049962662,962675.8571607752,1956259.035123928
106000295,7393,신동신약국,일반차로,127.0772499173,37.6035367408,962684.6569909718,1956097.064607405
106000297,7395,중화역입구.대원사약국,일반차로,127.0777107671,37.6012530842,962724.1960721684,1955843.5204825185
106000298,7396,중화역입구,일반차로,127.0777474502,37.601900968,962727.7573640572,1955915.3856047709
106000299,7397,태릉시장입구,일반차로,127.0780328218,37.5994786312,962751.739571952,1955646.525448168
106000300,7398,태릉프라자약국.농협,일반차로,127.0771464085,37.5983356921,962672.9219543136,1955520.0737204563
106000301,7399,태릉시장입구굴다리,일반차로,127.0757518958,37.5966765194,962548.9902306964,1955336.551588894
106000303,7401,우남푸르미아아파트,일반차로,127.0992085559,37.6072435159,964624.6679665276,1956499.813974172
106000305,7403,신내초등학교,일반차로,127.0977024595,37.6051950212,964490.7599764804,1956273.11155445
106000307,7405,경남아파트,일반차로,127.0969519586,37.6028372991,964423.3930636704,1956011.8174446167
106000308,7406,대명프라자,일반차로,127.0970063858,37.6024633795,964428.0192684272,1955970.312208075
106000309,7407,건영아파트,일반차로,127.0959547422,37.6023453076,964335.1346171952,1955957.611608664
106000310,7408,상봉1동주민센터,일반차로,127.0876490313,37.6004378473,963601.0612746122,1955749.1750076609
106000312,7410,신내쌍용아파트,일반차로,127.0874691143,37.601538208,963585.7159418478,1955871.324596344
106000477,7415,면목두산아파트2.3단지,일반차로,127.0826783287,37.579814057,963152.1202682704,1953463.0049172367
106000319,7418,중랑공영차고지.신내역,일반차로,127.102796137,37.613532392,964944.2744237644,1957196.1902128067
106000321,7421,양원역,일반차로,127.1074180142,37.6063443498,965348.8508861916,1956396.9941947693
106000322,7422,성은교회앞,일반차로,127.0719816228,37.5971721716,962216.413904286,1955393.0521078852
106000324,7424,해모로아파트앞,일반차로,127.1113412232,37.6019303688,965693.1062515152,1955905.8432442052
106000325,7425,먹골역5번출구,가로변시간,127.0778546804,37.6089365533,962740.7321050022,1956695.908902404
106000326,7426,먹골역4번출구,가로변시간,127.0781824676,37.6093643524,962769.876545506,1956743.241239213
106000328,7429,태릉고등학교앞,일반차로,127.0853769562,37.618437592,963409.3197707864,1957747.0479669888
106000329,7430,태릉고등학교.원묵초등학교,일반차로,127.087245,37.61829,963574.1042526278,1957729.9467085055
106000439,7432,서울의료원후문,일반차로,127.0974333582,37.6137726593,964471.087967839,1957224.8629384013
106000436,7434,신내데시앙아파트후문,일반차로,127.0994457719,37.6131628134,964648.4075548076,1957156.443549404
106000440,7436,중화중학교삼거리,일반차로,127.0948851433,37.5864491668,964233.1137914924,1954194.4188987475
106000441,7437,새우개마을입구,일반차로,127.099770009,37.6142437258,964677.5350537588,1957276.243843785
106000442,7438,신내역프라디움더테라스후문,일반차로,127.10186655,37.6126730935,964861.8278929672,1957101.202486858
106000443,7439,용마산빌라,일반차로,127.0841213979,37.5713121285,963275.3631264588,1952519.1949469445
106000454,7440,신내역4번출구,일반차로,127.1033381633,37.6124792229,964991.618120498,1957079.1436151864
106000450,7442,능말입구,일반차로,127.1056704161,37.6138466599,965198.0950304124,1957229.987345763
106000482,7443,망우역사문화공원,일반차로,127.1152135677,37.6015482363,966034.7455382736,1955862.039729912
106000481,7446,신내SKV1센터,일반차로,127.1132712119,37.614461291,965869.193535692,1957295.387176262
106000462,7450,당너머,일반차로,127.109738,37.612606,965556.5124463572,1957090.841589646
106000459,7452,신내데시앙포레아파트220동앞,일반차로,127.1128015572,37.6154037584,965828.1752223464,1957400.120518927
106000461,7454,신내데시앙포레아파트정문앞,일반차로,127.1109420061,37.6165642773,965664.5953299662,1957529.5534121396
106000460,7455,새솔초등학교입구,일반차로,127.1098030048,37.6172677017,965564.3994410092,1957608.012426616
106000457,7456,새솔초등학교,일반차로,127.1083861254,37.6174362942,965439.4347703478,1957627.2377448464
106000464,7457,중랑경찰서정문.우디안101동앞,일반차로,127.1056205034,37.6177710478,965195.5191558844,1957665.3990307688
106000466,7459,신내우디안아파트107동앞,일반차로,127.1054535122,37.6156282044,965179.7826511188,1957427.7220922075
106000469,7462,중랑공영차고지삼거리,일반차로,127.1046668259,37.6129735956,965109.1140172796,1957133.4973615943
106000472,7463,우디안아파트114동앞,일반차로,127.1074162008,37.6188635865,965354.4992872564,1957785.9470157172
106000475,7465,늘푸른공원.사가정센트럴아이파크,일반차로,127.0796405872,37.5831084305,962885.5337221816,1953829.694827825
106000474,7466,늘푸른공원.면목라온프라이빗,일반차로,127.0799298741,37.5830485102,962911.0458962936,1953822.9327160888
106000473,7467,브라운캐슬B동,일반차로,127.0749989291,37.6136471439,962491.0433696284,1957219.6650308992
106900021,7500,진로아파트앞.종점,마을버스,127.1019875708,37.5876130613,964860.7245472816,1954320.8664301904
106900019,7501,중화동종점,마을버스,127.082531829,37.6000603766,963149.168676788,1955709.2922810847
106900022,7502,진주빌라.바다약국,마을버스,127.1000297097,37.5882702086,964688.1808297256,1954394.507877197
106900018,7503,정신교회,마을버스,127.0813967466,37.599794443,963048.8404804624,1955680.234253222
106900017,7504,마을금고,마을버스,127.0804464349,37.5996788543,962964.8963992724,1955667.784605122
106900016,7505,공판장,마을버스,127.0991229153,37.5886290229,964608.2930462826,1954434.657824356
106900015,7506,수협,마을버스,127.0793873937,37.5995534192,962871.3492627708,1955654.28637871
106900014,7508,태릉시장,마을버스,127.0782426453,37.5997722467,962770.4076911828,1955679.0174977863
106900029,7509,서일대정문,마을버스,127.0960782719,37.5883050259,964339.338900676,1954399.863543996
106900013,7510,서울동부새마을금고본점,마을버스,127.094431648,37.5877930543,964193.7190699256,1954343.6892753637
106900012,7512,면목역,마을버스,127.0869542692,37.588313321,963533.8170589276,1954404.2869810315
106900010,7515,중랑초교정문.면목2동치안센터,마을버스,127.0760239509,37.5896743021,962569.4993262944,1954559.5808586995
106900009,7517,한신아파트상가,마을버스,127.0765526169,37.5884214469,962615.5459020071,1954420.3721603933
106900030,7518,IBK기업은행면목동지점,마을버스,127.085009712,37.5876550553,963361.816316694,1954332.0123825315
106900003,7525,면목지구대,마을버스,127.0941044299,37.5878158428,964164.8408726414,1954346.342333397
106000480,7551,중랑공영차고지.종점,일반차로,127.104468,37.613322,965091.7290478074,1957172.2251625587
107000001,8001,길음2동주민센터,중앙차로,127.028209324,37.6069061871,958357.7918920496,1956491.509715228
107000003,8003,길음뉴타운,중앙차로,127.0242800346,37.6037080396,958009.1766493676,1956138.4393060475
107000005,8005,미아리고개.미아리예술극장,중앙차로,127.0217090638,37.5988112954,957779.4737734182,1955596.3202206732
107000007,8007,돈암사거리.성신여대입구,중앙차로,127.0181313708,37.5937432794,957460.7704461936,1955035.6613911623
107000009,8009,삼선교.한성대학교,중앙차로,127.0093609216,37.5899227463,956684.2984681152,1954615.7994729287
107000010,8010,삼선교.한성대학교.조소앙활동터,중앙차로,127.0082314311,37.589325923,956584.2349329864,1954550.1061790616
107000011,8101,숭곡초교입구,일반차로,127.0320881862,37.6098576825,958701.7903759026,1956817.251927808
107000012,8102,창문여고,일반차로,127.035819966,37.6118505947,959032.2548525808,1957036.7218520057
107000013,8103,동방고개,일반차로,127.0382739231,37.6137075663,959249.8514876812,1957241.6767887915
107000014,8104,장위동그린빌아파트,일반차로,127.0431131466,37.6178525754,959679.1831929912,1957699.4581734464
107000015,8105,북서울꿈의숲,일반차로,127.0453451219,37.6203171059,959877.483223284,1957971.931010704
107000016,8106,장월초등학교,일반차로,127.0486034702,37.6235604931,960166.759061539,1958330.383410767
107000017,8107,국민대앞,일반차로,126.9940273315,37.6106795513,955342.983655906,1956925.858696853
107000020,8110,국민대학교앞,일반차로,126.9946485975,37.6108079623,955397.89348765,1956939.8100175608
107000021,8111,청덕초등학교,일반차로,126.999082643,37.6086704828,955787.9777884976,1956700.5682603996
107000022,8112,청덕초교,일반차로,127.00006,37.60863,955874.218026228,1956695.6170534636
107000023,8113,북악중학교,일반차로,127.002908,37.607386,956124.8595264732,1956556.2657773956
107000024,8114,고려대사범대학부속고등학교,일반차로,127.002378,37.607888,956078.3746997413,1956612.2083554112
107000025,8115,봉국사,일반차로,127.007624,37.605854,956540.2220643288,1956384.103522635
107000027,8117,정릉2동주민센터,일반차로,127.011258,37.604593,956860.2523949496,1956242.5251379036
107000029,8119,숭덕초교,일반차로,127.0146827395,37.6033583637,957161.8374467994,1956103.979625578
107000031,8121,정릉길음시장,일반차로,127.0193251172,37.6022155634,957570.9659892474,1955975.0830978309
107000032,8122,정릉길음시장.길음뉴타운9단지,일반차로,127.0195998271,37.6025691568,957595.4154065596,1956014.1886253448
107000033,8123,길음역2번출구.돈암삼성아파트,일반차로,127.0245753189,37.6018744304,958034.2109198282,1955934.8764860437
107000034,8124,길음역3번출구B,일반차로,127.0237698953,37.6020413112,957963.2095692728,1955953.751439233
107000035,8125,돈암1동주민센터,일반차로,127.0264232103,37.6036715396,958198.3310517902,1956133.433496516
107000037,8127,종암사거리,일반차로,127.031172,37.603607,958617.463822601,1956124.1695656336
107000038,8128,KT월곡지사,일반차로,127.0343782041,37.6024463961,958899.832314646,1955993.9975060928
107000040,8130,종암SK아파트,일반차로,127.0376139648,37.602046721,959185.2342976596,1955948.243936482
107000041,8131,성북구보건소,일반차로,127.0391628595,37.6025890639,959322.2511356788,1956007.742307331
107000042,8132,월곡역,일반차로,127.0414527013,37.601628727,959523.854565593,1955900.207734878
107000044,8134,동덕여대앞,일반차로,127.0428338902,37.6030027838,959646.5155237654,1956052.058648541
107000045,8135,상월곡역.한국과학기술연구원,일반차로,127.0472775982,37.605588258,960040.1412927116,1956337.0049003635
107000047,8137,월곡중학교,일반차로,127.049787,37.606895,960262.3317548136,1956480.9170399408
107000049,8139,장위아트포레.장위전통시장입구,일반차로,127.052529,37.608343,960505.1189928468,1956640.4091799709
107000051,8141,돌곶이역5번출구,일반차로,127.058486517,37.6114513128,961032.5684561008,1956982.7732055609
