CATEGORY,AREA_CD,AREA_NM,geometry
관광특구,POI001,강남 MICE 관광특구,"POLYGON ((961139.8245516338 1946159.6047524658, 961150.4547528354 1946154.0846406939, 961252.9176788011 1945915.3654511257, 961368.7432246109 1945645.5339458596, 961340.2354795552 1945578.3524922202, 961114.4986016074 1945492.6572744874, 961105.2915345561 1945496.564903345, 960988.1450000216 1945769.4748516874, 960850.4716840852 1946090.2165677221, 960855.066796621 1946099.0986286902, 961139.8245516338 1946159.6047524658))"
관광특구,POI002,동대문 관광특구,"POLYGON ((957399.1903986571 1952346.004018395, 957410.2444438916 1952333.1341451413, 957411.4796781496 1952314.1231086808, 957413.3324159546 1952285.389035346, 957433.5914782919 1951931.6344212834, 957415.7452598359 1951909.2026066212, 957402.3441980801 1951907.9848200756, 957266.6819203858 1951888.124758581, 956947.1646450944 1951847.7648678934, 956809.7316071929 1951821.4625764843, 956713.4226589976 1951803.132755847, 956660.5999867008 1951809.016170574, 956638.4453147847 1951805.8880905933, 956609.1922748699 1951813.5439931317, 956558.6823956517 1951828.8020988768, 956422.0531360572 1951851.9501979747, 956276.0887000626 1951838.0064240927, 956259.2057279481 1951836.4210347082, 956258.5439165519 1951836.3581536238, 956255.4587710637 1951838.664901076, 956254.2325435459 1951839.5502123097, 956251.4915659174 1951841.5542214708, 956251.0410819845 1951841.8955208699, 956250.7021710167 1951842.1768017886, 956248.2593334791 1951884.0105551402, 956247.8640914862 1951891.336381552, 956244.869078132 1951892.5252004766, 956246.4128084835 1951900.8554078764, 956247.3815300532 1951904.6776183725, 956246.6077705603 1951914.6063751723, 956241.3898958378 1952001.5367548303, 956240.1587725653 1952001.3896787248, 956239.1490730091 1952002.0606896437, 956241.1518173525 1952005.5031691634, 956241.3317730047 1952005.8502067688, 956241.1039843528 1952006.3000723298, 956239.4372956734 1952009.466988967, 956240.6777363842 1952009.8843467503, 956223.4169279106 1952291.8184995176, 956223.2290049858 1952298.1194474318, 956223.9853412 1952299.723773019, 956228.9045350758 1952303.5247759954, 956234.1536345357 1952316.5609440696, 956236.0466743 1952322.0557774042, 956236.4603981399 1952323.2168145569, 956239.5265901268 1952333.0803019064, 956239.1796928446 1952334.5901526394, 956239.4041148927 1952335.779499583, 956240.2397377039 1952338.657963942, 956241.3278666459 1952342.8462093496, 956241.8517903659 1952343.0869127682, 956244.1845836869 1952351.2529394818, 956244.9343735651 1952354.3261257051, 956245.3945129784 1952356.383775113, 956273.8878396618 1952357.20946577, 956299.9871644734 1952356.8869014902, 956307.0926614113 1952357.1836124705, 956591.9931485006 1952356.7567894205, 956604.8248048091 1952356.48898103, 956742.8367572074 1952367.1462889467, 956876.7577081599 1952377.4876889905, 957356.0144501289 1952363.637963986, 957399.1903986571 1952346.004018395))"
관광특구,POI003,명동 관광특구,"POLYGON ((953721.4655531166 1951385.7711772728, 953722.3911905276 1951387.9529003717, 953722.1024208594 1951399.830396951, 953726.3754247429 1951410.0734868464, 953782.7294367945 1951594.6909481536, 953841.0467522701 1951778.6334903487, 953854.9453591118 1951822.262870051, 953910.2655911641 1951932.2290841707, 953870.6491392519 1951952.9784395783, 953832.7379279676 1952004.8600867786, 953834.266138561 1952027.1316580144, 953828.4548456849 1952037.5622274291, 953829.6200609904 1952053.252007688, 953850.2102979948 1952053.1475735714, 953849.2777955425 1952100.1777012013, 953844.5573652664 1952271.2037187684, 953845.6406458019 1952316.4795114892, 953844.3633482582 1952337.4476433382, 953868.9624819936 1952342.1924713925, 953919.1961969188 1952327.82595981, 953964.1768700221 1952320.8637210624, 954042.0612124258 1952316.5411316599, 954071.2939650373 1952311.9701302624, 954092.3720804667 1952310.6039789517, 954131.1716893166 1952307.2463695784, 954167.6447696557 1952305.095353998, 954204.7905294286 1952308.3013262383, 954228.4226464148 1952308.973402753, 954257.9834993412 1952314.4277372984, 954288.3480643907 1952313.0860478228, 954309.6737743462 1952309.3404769858, 954317.6531186991 1952309.0607421834, 954363.5728048756 1952296.3584359675, 954414.3381830737 1952283.144261721, 954426.267681289 1952279.8202233366, 954466.8540448276 1952266.0336157605, 954544.0566169141 1952248.7108214318, 954633.830464875 1952227.9123432804, 954667.1952338421 1952220.1668992436, 954665.7450890006 1952201.6521687312, 954710.834816741 1952196.3560041809, 954731.2393843402 1952196.2004924666, 954731.1090557689 1952188.4094238367, 954739.3574470308 1952183.5956705178, 954737.9185604543 1952176.1562424817, 954732.3181087006 1952173.3590140552, 954728.3977464228 1952095.8927806905, 954724.7940308335 1952014.546146, 954734.4140704583 1951995.479424214, 954751.3991077815 1951973.8569659085, 954751.3973233112 1951968.318210895, 954749.6684168426 1951968.377409789, 954748.9866500176 1951964.19280473, 954749.2399080719 1951964.2215867653, 954749.4577622915 1951962.0450523957, 954748.1068284283 1951961.8046614954, 954748.1020724584 1951960.7818250714, 954751.5728467071 1951960.2749005677, 954752.1616556329 1951949.110790976, 954750.9386408043 1951948.7872827386, 954750.85178583 1951948.2788299609, 954747.112159788 1951946.2515803822, 954743.6272458067 1951943.7345824637, 954740.0791943555 1951942.5605750976, 954739.6561130092 1951942.9171008433, 954733.0350741681 1951939.7834249788, 954730.2489817993 1951936.9858467793, 954729.5274380525 1951936.8494692384, 954730.1863505449 1951919.5474947914, 954730.4137601272 1951902.4663843869, 954730.6030234201 1951849.9130062046, 954729.9881223883 1951836.7755900922, 954726.1414030583 1951832.4155814643, 954727.0706125298 1951825.128877729, 954728.594676975 1951813.0447843638, 954737.092940717 1951809.3922819314, 954749.8776802297 1951764.109738598, 954781.6352826263 1951707.2671398553, 954808.2379952561 1951661.6653123305, 954827.680284929 1951620.3299496337, 954831.6601986568 1951610.3850832263, 954838.8969767985 1951577.940115911, 954842.3662804809 1951546.9783458768, 954842.8330796212 1951542.5044042927, 954843.973894679 1951543.3013154645, 954851.5972014341 1951462.837321976, 954850.8554862805 1951461.6227200006, 954848.8730307753 1951458.3763300858, 954845.4745688032 1951452.8115597246, 954834.962217227 1951451.729372475, 954799.8501277076 1951448.833756677, 954684.867536215 1951436.2103098962, 954659.9759989341 1951434.263000802, 954522.6372144372 1951415.4247211632, 954489.3026030823 1951410.5931816935, 954376.9282747599 1951400.7206462172, 954275.5712282142 1951391.981280767, 954262.0414064571 1951390.2742879551, 954241.8156749617 1951382.5283152834, 954247.0343563468 1951367.3820673837, 954246.341879483 1951360.1727974894, 954215.5990341291 1951344.6098933937, 954175.8270472348 1951310.999564605, 954167.8698085704 1951317.2462192387, 954108.8275110037 1951293.3000812738, 954088.7166510371 1951294.1443747072, 954074.9538849083 1951294.7161325472, 954059.449151543 1951265.653823734, 954037.3407886836 1951258.677063968, 953991.89264609 1951239.8458083253, 953951.457155321 1951212.0068782042, 953916.0553983997 1951173.9537427798, 953879.5562510437 1951124.6366030378, 953842.0136835789 1951091.3111599174, 953820.3740379141 1951077.9323194628, 953764.4324839807 1951054.3700016479, 953734.5039682261 1951138.903804142, 953705.0210476626 1951171.7133480213, 953689.2304316775 1951193.706079688, 953687.027690035 1951214.3164056998, 953688.301778424 1951230.836224019, 953702.4801695367 1951252.698877045, 953715.2344746287 1951271.1940391706, 953723.7928825559 1951296.3260563153, 953719.9047134072 1951336.8029071053, 953725.3511070783 1951346.9102713445, 953727.7178046039 1951374.4809381627, 953721.4655531166 1951385.7711772728))"
관광특구,POI004,이태원 관광특구,"POLYGON ((955049.1904491156 1948009.9695317626, 955045.708612013 1948002.648741955, 955040.4230659761 1948002.4976955191, 955011.8918390487 1948052.563316791, 955011.4074209345 1948054.1110075505, 954780.0032077872 1948455.1902923011, 954776.452573879 1948461.2552749948, 954770.2461669431 1948473.2237321748, 954788.065081832 1948531.0820460045, 954790.9072326487 1948534.9633152592, 954789.5239068258 1948535.9111750647, 954791.0708726706 1948540.4711196807, 954796.908836798 1948543.4407422943, 954817.4481111342 1948540.151741777, 954834.8486462808 1948536.1628529371, 954865.4254590379 1948559.1770301275, 954872.7743055966 1948564.131595295, 954876.1063498734 1948567.4952209503, 954892.9612945323 1948591.4556751624, 954901.8162619281 1948597.499488724, 954902.6502551613 1948598.5251319702, 954907.4062429884 1948600.1569272734, 954911.1342065661 1948602.1748687974, 954917.1262324784 1948606.7447697858, 954918.6789833164 1948608.1808618652, 954922.3836561802 1948612.135920121, 954926.4770403266 1948615.4954977112, 954936.1888584777 1948626.8642850006, 954935.7870881641 1948628.1624148702, 954940.2459849212 1948631.8279525617, 954943.1753240747 1948635.260897684, 954948.2390686327 1948644.2359544698, 954995.270597354 1948653.838818439, 955003.8854497214 1948656.838462009, 955020.8650181033 1948666.3323837065, 955023.3824850688 1948668.1104376817, 955032.4718517258 1948676.12358563, 955047.2359534979 1948706.947401684, 955051.7220420915 1948708.356701337, 955077.6300176798 1948695.589317566, 955087.2920818658 1948693.388221869, 955092.8913513359 1948688.4223287322, 955102.198419617 1948686.9694896154, 955109.1120400141 1948682.1071730212, 955129.4954416831 1948670.6323215337, 955136.8683544241 1948668.1159797003, 955144.7421112424 1948666.538750773, 955155.0450491708 1948665.8634486771, 955153.7453541759 1948657.3504874376, 955145.4687635931 1948651.9426240711, 955145.4876134698 1948651.3476758085, 955142.3321613265 1948637.0655405913, 955144.08611555 1948629.6276143512, 955137.9277308064 1948618.9113977496, 955137.5056056689 1948612.005219759, 955139.6233525475 1948606.6770303282, 955130.2930551057 1948598.0170231746, 955130.3051922502 1948596.891447507, 955149.3928060341 1948587.2949256839, 955159.9728110579 1948578.2323256237, 955192.5603634403 1948566.8232739444, 955230.8512464466 1948575.039458676, 955252.4603211136 1948579.224024717, 955307.9112453943 1948584.5498549074, 955320.2627913017 1948574.3625640091, 955325.8416497372 1948570.7164388853, 955333.7601504624 1948566.9906961606, 955345.0726948738 1948564.6016838579, 955385.6795729164 1948564.1454226477, 955389.9138769532 1948562.4217449506, 955392.9296042956 1948560.5177044843, 955398.6014087957 1948552.2413389103, 955407.2006953154 1948539.6779504302, 955417.3965785762 1948545.22198678, 955444.4441181617 1948553.05008611, 955503.8300427602 1948556.1660836597, 955506.8697185485 1948554.0281895217, 955525.2082102139 1948552.7214728098, 955536.7285277719 1948553.6119262406, 955540.4093180558 1948554.2599476788, 955540.7958243629 1948554.2657434791, 955578.0231378139 1948561.9269467264, 955595.8952243273 1948565.6877185374, 955611.8963604902 1948570.105788454, 955613.7731533544 1948570.7236998663, 955617.9776868509 1948572.3077847988, 955627.1865965466 1948576.7458160978, 955642.7689858973 1948585.9000704056, 955643.5558128338 1948586.478104327, 955662.2434854036 1948601.359644535, 955672.8026981746 1948609.9583869793, 955689.4548221241 1948621.0439443917, 955703.846723353 1948633.7216215965, 955717.7389125072 1948649.8084848018, 955733.2853379298 1948667.7297733924, 955742.6904526025 1948676.166703093, 955750.2140162669 1948684.501671325, 955753.6699700232 1948688.4013660315, 955754.1327857429 1948688.9111444352, 955757.9848744939 1948693.5788409908, 955759.0269039227 1948694.7741235252, 955782.4206205079 1948724.5331556485, 955815.6988518469 1948767.0819965883, 955824.8285763873 1948780.5811979463, 955846.2135213607 1948816.3186299922, 955863.699657311 1948845.2805261638, 955875.4479605303 1948864.8342957045, 955878.3752640225 1948872.0964437344, 955880.4148348877 1948881.5186340522, 955882.4768145572 1948890.2857111045, 955885.982811352 1948894.77925162, 955896.7334997039 1948899.3798272626, 955902.5506779826 1948900.546921416, 955948.9699099633 1948900.2889198926, 955953.5614294686 1948917.3167450484, 955980.7495407376 1948909.46901149, 955981.1421064589 1948915.9160960317, 955985.224615055 1948934.0774712232, 955986.8799520197 1948946.3847965135, 955988.9372106104 1948962.6871276558, 956067.3881937113 1948955.8544269106, 956061.042481547 1948924.773154847, 956057.2983585133 1948907.080234029, 956051.37597606 1948868.2263548493, 956049.3763521763 1948858.5520331133, 956039.1249042533 1948842.55638698, 956022.2217260568 1948822.1567027187, 956022.199242448 1948797.922045078, 955993.5444471247 1948751.0267926322, 955991.2048697837 1948749.5389033444, 955985.8727142822 1948742.7262043657, 955972.3067364233 1948735.0839566526, 955945.3955731242 1948685.5146674013, 955922.2870378381 1948643.5835502218, 955918.5699874202 1948637.299694295, 955911.6183498139 1948630.18770104, 955900.5999426636 1948623.6683494046, 955898.9354103302 1948622.2664425604, 955850.6156702451 1948593.714728397, 955844.7338834527 1948595.4263731888, 955837.8866500873 1948591.8255383456, 955847.6718976864 1948576.1106522689, 955869.8947110778 1948541.1972935293, 955882.6237614842 1948521.7363272372, 955883.8537303896 1948519.4843527388, 955885.5056092965 1948515.9178199428, 955885.8643677544 1948512.8964576446, 955885.6769280346 1948508.0675031801, 955884.0639432656 1948503.199137753, 955878.2405976764 1948492.716514991, 955863.2449415693 1948468.4245636347, 955848.9510700796 1948481.2911092406, 955835.8118393624 1948490.5857190192, 955809.0512774684 1948506.894872522, 955801.6144116443 1948493.9267741083, 955785.5803710988 1948467.915870138, 955780.215808538 1948466.2330224402, 955726.781674698 1948472.115528706, 955723.187101658 1948475.737155508, 955722.7374885029 1948479.9723518793, 955721.9762182466 1948482.9342774898, 955720.6415846823 1948486.133824005, 955718.0030330945 1948489.2215432446, 955717.031363175 1948490.0374427475, 955715.7614826711 1948491.1815220637, 955712.3623789189 1948492.5045104008, 955708.2076203438 1948493.0217896542, 955704.9930032894 1948492.8022583574, 955700.6664409507 1948491.305782314, 955690.7949234957 1948483.7780246562, 955670.4189793977 1948469.2580945906, 955635.072049752 1948460.6866361033, 955628.6147766502 1948461.8180118403, 955623.1003550626 1948456.3785540066, 955621.3557614989 1948452.7816950488, 955620.3589797957 1948450.5075450672, 955621.6228402312 1948443.802231851, 955624.8851528052 1948439.1693667986, 955632.1091357885 1948420.0954952445, 955631.5589221718 1948414.4939150733, 955630.0040907721 1948411.0922691138, 955628.8790979744 1948408.0872328056, 955627.8256123668 1948403.9899807842, 955627.3475725587 1948400.816302257, 955627.284038613 1948397.311485727, 955627.844602171 1948391.3249290874, 955628.7581197439 1948388.8788579653, 955631.2707796003 1948382.5608856748, 955649.9513923957 1948356.8009931827, 955650.2833320893 1948354.3458645416, 955644.5769090062 1948343.5998071283, 955641.256454431 1948340.4002737668, 955638.8067099071 1948337.4814985234, 955636.1740854153 1948333.554463446, 955634.8706481257 1948331.2101485303, 955633.3202562132 1948327.8303065517, 955631.884981558 1948323.1720860368, 955626.4147307121 1948320.225757962, 955614.4677572781 1948323.80762473, 955589.6975525744 1948332.127841141, 955584.5028075613 1948335.1535334745, 955580.6757847948 1948335.9195711133, 955568.5608802275 1948337.652179271, 955563.2463672002 1948339.0139291894, 955559.3453421325 1948339.965310849, 955554.4292012975 1948340.6591249765, 955540.1064383358 1948340.4259071187, 955523.5788119639 1948337.0911368693, 955498.5779638177 1948331.4347551467, 955469.7816244808 1948325.3225555404, 955461.6280224718 1948323.511124205, 955461.1835558597 1948323.4025017123, 955456.0739201725 1948323.4265094944, 955453.8534872375 1948323.6211990013, 955448.834531075 1948324.5345007658, 955446.3206849506 1948325.2116610056, 955442.9168747973 1948326.0784229857, 955440.6267445706 1948327.0512994807, 955438.0773521856 1948328.3583979493, 955420.6883690632 1948328.8891958545, 955319.1061959753 1948324.583343884, 955340.3735275033 1948260.6639683887, 955348.6423105064 1948226.6521395787, 955355.2665225808 1948205.0536215797, 955356.3693253469 1948201.636507507, 955358.7528413798 1948193.7350740316, 955359.3658282956 1948192.0582605412, 955360.5139023904 1948188.7200414764, 955365.759882684 1948176.6613797585, 955369.8685237112 1948169.4045075441, 955369.5879345835 1948169.0910707663, 955368.072192492 1948163.206583347, 955360.0485327891 1948153.2565369087, 955336.7110112384 1948151.01837601, 955319.7954484982 1948149.6962469434, 955313.0691299355 1948148.7481072233, 955309.8036855496 1948148.9042736406, 955288.4128678454 1948148.3524493303, 955275.0890173701 1948148.5128983292, 955268.9544952005 1948151.1428497238, 955260.3805578771 1948154.2737616338, 955234.3131075588 1948165.2012174244, 955215.9135848955 1948171.9988705402, 955196.9467127325 1948176.0693402316, 955134.6557553165 1948196.9266085592, 955122.1291849539 1948190.7897736635, 955103.2541980103 1948176.2482715438, 955095.4271380588 1948164.527635435, 955088.7299633668 1948155.157467043, 955085.8756803621 1948150.1957783028, 955083.7679048687 1948146.5478497078, 955074.588801164 1948132.1110776267, 955063.3579483329 1948082.8219665312, 955061.983310145 1948077.1128919253, 955059.5585422313 1948065.250296355, 955056.3945121093 1948052.6676553404, 955049.1904491156 1948009.9695317626))"
관광특구,POI005,잠실 관광특구,"POLYGON ((964036.7023053364 1945770.3727481107, 964006.0307286454 1945879.8148720462, 964022.6986919586 1945904.7830575244, 964262.8616476081 1945933.6482431646, 964288.8312817372 1945937.4579590033, 964306.5921403083 1945940.861310468, 964311.303585896 1945941.7742955203, 964333.2862869699 1945946.9686380774, 964559.7011287219 1946016.2481748466, 964752.7721690374 1946086.6545213163, 964755.7837307401 1946088.233994212, 964756.4573366587 1946088.4621347347, 964788.5881663467 1946102.0343361003, 965106.0833410496 1946235.8604970188, 965198.525018872 1946275.0016920716, 965269.7282141424 1946304.957165978, 965699.3012070162 1946486.0365129816, 965736.7086646521 1946501.7782112616, 965761.6205032356 1946501.4394689773, 966206.585651973 1947396.1352574409, 966229.4746877389 1947404.3217628046, 966239.5755731177 1947401.9721573708, 966254.4100242457 1947398.976856878, 966269.1442780333 1947396.7483753604, 966283.9883751445 1947395.2049038108, 966286.5420986085 1947395.0585048534, 966298.9620869664 1947394.3029419126, 966304.9950982356 1947394.2588503961, 966314.0465512823 1947394.1632268555, 966318.6342911895 1947394.3350473135, 966325.7925985964 1947394.5586751006, 966329.0026214648 1947394.6905349847, 966339.8826159242 1947395.4990227912, 966343.7673275822 1947395.8779444676, 966359.347106338 1947397.7919149352, 966373.4035549506 1947400.3403304196, 966387.4205710113 1947403.5750322111, 966402.1285741278 1947407.601259851, 966420.2907346872 1947413.88226638, 966479.6801063811 1947434.8021330957, 966488.9235124926 1947438.0944046348, 966506.5752460129 1947444.5933701163, 966524.7690892 1947451.036641694, 966542.6257332079 1947457.0621475806, 966552.9905781979 1947459.4461537611, 966553.5247165665 1947459.5805070847, 966558.7410477465 1947460.9341197936, 966568.7046745302 1947462.9481499738, 966573.2639227533 1947463.9200319555, 966588.3250411471 1947466.2195047156, 966603.3069125476 1947467.6611499032, 966617.7490692821 1947468.181162068, 966633.5689901793 1947468.0507514577, 966648.3543244951 1947466.943328939, 966663.9934026074 1947464.9503317957, 966665.7812434185 1947464.5935311306, 966671.371666788 1947463.4111190783, 966672.8098261381 1947463.13632474, 966682.8367155831 1947459.3172771547, 966683.1753191728 1947459.1904459645, 966683.5581720008 1947459.0440232528, 966683.8918702164 1947458.9161262633, 966684.7189189966 1947458.6038939797, 966684.84093171 1947458.5557407925, 966688.1697017436 1947456.6972087065, 967189.0169322501 1947176.0080471623, 967107.3904466095 1947150.765949881, 967125.5915753273 1947032.943002751, 967126.1545287225 1947031.8579775752, 967179.5264716682 1946928.2604033598, 967193.2370783096 1946886.8896733741, 967196.3087409609 1946875.9930599502, 967206.8517858871 1946849.1607208797, 967209.8123897205 1946841.2072610934, 967216.0537955897 1946823.390608447, 967221.6919411247 1946802.7164937805, 967226.3072282586 1946781.5290322904, 967231.8214705669 1946748.426781993, 967243.1208503296 1946670.227551647, 967246.1754228738 1946655.0194698262, 967251.456794873 1946638.0543141048, 967258.8432784658 1946622.2104451691, 967267.6575831111 1946607.31696995, 967272.9759099855 1946600.5060815553, 967273.383859397 1946599.987171846, 967277.6867452597 1946594.4923307328, 967289.2299915802 1946582.8433302764, 967301.4233722963 1946573.5521502912, 967339.5553968146 1946551.077360031, 967387.4390216052 1946524.2622287022, 967117.1249183984 1945973.6960148339, 967111.5722712864 1945969.4896812004, 967101.6462269537 1945963.8311649489, 967096.2318140208 1945962.54667657, 967091.0090496272 1945960.9242809736, 967085.4734866882 1945959.988026854, 967079.9002782255 1945959.5465471104, 967074.2613400421 1945959.6783743915, 967072.852565805 1945959.7820635897, 966693.2056345211 1946157.547587312, 966051.2137485048 1946447.9968416363, 965939.069228455 1946225.340452441, 965695.7103968649 1946346.217172646, 965563.5907629991 1946290.1614614294, 965579.0102352648 1946243.4804369807, 965564.4353767539 1946214.455042324, 965537.8185872547 1946227.7267300044, 965461.2990140325 1946195.3918136558, 965504.2732303657 1946067.8165487426, 965406.9157393973 1945881.1991315861, 965449.4859096787 1945859.2602412947, 965433.0539042968 1945827.8950790975, 965360.0918966458 1945865.1627666608, 965045.7068035955 1945559.9839469977, 965071.4401414434 1945523.8215939435, 965058.6173462064 1945511.4609929873, 964900.4064620965 1945428.6382477083, 964618.471527196 1945280.2655128946, 964515.5486516892 1945262.4620850661, 964401.2199687312 1945250.1259548813, 964407.4231504212 1945347.4103052602, 964428.4865017824 1945718.344831732, 964055.8655081403 1945754.2992448572, 964036.7023053364 1945770.3727481107))"
관광특구,POI006,종로·청계 관광특구,"POLYGON ((953866.1858521859 1952429.7152450413, 953866.4246872622 1952429.7376266676, 953867.2800228454 1952443.8275723215, 953870.3709387893 1952443.8112214059, 953869.8925752109 1952450.7684191929, 953882.2562388865 1952450.703015431, 954367.5026563398 1952442.9844610377, 954501.4477154651 1952443.3062135845, 954774.4892970271 1952443.922467001, 954789.9111601335 1952437.6589652216, 955065.1059183249 1952455.779265143, 955211.4417734704 1952461.1870657844, 955651.561257451 1952492.859361164, 955990.6563464783 1952514.7628650814, 956660.4293249222 1952525.6441763323, 956661.5413818833 1952541.0930629156, 956804.5543464763 1952600.0949439819, 957095.5559505343 1952684.8445897077, 957114.9490517844 1952698.9088604904, 957182.0966577335 1952726.1146221536, 957221.64707656 1952740.4586213692, 957227.959074676 1952692.0003142543, 957220.396090646 1952625.7136455239, 957220.1085379713 1952620.0484213498, 957219.8911812371 1952603.3069144033, 957221.4925223963 1952589.5179486345, 957221.1530326889 1952561.862163489, 957220.5101161432 1952562.0587490904, 957220.6586671615 1952559.7075518067, 957220.8033830009 1952559.674588828, 957220.1190779327 1952552.0474210717, 957220.3671783753 1952551.0157912546, 957221.1987438317 1952547.6789595422, 957222.0971203457 1952544.037911281, 957221.9389893722 1952543.8173905672, 957221.7291393576 1952538.7655185878, 957222.1105690879 1952531.7444639222, 957222.6079272586 1952522.291891027, 957223.0536657986 1952515.2543974689, 957225.5652813672 1952515.2894069923, 957225.1365872154 1952513.375928514, 957223.076580192 1952513.4995170345, 957223.2598861593 1952508.5884412762, 957223.3871014714 1952505.2472863102, 957225.0291020237 1952505.2305506875, 957226.1534457604 1952498.656329848, 957223.8652499688 1952498.249868088, 957224.9945520473 1952474.3534108342, 957226.4756105584 1952474.3455760048, 957226.71853841 1952471.5753130806, 957226.4469967673 1952468.9365613752, 957226.9348963515 1952463.7823937172, 957228.6253478383 1952437.9269750682, 957229.0078428227 1952431.1071487218, 957229.1574290557 1952428.0481059263, 957227.945622839 1952421.1320717786, 957228.7348834283 1952412.0804225705, 957227.1156697306 1952410.318130218, 957217.2729623965 1952400.0026293849, 957205.2302906725 1952399.8731498679, 957161.8877786322 1952399.0721116646, 957136.3867906937 1952399.013825771, 957090.6651090509 1952398.869321533, 957044.1720613558 1952398.9864771382, 956966.7706372765 1952399.3959258278, 956912.0338054667 1952399.299111133, 956849.1847048051 1952399.502789252, 956837.3403194438 1952400.3381836393, 956782.1946347611 1952395.9934707296, 956745.6270859079 1952397.7323874643, 956729.1368018707 1952396.7893021265, 956725.0155933576 1952396.8111030548, 956707.4759312395 1952392.2674561373, 956661.6329345766 1952393.540280362, 956632.7681220121 1952390.6020192737, 956599.2751235786 1952389.2337178024, 956507.5400658466 1952382.5067626764, 956476.1131178569 1952382.1578496413, 956469.4243274044 1952383.7387100668, 956461.6997843314 1952384.2947313874, 956455.005543627 1952384.8453024956, 956452.4406878514 1952386.9195067731, 956442.1322132926 1952385.9437196234, 956434.8982955382 1952381.8607136416, 956426.6477006441 1952380.35888129, 956382.331068293 1952378.0175169592, 956296.2980794054 1952377.957465034, 956239.1162828582 1952378.2599519154, 956212.3147876275 1952375.8259334166, 956162.8520813808 1952374.5421090762, 956096.9127025589 1952374.8909226018, 956077.8411997068 1952372.9311719595, 956032.5187733851 1952375.231560863, 955978.918495259 1952370.8786674284, 955975.3015346045 1952368.8371633654, 955963.4367000104 1952365.8089710076, 955951.5500647591 1952358.6596188883, 955911.8370726468 1952350.1119866823, 955741.602701848 1952306.7087907828, 955661.1572957188 1952291.6795479388, 955650.3254856996 1952289.1610485762, 955520.9079580476 1952268.208940252, 955519.86402951 1952265.6386643392, 955515.7428156015 1952265.6604647166, 955514.2082604327 1952267.7292206786, 955411.6358331807 1952257.4534548684, 955285.8706608977 1952245.2397321686, 955256.507003971 1952245.395059263, 955161.6618274632 1952235.0784126844, 955087.9378726851 1952224.6500379355, 954974.5417558482 1952213.4011971024, 954928.1562711012 1952209.525284678, 954911.9262558615 1952209.0959772097, 954895.6989653178 1952209.1818152776, 954876.1122859443 1952207.2247837249, 954859.886357263 1952207.568194549, 954839.5432988448 1952208.7061238976, 954753.0318015116 1952215.6032473396, 954733.4573815358 1952215.9643710058, 954706.1706657453 1952219.1996711344, 954661.9016386413 1952225.8733442395, 954629.2736226055 1952229.7808492235, 954603.6754548246 1952235.7118087625, 954555.451461602 1952249.4898563663, 954554.5458576141 1952248.7219065814, 954473.3705079377 1952266.1515928102, 954421.1506713884 1952279.306830899, 954421.9356625165 1952281.6208994703, 954412.1613929529 1952284.248404712, 954412.142317783 1952280.6423839808, 954356.8411012825 1952295.6169846454, 954353.2350345758 1952295.6360601229, 954328.0239051298 1952301.693765929, 954320.303431665 1952303.022506687, 954313.8803767868 1952306.147445336, 954282.7340932897 1952310.1759065227, 954254.6623731692 1952311.09714207, 954243.8742417826 1952309.2304077793, 954203.7966127159 1952304.8059690618, 954179.1953568782 1952304.4209454036, 954162.0624490592 1952303.7388351755, 954122.5943384417 1952304.9779359114, 954039.6956552524 1952313.1438633422, 954034.2865533341 1952313.1724766754, 954018.0633349535 1952314.031035733, 954014.977869588 1952315.077678294, 954005.9654245096 1952315.6405132466, 953979.1870275673 1952317.5852286676, 953975.0712568808 1952318.6373214494, 953949.0683130185 1952321.0930954732, 953941.8561764131 1952321.1312466522, 953930.7872077067 1952322.477701182, 953925.1218913617 1952322.765250159, 953912.767765924 1952324.6336635458, 953909.9344264396 1952324.6486515175, 953906.0775942979 1952325.9569549186, 953892.1766481544 1952327.575970596, 953868.0121619806 1952336.7191068686, 953870.0836728325 1952338.7687909787, 953861.0984769386 1952344.4830875155, 953860.2534212726 1952428.201145831, 953861.8070545786 1952429.7384087746, 953866.1858521859 1952429.7152450413))"
