역번호,역사명,노선번호,노선명,환승역구분,역사도로명주소,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM)
S403,서울지방병무청,L11SL,수도권 경량도시철도 신림선,일반역,서울특별시 동작구 여의대방로 지하218 (대방동),126.922783404,37.50604687,948983.6714691628,1945353.6405346107
S404,보라매,L11SL,수도권 경량도시철도 신림선,환승역,서울특별시 동작구 상도로 지하2 (대방동),126.920485864,37.500312709,948776.6879104913,1944718.71678518
S405,보라매공원,L11SL,수도권 경량도시철도 신림선,일반역,서울특별시 동작구 여의대방로20길 지하11 (신대방동),126.918258811,37.495225405,948576.348205447,1944155.524890373
S406,보라매병원,L11SL,수도권 경량도시철도 신림선,일반역,서울특별시 동작구 보라매로5길 지하24 (신대방동),126.923886,37.4929607,949072.2363518644,1943901.2100017131
S407,당곡,L11SL,수도권 경량도시철도 신림선,일반역,서울특별시 관악구 보라매로 6 (봉천동),126.927568759,37.490039105,949395.8194577744,1943575.0906217264
S408,신림,L11SL,수도권 경량도시철도 신림선,환승역,서울특별시 관악구 남부순환로 지하1614 (신림동),126.92960992,37.484890755,949572.8034869644,1943002.8175737949
S409,서원,L11SL,수도권 경량도시철도 신림선,일반역,서울특별시 관악구 신림로 258 (신림동),126.933228219,37.47827336,949888.274447622,1942266.727277828
S410,서울대벤처타운,L11SL,수도권 경량도시철도 신림선,일반역,서울특별시 관악구 신림로 144 (신림동),126.933976556,37.47204068,949950.2837394094,1941574.853361465
S411,관악산,L11SL,수도권 경량도시철도 신림선,일반역,서울특별시 관악구 신림로 23 (신림동),126.944954837,37.46916896,950919.151024725,1941250.476930478
D004,신사,I11D1,신분당선,환승역,서울특별시 강남구 강남대로 620-2,127.0197609,37.51612526,957560.6306957935,1946423.6175735304
D005,논현,I11D1,신분당선,환승역,서울특별시 강남구 강남대로 492-2,127.0213658,37.5108115,957699.4597076538,1945833.3655352828
D006,신논현,I11D1,신분당선,환승역,서울특별시 강남구 강남대로 302-2,127.0247306,37.50405543,957993.048743443,1945082.3142284355
D007,강남,I11D1,신분당선,환승역,서울특별시 강남구 강남대로 지하 396,127.0278789,37.49738544,958267.6025235412,1944340.9205948017
D008,양재(서초구청),I11D1,신분당선,환승역,서울시 서초구 남부순환로 지하 2585,127.0340995,37.48445352,958810.3650901066,1942903.4690472928
D009,양재시민의숲(매헌),I11D1,신분당선,일반역,서울특별시 서초구 매헌로 지하 116,127.0384203,37.47096388,959185.027333231,1941405.00411967
D010,청계산입구,I11D1,신분당선,일반역,서울특별시 서초구 청계산로 지하 179,127.0543396,37.44871485,960581.014182184,1938929.8550151184
D011,판교,I11D1,신분당선,환승역,경기도 성남시 분당구 판교역로 지하 160,127.1112107,37.39501475,965586.7595726672,1932949.9931972069
D012,정자,I11D1,신분당선,환승역,경기도 성남시 분당구 성남대로 지하 333 ,127.1084859,37.36750101,965332.9127706918,1929898.5861571196
D013,미금,I11D1,신분당선,환승역,경기도 성남시 성남대로 지하 163 (금곡동),127.1088028,37.35058332,965353.1970588978,1928021.609825014
D014,동천,I11D1,신분당선,일반역,경기도 용인시 수지구 신수로 지하760,127.1028937,37.338068413,964824.0116908344,1926635.385003128
D015,수지구청,I11D1,신분당선,일반역,경기도 용인시 수지구 풍덕천로 지하120 ,127.09477813,37.32250096,964097.717829114,1924911.3816807445
D016,성복,I11D1,신분당선,일반역,경기도 용인시 수지구 수지로 지하134,127.08057578,37.31374251,962835.0846714296,1923945.209472409
D017,상현,I11D1,신분당선,일반역,경기도 용인시 수지구 광교중앙로 지하312,127.0694799,37.29808526,961843.9703364844,1922212.6175032544
D018,광교중앙(아주대),I11D1,신분당선,일반역,경기도 수원시 영통구 도청로 지하45,127.051609,37.2884537,960255.0374124686,1921151.456929656
D019,광교(경기대),I11D1,신분당선,일반역,경기도 수원시 영통구 대학로 55 신분당선 광교역,127.0448561,37.30173474,959663.555279572,1922627.7112456723
S110,북한산우이,L11UI,우이신설선,일반역,서울특별시 강북구 삼양로 지하 676,127.01272,37.66284,957022.8590648024,1962704.1372647225
S111,솔밭공원,L11UI,우이신설선,일반역,서울특별시 강북구 삼양로 595,127.01326,37.65607,957066.5877272452,1961952.78093663
S112,4.19민주묘지,L11UI,우이신설선,일반역,서울특별시 강북구 삼양로 519,127.01371,37.64954,957102.5243733916,1961228.0940842964
S113,가오리,L11UI,우이신설선,일반역,서울특별시 강북구 삼양로 426,127.01681,37.64162,957371.4626228614,1960347.985374767
S114,화계,L11UI,우이신설선,일반역,서울특별시 강북구 삼양로 341,127.0175,37.63428,957428.1490194268,1959533.326582495
S115,삼양,L11UI,우이신설선,일반역,서울특별시 강북구 삼양로 지하 259,127.01817,37.62706,957483.1516279904,1958731.9918749772
S116,삼양사거리,L11UI,우이신설선,일반역,서울특별시 강북구 삼양로 197,127.02049,37.62144,957684.684774446,1958107.4268981672
S117,솔샘,L11UI,우이신설선,일반역,서울특별시 강북구 솔샘로 지하 189,127.01357,37.62037,957073.3966026346,1957991.8571273852
S118,북한산보국문,L11UI,우이신설선,일반역,서울특별시 성북구 보국문로 지하 88,127.00816,37.61233,956591.2966548826,1957102.340235093
S119,정릉,L11UI,우이신설선,일반역,서울특별시 성북구 아리랑로 지하 122,127.01345,37.60278,957052.6923703888,1956040.375840844
S120,성신여대입구,L11UI,우이신설선,환승역,서울특별시 성북구 동선동1가 116-1,127.01656,37.59247,957321.3222589511,1954895.109793664
S121,보문,L11UI,우이신설선,환승역,서울특별시 성북구 보문동1가 127-6,127.01939,37.58551,957567.2085079512,1954121.6480649824
S122,신설동,L11UI,우이신설선,환승역,서울특별시 동대문구 신설동 132-259,127.023221,37.57659,957900.4248576117,1953130.2935232315
A01,서울,I28A1,인천국제공항선,환승역,서울특별시 용산구 청파로 378,126.9697643,37.55301784,953165.410842654,1950540.3746569613
A02,공덕,I28A1,인천국제공항선,환승역,서울특별시 마포구 마포대로 92,126.9513301,37.54284055,951530.5549069892,1949420.6007225155
A03,홍대입구,I28A1,인천국제공항선,환승역,서울특별시 마포구 양화로 188,126.9264939,37.55774103,949346.5939302376,1951086.8279319543
A04,디지털미디어시티,I28A1,인천국제공항선,환승역,서울특별시 마포구 성암로 184,126.898025,37.577355,946846.0702929372,1953278.6328532556
A042,마곡나루,I28A1,인천국제공항선,환승역,서울특별시 강서구 마곡중앙로 지하 135,126.8276358,37.56581914,940621.5297217264,1952040.928694562
A05,김포공항,I28A1,인천국제공항선,환승역,서울특별시 강서구 하늘길 77,126.8015442,37.56211652,938314.2212813888,1951646.9443189783
A06,계양,I28A1,인천국제공항선,환승역,인천광역시 계양구 다남로 24,126.736023,37.57160721,932536.0366957842,1952744.9264885287
A07,검암,I28A1,인천국제공항선,환승역,인천광역시 서구 검바위로 26,126.6735357,37.56915547,927015.5280348624,1952519.6156210408
A071,청라국제도시,I28A1,인천국제공항선,일반역,인천광역시 서구 에코로 163,126.624725,37.556509,922691.937544408,1951155.5584099
A072,영종,I28A1,인천국제공항선,일반역,인천광역시 중구 백운로414번길 75,126.5242471,37.51209814,913765.957745857,1946315.676168914
A08,운서,I28A1,인천국제공항선,일반역,인천광역시 중구 흰바위로59번길 26,126.4936619,37.49284463,911040.0167603584,1944208.0275358416
A09,공항화물청사,I28A1,인천국제공항선,일반역,인천광역시 중구 공항동로135번길 86,126.4774333,37.45902611,909564.6270253191,1940471.4325340868
A10,인천공항1터미널,I28A1,인천국제공항선,환승역,인천광역시 중구 공항로 271,126.4523433,37.44760672,907331.5244170824,1939228.8740911544
A11,인천공항2터미널,I28A1,인천국제공항선,일반역,인천광역시 중구 공항로 272,126.433415,37.46866,905683.655213666,1941583.4556922044
0405,진접역,I4104,4호선,일반역,경기도 남양주시 진접읍 경복대로 지하 244,127.203167,37.720472,973840.215727728,1969027.984275948
0406,오남역,I4104,4호선,일반역,경기도 남양주시 오남읍 진건오남로 지하 929,127.191644,37.7054056,972819.1924576662,1967359.6927462583
0408,별내별가람역,I4104,4호선,일반역,경기도 남양주시 별내3로 지하 345,127.116167,37.667833,966148.9890048298,1963215.71268946
X101,운정중앙역,GTX-A,GTX,일반역,경기도 파주시 운정중앙로 60 (동패동),126.728333,37.716667,931989.3445171017,1968844.560637608
X102,킨텍스역,GTX-A,GTX,일반역,경기도 고양시 일산동구 장항동 1753,126.748056,37.665,933681.652229256,1963098.0353617645
X103,대곡역,GTX-A,GTX,환승역,경기도 고양시 덕양구 대주로107번길 71-81 (대장동),126.810556,37.630833,939166.1017450794,1959264.9226151984
X104,연신내역,GTX-A,GTX,환승역,서울특별시 은평구 통일로 지하849 (갈현동),126.921389,37.618889,948937.5048900732,1957873.6997671109
X105,서울역,GTX-A,GTX,환승역,서울특별시 용산구 한강대로 405,126.970833,37.554722,953260.87186986,1950728.9105701055
X106,수서역,GTX-A,GTX,환승역,서울특별시 강남구 광평로 지하270,127.101944,37.486944,964809.6014820298,1943152.2502952612
X107,성남역,GTX-A,GTX,환승역,경기도 성남시 분당구 백현동 545-1,127.119444,37.394722,966315.3925724336,1932914.5436655716
X108,구성역,GTX-A,GTX,환승역,경기도 용인시 기흥구 용구대로 2403,127.105556,37.298611,965041.5715559276,1922256.994396403
X109,동탄역 ,GTX-A,GTX,일반역,경기도 화성시 동탄구 동탄역로 지하 151 (오산동),127.095111,37.201167,964069.6167463392,1911450.5980346515
