역번호,역사명,노선번호,노선명,환승역구분,역사도로명주소,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM)
0124,청량리(서울시립대입구),I4101,1호선,환승역,서울특별시 동대문구 왕산로 지하205(전농동),127.045063,37.580148,959830.9952074286,1953515.4728166435
0125,제기동,I4101,1호선,일반역,서울특별시 동대문구 왕산로 지하93(제기동),127.034902,37.578116,958932.700953394,1953294.4255827009
0126,신설동,I4101,1호선,환승역,서울특별시 동대문구 왕산로 지하1(신설동),127.02471,37.576117,958031.6388365318,1953077.150333896
0127,동묘앞,I4101,1호선,환승역,서울특별시 종로구 종로 359(숭인동),127.016459,37.573265,957301.438278906,1952764.4526539417
0128,동대문,I4101,1호선,환승역,서울특별시 종로구 종로 지하302(창신동),127.01069,37.571646,956791.074442657,1952587.4698972397
0129,종로5가,I4101,1호선,일반역,서울특별시 종로구 종로 지하216(종로5가),127.0019,37.570971,956014.4641994928,1952516.6603829376
0130,종로3가,I4101,1호선,환승역,서울특별시 종로구 종로 지하129(종로3가),126.992095,37.570429,955148.2867766198,1952461.163139144
0131,종각,I4101,1호선,일반역,서울특별시 종로구 종로 지하55(종로1가),126.983116,37.570203,954355.2321871056,1952440.413312612
0132,시청,I4101,1호선,환승역,서울특별시 중구 세종대로 지하101(정동),126.977207,37.565211,953830.3378695836,1951889.462075488
0133,서울역,I4101,1호선,환승역,서울특별시 중구 세종대로 지하2(남대문로 5가),126.972103,37.55585,953373.749358256,1950853.425694316
0201,시청,S1102,2호선,환승역,서울특별시 중구 서소문로 지하127(서소문동),126.975271,37.563534,953658.3229229094,1951704.360111684
0202,을지로입구,S1102,2호선,일반역,서울특별시 중구 을지로 지하42(을지로1가),126.982569,37.565998,954304.3587816654,1951974.155031672
0203,을지로3가,S1102,2호선,환승역,서울특별시 중구 을지로 지하106(을지로3가),126.990873,37.566292,955037.8877970072,1952002.7673980235
0204,을지로4가,S1102,2호선,환승역,서울특별시 중구 을지로 지하178(을지로4가),126.997622,37.566611,955634.0998449174,1952034.9511738536
0205,동대문역사문화공원(DDP),S1102,2호선,환승역,서울특별시 중구 을지로 지하279(을지로7가),127.009083,37.565609,956645.6670335364,1951918.4351895845
0206,신당,S1102,2호선,환승역,서울특별시 중구 퇴계로 지하431-1(신당동),127.0194259,37.565675,957559.122196659,1951921.0362633383
0207,상왕십리,S1102,2호선,일반역,서울특별시 성동구 왕십리로 지하374(하왕십리동),127.029322,37.564444,958432.3963207684,1951780.0399452955
0208,왕십리(성동구청),S1102,2호선,환승역,서울특별시 성동구 왕십리로 지하300(행당동),127.0370615,37.561289,959114.184641554,1951426.6140921265
0209,한양대,S1102,2호선,일반역,서울특별시 성동구 왕십리로 206(행당동),127.0436594,37.555758,959693.9221033666,1950810.1293984829
0210,뚝섬,S1102,2호선,일반역,서울특별시 성동구 아차산로 18(성수동1가),127.047413,37.54718,960020.8771363966,1949856.8444581928
0211,성수,S1102,2호선,일반역,서울특별시 성동구 아차산로 100(성수동2가),127.055983,37.544628,960776.5721019368,1949570.104612468
0212,건대입구,S1102,2호선,환승역,서울특별시 광진구 아차산로 243(화양동),127.069231,37.540408,961944.7304597476,1949096.4755224376
0213,구의(광진구청),S1102,2호선,일반역,서울특별시 광진구 아차산로 384-1(구의동),127.0862124,37.537157,963443.3319101708,1948729.0590267892
0214,강변(동서울터미널),S1102,2호선,일반역,서울특별시 광진구 강변역로 53(구의동),127.094684,37.535161,964190.8165949244,1948504.3551141364
0215,잠실나루,S1102,2호선,일반역,서울특별시 송파구 오금로 20(신천동),127.103836,37.520688,964992.6251598712,1946895.2190861388
0216,잠실(송파구청),S1102,2호선,환승역,서울특별시 송파구 올림픽로 지하265(신천동),127.100129,37.513305,964661.5701084968,1946077.507941468
0217,잠실새내,S1102,2호선,일반역,서울특별시 송파구 올림픽로 지하140(잠실동),127.086224,37.511653,963431.9101567932,1945899.5424250225
0218,종합운동장,S1102,2호선,환승역,서울특별시 송파구 올림픽로 지하23(잠실동),127.073841,37.511128,962337.2745084496,1945846.181593679
0219,삼성(무역센터),S1102,2호선,일반역,서울특별시 강남구 테헤란로 지하538(삼성동),127.063203,37.508827,961395.9284661382,1945595.21145871
0220,선릉,S1102,2호선,환승역,서울특별시 강남구 테헤란로 지하340(삼성동),127.048974,37.504477,960136.0512203472,1945118.5391412848
0221,역삼,S1102,2호선,일반역,서울특별시 강남구 테헤란로 지하156(역삼동),127.03643,37.500658,959025.2560843565,1944700.2329723183
0222,강남,S1102,2호선,환승역,서울특별시 강남구 강남대로 지하396(역삼동),127.02795,37.49805,958274.257106611,1944414.617740294
0223,교대(법원·검찰청),S1102,2호선,환승역,서울특별시 서초구 서초대로 지하294(서초동),127.014431,37.493957,957076.927150371,1943966.604679916
0224,서초,S1102,2호선,일반역,서울특별시 서초구 서초대로 지하233(서초동),127.007685,37.49191,956479.4062199496,1943742.6007444384
0225,방배,S1102,2호선,일반역,서울특별시 서초구 방배로 지하80(방배동),126.997627,37.481469,955584.0929586632,1942588.9372027544
0226,사당,S1102,2호선,환승역,서울특별시 동작구 남부순환로 지하2089(사당동),126.981631,37.476536,954166.828422214,1942049.31917179
0227,낙성대(강감찬),S1102,2호선,일반역,서울특별시 관악구 남부순환로 지하1928(봉천동),126.963583,37.47713,952571.4229974636,1942124.1570280916
0228,서울대입구(관악구청),S1102,2호선,일반역,서울특별시 관악구 남부순환로 지하1822(봉천동),126.952745,37.481233,951615.7936510493,1942584.872558793
0229,봉천,S1102,2호선,일반역,서울특별시 관악구 남부순환로 지하1721(봉천동),126.941696,37.482416,950639.6936831168,1942721.8540851253
0230,신림,S1102,2호선,일반역,서울특별시 관악구 남부순환로 지하1614(신림동),126.929573,37.484216,949569.0858648156,1942927.977471471
0231,신대방,S1102,2호선,일반역,서울특별시 동작구 대림로 2(신대방동),126.913479,37.487604,948148.5593293508,1943312.5978278755
0232,구로디지털단지,S1102,2호선,일반역,서울특별시 구로구 도림천로 477(구로동),126.901456,37.4852931,947084.0249317432,1943062.907369492
0233,대림(구로구청),S1102,2호선,환승역,서울특별시 구로구 도림천로 351(구로동),126.8949793,37.4932826,946517.12517784,1943952.9549548288
0234,신도림,S1102,2호선,환승역,서울특별시 구로구 새말로 지하 117-21(신도림동),126.891222,37.508815,946196.1294212438,1945678.3276716813
0235,문래,S1102,2호선,일반역,서울특별시 영등포구 당산로 지하28(문래동3가),126.894766,37.517993,946515.901742083,1946694.5558159684
0236,영등포구청,S1102,2호선,환승역,서울특별시 영등포구 당산로 지하121(당산동3가),126.896627,37.525766,946685.8900102132,1947555.8722485788
0237,당산,S1102,2호선,환승역,서울특별시 영등포구 당산로 229(당산동6가),126.902611,37.534807,947221.0131604325,1948555.5490292504
0238,합정,S1102,2호선,환승역,서울특별시 마포구 양화로 지하55(서교동),126.914557,37.550025,948286.9578445771,1950237.2716897617
0239,홍대입구,S1102,2호선,환승역,서울특별시 마포구 양화로 지하160(동교동),126.923643,37.556748,949094.1179820657,1950978.196258571
0240,신촌(지하),S1102,2호선,일반역,서울특별시 마포구 신촌로 지하90(노고산동),126.93689,37.555153,950263.089498574,1950794.1468528488
0241,이대,S1102,2호선,일반역,서울특별시 마포구 신촌로 지하180(염리동),126.945897,37.556734,951059.6767792084,1950964.8231776564
0242,아현,S1102,2호선,일반역,서울특별시 마포구 신촌로 지하270(아현동),126.956079,37.557407,951959.425935813,1951034.2363532488
0243,충정로(경기대입구),S1102,2호선,환승역,서울특별시 서대문구 서소문로 지하17(충정로3가),126.964455,37.559742,952700.6986147432,1951289.0448293868
2111,용답,S1121,2호선,일반역,서울특별시 성동구 용답길 86(용답동),127.05087863,37.562066,960334.9048367764,1951506.8970279524
2112,신답,S1121,2호선,일반역,서울특별시 성동구 천호대로 232(용답동),127.047048,37.569847,960000.7537182604,1952371.7819691116
2113,용두(동대문구청),S1121,2호선,일반역,서울특별시 동대문구 천호대로 지하129(용두동),127.03811,37.574012,959213.7246526512,1952837.7098172656
2114,신설동,S1121,2호선,일반역,서울특별시 동대문구 왕산로 지하 1(신설동),127.025158,37.574653,958070.3768370568,1952914.526758671
2341,도림천,S1122,2호선,일반역,서울특별시 구로구 경인로67길 160(신도림동),126.882586,37.5145589,945437.0527086192,1946320.5551487808
2342,양천구청,S1122,2호선,일반역,서울특별시 양천구 목동로3길 지하33(신정동),126.865593,37.5123294,943933.640616602,1946083.1946603644
2343,신정네거리,S1122,2호선,일반역,서울특별시 양천구 중앙로 지하261(신정동),126.852849,37.520218,942813.3846403724,1946966.0641633
0319,지축,I1103,3호선,일반역,경기도 고양시 덕양구 삼송로 300(지축동),126.913751,37.648151,948283.7284973525,1961124.4033047876
0320,구파발,I1103,3호선,일반역,서울특별시 은평구 진관2로 지하15-25 (진관동),126.918827,37.636612,948723.5834779644,1959841.401748012
0321,연신내,I1103,3호선,환승역,서울특별시 은평구 통일로 지하849(갈현동),126.920959,37.619295,948899.8348851276,1957918.9779995151
0322,불광,I1103,3호선,환승역,서울특별시 은평구 통일로 지하723-1(대조동),126.930183,37.610154,949707.7004314236,1956899.8368225584
0323,녹번,I1103,3호선,일반역,서울특별시 은평구 통일로 지하602-1(녹번동),126.935758,37.600882,950193.5745007632,1955868.173378589
0324,홍제,I1103,3호선,일반역,서울특별시 서대문구 통일로 지하440-1(홍제동),126.944092,37.588851,950921.3331351083,1954528.996833168
0325,무악재,I1103,3호선,일반역,서울특별시 서대문구 통일로 지하361(홍제동),126.950131,37.582658,951450.4719679068,1953838.772453035
0326,독립문,I1103,3호선,일반역,서울특별시 서대문구 통일로 지하247(현저동),126.957902,37.574534,952131.4006222052,1952933.4641144508
0327,경복궁(정부서울청사),I1103,3호선,일반역,서울특별시 종로구 사직로 지하130(적선동),126.973576,37.575844,953516.2782926572,1953070.932288911
0328,안국,I1103,3호선,일반역,서울특별시 종로구 율곡로 지하62(안국동),126.98547,37.576562,954566.9730346312,1953144.772850672
0329,종로3가,I1103,3호선,환승역,서울특별시 종로구 돈화문로 지하30(묘동),126.991837,37.571537,955126.168135734,1952584.213500978
0330,을지로3가,I1103,3호선,환승역,서울특별시 중구 을지로 지하129(을지로3가),126.992616,37.566299,955191.8211541704,1952002.7114962807
0331,충무로,I1103,3호선,환승역,서울특별시 중구 퇴계로 지하214(필동2가),126.994173,37.561382,955326.3879883436,1951456.4538389056
0332,동대입구,I1103,3호선,일반역,서울특별시 중구 동호로 지하256(장충동2가),127.005273,37.55906,956305.3677911554,1951193.621627456
0333,약수,I1103,3호선,환승역,서울특별시 중구 다산로 지하122(신당동),127.010858,37.554554,956796.0404680108,1950691.1227865173
0334,금호,I1103,3호선,일반역,서울특별시 성동구 동호로 지하104(금호동4가),127.015785,37.548269,957227.633771583,1949991.5825828623
0335,옥수,I1103,3호선,환승역,서울특별시 성동구 동호로 21(옥수동),127.017303,37.541653,957357.9563476444,1949256.884137731
0336,압구정,I1103,3호선,일반역,서울특별시 강남구 압구정로 지하172(신사동),127.028502,37.526169,958338.6829345328,1947534.0033045376
0337,신사,I1103,3호선,일반역,서울특별시 강남구 도산대로 지하102(신사동),127.020247,37.516438,957603.7651922586,1946458.0950235503
0338,잠원,I1103,3호선,일반역,서울특별시 서초구 잠원로4길 지하46(잠원동),127.011613,37.512989,956838.7792310376,1946079.3750825748
0339,고속터미널,I1103,3호선,환승역,서울특별시 서초구 신반포로 지하188(반포동),127.004916,37.504953,956242.2369752744,1945190.923160712
0340,교대(법원·검찰청),I1103,3호선,환승역,서울특별시 서초구 서초대로 지하294(서초동),127.013796,37.49306,957020.2803776376,1943867.3780540533
0341,남부터미널(예술의전당),I1103,3호선,일반역,서울특별시 서초구 서초중앙로 지하31(서초동),127.016289,37.48494,957236.0304741138,1942965.38169992
0342,양재(서초구청),I1103,3호선,환승역,서울특별시 서초구 남부순환로 지하2585(서초동),127.03423,37.48458,958821.9719042808,1942917.444072429
0343,매봉,I1103,3호선,일반역,서울특별시 강남구 남부순환로 지하2744(도곡동),127.046907,37.487114,959944.085665741,1943193.105262789
0344,도곡,I1103,3호선,환승역,서울특별시 강남구 남부순환로 지하2814(도곡동),127.055694,37.491129,960723.0112343252,1943634.840249602
0345,대치,I1103,3호선,일반역,서울특별시 강남구 남부순환로 지하2952(대치동),127.063449,37.494601,961410.3490427616,1944016.82810468
0346,학여울,I1103,3호선,일반역,서울특별시 강남구 남부순환로 지하3104(대치동),127.0708601,37.496787,962066.5744819124,1944256.3377810416
0347,대청,I1103,3호선,일반역,서울특별시 강남구 일원로 지하2(일원동),127.079526,37.493607,962831.0163650456,1943900.0807275996
0348,일원,I1103,3호선,일반역,서울특별시 강남구 일원로 지하121(일원동),127.08416,37.48389,963235.8918423272,1942820.225964736
0349,수서,I1103,3호선,환승역,서울특별시 강남구 광평로 지하270(수서동),127.101924,37.4875,964808.0941849196,1943213.9421363529
0350,가락시장,I1103,3호선,환승역,서울특별시 송파구 송파대로 지하257(가락동),127.1177,37.492318,966204.9475942984,1943742.685595979
0351,경찰병원,I1103,3호선,일반역,서울특별시 송파구 중대로 지하149(가락동),127.124198,37.495754,966780.8903153058,1944121.573235316
0352,오금,I1103,3호선,환승역,서울특별시 송파구 오금로 지하321(오금동),127.128344,37.502288,967150.2408287844,1944845.0211835569
0409,불암산,I1104,4호선,일반역,서울특별시 노원구 상계로 305(상계동),127.079004,37.67009,962872.6186139928,1963480.1861060748
0410,상계,I1104,4호선,일반역,서울특별시 노원구 상계로 182(상계동),127.073199,37.660576,962355.8721200876,1962426.9553531385
0411,노원,I1104,4호선,환승역,서울특별시 노원구 상계로 69-1(상계동),127.063183,37.656274,961470.2268333564,1961953.7316516235
0412,창동,I1104,4호선,환승역,서울특별시 도봉구 마들로11길 77(창동),127.048304,37.653315,960156.2254447272,1961631.658108368
0413,쌍문,I1104,4호선,일반역,서울특별시 도봉구 도봉로 지하 486-1(창동),127.034381,37.648274,958925.3045599085,1961078.3831490665
0414,수유(강북구청),I1104,4호선,일반역,서울특별시 강북구 도봉로 지하338(수유동),127.025371,37.637727,958124.560316232,1959912.2160105195
0415,미아(서울사이버대학),I1104,4호선,일반역,서울특별시 강북구 도봉로 지하198(미아동),127.026151,37.626435,958187.0519153128,1958659.0647389935
0416,미아사거리,I1104,4호선,일반역,서울특별시 강북구 도봉로 지하50(미아동),127.030083,37.613276,958526.7086386888,1957197.3835389365
0417,길음,I1104,4호선,일반역,서울특별시 성북구 동소문로 지하248(길음동),127.025053,37.603387,958077.2249550977,1956102.4759837424
0418,성신여대입구(돈암),I1104,4호선,일반역,서울특별시 성북구 동소문로 지하102(동선동4가),127.016908,37.592882,957352.2794327053,1954940.661218762
0419,한성대입구(삼선교),I1104,4호선,일반역,서울특별시 성북구 삼선교로 지하1(삼선동1가),127.005951,37.58838,956382.353883878,1954446.2169388863
0420,혜화,I1104,4호선,일반역,서울특별시 종로구 대학로 지하120(명륜4가),127.001929,37.582116,956023.5800728004,1953753.130714649
0421,동대문,I1104,4호선,환승역,서울특별시 종로구 율곡로 지하308(종로6가),127.00925,37.57099,956663.533132118,1952515.353112835
0422,동대문역사문화공원(DDP),I1104,4호선,환승역,서울특별시 중구 장충단로 지하230(광희동2가),127.007808,37.565141,956532.7953565776,1951867.1019281617
0423,충무로,I1104,4호선,환승역,서울특별시 중구 퇴계로 지하214(필동2가),126.994573,37.561352,955361.6975137198,1951452.9354344287
0424,명동,I1104,4호선,일반역,서울특별시 중구 퇴계로 지하126(충무로2가),126.986271,37.560955,954628.2356576204,1951412.865745951
0425,회현(남대문시장),I1104,4호선,일반역,서울특별시 중구 퇴계로 지하54(남창동),126.978346,37.558698,953926.9169377632,1951166.318309008
0426,서울역,I1104,4호선,환승역,서울특별시 용산구 한강대로 지하392(동자동),126.972706,37.553172,953425.3427818744,1950556.0163386944
0427,숙대입구(갈월),I1104,4호선,일반역,서울특별시 용산구 한강대로 지하306(갈월동),126.9721,37.5447834,953366.5898260056,1949625.6453173875
0428,삼각지(전쟁기념관),I1104,4호선,환승역,서울특별시 용산구 한강대로 지하180(한강로1가),126.972992,37.534457,953438.9665634868,1948479.5448526607
0429,신용산,I1104,4호선,일반역,서울특별시 용산구 한강대로 지하112(한강로2가),126.96858,37.52919,953045.8626425508,1947897.3938318784
0430,이촌(국립중앙박물관),I1104,4호선,환승역,서울특별시 용산구 서빙고로 지하83(용산동5가),126.9679818,37.52919,952993.0076970812,1947897.6926405164
0431,동작(현충원),I1104,4호선,환승역,서울특별시 동작구 현충로 257(동작동),126.980171,37.503567,954054.297266833,1945048.9486030915
0432,총신대입구(이수),I1104,4호선,환승역,서울특별시 동작구 동작대로 지하117(사당동),126.982309,37.487521,954233.4771542874,1943267.7036278492
0433,사당,I1104,4호선,환승역,서울특별시 동작구  동작대로 지하3(사당동),126.981636,37.476263,954167.10379005,1942019.0291931075
0434,남태령,I1104,4호선,일반역,서울특별시 서초구 과천대로 지하816(방배동),126.989081,37.464339,954818.2065321176,1940692.54436028
0510,방화,S1105,5호선,일반역,서울특별시 강서구 금낭화로 지하132(방화동),126.812822,37.577669,939322.878125792,1953365.0875090924
0511,개화산,S1105,5호선,일반역,서울특별시 강서구 양천로 22(방화동),126.806838,37.572458,938790.224991624,1952790.8287688675
0512,김포공항,S1105,5호선,환승역,서울특별시 강서구 하늘길 지하77(방화동),126.801273,37.56217,938290.3134163136,1951653.0557510091
0513,송정,S1105,5호선,일반역,서울특별시 강서구 공항대로 지하33(공항동),126.812052,37.561201,939241.5106744724,1951538.5260162032
0514,마곡,S1105,5호선,일반역,서울특별시 강서구 공항대로 지하163(마곡동),126.837693,37.55865,941504.1158683002,1951239.235862173
0515,발산,S1105,5호선,일반역,서울특별시 강서구 공항대로 지하267(마곡동),126.82693,37.562182,940556.3076308784,1951637.8493787388
0516,우장산,S1105,5호선,일반역,서울특별시 강서구 강서로 지하262(화곡동),126.83633,37.548864,941376.066872122,1950154.371521856
0517,화곡,S1105,5호선,일반역,서울특별시 강서구 화곡로 지하168(화곡동),126.840436,37.541585,941733.1007972632,1949344.247342317
0518,까치산,S1105,5호선,환승역,서울특별시 강서구 강서로 지하54(화곡동),126.846466,37.53221,942258.577690231,1948300.4162491076
0519,신정(은행정),S1105,5호선,일반역,서울특별시 양천구 오목로 지하179(신정동),126.856176,37.525001,943111.0159341064,1947494.6962601985
0520,목동,S1105,5호선,일반역,서울특별시 양천구 오목로 지하245(목동),126.864296,37.526088,943829.3306810636,1947610.4132428924
0521,오목교(목동운동장앞),S1105,5호선,일반역,서울특별시 양천구 오목로 지하342(목동),126.875049,37.524557,944778.3448133146,1947434.1894020373
0522,양평,S1105,5호선,일반역,서울특별시 영등포구 양산로 지하21(양평동2가),126.886177,37.525614,945762.4075913932,1947544.9831577549
0523,영등포구청,S1105,5호선,환승역,서울특별시 영등포구 양산로 지하116(당산동3가),126.895022,37.524209,946542.9596266858,1947384.0422612643
0524,영등포시장,S1105,5호선,일반역,서울특별시 영등포구 양산로 지하200(영등포동5가),126.905143,37.52276,947436.2628240444,1947217.5796786968
0525,신길,S1105,5호선,환승역,서울특별시 영등포구 경인로114가길 지하9(영등포동1가),126.914886,37.51763,948293.657759528,1946643.034451563
0526,여의도,S1105,5호선,환승역,서울특별시 영등포구 여의나루로 지하40(여의도동),126.924318,37.521678,949129.9163308308,1947086.9954588811
0527,여의나루,S1105,5호선,일반역,서울특별시 영등포구 여의동로 지하343(여의도동),126.932807,37.527045,949883.6428626828,1947677.8778646784
0528,마포,S1105,5호선,일반역,서울특별시 마포구 마포대로 지하33(도화동),126.946043,37.539718,951061.4482701533,1949076.908793073
0529,공덕,S1105,5호선,환승역,서울특별시 마포구 마포대로 지하100(공덕동),126.951058,37.544005,951507.271687842,1949549.9306792207
0530,애오개,S1105,5호선,일반역,서울특별시 마포구 마포대로 지하210(아현동),126.956733,37.553592,952014.7431844656,1950610.64718176
0531,충정로(경기대입구),S1105,5호선,환승역,서울특별시 서대문구 충정로 지하 28-1(충정로3가),126.962783,37.560061,952553.2288479056,1951325.27904516
0532,서대문,S1105,5호선,일반역,서울특별시 종로구 통일로 지하126(평동),126.966639,37.565812,952897.4126664366,1951961.3845506548
0533,광화문(세종문화회관),S1105,5호선,일반역,서울특별시 종로구 세종대로 지하172(세종로),126.976568,37.571645,953777.881294866,1952603.5971727937
0534,종로3가(탑골공원),S1105,5호선,환승역,서울특별시 종로구 돈화문로11길 지하 26(돈의동),126.990447,37.572546,955004.0290514694,1952696.8218739412
0535,을지로4가,S1105,5호선,환승역,서울특별시 중구 창경궁로 지하51(주교동),126.998127,37.56728,955679.0939855024,1952108.935086111
0536,동대문역사문화공원(DDP),S1105,5호선,환승역,서울특별시 중구 마른내로 지하162(광희동1가),127.00533,37.564682,956313.6850175012,1951817.3272438308
0537,청구,S1105,5호선,환승역,서울특별시 중구 청구로 지하77(신당동),127.01379,37.560237,957058.2753806752,1951320.2782859209
0538,신금호,S1105,5호선,일반역,서울특별시 성동구 금호로 지하154(금호동2가),127.020403,37.554504,957639.0890616252,1950681.2312780009
0539,행당,S1105,5호선,일반역,서울특별시 성동구 행당로 지하89(행당동),127.029482,37.557297,958442.557138388,1950987.046996549
0540,왕십리(성동구청),S1105,5호선,환승역,서울특별시 성동구 왕십리로 지하300(행당동),127.037264,37.56197,959132.4411313656,1951502.079387623
0541,마장,S1105,5호선,일반역,서울특별시 성동구 마장로 지하296(마장동),127.042921,37.566066,959634.2645910978,1951954.0643004295
0542,답십리,S1105,5호선,일반역,서울특별시 성동구 천호대로 지하300(용답동),127.05266,37.566833,960494.7485314492,1952035.0202443488
0543,장한평,S1105,5호선,일반역,서울특별시 동대문구 천호대로 지하405(장안동),127.064601,37.561438,961546.5080800692,1951431.520846672
0544,군자(능동),S1105,5호선,환승역,서울특별시 광진구 천호대로 지하550(능동),127.079559,37.557102,962865.4204631732,1950944.450492397
0545,아차산(어린이대공원후문),S1105,5호선,일반역,서울특별시 광진구 천호대로 지하657(능동),127.089609,37.552005,963750.6010493174,1950375.043825365
0546,광나루(장신대),S1105,5호선,일반역,서울특별시 광진구 아차산로 지하571(광장동),127.103478,37.545301,964972.5031594856,1949626.015933655
0547,천호(풍납토성),S1105,5호선,환승역,서울특별시 강동구 천호대로 지하997(천호동),127.123539,37.538566,966741.6435093397,1948871.522983556
0548,강동,S1105,5호선,일반역,서울특별시 강동구 천호대로 지하1097(천호동),127.13249,37.53581,967531.225357668,1948562.6333189053
0549,길동,S1105,5호선,일반역,서울특별시 강동구 양재대로 지하1480(길동),127.140085,37.538022,968203.1700173328,1948805.4460567008
0550,굽은다리(강동구민회관앞),S1105,5호선,일반역,서울특별시 강동구 양재대로 지하1572(명일동),127.142844,37.545442,968450.0426197192,1949627.72111024
0551,명일,S1105,5호선,일반역,서울특별시 강동구 양재대로 지하1632(명일동),127.144002,37.551317,968554.80490567,1950279.1297971369
0552,고덕,S1105,5호선,일반역,서울특별시 강동구 고덕로 지하253(고덕동),127.154214,37.555002,969458.3344946296,1950684.592166052
0553,상일동,S1105,5호선,일반역,서울특별시 강동구 고덕로 지하359(상일동),127.166381,37.556714,970533.6662229224,1950870.644945223
0554,강일,S1105,5호선,일반역,서울특별시 강동구 고덕로 지하456(강일동),127.176018,37.557521,971385.1489313104,1950957.199478635
0555,미사,S1105,5호선,일반역,경기도 하남시 미사강변동로 지하90(망월동),127.192954,37.56309,972882.9984501988,1951570.0265913475
0556,하남풍산,S1105,5호선,일반역,경기도 하남시 덕풍서로 지하50(덕풍동),127.203897,37.552201,973845.6344293108,1950358.855015369
0557,하남시청(덕풍∙신장),S1105,5호선,일반역,경기도 하남시 하남대로 지하820(덕풍동),127.206901,37.541723,974107.3501710698,1949195.55325946
0558,하남검단산,S1105,5호선,일반역,경기도 하남시 대청로 지하100(창우동),127.223427,37.539729,975566.6253903576,1948969.908954247
P549,둔촌동,S1105,5호선,일반역,서울특별시 강동구 양재대로 지하1369(둔촌동),127.136219,37.527787,967857.2333208588,1947671.250068896
P550,올림픽공원(한국체대),S1105,5호선,일반역,서울특별시 송파구 양재대로 지하1233(방이동),127.130957,37.516217,967387.2589722864,1946389.4431814544
P551,방이,S1105,5호선,일반역,서울특별시 송파구 양재대로 지하1127(방이동),127.126054,37.508752,966950.6823003028,1945562.960869755
P552,오금,S1105,5호선,환승역,서울특별시 송파구 오금로 지하321(오금동),127.127701,37.502228,967093.3810995345,1944838.5892187413
P553,개롱,S1105,5호선,일반역,서울특별시 송파구 오금로 지하402(가락동),127.134817,37.498097,967720.5713082982,1944377.8183655376
P554,거여,S1105,5호선,일반역,서울특별시 송파구 오금로 지하499(거여동),127.143983,37.493208,968528.727951576,1943832.3133632632
P555,마천,S1105,5호선,일반역,서울특별시 송파구 마천로57길 지하7(마천동),127.152784,37.494972,969307.4451711768,1944025.1108372584
0610,응암,S1106,6호선,일반역,서울특별시 은평구 증산로 지하477(신사동),126.915583,37.59859,948411.1009461762,1955624.7777429689
0611,역촌,S1106,6호선,일반역,서울특별시 은평구 서오릉로 지하63(녹번동),126.922764,37.60605,949050.0910642304,1956448.514216976
0612,불광,S1106,6호선,환승역,서울특별시 은평구 통일로 지하723-1(대조동),126.929504,37.610919,949648.2868506574,1956985.0745849963
0613,독바위,S1106,6호선,일반역,서울특별시 은평구 불광로 지하129-1(불광동),126.933035,37.618413,949964.9556161418,1957814.617417037
0614,연신내,S1106,6호선,환승역,서울특별시 은평구 통일로 지하849(갈현동),126.920403,37.618483,948850.2113528457,1957829.1924169592
0615,구산,S1106,6호선,일반역,서울특별시 은평구 연서로 지하137-1(구산동),126.9172519,37.611196,948567.1034308288,1957022.448703504
0616,새절(신사),S1106,6호선,일반역,서울특별시 은평구 증산로 지하400(신사동),126.913613,37.591148,948232.0439761004,1954800.202236602
0617,증산(명지대앞),S1106,6호선,일반역,서울특별시 은평구 증산로 지하306(증산동),126.909785,37.583989,947889.1030032296,1954008.058015451
0618,디지털미디어시티,S1106,6호선,환승역,서울특별시 은평구 수색로 지하175(증산동),126.901343,37.5760805,947138.1489081306,1953135.3605515235
0619,월드컵경기장(성산),S1106,6호선,일반역,서울특별시 마포구 월드컵로 지하240(성산동),126.899077,37.569439,946933.3450323676,1952399.7927726908
0620,마포구청,S1106,6호선,일반역,서울특별시 마포구 월드컵로 지하190(성산동),126.903356,37.563529,947307.0579643624,1951741.6972092704
0621,망원,S1106,6호선,일반역,서울특별시 마포구 월드컵로 지하77(망원동),126.910129,37.556031,947900.003835035,1950906.05339673
0622,합정,S1106,6호선,환승역,서울특별시 마포구 양화로 지하45(합정동),126.913546,37.549033,948196.9673506032,1950127.7707919409
0623,상수,S1106,6호선,일반역,서울특별시 마포구 독막로 지하85(상수동),126.92292,37.547704,949024.099816009,1949975.200708191
0624,광흥창(서강),S1106,6호선,일반역,서울특별시 마포구 독막로 지하165(창전동),126.931971,37.547464,949823.458643276,1949943.7047382293
0625,대흥(서강대앞),S1106,6호선,일반역,서울특별시 마포구 대흥로 지하85(대흥동),126.942214,37.547732,950728.452535982,1949968.020396005
0626,공덕,S1106,6호선,환승역,서울특별시 마포구 백범로 지하200(공덕동),126.951664,37.543592,951560.5380379958,1949503.7981005465
0627,효창공원앞,S1106,6호선,환승역,서울특별시 용산구 백범로 지하287(효창동),126.961348,37.539279,952413.2784681328,1949020.3485408556
0628,삼각지(전쟁기념관),S1106,6호선,환승역,서울특별시 용산구 한강대로 지하185(한강로1가),126.973996,37.535563,953528.3567069004,1948601.7528715315
0629,녹사평(용산구청),S1106,6호선,일반역,서울특별시 용산구 녹사평대로 지하195(용산동4가),126.98665,37.53469,954645.7972914198,1948498.7203124887
0630,이태원,S1106,6호선,일반역,서울특별시 용산구 이태원로 지하177(이태원동),126.994369,37.534485,955327.6492439077,1948472.2819781203
