상호명,자치구,신주소,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM),geometry
수유어묵공장,강북구,서울 강북구 도봉로67길 18,127.022668132796,37.6307289053601,957882.141310744,1959137.0140819207,POINT (957882.141310744 1959137.0140819207)
봉화묵집,성북구,서울 성북구 아리랑로19길 46-2,127.010747622706,37.6027138226589,956814.1163386839,1956034.27322894,POINT (956814.1163386839 1956034.27322894)
국선옻칠,종로구,서울 종로구 창경궁로 88 광장3층 2390호,126.999798964693,37.5701196320637,955828.4248119454,1952423.1909022825,POINT (955828.4248119454 1952423.1909022825)
서울시립미술관 (서소문본관),중구,"서울 중구 덕수궁길 61 (서소문동, 서울시립미술관)",126.973699316136,37.5641060692766,953519.8733788194,1951768.6045348672,POINT (953519.8733788194 1951768.6045348672)
위안부 '기억의 터',중구,서울 중구 퇴계로26가길 6 (예장동) 서울종합방재센터,126.99026627798,37.5590886943831,954979.972006165,1951203.8873964234,POINT (954979.972006165 1951203.8873964234)
성수구름다리,성동구,서울 성동구 강변북로 257,127.041603887629,37.5389616567303,959503.2831091818,1948947.5516157842,POINT (959503.2831091818 1948947.5516157842)
서울기록원,은평구,"서울 은평구 통일로62길 7 (녹번동, 서울기록원)",126.934431196604,37.6072253744222,950080.6939228089,1956572.6499679533,POINT (950080.6939228089 1956572.6499679533)
서울레코드,종로구,서울 종로구 종로 154,126.994616749008,37.5702578122921,955370.8749447733,1952440.9700027583,POINT (955370.8749447733 1952440.9700027583)
SJ쿤스트할레,강남구,서울 강남구 언주로148길 5 (논현동),127.034917264221,37.5205086087205,958902.4307150907,1946903.1945241222,POINT (958902.4307150907 1946903.1945241222)
국립중앙박물관,용산구,서울 용산구 서빙고로 137 (국립중앙박물관),126.977740246542,37.5247022357875,953852.4665853377,1947394.9680766826,POINT (953852.4665853377 1947394.9680766826)
라칸티나 ,중구,"서울 중구 을지로 19 (을지로1가, 삼성빌딩) 삼성빌딩 지하 1층",126.979957145213,37.5663064488484,954073.887010612,1952009.649148475,POINT (954073.887010612 1952009.649148475)
문화역서울 284,중구,서울 중구 통일로 1 (서울역 본옥),126.971594506836,37.5560408483984,953328.9556406604,1950874.8517120096,POINT (953328.9556406604 1950874.8517120096)
명동역 물품보관소,중구,"서울 중구 퇴계로 지하 126 (충무로2가, 명동역 4호선)",126.985947030389,37.5609100751113,954599.5956940824,1951408.0380036419,POINT (954599.5956940824 1951408.0380036419)
배재학당역사박물관,중구,"서울특별시 중구 서소문로11길 19, 배재정동빌딩 동관 (정동)",126.972089131199,37.5637878280982,953377.4708841096,1951734.0948354246,POINT (953377.4708841096 1951734.0948354246)
신당역 물품보관소,중구,"서울 중구 다산로 지하 260 (흥인동, 신당역 6호선)",127.016153533586,37.5662738884121,957270.4704484711,1951988.9627707053,POINT (957270.4704484711 1951988.9627707053)
국립중앙도서관,서초구,서울특별시 서초구 반포대로 201 (반포동),127.003227919207,37.4974225959085,956088.625917598,1944356.2581345171,POINT (956088.625917598 1944356.2581345171)
서대문형무소역사관,서대문구,"서울 서대문구 통일로 251 (현저동, 독립공원)",126.955611774864,37.5746085138333,951929.214382946,1952942.9003655184,POINT (951929.214382946 1952942.9003655184)
신세계백화점 물품보관소,중구,"서울 중구 퇴계로 77 (충무로1가, 신세계백화점)",126.980823104019,37.5603438884295,954146.7078450677,1951347.709936407,POINT (954146.7078450677 1951347.709936407)
선정릉(선릉),강남구,서울특별시 강남구 선릉로100길 1 (삼성동),127.047165945717,37.5073677154051,959977.7886712142,1945440.013119688,POINT (959977.7886712142 1945440.013119688)
서울로7017,중구,"서울 중구 청파로 432 (봉래동2가, 코레일서울본부)",126.969772737969,37.5580093456227,953169.2799750064,1951094.1526481516,POINT (953169.2799750064 1951094.1526481516)
짚풀생활사박물관,종로구,서울 종로구 성균관로4길 45 (명륜2가),126.999842853497,37.5849058490839,955841.0337319504,1954063.6300181008,POINT (955841.0337319504 1954063.6300181008)
서울로봇인공지능과학관(RAIM),도봉구,서울 도봉구 마들로13길 56 (창동),127.049506212905,37.6555838047766,960263.4814063635,1961882.8638540942,POINT (960263.4814063635 1961882.8638540942)
세빛섬,서초구,서울 서초구 올림픽대로 2085-14 (반포동),126.995962256954,37.5124362037118,955455.306471967,1946025.340204646,POINT (955455.306471967 1946025.340204646)
송은(SONGEUN),강남구,서울 강남구 도산대로 441 (청담동),127.044120642323,37.5241627891516,959717.6670034297,1947304.6229147036,POINT (959717.6670034297 1947304.6229147036)
세운상가,종로구,"서울 종로구 청계천로 159 (장사동, 세운상가)",126.995239727442,37.5692814302828,955425.3070890165,1952332.3495280421,POINT (955425.3070890165 1952332.3495280421)
지대방,종로구,서울 종로구 인사동길 33 2층,126.985508845877,37.5734820676018,954568.5320213329,1952803.0503100893,POINT (954568.5320213329 1952803.0503100893)
숙정문,성북구,"서울 성북구 대사관로 1 (성북동, 홍련사(조계종))",126.98342224198,37.5968606715659,954398.5398622573,1955397.810139949,POINT (954398.5398622573 1955397.810139949)
서촌한옥마을,종로구,서울 종로구 필운대로 45 (누하동),126.968508490721,37.5801925160173,953071.5385832756,1953555.8991441762,POINT (953071.5385832756 1953555.8991441762)
신당창작아케이드,중구,서울 중구 마장로 87 (황학동) 신당지하쇼핑센터,127.019357377705,37.568494451339,957554.6706523602,1952233.8710068231,POINT (957554.6706523602 1952233.8710068231)
떡박물관,종로구,"서울 종로구 돈화문로 71 (와룡동, 떡박물관)",126.990638129224,37.5748995802783,955022.3223490473,1952957.8487171219,POINT (955022.3223490473 1952957.8487171219)
안동교회 소허당,종로구,서울 종로구 윤보선길 57 (안동교회),126.983158150038,37.5783809132476,954363.945270424,1953347.6931418306,POINT (954363.945270424 1953347.6931418306)
짐프리 물품보관소,마포구,"서울 마포구 양화로 161 (동교동, 케이스퀘어)",126.923315607444,37.5569362179065,949065.3293813213,1950999.2554894465,POINT (949065.3293813213 1950999.2554894465)
창신동 절벽마을,종로구,서울 종로구 낙산5길 51,127.011596787935,37.5782558563534,956874.9616086524,1953320.3844516794,POINT (956874.9616086524 1953320.3844516794)
아르코 미술관,종로구,"서울 종로구 동숭길 3 (동숭동, 한국문화예술진흥원)",127.003256182632,37.5805022887696,956139.8157184968,1953573.4766466375,POINT (956139.8157184968 1953573.4766466375)
피겨앤그라운드,강남구,"서울 강남구 논현로153길 53 (신사동, 피겨앤그라운드)",127.023901473322,37.5201623030796,957928.8075003759,1946869.6434822213,POINT (957928.8075003759 1946869.6434822213)
운현궁 ,종로구,서울 종로구 삼일대로 464 (운현궁),126.986981427118,37.5756967940777,954699.9089146528,1953048.052564266,POINT (954699.9089146528 1953048.052564266)
롯데월드 민속박물관,송파구,"서울 송파구 올림픽로 240 (잠실동, 롯데월드)",127.098141751177,37.5113096112036,964485.0015998483,1945856.880595052,POINT (964485.0015998483 1945856.880595052)
석파정,종로구,서울 종로구 창의문로11길 4-1,126.962428778162,37.5949660263908,952544.1021239309,1955198.008848109,POINT (952544.1021239309 1955198.008848109)
명동성당,중구,서울 중구 명동길 74 (명동성당),126.986775823267,37.5636758699882,954674.4696323506,1951714.4889990077,POINT (954674.4696323506 1951714.4889990077)
안중근의사기념관,중구,"서울 중구 소월로 91 (남대문로5가, 안중근의사기념관)",126.980404324804,37.5534684886426,954105.504670834,1950585.123803242,POINT (954105.504670834 1950585.123803242)
고려대학교 본관 및 구 중앙도서관,성북구,"서울 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스)",127.031698331241,37.5887034223667,958655.6769954863,1954470.4541923162,POINT (958655.6769954863 1954470.4541923162)
명동함흥면옥,중구,서울 중구 명동10길 35-19 (명동2가),126.985685790889,37.5627701513326,954577.6525542478,1951614.5303228109,POINT (954577.6525542478 1951614.5303228109)
을지로 노가리 골목,중구,서울 중구 충무로9길 12 (을지로3가),126.991821171194,37.5669876682873,955122.0407950749,1952079.4951023834,POINT (955122.0407950749 1952079.4951023834)
만나분식,강남구,"서울 강남구 삼성로 212 (대치동, 은마아파트)",127.065915414443,37.4996157705058,961630.9387900091,1944572.1755960842,POINT (961630.9387900091 1944572.1755960842)
백인제가옥,종로구,서울 종로구 북촌로7길 16 (가회동),126.984092922693,37.5804450398958,954447.7419015472,1953576.2446318828,POINT (954447.7419015472 1953576.2446318828)
별마당 도서관,강남구,"서울 강남구 영동대로 513 (삼성동, 코엑스)",127.059159043842,37.5118239121138,961040.0799608442,1945929.3666984665,POINT (961040.0799608442 1945929.3666984665)
만나분식,종로구,서울 종로구 필운대로1길 4 1층,126.969094847948,37.5773603962147,953121.5362128565,1953241.395852357,POINT (953121.5362128565 1953241.395852357)
봉황각,강북구,서울특별시 강북구 삼양로173길 107-12 (우이동),127.006060325301,37.6601985055374,956433.9414046817,1962414.145257447,POINT (956433.9414046817 1962414.145257447)
연세대학교 스팀슨관&언더우드관&아펜젤러관,서대문구,서울특별시 서대문구 연세로 50 (신촌동),126.943916239886,37.5660508394158,950890.8435767165,1951999.514536953,POINT (950890.8435767165 1951999.514536953)
종묘돌담길,종로구,서울 종로구 권농동 104-1,126.992242739442,37.5741874602965,955163.586658728,1952878.0755046103,POINT (955163.586658728 1952878.0755046103)
잠실역 물품보관소,송파구,"서울 송파구 올림픽로 지하 265 (신천동, 잠실역2호선)",127.101857941447,37.513859279255,964814.6254346998,1946138.3537093506,POINT (964814.6254346998 1946138.3537093506)
장수갈비집본가,중구,서울 중구 명동2길 54-1 (충무로1가),126.983126635022,37.5610101668668,954350.5618339165,1951420.5088341879,POINT (954350.5618339165 1951420.5088341879)
창의문,종로구,서울특별시 종로구 창의문로 118 (부암동),126.966495700565,37.5926044901685,952901.6376442638,1954933.9593483103,POINT (952901.6376442638 1954933.9593483103)
가무,중구,서울 중구 명동4길 16,126.983615711878,37.5629934194387,954394.9655776896,1951640.303310776,POINT (954394.9655776896 1951640.303310776)
사육신공원,동작구,"서울 동작구 노량진로 191 (노량진동, 사육신묘지공원)",126.949411135441,37.5134579901091,951341.9497590656,1946161.758080007,POINT (951341.9497590656 1946161.758080007)
서울메트로미술관,종로구,"서울 종로구 사직로 지하 130 (적선동, 3호선 경복궁역)",126.973062710191,37.5758613027702,953470.964767729,1953073.1060255405,POINT (953470.964767729 1953073.1060255405)
삼성출판박물관,종로구,"서울 종로구 비봉길 2-2 (구기동, 삼성출판박물관)",126.957092157442,37.6086660197949,952081.7786363799,1956720.676285228,POINT (952081.7786363799 1956720.676285228)
aT센터,서초구,"서울 서초구 강남대로 27 (양재동, AT센터)",127.039136433366,37.4682787075426,959246.8937217313,1941106.7928818762,POINT (959246.8937217313 1941106.7928818762)
상진다방,영등포구,"서울 영등포구 도림로133길 9 (문래동2가, 상진빌딩)",126.894526762351,37.5134993088594,946491.5517876307,1946196.1412916586,POINT (946491.5517876307 1946196.1412916586)
가나아트센터,종로구,서울 종로구 평창30길 28 (가나아트센타),126.97512913242,37.6122904729365,953676.0209538301,1957113.7414025548,POINT (953676.0209538301 1957113.7414025548)
갤러리 3안,종로구,서울 종로구 북촌로 137-7 (삼청동),126.98299884081,37.5869565462596,954355.1147292206,1954299.197294415,POINT (954355.1147292206 1954299.197294415)
서울시립과학관,노원구,"서울 노원구 한글비석로 160 (하계동, 서울시립과학관)",127.07743706477,37.6419941138165,962720.386072177,1960363.6716149605,POINT (962720.386072177 1960363.6716149605)
가을단풍길(월드컵로),마포구,서울 마포구 월드컵로42길 9-1 (가로판매대07),126.881709454186,37.5781856263782,945406.0123387047,1953380.143367091,POINT (945406.0123387047 1953380.143367091)
e스포츠 명예의 전당,마포구,서울시 마포구 매봉산로 31 에스플렉스센터 시너지움 11층,126.889972593033,37.5757269662412,946133.8692524023,1953102.5958083756,POINT (946133.8692524023 1953102.5958083756)
약현성당,중구,서울시 중구 청파로 447-1,126.966980133221,37.5591934088751,952923.3747356068,1951226.913602893,POINT (952923.3747356068 1951226.913602893)
아쿠아플라넷63,영등포구,"서울 영등포구 63로 50 (여의도동, 63한화생명빌딩)",126.939909338068,37.5196641552816,950506.3247498691,1946855.2533610074,POINT (950506.3247498691 1946855.2533610074)
용산가족공원,용산구,서울 용산구 서빙고로 185 (용산공원),126.984157658103,37.5201286099941,954416.7386874253,1946884.4215854795,POINT (954416.7386874253 1946884.4215854795)
갤러리 지우헌,종로구,서울 종로구 북촌로11라길 13 (가회동),126.982999426985,37.5833833879584,954352.9846107587,1953902.7714822015,POINT (954352.9846107587 1953902.7714822015)
서울역사박물관 온라인 교육 서비스,종로구,서울 종로구 새문안로 55 (신문로2가),126.97107522045,37.5704968494713,953292.1160280368,1952478.931575585,POINT (953292.1160280368 1952478.931575585)
청담대교,광진구,서울 광진구 강변북로 68,127.064225393065,37.5310073978046,961497.6868406415,1948055.571318577,POINT (961497.6868406415 1948055.571318577)
갤러리 광화,종로구,"서울 종로구 새문안로 103 (신문로1가, 갤러리광화) 1층,2층",126.976089119166,37.5705293260846,953734.90285422,1952480.054206669,POINT (953734.90285422 1952480.054206669)
스퀘어랩 물품보관소,마포구,"서울 마포구 신촌로2길 16 (동교동, 스타빌딩)",126.927100110435,37.5577241946357,949400.1249386984,1951084.633605617,POINT (949400.1249386984 1951084.633605617)
JS슈즈디자인연구소,성동구,서울 성동구 연무장길 57 (2층),127.055803844555,37.5423763558831,960759.5656808328,1949320.3722237672,POINT (960759.5656808328 1949320.3722237672)
독수리다방,서대문구,서울 서대문구 연세로 36 독수리빌딩 8층,126.937240313986,37.5587839163385,950296.4432143259,1951196.7939375183,POINT (950296.4432143259 1951196.7939375183)
삼청로 안내소,종로구,서울 종로구 삼청로 68 (안송빌딩),126.981332211855,37.5815765540101,954204.675017834,1953703.12307605,POINT (954204.675017834 1953703.12307605)
생각꿈틀미술관,서초구,"서울특별시 서초구 동산로 55, 언남고등학교 내 언남문화체육센터 (양재동)",127.043757102066,37.4723026220168,959657.6537602505,1941551.2287244457,POINT (959657.6537602505 1941551.2287244457)
서울도시재생이야기관,종로구,"서울 종로구 송월길 2 (신문로2가, 서울도시건축센터)",126.968746691077,37.5685333472923,953085.256932866,1952262.2504714183,POINT (953085.256932866 1952262.2504714183)
갤러리 학고재,종로구,서울특별시 종로구 삼청로 50 (소격동),126.980316758246,37.5804654638012,954114.3338628088,1953580.3482930218,POINT (954114.3338628088 1953580.3482930218)
갤러리조선,종로구,서울 종로구 북촌로5길 64 (소격동),126.981472660613,37.5799446061397,954216.0765517512,1953521.9976089615,POINT (954216.0765517512 1953521.9976089615)
코스모스 분식,은평구,서울 은평구 연서로15길 2 (구산동),126.916572107654,37.6105438866914,948506.6553199976,1956950.471859365,POINT (948506.6553199976 1956950.471859365)
합덕슈퍼,용산구,서울 용산구 이태원로42길 20 (한남동),126.999922383587,37.5356660980082,955818.9891223216,1948600.6946728898,POINT (955818.9891223216 1948600.6946728898)
영휘원 숭인원(홍릉),동대문구,서울 동대문구 홍릉로 90 (영휘원),127.043537625987,37.5895837930767,959701.3974340552,1954562.9816168812,POINT (959701.3974340552 1954562.9816168812)
스마트서울 전시관,중구,"서울 중구 세종대로 110 (태평로1가, 서울특별시청) B1",126.977918351844,37.566370776634,953893.875104184,1952017.784337359,POINT (953893.875104184 1952017.784337359)
스튜디오 콘크리트,용산구,서울 용산구 한남대로 162 (한남동),127.002536566133,37.5424331225454,956053.9210224636,1949350.2336209954,POINT (956053.9210224636 1949350.2336209954)
시민청 관광안내소,중구,중구 세종대로 110(신청사 지하 1층 시민청 내 인포데스크),126.977918351844,37.566370776634,953893.875104184,1952017.784337359,POINT (953893.875104184 1952017.784337359)
예술가의 집 (구 서울대학교 본관),종로구,서울특별시 종로구 동숭길 3 (동숭동),127.003256182632,37.5805022887696,956139.8157184968,1953573.4766466375,POINT (956139.8157184968 1953573.4766466375)
용산역관광정보센터,용산구,"서울 용산구 한강대로23길 55 (한강로3가, 용산역)",126.964741503485,37.5297718014452,952707.0732860692,1947963.864699316,POINT (952707.0732860692 1947963.864699316)
롯데월드타워,송파구,서울 송파구 올림픽로 300 (신천동),127.104301829165,37.5137129859207,965030.5340134429,1946121.21227489,POINT (965030.5340134429 1946121.21227489)
오장동함흥냉면,중구,"서울 중구 마른내로 108 (오장동, 오장동함흥냉면)",126.999883983625,37.5642721691252,955832.4800964152,1951774.4041467663,POINT (955832.4800964152 1951774.4041467663)
영등포관광정보센터,영등포구,"서울 영등포구 영중로 15 (영등포동4가, 타임스퀘어)",126.903715993779,37.5172332566615,947306.279588467,1946605.2157964532,POINT (947306.279588467 1946605.2157964532)
서울백제어린이박물관,송파구,서울 송파구 올림픽로 424 (몽촌역사관),127.115517876627,37.5203396980951,966024.7504723956,1946852.2940869436,POINT (966024.7504723956 1946852.2940869436)
마복림 할머니집,중구,서울 중구 다산로35길 5 (신당동),127.015116325142,37.5632211802975,957177.1243110044,1951650.7525186334,POINT (957177.1243110044 1951650.7525186334)
동양방아간,종로구,서울 종로구 자하문로40길 77 (부암동),126.96599776497,37.5934940772285,952858.2401714082,1955032.9049780825,POINT (952858.2401714082 1955032.9049780825)
용산공원갤러리,용산구,서울 용산구 한강대로 237,126.972463802885,37.5388010721099,953395.0037993118,1948961.7576491446,POINT (953395.0037993118 1948961.7576491446)
만포면옥,은평구,"서울 은평구 연서로 171 (갈현동, 동연빌딩)",126.917460367247,37.6141425195587,948587.5313581773,1957349.2397817774,POINT (948587.5313581773 1957349.2397817774)
이음피움 봉제역사관,종로구,"서울 종로구 창신4가길 26 (창신동, 이음피움 봉제역사관)",127.010374118278,37.5748141714685,956765.0117030066,1952939.1082094815,POINT (956765.0117030066 1952939.1082094815)
페이스갤러리 서울,용산구,서울 용산구 이태원로 267 페이스갤러리,127.001133061453,37.5384987479277,955927.6183554173,1948914.3933112505,POINT (955927.6183554173 1948914.3933112505)
겸재정선미술관,강서구,"서울 강서구 양천로47길 36 (가양동, 겸재정선미술관)",126.838412693156,37.572228016527,941578.2862357722,1952745.2119805613,POINT (941578.2862357722 1952745.2119805613)
리움 미술관 ,용산구,서울 용산구 이태원로55길 60-16 (한남동),126.999294071613,37.5384612696435,955765.1296501757,1948911.0988064103,POINT (955765.1296501757 1948911.0988064103)
삼보원,종로구,서울 종로구 우정국로 53 (견지동) 삼보원,126.982732533084,37.5737722650002,954323.5488809791,1952836.5923635897,POINT (954323.5488809791 1952836.5923635897)
유일한의원,종로구,서울 종로구 율곡로30길 17-3,127.007231014929,37.5721471906791,956485.9155594413,1952644.670770701,POINT (956485.9155594413 1952644.670770701)
서정 아트 서울,강남구,서울 강남구 봉은사로47길 12 (논현동),127.041219432016,37.5106281532637,959453.9868149315,1945804.2840339094,POINT (959453.9868149315 1945804.2840339094)
창덕궁 후원 ,종로구,"서울 종로구 율곡로 99 (와룡동, 창덕궁)",126.989710338876,37.5788697347103,954942.7883991661,1953398.7629596156,POINT (954942.7883991661 1953398.7629596156)
서울기록문화관,중구,"서울 중구 세종대로 110 (태평로1가, 서울특별시청) 서울도서관 3층",126.977918351844,37.566370776634,953893.875104184,1952017.784337359,POINT (953893.875104184 1952017.784337359)
은평역사한옥박물관,은평구,"서울 은평구 연서로50길 8 (진관동, 은평역사한옥박물관)",126.938008171987,37.6403336262874,950418.4100249511,1960243.9936955906,POINT (950418.4100249511 1960243.9936955906)
서울상회,중구,서울 중구 남대문시장4길 2,126.977230030183,37.5600946651131,953829.2143402674,1951321.818886989,POINT (953829.2143402674 1951321.818886989)
셋이서문학관,은평구,서울시 은평구 진관길 23 셋이서문학관,126.941165084265,37.6415095859352,950697.7072750742,1960372.798738091,POINT (950697.7072750742 1960372.798738091)
의학박물관 (구 대한의원) ,종로구,서울특별시 종로구 대학로 101 (연건동),126.997196437908,37.5804523853297,955604.7350885643,1953570.7865114682,POINT (955604.7350885643 1953570.7865114682)
가회민화박물관　,종로구,서울 종로구 북촌로 52 (가회동) 가회민화박물관,126.985262518095,37.581539718891,954551.6780495275,1953697.1276680387,POINT (954551.6780495275 1953697.1276680387)
세븐웰제화,중구,서울 중구 칠패로 6,126.969552880919,37.559286272354,953150.6611456763,1951235.930824601,POINT (953150.6611456763 1951235.930824601)
인사동길 내 물품보관소,종로구,서울 종로구 인사동길 55-1,126.983667440764,37.5749008038661,954406.7929987976,1952961.3442600938,POINT (954406.7929987976 1952961.3442600938)
쇳대박물관,종로구,서울 종로구 낙산성곽서1길 24 (이화동),127.008138268634,37.5780827941704,956569.4787329513,1953302.7772168003,POINT (956569.4787329513 1953302.7772168003)
명동관광정보센터,중구,서울 중구 을지로 66 하나금융그룹 명동사옥 별관1층,126.985010733916,37.5651546444578,954519.4832493307,1951879.4044109965,POINT (954519.4832493307 1951879.4044109965)
오보코 갤러리,성북구,서울특별시 성북구 선잠로5길 15 (성북동),126.995745610967,37.596813375882,955486.3777490767,1955386.6501229822,POINT (955486.3777490767 1955386.6501229822)
용마산 스카이워크 전망대,중랑구,서울 중랑구 면목동 서울둘레길 4코스(망우?용마산) 내 용마산 스카이워크 전망대,127.1031919761307,37.5828982720344,964964.848530522,1953797.3345489185,POINT (964964.848530522 1953797.3345489185)
정동극장,중구,"서울 중구 정동길 43 (정동, 정동극장)",126.972844434584,37.5659336365406,953445.5115164439,1951971.7872923415,POINT (953445.5115164439 1951971.7872923415)
장가구 ,은평구,서울 은평구 연서로4길 19 (역촌동),126.918148141435,37.602732419623,948640.3863798749,1956082.9565484547,POINT (948640.3863798749 1956082.9565484547)
경복궁,종로구,"서울 종로구 사직로 161 (세종로, 경복궁)",126.976842133821,37.5759040910202,953804.7201066718,1953075.9881847932,POINT (953804.7201066718 1953075.9881847932)
경은상사,종로구,서울 종로구 삼일대로 428 낙원상가 2층 B-282호,126.987902476529,37.5727635233966,954779.4654219155,1952722.1766101862,POINT (954779.4654219155 1952722.1766101862)
카이스갤러리,강남구,서울 강남구 언주로174길 13 (신사동) 1층,127.03502369684,37.5284646981472,958916.1990623818,1947785.8288567958,POINT (958916.1990623818 1947785.8288567958)
황해이발관,강북구,서울 강북구 솔매로 35-1 (미아동),127.016344995404,37.6255551346873,957321.251151379,1958565.8614237667,POINT (957321.251151379 1958565.8614237667)
경희궁,종로구,서울 종로구 새문안로 45 (경희궁),126.96798487452,37.5717690679936,953020.0132614378,1952621.618775804,POINT (953020.0132614378 1952621.618775804)
뮤지엄김치간,종로구,서울 종로구 인사동길 35-4 (관훈동),126.984865059281,37.5735538862116,954511.7265766971,1952811.3297223933,POINT (954511.7265766971 1952811.3297223933)
DDP 관광안내소,중구,"서울 중구 을지로 281 (을지로7가, 디자인장터) 지하 2층 종합안내소",127.010890355484,37.5680445876689,956806.6873617262,1952187.8190737118,POINT (956806.6873617262 1952187.8190737118)
인천국제공항 제 1터미널 서울관광정보센터 (동편),중구,인천광역시 중구 공항로 272 (운서동) 인천국제공항 제1여객터미널 1층 입국장 5번출구,126.427699293474,37.458350712273,905165.1873594174,1940445.4103605587,POINT (905165.1873594174 1940445.4103605587)
돈의문 박물관 마을,종로구,"서울 종로구 송월길 14-3 (신문로2가, 국도빌딩)",126.968525728353,37.5688253913595,953065.926922227,1952294.7616913263,POINT (953065.926922227 1952294.7616913263)
용산공예관,용산구,"서울 용산구 이태원로 274 (한남동, 용산공예관)",127.002075483615,37.5390272618407,956011.1876402748,1948972.5877170255,POINT (956011.1876402748 1948972.5877170255)
자성당약국,강서구,서울 강서구 방화대로21길 76 (공항동),126.812508487077,37.5639888663415,939284.0900304064,1951847.5333180781,POINT (939284.0900304064 1951847.5333180781)
고려삼계탕,중구,서울 중구 서소문로11길 1 (서소문동),126.972911826174,37.562998746872,953449.6368555839,1951646.1423595126,POINT (953449.6368555839 1951646.1423595126)
손맛김밥,종로구,서울 종로구 자하문로15길 18,126.969947621917,37.5807670044059,953198.968361875,1953618.9180544836,POINT (953198.968361875 1953618.9180544836)
고터?세빛 관광안내소,서초구,서울 서초구 반포대로 333 공공보행통로 내(G2출구~반포한강공원),126.995904034712,37.5077735030051,955447.3896641707,1945508.0693202587,POINT (955447.3896641707 1945508.0693202587)
순희네 반찬,종로구,서울 종로구 창경궁로 88 1층 광장시장 65-1,126.999798964693,37.5701196320637,955828.4248119454,1952423.1909022825,POINT (955828.4248119454 1952423.1909022825)
송림수제화,중구,서울특별시 중구 수표로 60-1 (을지로3가 5-10)3~4층,126.989842197531,37.5665858506287,954947.0317496496,1952035.862356172,POINT (954947.0317496496 1952035.862356172)
진고개 동대문점,종로구,서울 종로구 종로 301-1 (창신동),127.011161843143,37.5721873391473,956833.0536596219,1952647.3119184675,POINT (956833.0536596219 1952647.3119184675)
석교식당 ,서대문구,서울 서대문구 통일로 185 (영천동),126.962281820841,37.5700187320924,952515.2858292202,1952430.2940879983,POINT (952515.2858292202 1952430.2940879983)
공근혜갤러리,종로구,서울 종로구 삼청로7길 38 (삼청동),126.97967490139,37.5840268022577,954059.8489116309,1953975.776023428,POINT (954059.8489116309 1953975.776023428)
KCDF갤러리,종로구,"서울 종로구 인사동11길 8 (관훈동, 공예종합유통지원센터)",126.984128478814,37.5740079809751,954446.9600151192,1952862.0662126376,POINT (954446.9600151192 1952862.0662126376)
THEO 띠오,강남구,"서울 강남구 봉은사로68길 55-3 (삼성동, BANG2011) 지하 1층",127.052810669685,37.5091052569619,960477.5973352778,1945630.3965567164,POINT (960477.5973352778 1945630.3965567164)
쌍마스튜디오,영등포구,"서울 영등포구 여의나루로 81 (여의도동, 한마루빌딩)",126.927731741938,37.5243213718368,949433.3580708259,1947378.422467502,POINT (949433.3580708259 1947378.422467502)
갤러리 현대,종로구,"서울 종로구 삼청로 14 (사간동, 현대갤러리)",126.979832722889,37.5773204623898,954069.6635260559,1953231.661664738,POINT (954069.6635260559 1953231.661664738)
경희대학교 서울캠퍼스,동대문구,"서울 동대문구 경희대로 26 (회기동, 경희대학교,경희초,중,고,여자중고등학교)",127.054890960564,37.5939491407769,960706.0226861272,1955042.4855601962,POINT (960706.0226861272 1955042.4855601962)
성균관대학교,종로구,"서울 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",126.993115116294,37.5872284082508,955248.427096033,1954324.4912558533,POINT (955248.427096033 1954324.4912558533)
두타몰 물품보관소,중구,"서울 중구 장충단로 275 (을지로6가, 두산타워빌딩)",127.008775114213,37.5688849422849,956620.3764216377,1952282.0265762766,POINT (956620.3764216377 1952282.0265762766)
신락원,동대문구,서울 동대문구 전농로20길 2 (전농동),127.057164463607,37.5788979681127,960898.8549089445,1953371.6825081678,POINT (960898.8549089445 1953371.6825081678)
아트사이드 갤러리,종로구,"서울 종로구 자하문로6길 15 (통의동, 갤러리 아트싸이드)",126.972946031397,37.5782683724918,953462.1599812229,1953340.2169084111,POINT (953462.1599812229 1953340.2169084111)
마포옥,마포구,서울특별시 마포구 토정로 312 1층,126.943351207119,37.5398742377381,950823.7462876478,1949095.6469168493,POINT (950823.7462876478 1949095.6469168493)
송파관광정보센터,송파구,"서울 송파구 잠실로 180 (신천동, 송파관광정보센터)",127.105138547809,37.5113239532932,965103.3662632715,1945855.8538227524,POINT (965103.3662632715 1945855.8538227524)
연세대 캠퍼스,서대문구,"서울 서대문구 연세로 50 (신촌동, 연세대학교)",126.943916239886,37.5660508394158,950890.8435767165,1951999.514536953,POINT (950890.8435767165 1951999.514536953)
이태원 관광안내소(지하),용산구,"서울 용산구 이태원로 지하 177 (이태원동, 6호선 이태원역) 이태원역사 내",126.993721655506,37.534483277545,955270.4551314728,1948472.3985841437,POINT (955270.4551314728 1948472.3985841437)
박선영전통한복연구실,종로구,서울 종로구 율곡로 227 (이화동),127.004234082328,37.5761633402492,956223.6200445195,1953091.6350590372,POINT (956223.6200445195 1953091.6350590372)
연희사진관,서대문구,서울 서대문구 이화여대길 16,126.946012160938,37.5575901973042,951070.4081462816,1951059.7540873007,POINT (951070.4081462816 1951059.7540873007)
