상호명,자치구,신주소,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM),geometry
영학정,양천구,서울 양천구 목동동로 316-8 (영학정),126.879009593617,37.5283243936952,945131.072223182,1947849.8444626315,POINT (945131.072223182 1947849.8444626315)
아트선재센터,종로구,"서울 종로구 율곡로3길 87 (소격동, 아트선재센타)",126.981839239613,37.5794635323506,954248.1498835472,1953468.446135665,POINT (954248.1498835472 1953468.446135665)
삼세영,종로구,서울 종로구 평창44길 2 (평창동) 삼세영,126.978292871538,37.6136318587605,953956.0748591097,1957261.0062577007,POINT (953956.0748591097 1957261.0062577007)
상신당,강남구,서울 강남구 강남대로146길 7 (논현동) 금원빌딩 505호,127.02071838876,37.5148445513632,957644.521946149,1946281.0992178135,POINT (957644.521946149 1946281.0992178135)
예술의전당 한가람미술관,서초구,서울특별시 서초구 남부순환로 2406 (서초동),127.014215239186,37.4802401962069,957050.001855734,1942444.91364375,POINT (957050.001855734 1942444.91364375)
요요 물품보관소,중구,"서울 중구 소공로 지하 102 (남대문로2가, 소공지하쇼핑센터)",126.979061355268,37.5643059017854,953993.5469547119,1951788.136493865,POINT (953993.5469547119 1951788.136493865)
윤봉길 의사 기념관,서초구,서울 서초구 매헌로 99,127.036977084936,37.4730498033959,959058.5487572025,1941637.0492944326,POINT (959058.5487572025 1941637.0492944326)
을지로3가역 물품보관소,중구,서울 중구 을지로 지하 106 (을지로3가역 2호선),126.990308356253,37.56626594615,954988.0068618819,1952000.147158508,POINT (954988.0068618819 1952000.147158508)
전쟁기념관,용산구,"서울 용산구 이태원로 29 (용산동1가, 전쟁기념관)",126.978466063237,37.5373140468913,953924.360174169,1948793.8223377482,POINT (953924.360174169 1948793.8223377482)
의릉,성북구,서울 성북구 화랑로32길 146-37 (의릉),127.053931211593,37.6063458637902,960627.8295356187,1956418.2468944767,POINT (960627.8295356187 1956418.2468944767)
서울공예박물관 ,종로구,"서울 종로구 율곡로3길 4 (안국동, 서울공예박물관)",126.983261339115,37.576611194995,954371.9768112439,1953151.3011533748,POINT (954371.9768112439 1953151.3011533748)
정독도서관,종로구,서울 종로구 북촌로5길 48 (정독도서관),126.983870059299,37.5812654545612,954428.5640109025,1953667.373894743,POINT (954428.5640109025 1953667.373894743)
인천공항 제2여객터미널 관광정보센터 ,중구,인천광역시 중구 제2터미널대로 444 (운서동) 인천국제공항 제2여객터미널 1층 입국장,126.432102533423,37.4704259821903,905569.8142488833,1941780.7016291681,POINT (905569.8142488833 1941780.7016291681)
정동1928 아트센터,중구,"서울 중구 덕수궁길 130 (정동, 구세군중앙회관) 정동1928 아트센터",126.973957385284,37.5679960866099,953545.08070875,1952200.0552840354,POINT (953545.08070875 1952200.0552840354)
성원전주콩나물국밥,중구,서울 중구 명동10길 19-10 (명동2가),126.985978890595,37.5630261596096,954603.6935728553,1951642.7915386665,POINT (954603.6935728553 1951642.7915386665)
세운청계상가,중구,"서울 중구 청계천로 160 (산림동, 세운청계상가)",126.995365114169,37.5679798569884,955435.6044213464,1952187.886942825,POINT (955435.6044213464 1952187.886942825)
전태일기념관,종로구,"서울 종로구 청계천로 105 (관수동, 전태일기념관)",126.989300313392,37.5684664512813,954900.3105362479,1952244.765630915,POINT (954900.3105362479 1952244.765630915)
중앙고등학교,종로구,"서울 종로구 창덕궁길 164 (계동, 중앙고등학교)",126.987472622092,37.5837882231459,954748.1797524557,1953945.5218113547,POINT (954748.1797524557 1953945.5218113547)
정동제일교회,중구,서울특별시 중구 정동길 46 (정동),126.972449793841,37.5651830153812,953410.1920093312,1951888.7051323222,POINT (953410.1920093312 1951888.7051323222)
일등식당,마포구,서울 마포구 방울내로 82 (망원동),126.904350324808,37.5605651073381,947392.7890429124,1951412.310010175,POINT (947392.7890429124 1951412.310010175)
일민미술관,종로구,"서울 종로구 세종대로 152 (세종로, 일민미술관)",126.977657083792,37.5698677620456,953872.9583933598,1952405.8860203845,POINT (953872.9583933598 1952405.8860203845)
정동길,중구,서울 중구 정동길 2 (충정로1가),126.969234203738,37.5680078344819,953127.9799678848,1952203.7040845181,POINT (953127.9799678848 1952203.7040845181)
조계사,종로구,서울특별시 종로구 우정국로 55 (조계사),126.981881684461,37.5738931410856,954248.4895165112,1952850.416955999,POINT (954248.4895165112 1952850.416955999)
종로3가역 물품보관소,종로구,"서울 종로구 종로 지하 129 (종로3가, 1호선 종로3가역)",126.99202930223,37.5704266025836,955142.4837074536,1952460.9285186622,POINT (955142.4837074536 1952460.9285186622)
박노수미술관,종로구,"서울 종로구 옥인1길 34 (옥인동, 박노수 가옥)",126.966818545949,37.5813191962491,952923.0319108836,1953681.744671852,POINT (952923.0319108836 1953681.744671852)
ECC(Ewha Campus Complex),서대문구,"서울 서대문구 이화여대길 52 (대현동, 이화여자대학교)",126.950288837762,37.5644645178259,951452.5987605482,1951820.2086461412,POINT (951452.5987605482 1951820.2086461412)
광희문,중구,서울 중구 퇴계로 350 (신당동),127.010459267728,37.5644413634852,956766.5352683631,1951788.2578214323,POINT (956766.5352683631 1951788.2578214323)
을지다방,중구,서울 중구 을지로 124-1 2층,126.99167977913,37.5661204498117,955109.0337510388,1951983.3490583787,POINT (955109.0337510388 1951983.3490583787)
안녕인사동 ,종로구,서울 종로구 인사동길 49 (관훈동) 안녕인사동,126.983552182559,37.5744668688197,954396.3507691184,1952913.257179751,POINT (954396.3507691184 1952913.257179751)
경찰박물관,종로구,서울 종로구 송월길 162,126.962196007118,37.5720572964048,952509.0022296505,1952656.5064759338,POINT (952509.0022296505 1952656.5064759338)
경희대학교 자연사박물관,동대문구,서울특별시 동대문구 경희대로 26 자연사박물관,127.054890960564,37.5939491407769,960706.0226861272,1955042.4855601962,POINT (960706.0226861272 1955042.4855601962)
국제갤러리,종로구,서울특별시 종로구 삼청로 54 (소격동),126.98057390782,37.5807206678387,954137.1957109175,1953608.5364208152,POINT (954137.1957109175 1953608.5364208152)
잉꼬네떡볶이,중랑구,서울 중랑구 용마산로120길 43,127.103048629635,37.6016128233585,964960.967447253,1955873.6751813672,POINT (964960.967447253 1955873.6751813672)
종묘,종로구,"서울 종로구 종로 157 (훈정동, 종묘공원)",126.994863544656,37.5731337998335,955394.3843220847,1952759.9295669738,POINT (955394.3843220847 1952759.9295669738)
만해한용운 심우장,성북구,서울 성북구 성북로29길 24 (만해 한용운 심우장),126.991664715178,37.5936269817903,955124.2161342514,1955035.0760440263,POINT (955124.2161342514 1955035.0760440263)
신흥상회,영등포구,서울 영등포구 도림로126길 1 (문래동3가),126.896507333338,37.5139792234346,946666.927147342,1946248.2606240315,POINT (946666.927147342 1946248.2606240315)
박인당,종로구,"서울 종로구 종로 88 (종로2가, 경영빌딩) 302호",126.987182330255,37.5699504502726,954714.1694942365,1952410.4266584115,POINT (954714.1694942365 1952410.4266584115)
삼청동 수제비,종로구,서울 종로구 삼청로 101-1 (삼청동),126.981947585254,37.5846047083553,954260.8620150066,1954038.7830004229,POINT (954260.8620150066 1954038.7830004229)
종이나라박물관,중구,"서울 중구 장충단로 166 (장충동1가, 종이나라빌딩)",127.006153920631,37.5596497157976,956383.515579065,1951258.6383803359,POINT (956383.515579065 1951258.6383803359)
진관사,은평구,서울특별시 은평구 진관길 73 (진관동),126.946513261796,37.6378568370404,951167.1543728681,1959964.7414429386,POINT (951167.1543728681 1959964.7414429386)
진아춘 광화문점,종로구,"서울 종로구 새문안로 92 (신문로1가, 광화문오피시아)",126.974907969051,37.5696996246023,953630.0836601648,1952388.5850501743,POINT (953630.0836601648 1952388.5850501743)
서울아트센터 도암갤러리,종로구,"서울 종로구 평창문화로 70, 서울아트센터 도암 3층",126.967906461707,37.6057079931502,953034.4197612009,1956387.0307007327,POINT (953034.4197612009 1956387.0307007327)
설화철물,동작구,서울 동작구 사당로16길 7 (사당동),126.973850815896,37.4829138839281,953482.8686326221,1942760.7191165006,POINT (953482.8686326221 1942760.7191165006)
창경궁,종로구,"서울 종로구 창경궁로 185 (와룡동, 창경궁)",126.993841430623,37.5776239475981,955306.8105710731,1953258.5755531169,POINT (955306.8105710731 1953258.5755531169)
성신여대 복식박물관 및 자연사박물관,강북구,"서울 강북구 도봉로76가길 55 (미아동, 성신여자대학교운정그린캠퍼스) 운정그린캠퍼스 B1",127.027124202688,37.6320379987723,958276.0613492293,1959280.2621478993,POINT (958276.0613492293 1959280.2621478993)
서우제과,서초구,서울 서초구 방배중앙로 50,126.991202342392,37.4842644490596,955017.7468597506,1942902.1240978977,POINT (955017.7468597506 1942902.1240978977)
석굴암,종로구,서울 종로구 옥인동 산3-14,126.96053396869,37.58460805063,952370.2297781106,1954049.7961453123,POINT (952370.2297781106 1954049.7961453123)
채석장 전망대,종로구,서울 종로구 낙산5길 51 (창신동),127.011596787935,37.5782558563534,956874.9616086524,1953320.3844516794,POINT (956874.9616086524 1953320.3844516794)
세검정,종로구,서울특별시 종로구 세검정로 244 (세검정),126.95970458873,37.6008931085507,952307.3967859002,1955856.9735614131,POINT (952307.3967859002 1955856.9735614131)
청계천박물관,성동구,"서울 성동구 청계천로 530 (마장동, 청계천박물관)",127.03504316401,37.5712661734969,958941.4048282783,1952534.4099213346,POINT (958941.4048282783 1952534.4099213346)
청와대,종로구,서울 종로구 청와대로 1 (세종로),126.974936757836,37.5864756914613,953643.027985781,1954249.7969245384,POINT (953643.027985781 1954249.7969245384)
청원산방,종로구,서울 종로구 북촌로6길 27 (계동),126.986357149175,37.5804298262002,954647.6550042174,1953573.4612534828,POINT (954647.6550042174 1953573.4612534828)
을지로4가역 물품보관소,중구,서울 중구 을지로 지하 178 (을지로4가역 2호선),126.997852780281,37.5666369941572,955654.4960099675,1952037.7261665266,POINT (955654.4960099675 1952037.7261665266)
서울생활사박물관,노원구,서울 노원구 동일로174길 27 (공릉동) 서울생활사박물관,127.076936195632,37.6201739154268,962665.283468362,1957943.0094613251,POINT (962665.283468362 1957943.0094613251)
아다모스튜디오,성동구,"서울 성동구 성수일로 10 (성수동1가, 서울숲 ITCT 지식산업센터) B 104호",127.048828114958,37.541278064379,960142.7394792736,1949201.4571106706,POINT (960142.7394792736 1949201.4571106706)
청진옥 ,종로구,"서울 종로구 종로3길 32 (청진동, 청진빌딩) 1층",126.979463167521,37.571729636393,954033.5954307249,1952611.5669141852,POINT (954033.5954307249 1952611.5669141852)
암사동 선사주거지,강동구,서울 강동구 올림픽로 875 (서울 암사동 유적),127.130833358875,37.5598523707759,967395.3377558928,1951230.5667633663,POINT (967395.3377558928 1951230.5667633663)
서울올림픽기념관,송파구,"서울 송파구 올림픽로 424 (방이동, 올림픽공원)",127.115517876627,37.5203396980951,966024.7504723956,1946852.2940869436,POINT (966024.7504723956 1946852.2940869436)
어린이대공원 꿈마루,광진구,"서울 광진구 능동로 216 (능동, 어린이대공원)",127.078770241307,37.5520117940291,962793.2240194097,1950380.0323105173,POINT (962793.2240194097 1950380.0323105173)
춘당지,종로구,"서울 종로구 창경궁로 185 (와룡동, 창경궁)",126.993841430623,37.5776239475981,955306.8105710731,1953258.5755531169,POINT (955306.8105710731 1953258.5755531169)
성균관 명륜당,종로구,서울특별시 종로구 성균관로 25-1,126.995130662457,37.585831879528,955425.5429420375,1954168.5944627356,POINT (955425.5429420375 1954168.5944627356)
신아기념관,중구,"서울 중구 정동길 33 (정동, 신아일보)",126.972170048684,37.5662500894879,953386.1514920626,1952007.23049998,POINT (953386.1514920626 1952007.23049998)
예문사,중구,서울 중구 을지로 126-1,126.991954489492,37.5661256946289,955133.2973863522,1951983.7997525432,POINT (955133.2973863522 1951983.7997525432)
춘원당 한의약박물관,종로구,서울 종로구 돈화문로9길 27 (춘원당한방박물관),126.990242136551,37.5715005448529,954985.3092525007,1952580.9318357217,POINT (954985.3092525007 1952580.9318357217)
옛시장실 재현 공간,중구,"서울 중구 세종대로 110 (태평로1가, 서울특별시청) 서울도서관 3층",126.977918351844,37.566370776634,953893.875104184,1952017.784337359,POINT (953893.875104184 1952017.784337359)
춘추사,서대문구,서울 서대문구 이화여대8길 10,126.946328617632,37.5586738807316,951099.0668490295,1951179.818741182,POINT (951099.0668490295 1951179.818741182)
코끼리분식,마포구,서울 마포구 도화2길 3 (도화동),126.948796338712,37.5403361441386,951305.0920759004,1949144.0591955099,POINT (951305.0920759004 1949144.0591955099)
태극당,중구,서울 중구 동호로24길 7,127.005087759017,37.5595217348788,956289.2768152303,1951244.934858807,POINT (956289.2768152303 1951244.934858807)
용산공원 부분개방부지,용산구,"서울 용산구 서빙고로 221 (용산동6가, 미군 장교숙소5단지)",126.98918463406,37.5230097734164,954862.6945561026,1947201.645970749,POINT (954862.6945561026 1947201.645970749)
정릉,성북구,"서울 성북구 아리랑로19길 116 (정릉동, 정릉)",127.006676901021,37.6012265878,956453.9280934844,1955871.1510690837,POINT (956453.9280934844 1955871.1510690837)
보신각(상설타종행사),종로구,"서울 종로구 종로 54 (관철동, 보신각)",126.983677617361,37.5697673859634,954404.5620400956,1952391.8113940605,POINT (954404.5620400956 1952391.8113940605)
북악스카이웨이 북악팔각정,종로구,서울시 종로구 북악산로 267 (평창동),126.980551282647,37.601975429062,954148.2400615325,1955966.668441987,POINT (954148.2400615325 1955966.668441987)
서대문자연사박물관,서대문구,서울특별시 서대문구 연희로32길 51 (연희동),126.937858169171,37.5767519879565,950362.938459819,1953189.9405170646,POINT (950362.938459819 1953189.9405170646)
서울도시건축전시관,중구,서울 중구 세종대로 119 (태평로1가),126.976702419575,37.5668837502225,953786.8097204665,1952075.2935078756,POINT (953786.8097204665 1952075.2935078756)
태조대림감자국,은평구,서울 은평구 응암로 172 (응암동),126.916696422873,37.5872197565814,948501.5533901749,1954362.6850057086,POINT (948501.5533901749 1954362.6850057086)
평택 고여사집 냉면,서대문구,서울 서대문구 연희로 81-9 (연희동),126.929261397915,37.5656774341986,949596.3750414585,1951965.84628489,POINT (949596.3750414585 1951965.84628489)
피터팬1978,서대문구,서울 서대문구 증가로 10,126.931759938035,37.5693884840153,949819.5201126613,1952376.2327526973,POINT (949819.5201126613 1952376.2327526973)
서울상상나라,광진구,서울 광진구 능동로 216 (서울상상나라),127.078770241307,37.5520117940291,962793.2240194097,1950380.0323105173,POINT (962793.2240194097 1950380.0323105173)
옐로우 물품보관소,마포구,"서울 마포구 양화로 156 (동교동, LG팰리스빌딩)",126.923446601456,37.5561130617043,949076.3391270292,1950907.8593117972,POINT (949076.3391270292 1950907.8593117972)
잠실대교,송파구,"서울 송파구 한가람로 65 (잠실동, 한강사업본부 잠실안내센터)",127.086737282438,37.5176288053129,963480.1845569387,1946562.3208421012,POINT (963480.1845569387 1946562.3208421012)
흥인지문(동대문),종로구,"서울 종로구 종로 288 (종로6가, 흥인지문)",127.009703711735,37.5711672711877,956703.7017511234,1952534.8113142762,POINT (956703.7017511234 1952534.8113142762)
손가네닭한마리,종로구,"서울 종로구 종로66가길 10 (숭인동, 유림빌딩)",127.021385020305,37.5736925736747,957736.6694120425,1952809.6626653685,POINT (957736.6694120425 1952809.6626653685)
한강 이랜드크루즈,영등포구,"서울 영등포구 여의동로 280 이랜드크루즈 매표소, 서울 송파구 백제고분로 2 잠실 이크루즈",126.939020093353,37.5249632164977,950431.2499692886,1947443.623007228,POINT (950431.2499692886 1947443.623007228)
손기정기념관,중구,서울 중구 손기정로 101 (손기정 체육공원),126.964815746241,37.5554795035057,952729.8672857014,1950815.9607436003,POINT (952729.8672857014 1950815.9607436003)
형제대장간 ,은평구,서울 은평구 수색로 249 (수색동),126.895989653878,37.5813935447878,946669.2298113623,1953727.8456554555,POINT (946669.2298113623 1953727.8456554555)
한강버스,송파구,서울 송파구 잠실동 1-2 일대 잠실 선착장,127.082821269841,37.5200459437783,963135.3161068051,1946832.0146137166,POINT (963135.3161068051 1946832.0146137166)
한국금융사박물관,중구,"서울 중구 세종대로 135-5 (태평로1가, 조흥금융박물관) 3, 4층",126.976433052559,37.5685952282764,953764.0792753003,1952265.3061447928,POINT (953764.0792753003 1952265.3061447928)
스페이스K 서울,강서구,"서울 강서구 마곡중앙8로 32 (마곡동, 스페이스K 서울)",126.830974669978,37.5610929270592,940912.6658617137,1951514.470731906,POINT (940912.6658617137 1951514.470731906)
승진완구	,종로구,서울 종로구 종로52길 30,127.014184200551,37.5713401693665,957099.4592153323,1952551.9384331554,POINT (957099.4592153323 1952551.9384331554)
청송본관함흥냉면,서대문구,"서울 서대문구 연희맛로 6 (연희동, 에스빌딩)",126.928782516674,37.5658935655082,949554.2290029785,1951990.081998294,POINT (949554.2290029785 1951990.081998294)
홍대입구역 물품보관소,마포구,"서울 마포구 양화로 지하 160 (동교동, 홍대입구역)",126.923674307594,37.5568904093718,949096.9800790518,1950993.9789349195,POINT (949096.9800790518 1950993.9789349195)
아라리오갤러리 서울,종로구,서울 종로구 율곡로 85 아라리오갤러리,126.988514892719,37.5778802427982,954836.6353050971,1953289.5575303528,POINT (954836.6353050971 1953289.5575303528)
한국은행화폐박물관,중구,"서울특별시 중구 남대문로 39, 한국은행건물 (남대문로3가)",126.97972353038,37.5625151968969,954050.9272206774,1951589.14274132,POINT (954050.9272206774 1951589.14274132)
한지가헌,종로구,"서울 종로구 북촌로 31-9 (재동, SWNA)",126.98440432952,37.579537600411,954474.685369105,1953475.417523733,POINT (954474.685369105 1953475.417523733)
국궁전시관,종로구,서울 종로구 사직로9길 15-32 (사직동),126.963945833593,37.5779183632114,952667.232507498,1953305.88137944,POINT (952667.232507498 1953305.88137944)
아모레퍼시픽미술관,용산구,"서울 용산구 한강대로 100 (한강로2가, 아모레퍼시픽)",126.968673565462,37.5287911785354,953053.879813839,1947853.1001048756,POINT (953053.879813839 1947853.1001048756)
허준박물관,강서구,서울특별시 강서구 허준로 87 (가양동),126.851031243879,37.5678724473689,942689.2470804533,1952254.2087406034,POINT (942689.2470804533 1952254.2087406034)
중앙상회,종로구,서울 종로구 창덕궁길 162 (계동),126.986952390567,37.5831559397545,954701.8642811168,1953875.623637138,POINT (954701.8642811168 1953875.623637138)
지역관광 안테나숍(Seoul Regional Tourism Center),중구,서울 중구 세종대로 119 (태평로1가),126.976702419575,37.5668837502225,953786.8097204665,1952075.2935078756,POINT (953786.8097204665 1952075.2935078756)
양화진외국인선교사묘원,마포구,"서울 마포구 양화진길 46 (합정동, 양화진홍보관)",126.911769148865,37.5465227992805,948038.2694490947,1949850.2570187943,POINT (948038.2694490947 1949850.2570187943)
김중업 건축문화의집,성북구,서울 성북구 장위로21나길 11 (장위동),127.044069841418,37.6150226092067,959762.0881192593,1957385.0749491712,POINT (959762.0881192593 1957385.0749491712)
넷마블게임박물관,구로구,서울 구로구 디지털로26길 38 3층,126.895318461208,37.4798477003537,946537.5332351016,1942462.2406968782,POINT (946537.5332351016 1942462.2406968782)
돈의문박물관마을 물품보관소,종로구,서울 종로구 새문안로 39 (신문로2가),126.969428123119,37.5687876064761,953145.5936125601,1952290.1193064717,POINT (953145.5936125601 1952290.1193064717)
엘부림양복점,동대문구,"서울 동대문구 전농로 24 (답십리동, 계림빌딩)",127.056886893804,37.5670162325977,960868.129516386,1952053.5804031366,POINT (960868.129516386 1952053.5804031366)
헌인릉,서초구,서울 서초구 헌인릉길 36-10 (헌인릉),127.083715641415,37.4653777954328,963187.5274264943,1940766.6013073742,POINT (963187.5274264943 1940766.6013073742)
호림박물관 (신사분관),강남구,"서울 강남구 도산대로 317 (신사동, 호림아트센터 1빌딩)",127.036344550051,37.522697614888,959029.7521815527,1947145.4290295267,POINT (959029.7521815527 1947145.4290295267)
호미화방,마포구,"서울 마포구 홍익로3길 20 서교프라자 1층,2층",126.921715374089,37.5535160625816,948921.655814987,1950620.674215791,POINT (948921.655814987 1950620.674215791)
홍대R1 레드컬처마켓,마포구,서울 마포구 서교동 348-24,126.926273606023,37.5564346247377,949326.2521848973,1950942.0073330915,POINT (949326.2521848973 1950942.0073330915)
국립고궁박물관,종로구,"서울 종로구 효자로 12 (세종로, 국립고궁박물관)",126.974974825074,37.5765916191985,953640.2602339317,1953153.1859584237,POINT (953640.2602339317 1953153.1859584237)
홍익문고,서대문구,서울 서대문구 연세로 2,126.937043755972,37.5557853830354,950277.090361314,1950864.2252909122,POINT (950277.090361314 1950864.2252909122)
마포관광정보센터,마포구,서울 마포구 홍익로 22 (서교동),126.922683855524,37.5544223835688,949007.8175139866,1950720.7002888585,POINT (949007.8175139866 1950720.7002888585)
창경궁 대온실 ,종로구,"서울 종로구 창경궁로 185 (와룡동, 창경궁)",126.993841430623,37.5776239475981,955306.8105710731,1953258.5755531169,POINT (955306.8105710731 1953258.5755531169)
터방내,동작구,서울 동작구 흑석로 101-7,126.960755041795,37.5080576288247,952341.0366750594,1945556.8134799786,POINT (952341.0366750594 1945556.8134799786)
황학정,종로구,서울 종로구 사직로9길 15-32 (사직동),126.963945833593,37.5779183632114,952667.232507498,1953305.88137944,POINT (952667.232507498 1953305.88137944)
효성한의원,동대문구,"서울 동대문구 약령중앙로 5 (제기동, 대산빌딩)",127.036595292842,37.5788339670935,959082.6093453881,1953373.3416552385,POINT (959082.6093453881 1953373.3416552385)
효자베이커리,종로구,서울 종로구 필운대로 54,126.968667351322,37.5809412841108,953086.0352544858,1953638.892170263,POINT (953086.0352544858 1953638.892170263)
경교장,종로구,서울 종로구 새문안로 29 (경교장),126.967812703696,37.5688677261045,953002.9864093825,1952299.8148989996,POINT (953002.9864093825 1952299.8148989996)
낙원떡집,종로구,서울 종로구 삼일대로 438 (낙원동),126.987907857685,37.5737878650638,954780.5599902496,1952835.8197804822,POINT (954780.5599902496 1952835.8197804822)
훼드라,서대문구,서울 서대문구 연세로5길 32,126.935363643304,37.5563637264718,950129.0792017442,1950929.2797520137,POINT (950129.0792017442 1950929.2797520137)
봉원사,서대문구,서울 서대문구 봉원사길 120 (봉원사),126.946944792341,37.57235344097,951162.420282177,1952697.1800978167,POINT (951162.420282177 1952697.1800978167)
유림면,중구,서울 중구 서소문로 139-1 (서소문동),126.976098371999,37.5642444317671,953731.8325676594,1951782.7713393266,POINT (953731.8325676594 1951782.7713393266)
사하라,마포구,서울 마포구 만리재로 15 제일빌딩 지하1층 2호,126.95276773044,37.5445849310546,951658.6824354326,1949613.3905625686,POINT (951658.6824354326 1949613.3905625686)
광화문 관광안내소,종로구,서울 종로구 세종대로 145-2 (광화문빌딩) 동화면세점 앞,126.976684216779,37.5693586916816,953786.7313275103,1952349.8851473792,POINT (953786.7313275103 1952349.8851473792)
북촌마을관광안내소,종로구,"서울 종로구 북촌로5길 48 (화동, 정독도서관) 주요위치 : 재동초등학교 사거리 (정독도서관 부지내, 서울교육박물관 앞)",126.983870059299,37.5812654545612,954428.5640109025,1953667.373894743,POINT (954428.5640109025 1953667.373894743)
구 공업전습소 본관(구 중앙시험소 청사),종로구,서울 종로구 대학로 86 한국방송통신대학교 역사관,127.003290880975,37.5791954862382,956142.1128858855,1953428.4769468373,POINT (956142.1128858855 1953428.4769468373)
국립국악박물관,서초구,서울 서초구 남부순환로 2364,127.009818464555,37.4777188083482,956659.8083247567,1942167.1971830088,POINT (956659.8083247567 1942167.1971830088)
국립기상박물관,종로구,"서울 종로구 송월길 52 (송월동, 국립기상박물관)",126.966204176024,37.5702217430549,952861.7909745721,1952450.842281498,POINT (952861.7909745721 1952450.842281498)
국립서울현충원,동작구,"서울 동작구 현충로 210 (동작동, 국립현충원)",126.978408414947,37.4998236507216,953896.2062794311,1944634.508922972,POINT (953896.2062794311 1944634.508922972)
삼성역 물품보관소,강남구,"서울 강남구 테헤란로 지하 538 (삼성동, 삼성역)",127.063073009788,37.5088619974404,961384.4579159765,1945599.1475397868,POINT (961384.4579159765 1945599.1475397868)
개미슈퍼,용산구,서울 용산구 청파로85길 31 (서계동),126.967287598355,37.5525586386658,952946.3587228389,1950490.6654694048,POINT (952946.3587228389 1950490.6654694048)
국립중앙박물관 어린이박물관,용산구,"서울 용산구 서빙고로 137 (용산동6가, 국립중앙박물관)",126.977740246542,37.5247022357875,953852.4665853377,1947394.9680766826,POINT (953852.4665853377 1947394.9680766826)
명신당필방,종로구,서울 종로구 인사동길 34,126.985717340243,37.5735931856781,954587.0104486672,1952815.277533275,POINT (954587.0104486672 1952815.277533275)
은평한옥마을,은평구,"서울 은평구 연서로50길 8 (진관동, 은평역사한옥박물관) 은평한옥마을",126.938008171987,37.6403336262874,950418.4100249511,1960243.9936955906,POINT (950418.4100249511 1960243.9936955906)
가미분식,서대문구,서울 서대문구 이화여대8길 2 무궁화상가아파트,126.945920737962,37.5586536023804,951063.0288641748,1951177.7812477413,POINT (951063.0288641748 1951177.7812477413)
미림분식,관악구,서울 관악구 호암로 553,126.931346513518,37.4670743790165,949714.3976938139,1941025.2755333553,POINT (949714.3976938139 1941025.2755333553)
근현대사기념관,강북구,서울 강북구 4.19로 114 (수유동) 근현대사기념관,127.002830628534,37.6434410661945,956139.2215288131,1960556.4701599835,POINT (956139.2215288131 1960556.4701599835)
길상사,성북구,서울특별시 성북구 선잠로5길 68 (성북동),126.994652153245,37.5991094172211,955391.2217207021,1955641.904680256,POINT (955391.2217207021 1955641.904680256)
김종영 미술관,종로구,서울특별시 종로구 평창32길 30 (평창동),126.977511093535,37.6130366993851,953886.7100407402,1957195.3594696608,POINT (953886.7100407402 1957195.3594696608)
경국사 ,성북구,"서울 성북구 보국문로 113-10 (정릉동, 경국사)",127.004551833207,37.6149594820999,956274.3855462874,1957395.7449187404,POINT (956274.3855462874 1957395.7449187404)
나폴레옹과자점,성북구,서울 성북구 성북로 7,127.005061678527,37.5889000220847,956304.1426916637,1954504.3243408322,POINT (956304.1426916637 1954504.3243408322)
코엑스 물품보관소,강남구,"서울 강남구 영동대로 513 (삼성동, 코엑스)",127.059159043842,37.5118239121138,961040.0799608442,1945929.3666984665,POINT (961040.0799608442 1945929.3666984665)
이화명주,서초구,서울 서초구 사평대로26길 30,126.998942627914,37.4988742467015,955710.6893008966,1944519.3175567577,POINT (955710.6893008966 1944519.3175567577)
경복궁역 물품보관소,종로구,"서울 종로구 사직로 지하 130 (적선동, 3호선 경복궁역)",126.973062710191,37.5758613027702,953470.964767729,1953073.1060255405,POINT (953470.964767729 1953073.1060255405)
익선동 한옥거리,종로구,서울 종로구 돈화문로11가길 17 (익선동),126.990919055365,37.5733907062616,955046.2218438343,1952790.3119832603,POINT (955046.2218438343 1952790.3119832603)
동대문역사관 상설전시실 재개관,중구,"서울 중구 을지로 281 (을지로7가, 2-1) 동대문역사공원 내 동대문역사관",127.010890355484,37.5680445876689,956806.6873617262,1952187.8190737118,POINT (956806.6873617262 1952187.8190737118)
만나당,강남구,서울 강남구 논현로175길 61 (신사동) 1층 101호 만나당,127.024073114133,37.5241526290529,957946.2146839926,1947312.2696873497,POINT (957946.2146839926 1947312.2696873497)
자하문터널,종로구,서울 종로구 청운동,126.969329763593,37.5891974378627,953149.698050269,1954554.5444716644,POINT (953149.698050269 1954554.5444716644)
장희빈 우물터,서대문구,서울 서대문구 연희로15길 74 (연희동),126.929172406604,37.5704854534118,949591.7562291558,1952499.321399496,POINT (949591.7562291558 1952499.321399496)
가봉루,종로구,"서울 종로구 새문안로5길 5-27 (당주동, 당주빌딩)",126.974571894891,37.5710268990296,953601.2287554243,1952536.005641669,POINT (953601.2287554243 1952536.005641669)
가원공방,종로구,서울 종로구 돈화문로6나길 45 (봉익동),126.992294774883,37.5723524974576,955167.0815338874,1952674.4704470723,POINT (955167.0815338874 1952674.4704470723)
갤러리 팩토리,종로구,서울 종로구 자하문로10길 15,126.972412473034,37.5795217119018,953415.8283569672,1953479.5335175432,POINT (953415.8283569672 1953479.5335175432)
서울광장,중구,서울특별시 중구 세종대로 110,126.977918351844,37.566370776634,953893.875104184,1952017.784337359,POINT (953893.875104184 1952017.784337359)
