year_month,년,월,분기,역사명,환승역구분,승차총승객수,하차총승객수,총승하차승객수,Y좌표 (WGS84),X좌표 (WGS84),X좌표 (GRS80TM),Y좌표 (GRS80TM),geometry
2025-04,2025,4,Q2,명일,일반역,258887,256853,515740,37.551317,127.144002,968554.80490567,1950279.1297971369,POINT (968554.80490567 1950279.1297971369)
2025-04,2025,4,Q2,명학역,일반역,274592,270042,544634,37.384435,126.935579,950033.7865233222,1931854.7912196524,POINT (950033.7865233222 1931854.7912196524)
2025-04,2025,4,Q2,모란,환승역,799433,777296,1576729,37.433988,127.129921,967259.855024894,1937267.0889192403,POINT (967259.855024894 1937267.0889192403)
2025-04,2025,4,Q2,목동,일반역,509211,543969,1053180,37.526088,126.864296,943829.3306810637,1947610.4132428924,POINT (943829.3306810637 1947610.4132428924)
2025-04,2025,4,Q2,몽촌토성(평화의문),일반역,235573,238209,473782,37.517692,127.11274,965778.0697321417,1946559.555641593,POINT (965778.0697321417 1946559.555641593)
2025-04,2025,4,Q2,무악재,일반역,130384,131876,262260,37.582658,126.950131,951450.4719679067,1953838.772453035,POINT (951450.4719679067 1953838.772453035)
2025-04,2025,4,Q2,문래,일반역,695439,714243,1409682,37.517993,126.894766,946515.901742083,1946694.5558159684,POINT (946515.901742083 1946694.5558159684)
2025-04,2025,4,Q2,문산역,일반역,168280,163424,331704,37.854565,126.787531,937323.3899918305,1984103.0281194095,POINT (937323.3899918305 1984103.0281194095)
2025-04,2025,4,Q2,문정,일반역,665136,695156,1360292,37.485931,127.122473,966624.037425488,1943032.3893512674,POINT (966624.037425488 1943032.3893512674)
2025-04,2025,4,Q2,미금역,환승역,462435,478583,941018,37.350078,127.108952,965366.1790406115,1927965.4946370195,POINT (965366.1790406115 1927965.4946370195)
2025-04,2025,4,Q2,미사,일반역,552369,560252,1112621,37.56309,127.192954,972882.9984501988,1951570.0265913473,POINT (972882.9984501988 1951570.0265913473)
2025-04,2025,4,Q2,미아(서울사이버대학),일반역,504703,487891,992594,37.626435,127.026151,958187.0519153128,1958659.0647389938,POINT (958187.0519153128 1958659.0647389938)
2025-04,2025,4,Q2,미아사거리,일반역,801004,788695,1589699,37.613276,127.030083,958526.7086386887,1957197.3835389363,POINT (958526.7086386887 1957197.3835389363)
2025-04,2025,4,Q2,반포,일반역,199890,190018,389908,37.508171,127.011717,956845.1964534312,1945544.7997024255,POINT (956845.1964534312 1945544.7997024255)
2025-04,2025,4,Q2,발산,일반역,698268,711744,1410012,37.562182,126.82693,940556.3076308784,1951637.8493787388,POINT (940556.3076308784 1951637.8493787388)
2025-04,2025,4,Q2,방배,일반역,560574,573299,1133873,37.481469,126.997627,955584.0929586632,1942588.9372027542,POINT (955584.0929586632 1942588.9372027542)
2025-04,2025,4,Q2,방이,일반역,229328,235271,464599,37.508752,127.126054,966950.6823003027,1945562.960869755,POINT (966950.6823003027 1945562.960869755)
2025-04,2025,4,Q2,방학역,일반역,305792,294940,600732,37.667471,127.044295,959810.2248127738,1963203.9283168528,POINT (959810.2248127738 1963203.9283168528)
2025-04,2025,4,Q2,방화,일반역,214164,205545,419709,37.577669,126.812822,939322.8781257921,1953365.0875090924,POINT (939322.8781257921 1953365.0875090924)
2025-04,2025,4,Q2,백마역,환승역,221119,217675,438794,37.658346,126.794401,937763.5887814843,1962328.0181109498,POINT (937763.5887814843 1962328.0181109498)
2025-04,2025,4,Q2,백양리역,일반역,3172,3279,6451,37.830881,127.589085,1007839.3534251262,1981239.9037892856,POINT (1007839.3534251262 1981239.9037892856)
2025-04,2025,4,Q2,백운역,일반역,221955,216077,438032,37.483301,126.707179,929906.3041408283,1942968.8137879223,POINT (929906.3041408283 1942968.8137879223)
2025-04,2025,4,Q2,버티고개,일반역,71622,75082,146704,37.547933,127.006948,956446.8308899819,1949958.3624013518,POINT (956446.8308899819 1949958.3624013518)
2025-04,2025,4,Q2,별내역,환승역,77313,69117,146430,37.642221,127.127208,967111.4259197259,1960370.2305953067,POINT (967111.4259197259 1960370.2305953067)
2025-04,2025,4,Q2,병점역,일반역,511372,509496,1020868,37.206821,127.033268,958584.6462451733,1912103.081464906,POINT (958584.6462451733 1912103.081464906)
2025-04,2025,4,Q2,보라매,일반역,345281,341239,686520,37.499916,126.920112,948743.3705573162,1944674.9077988362,POINT (948743.3705573162 1944674.9077988362)
2025-04,2025,4,Q2,보라매공원,일반역,73744,80891,154635,37.495225405,126.918258811,948576.348205447,1944155.524890373,POINT (948576.348205447 1944155.524890373)
2025-04,2025,4,Q2,보라매병원,일반역,231091,240052,471143,37.4929607,126.923886,949072.2363518643,1943901.2100017134,POINT (949072.2363518643 1943901.2100017134)
2025-04,2025,4,Q2,보문,일반역,316521,301401,617922,37.585293,127.019377,957565.9375553579,1954097.578816209,POINT (957565.9375553579 1954097.578816209)
2025-04,2025,4,Q2,보산역,일반역,47992,44838,92830,37.914268,127.057134,961072.2305126927,1990580.372993795,POINT (961072.2305126927 1990580.372993795)
2025-04,2025,4,Q2,보정역,일반역,77577,69722,147299,37.31274,127.108219,965284.0825274967,1923823.479886037,POINT (965284.0825274967 1923823.479886037)
2025-04,2025,4,Q2,복정,환승역,313855,268478,582333,37.471016,127.126746,966995.2420753841,1941376.1704405507,POINT (966995.2420753841 1941376.1704405507)
2025-04,2025,4,Q2,봉은사,일반역,685088,724775,1409863,37.514219,127.060245,961137.2952371715,1946194.6376021514,POINT (961137.2952371715 1946194.6376021514)
2025-04,2025,4,Q2,봉천,일반역,753324,707587,1460911,37.482416,126.941696,950639.6936831169,1942721.8540851255,POINT (950639.6936831169 1942721.8540851255)
2025-04,2025,4,Q2,봉화산(서울의료원),일반역,262885,246250,509135,37.617429,127.0912326,963925.5980865712,1957632.8825629565,POINT (963925.5980865712 1957632.8825629565)
2025-04,2025,4,Q2,부개역,일반역,262367,246069,508436,37.488479,126.740549,932861.2428293427,1943518.9650978993,POINT (932861.2428293427 1943518.9650978993)
2025-04,2025,4,Q2,부천역,일반역,972347,971846,1944193,37.484066,126.782779,936590.8802993213,1943000.0850563943,POINT (936590.8802993213 1943000.0850563943)
2025-04,2025,4,Q2,부천종합운동장역,환승역,87394,76192,163586,37.505852,126.797498,937910.2360321146,1945407.3151818218,POINT (937910.2360321146 1945407.3151818218)
2025-04,2025,4,Q2,부평역,환승역,885243,928599,1813842,37.489457,126.724584,931450.7391299529,1943638.9754682176,POINT (931450.7391299529 1943638.9754682176)
2025-04,2025,4,Q2,북한산보국문,일반역,204886,191924,396810,37.61233,127.00816,956591.2966548826,1957102.3402350931,POINT (956591.2966548826 1957102.3402350931)
2025-04,2025,4,Q2,북한산우이,일반역,102438,95833,198271,37.66284,127.01272,957022.8590648025,1962704.1372647225,POINT (957022.8590648025 1962704.1372647225)
2025-04,2025,4,Q2,불광,환승역,663342,690186,1353528,37.610154,126.930183,949707.7004314235,1956899.8368225582,POINT (949707.7004314235 1956899.8368225582)
2025-04,2025,4,Q2,불암산,일반역,295175,257400,552575,37.67009,127.079004,962872.6186139927,1963480.1861060748,POINT (962872.6186139927 1963480.1861060748)
2025-04,2025,4,Q2,사가정,일반역,491522,498616,990138,37.580912,127.088502,963666.8636430219,1953582.5478447857,POINT (963666.8636430219 1953582.5478447857)
2025-04,2025,4,Q2,사당,환승역,2112938,2146715,4259653,37.476536,126.981631,954166.828422214,1942049.31917179,POINT (954166.828422214 1942049.31917179)
2025-04,2025,4,Q2,사릉역,일반역,66224,64559,130783,37.651145,127.176839,971493.4114374699,1961344.0703927008,POINT (971493.4114374699 1961344.0703927008)
2025-04,2025,4,Q2,사평,일반역,125181,121080,246261,37.504161,127.015219,957152.4158102431,1945098.3147744152,POINT (957152.4158102431 1945098.3147744152)
2025-04,2025,4,Q2,산성,일반역,192562,197143,389705,37.456886,127.149927,969039.18879186,1939800.6813708541,POINT (969039.18879186 1939800.6813708541)
2025-04,2025,4,Q2,삼각지(전쟁기념관),환승역,448012,452861,900873,37.534457,126.972992,953438.9665634868,1948479.5448526612,POINT (953438.9665634868 1948479.5448526612)
2025-04,2025,4,Q2,삼성(무역센터),일반역,1659507,1673904,3333411,37.508827,127.063203,961395.9284661382,1945595.21145871,POINT (961395.9284661382 1945595.21145871)
2025-04,2025,4,Q2,삼성중앙,일반역,234629,240914,475543,37.513011,127.053282,960521.3107566303,1946063.5163967353,POINT (960521.3107566303 1946063.5163967353)
2025-04,2025,4,Q2,삼양,일반역,74392,77036,151428,37.62706,127.01817,957483.1516279903,1958731.9918749775,POINT (957483.1516279903 1958731.9918749775)
2025-04,2025,4,Q2,삼양사거리,일반역,80459,79742,160201,37.62144,127.02049,957684.684774446,1958107.4268981672,POINT (957684.684774446 1958107.4268981672)
2025-04,2025,4,Q2,삼전,일반역,250512,236362,486874,37.504531,127.087211,963515.6720687804,1945109.0193541266,POINT (963515.6720687804 1945109.0193541266)
2025-04,2025,4,Q2,상갈역,일반역,161440,151023,312463,37.261797,127.108718,965304.9173573585,1918171.714138967,POINT (965304.9173573585 1918171.714138967)
2025-04,2025,4,Q2,상계,일반역,619494,580506,1200000,37.660576,127.073199,962355.8721200876,1962426.9553531383,POINT (962355.8721200876 1962426.9553531383)
2025-04,2025,4,Q2,상도,일반역,388095,384125,772220,37.50279,126.947949,951205.7895401043,1944978.9642612764,POINT (951205.7895401043 1944978.9642612764)
2025-04,2025,4,Q2,상봉,환승역,718668,696661,1415329,37.595673,127.085708,963427.3901035192,1955221.2920567398,POINT (963427.3901035192 1955221.2920567398)
2025-04,2025,4,Q2,상수,일반역,326330,365025,691355,37.547704,126.92292,949024.099816009,1949975.2007081907,POINT (949024.099816009 1949975.2007081907)
2025-04,2025,4,Q2,상왕십리,일반역,445417,435209,880626,37.564444,127.029322,958432.3963207683,1951780.0399452953,POINT (958432.3963207683 1951780.0399452953)
2025-04,2025,4,Q2,상월곡(한국과학기술연구원),일반역,208918,194569,403487,37.606392,127.048509,960149.2612121936,1956425.653108999,POINT (960149.2612121936 1956425.653108999)
2025-04,2025,4,Q2,상일동,일반역,445357,420932,866289,37.556714,127.166381,970533.6662229225,1950870.644945223,POINT (970533.6662229225 1950870.644945223)
2025-04,2025,4,Q2,상천역,일반역,12529,12055,24584,37.770305,127.4542,995966.3725784498,1974516.3485262587,POINT (995966.3725784498 1974516.3485262587)
2025-04,2025,4,Q2,새절(신사),일반역,397685,376190,773875,37.591148,126.913613,948232.0439761004,1954800.202236602,POINT (948232.0439761004 1954800.202236602)
2025-04,2025,4,Q2,샛강,환승역,288299,303995,592294,37.5173,126.9284,949487.6737497604,1946599.0810304445,POINT (949487.6737497604 1946599.0810304445)
2025-04,2025,4,Q2,서강대역,일반역,71396,69933,141329,37.552132,126.935389,950128.498825684,1950459.7771422951,POINT (950128.498825684 1950459.7771422951)
2025-04,2025,4,Q2,서대문,일반역,613390,612939,1226329,37.565812,126.966639,952897.4126664366,1951961.3845506548,POINT (952897.4126664366 1951961.3845506548)
2025-04,2025,4,Q2,서동탄역,일반역,46311,40357,86668,37.195675,127.051893,960231.4933656654,1910858.5884593655,POINT (960231.4933656654 1910858.5884593655)
2025-04,2025,4,Q2,서빙고역,일반역,73929,70622,144551,37.51961,126.988358,954787.5984988795,1946824.8578184703,POINT (954787.5984988795 1946824.8578184703)
2025-04,2025,4,Q2,서울대벤처타운,일반역,308909,283953,592862,37.47204068,126.933976556,949950.2837394094,1941574.853361465,POINT (949950.2837394094 1941574.853361465)
2025-04,2025,4,Q2,서울대입구(관악구청),일반역,1434675,1375065,2809740,37.481233,126.952745,951615.7936510493,1942584.872558793,POINT (951615.7936510493 1942584.872558793)
2025-04,2025,4,Q2,서울숲역,일반역,450971,479920,930891,37.543647,127.044686,959778.0889798887,1949466.0409909505,POINT (959778.0889798887 1949466.0409909505)
2025-04,2025,4,Q2,서울역,환승역,3425934,3414998,6840932,37.55585,126.972103,953373.7493582559,1950853.4256943162,POINT (953373.7493582559 1950853.4256943162)
2025-04,2025,4,Q2,서울지방병무청,일반역,97045,104782,201827,37.50604687,126.922783404,948983.6714691627,1945353.6405346107,POINT (948983.6714691627 1945353.6405346107)
2025-04,2025,4,Q2,서원,일반역,111267,97633,208900,37.47827336,126.933228219,949888.2744476221,1942266.7272778277,POINT (949888.2744476221 1942266.7272778277)
2025-04,2025,4,Q2,서정리역,일반역,265579,249385,514964,37.056459,127.052844,960243.142277629,1895414.0483764461,POINT (960243.142277629 1895414.0483764461)
2025-04,2025,4,Q2,서초,일반역,670307,642366,1312673,37.49191,127.007685,956479.4062199495,1943742.6007444386,POINT (956479.4062199495 1943742.6007444386)
2025-04,2025,4,Q2,서현역,일반역,693572,708530,1402102,37.384931,127.123249,966647.8531198378,1931826.9665677035,POINT (966647.8531198378 1931826.9665677035)
2025-04,2025,4,Q2,석계,환승역,608821,642632,1251453,37.614937,127.065922,961690.6064078169,1957366.4344851687,POINT (961690.6064078169 1957366.4344851687)
2025-04,2025,4,Q2,석수역,일반역,257568,238723,496291,37.435161,126.902233,947117.4247980706,1937500.6412898186,POINT (947117.4247980706 1937500.6412898186)
2025-04,2025,4,Q2,석촌,일반역,590741,620618,1211359,37.505396,127.106995,965264.6876924058,1945197.4991542632,POINT (965264.6876924058 1945197.4991542632)
2025-04,2025,4,Q2,석촌고분,일반역,227883,223697,451580,37.502439,127.096611,964345.4992235429,1944873.3229117198,POINT (964345.4992235429 1944873.3229117198)
2025-04,2025,4,Q2,선릉,환승역,2032165,2021479,4053644,37.504477,127.048974,960136.0512203473,1945118.5391412848,POINT (960136.0512203473 1945118.5391412848)
2025-04,2025,4,Q2,선유도,일반역,271186,250689,521875,37.537778,126.893889,946452.5463925472,1948890.0973281972,POINT (946452.5463925472 1948890.0973281972)
2025-04,2025,4,Q2,선정릉역,환승역,520918,552835,1073753,37.510775,127.043717,959674.7965806696,1945819.5024588937,POINT (959674.7965806696 1945819.5024588937)
2025-04,2025,4,Q2,성균관대역,일반역,493640,483015,976655,37.300344,126.970861,953104.9406335206,1922507.5584753333,POINT (953104.9406335206 1922507.5584753333)
2025-04,2025,4,Q2,성남역,환승역,35654,30569,66223,37.394722,127.119444,966315.3925724336,1932914.5436655714,POINT (966315.3925724336 1932914.5436655714)
2025-04,2025,4,Q2,성수,일반역,1460137,1573366,3033503,37.544628,127.055983,960776.5721019367,1949570.1046124678,POINT (960776.5721019367 1949570.1046124678)
2025-04,2025,4,Q2,성신여대입구(돈암),일반역,836619,814077,1650696,37.592882,127.016908,957352.2794327051,1954940.661218762,POINT (957352.2794327051 1954940.661218762)
2025-04,2025,4,Q2,성환역,일반역,194953,185661,380614,36.915781,127.127007,966775.9171185475,1879779.6854318874,POINT (966775.9171185475 1879779.6854318874)
2025-04,2025,4,Q2,세류역,일반역,110384,102880,213264,37.244102,127.013772,956875.8956479655,1916247.681787723,POINT (956875.8956479655 1916247.681787723)
2025-04,2025,4,Q2,세마역,일반역,105583,99352,204935,37.187288,127.043279,959462.5321430869,1909931.8024462806,POINT (959462.5321430869 1909931.8024462806)
2025-04,2025,4,Q2,소사역,환승역,239370,226741,466111,37.482755,126.795654,937728.079106611,1942846.0431141304,POINT (937728.079106611 1942846.0431141304)
2025-04,2025,4,Q2,소요산역,일반역,62907,62307,125214,37.948608,127.061007,961430.6129465074,1994388.840530098,POINT (961430.6129465074 1994388.840530098)
2025-04,2025,4,Q2,솔밭공원,일반역,82090,77350,159440,37.65607,127.01326,957066.5877272453,1961952.78093663,POINT (957066.5877272453 1961952.78093663)
2025-04,2025,4,Q2,솔샘,일반역,181517,172206,353723,37.62037,127.01357,957073.3966026346,1957991.8571273854,POINT (957073.3966026346 1957991.8571273854)
2025-04,2025,4,Q2,송내역,일반역,786747,777519,1564266,37.487626,126.753045,933965.2089671438,1943415.4901948737,POINT (933965.2089671438 1943415.4901948737)
2025-04,2025,4,Q2,송정,일반역,195505,185895,381400,37.561201,126.812052,939241.5106744725,1951538.5260162032,POINT (939241.5106744725 1951538.5260162032)
2025-04,2025,4,Q2,송탄역,일반역,144101,139346,283447,37.075376,127.054397,960391.0584739317,1897511.9653259348,POINT (960391.0584739317 1897511.9653259348)
2025-04,2025,4,Q2,송파,일반역,294908,290903,585811,37.49978,127.11212,965715.0890436817,1944572.5619097077,POINT (965715.0890436817 1944572.5619097077)
2025-04,2025,4,Q2,송파나루,일반역,183787,193762,377549,37.51055,127.112451,965749.2671090073,1945767.3018282526,POINT (965749.2671090073 1945767.3018282526)
2025-04,2025,4,Q2,수내역,일반역,394086,393227,787313,37.378435,127.114216,965845.2512153457,1931109.5242008485,POINT (965845.2512153457 1931109.5242008485)
2025-04,2025,4,Q2,수락산,일반역,383800,375468,759268,37.677804,127.055314,960787.4611702929,1964345.6749099288,POINT (960787.4611702929 1964345.6749099288)
2025-04,2025,4,Q2,수색역,일반역,96826,97839,194665,37.580855,126.895681,946641.592759673,1953668.27166145,POINT (946641.592759673 1953668.27166145)
2025-04,2025,4,Q2,수서,환승역,1107925,1124590,2232515,37.4875,127.101924,964808.0941849197,1943213.9421363526,POINT (964808.0941849197 1943213.9421363526)
2025-04,2025,4,Q2,수원시청역,일반역,426029,457737,883766,37.261941,127.030736,958390.2729624308,1918219.1298129505,POINT (958390.2729624308 1918219.1298129505)
2025-04,2025,4,Q2,수원역,환승역,1498553,1544749,3043302,37.266162,126.999821,955651.4911787105,1918701.4463385965,POINT (955651.4911787105 1918701.4463385965)
2025-04,2025,4,Q2,수유(강북구청),일반역,1053188,1059276,2112464,37.637727,127.025371,958124.5603162321,1959912.2160105193,POINT (958124.5603162321 1959912.2160105193)
2025-04,2025,4,Q2,수진,일반역,172587,159616,332203,37.437575,127.140936,968235.8493249143,1937661.2688458036,POINT (968235.8493249143 1937661.2688458036)
2025-04,2025,4,Q2,숙대입구(갈월),일반역,493150,477857,971007,37.5447834,126.9721,953366.5898260056,1949625.6453173873,POINT (953366.5898260056 1949625.6453173873)
2025-04,2025,4,Q2,숭실대입구(살피재),일반역,475911,476035,951946,37.496258,126.953649,951705.3934383359,1944251.3382533567,POINT (951705.3934383359 1944251.3382533567)
2025-04,2025,4,Q2,시청,환승역,1601242,1556292,3157534,37.565211,126.977207,953830.3378695835,1951889.4620754877,POINT (953830.3378695835 1951889.4620754877)
2025-04,2025,4,Q2,신갈역,일반역,143889,141693,285582,37.286127,127.111311,965545.9299916559,1920869.9143596427,POINT (965545.9299916559 1920869.9143596427)
2025-04,2025,4,Q2,신금호,일반역,194383,206074,400457,37.554504,127.020403,957639.0890616253,1950681.2312780006,POINT (957639.0890616253 1950681.2312780006)
2025-04,2025,4,Q2,신길,환승역,426917,408909,835826,37.51763,126.914886,948293.657759528,1946643.0344515627,POINT (948293.657759528 1946643.0344515627)
2025-04,2025,4,Q2,신내,일반역,88569,82775,171344,37.612571,127.104326,965078.8453914558,1957088.9579421827,POINT (965078.8453914558 1957088.9579421827)
2025-04,2025,4,Q2,신논현,환승역,944441,948996,1893437,37.504444,127.024417,957965.5487247277,1945125.5636588999,POINT (957965.5487247277 1945125.5636588999)
2025-04,2025,4,Q2,신답,일반역,49922,55245,105167,37.569847,127.047048,960000.7537182604,1952371.7819691114,POINT (960000.7537182604 1952371.7819691114)
2025-04,2025,4,Q2,신당,환승역,711603,733622,1445225,37.565675,127.0194259,957559.122196659,1951921.0362633383,POINT (957559.122196659 1951921.0362633383)
2025-04,2025,4,Q2,신대방,일반역,777560,749892,1527452,37.487604,126.913479,948148.5593293507,1943312.5978278755,POINT (948148.5593293507 1943312.5978278755)
2025-04,2025,4,Q2,신대방삼거리,일반역,460390,441122,901512,37.499717,126.928218,949459.7366314724,1944648.4461056213,POINT (949459.7366314724 1944648.4461056213)
2025-04,2025,4,Q2,신도림,환승역,1702377,1659083,3361460,37.508815,126.891222,946196.1294212438,1945678.3276716815,POINT (946196.1294212438 1945678.3276716815)
2025-04,2025,4,Q2,신림,일반역,1755385,1727766,3483151,37.484216,126.929573,949569.0858648157,1942927.977471471,POINT (949569.0858648157 1942927.977471471)
2025-04,2025,4,Q2,신목동,일반역,139918,124312,264230,37.544167,126.883056,945500.1360024866,1949605.1494868211,POINT (945500.1360024866 1949605.1494868211)
2025-04,2025,4,Q2,신반포,일반역,141586,137721,279307,37.505933,127.004044,956165.738178124,1945300.053941645,POINT (956165.738178124 1945300.053941645)
2025-04,2025,4,Q2,신방화,일반역,212729,208653,421382,37.5675,126.816667,939654.1868133055,1952234.4006958771,POINT (939654.1868133055 1952234.4006958771)
2025-04,2025,4,Q2,신사,일반역,817563,854438,1672001,37.516438,127.020247,957603.7651922586,1946458.0950235503,POINT (957603.7651922586 1946458.0950235503)
2025-04,2025,4,Q2,신설동,환승역,636430,611372,1247802,37.576117,127.02471,958031.6388365318,1953077.1503338958,POINT (958031.6388365318 1953077.1503338958)
2025-04,2025,4,Q2,신용산,일반역,598173,645197,1243370,37.52919,126.96858,953045.8626425508,1947897.3938318784,POINT (953045.8626425508 1947897.3938318784)
2025-04,2025,4,Q2,신원역,일반역,9132,8337,17469,37.525921,127.372745,988755.8080918607,1947409.678341836,POINT (988755.8080918607 1947409.678341836)
2025-04,2025,4,Q2,신이문역,일반역,249350,232632,481982,37.601829,127.067347,961809.6681391147,1955911.58028641,POINT (961809.6681391147 1955911.58028641)
2025-04,2025,4,Q2,신정(은행정),일반역,406655,335686,742341,37.525001,126.856176,943111.0159341063,1947494.6962601985,POINT (943111.0159341063 1947494.6962601985)
2025-04,2025,4,Q2,신정네거리,일반역,312375,320975,633350,37.520218,126.852849,942813.3846403724,1946966.0641633002,POINT (942813.3846403724 1946966.0641633002)
2025-04,2025,4,Q2,신촌(지하),일반역,1229652,1247924,2477576,37.555153,126.93689,950263.0894985739,1950794.1468528486,POINT (950263.0894985739 1950794.1468528486)
2025-04,2025,4,Q2,신풍,일반역,359466,338795,698261,37.500107,126.909806,947832.5419012055,1944701.7608592443,POINT (947832.5419012055 1944701.7608592443)
2025-04,2025,4,Q2,신흥,일반역,161215,164439,325654,37.440952,127.14759,968825.8900360749,1938033.6984237798,POINT (968825.8900360749 1938033.6984237798)
2025-04,2025,4,Q2,쌍문,일반역,898201,839230,1737431,37.648274,127.034381,958925.3045599085,1961078.3831490665,POINT (958925.3045599085 1961078.3831490665)
2025-04,2025,4,Q2,아신역,일반역,18234,18490,36724,37.513954,127.443238,994983.7361964982,1946075.9304046268,POINT (994983.7361964982 1946075.9304046268)
2025-04,2025,4,Q2,아차산(어린이대공원후문),일반역,479860,466294,946154,37.552005,127.089609,963750.6010493174,1950375.0438253647,POINT (963750.6010493174 1950375.0438253647)
2025-04,2025,4,Q2,아현,일반역,336918,319550,656468,37.557407,126.956079,951959.425935813,1951034.2363532488,POINT (951959.425935813 1951034.2363532488)
2025-04,2025,4,Q2,안국,일반역,854658,890833,1745491,37.576562,126.98547,954566.9730346311,1953144.7728506722,POINT (954566.9730346311 1953144.7728506722)
2025-04,2025,4,Q2,안암(고대병원앞),일반역,436393,440313,876706,37.586261,127.02903,958418.7415484396,1954200.656895825,POINT (958418.7415484396 1954200.656895825)
2025-04,2025,4,Q2,안양역,일반역,784726,772596,1557322,37.401929,126.922647,948900.8287721516,1933802.5388407388,POINT (948900.8287721516 1933802.5388407388)
2025-04,2025,4,Q2,암사,일반역,500970,461805,962775,37.550127,127.127521,967098.5148780438,1950152.7466521515,POINT (967098.5148780438 1950152.7466521515)
2025-04,2025,4,Q2,암사역사공원,일반역,198251,174912,373163,37.557167,127.137556,967987.9321906588,1950930.3292896056,POINT (967987.9321906588 1950930.3292896056)
2025-04,2025,4,Q2,압구정,일반역,915384,977219,1892603,37.526169,127.028502,958338.6829345328,1947534.0033045376,POINT (958338.6829345328 1947534.0033045376)
2025-04,2025,4,Q2,압구정로데오역,일반역,562560,619108,1181668,37.527385,127.040555,959404.3447227894,1947663.6409880233,POINT (959404.3447227894 1947663.6409880233)
2025-04,2025,4,Q2,애오개,일반역,199549,194541,394090,37.553592,126.956733,952014.7431844656,1950610.6471817596,POINT (952014.7431844656 1950610.6471817596)
2025-04,2025,4,Q2,야당역,일반역,241263,246450,487713,37.712749,126.761535,934912.2080966992,1968386.2692765305,POINT (934912.2080966992 1968386.2692765305)
2025-04,2025,4,Q2,야탑역,일반역,764575,808996,1573571,37.41132,127.128661,967138.4801754515,1934752.6985596458,POINT (967138.4801754515 1934752.6985596458)
2025-04,2025,4,Q2,약수,환승역,508928,495058,1003986,37.554554,127.010858,956796.0404680107,1950691.1227865175,POINT (956796.0404680107 1950691.1227865175)
2025-04,2025,4,Q2,양수역,일반역,65129,64100,129229,37.545998,127.328948,984889.9746120438,1949643.22633259,POINT (984889.9746120438 1949643.22633259)
2025-04,2025,4,Q2,양원역,일반역,99338,97349,196687,36.963729,129.091321,1141661.800416557,1886216.7988369975,POINT (1141661.800416557 1886216.7988369975)
2025-04,2025,4,Q2,양재(서초구청),환승역,1133189,1194921,2328110,37.48458,127.03423,958821.9719042808,1942917.444072429,POINT (958821.9719042808 1942917.444072429)
2025-04,2025,4,Q2,양정역,일반역,18059,15369,33428,37.604269,127.194602,973043.3957767567,1956138.1411091604,POINT (973043.3957767567 1956138.1411091604)
2025-04,2025,4,Q2,양주역,일반역,238413,227173,465586,37.774281,127.044719,959905.2311249019,1975054.0699211517,POINT (959905.2311249019 1975054.0699211517)
2025-04,2025,4,Q2,양천구청,일반역,209318,218474,427792,37.5123294,126.865593,943933.640616602,1946083.1946603644,POINT (943933.640616602 1946083.1946603644)
2025-04,2025,4,Q2,양천향교,일반역,316880,322956,639836,37.568333,126.841389,941838.0842149963,1952311.229563417,POINT (941838.0842149963 1952311.229563417)
2025-04,2025,4,Q2,양평,일반역,351173,346035,697208,37.525614,126.886177,945762.4075913933,1947544.9831577549,POINT (945762.4075913933 1947544.9831577549)
2025-04,2025,4,Q2,어린이대공원(세종대),일반역,588230,605241,1193471,37.547962,127.07465,962427.2528903809,1949932.3691778176,POINT (962427.2528903809 1949932.3691778176)
2025-04,2025,4,Q2,언주,일반역,338989,343481,682470,37.507287,127.033868,958802.4435328647,1945436.7971045265,POINT (958802.4435328647 1945436.7971045265)
2025-04,2025,4,Q2,여의나루,일반역,540822,614632,1155454,37.527045,126.932807,949883.6428626828,1947677.8778646786,POINT (949883.6428626828 1947677.8778646786)
2025-04,2025,4,Q2,여의도,환승역,1766373,1799596,3565969,37.521678,126.924318,949129.9163308308,1947086.9954588814,POINT (949129.9163308308 1947086.9954588814)
2025-04,2025,4,Q2,역곡역,일반역,820472,814202,1634674,37.48514,126.811622,939141.7783331152,1943100.2038551767,POINT (939141.7783331152 1943100.2038551767)
2025-04,2025,4,Q2,역삼,일반역,1452666,1637204,3089870,37.500658,127.03643,959025.2560843565,1944700.2329723185,POINT (959025.2560843565 1944700.2329723185)
2025-04,2025,4,Q2,역촌,일반역,115176,137205,252381,37.60605,126.922764,949050.0910642303,1956448.5142169762,POINT (949050.0910642303 1956448.5142169762)
2025-04,2025,4,Q2,연신내,환승역,1117884,1061560,2179444,37.619295,126.920959,948899.8348851276,1957918.9779995151,POINT (948899.8348851276 1957918.9779995151)
2025-04,2025,4,Q2,연천역,일반역,36776,36008,72784,38.100485,127.07368,962621.2907285324,2011234.9229359666,POINT (962621.2907285324 2011234.9229359666)
2025-04,2025,4,Q2,염창,일반역,543962,520163,1064125,37.546944,126.874722,944765.9650181652,1949918.107916261,POINT (944765.9650181652 1949918.107916261)
2025-04,2025,4,Q2,영등포구청,환승역,824741,846128,1670869,37.525766,126.896627,946685.8900102131,1947555.8722485788,POINT (946685.8900102131 1947555.8722485788)
2025-04,2025,4,Q2,영등포시장,일반역,373290,374395,747685,37.52276,126.905143,947436.2628240443,1947217.5796786968,POINT (947436.2628240443 1947217.5796786968)
