분류,자치구,공연/행사명,날짜,장소,기관명,시작일,종료일,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM)
축제-문화/예술,종로구,2025 단오맞이 K-국가무형유산축제,2025-05-10~2025-05-10,남인사마당 및 인사동 일원,기타,2025.5.10 0:00,2025.5.10 0:00,126.9872306,37.57189615,954719.6101127564,1952626.269303256
축제-문화/예술,강서구,제9회 겸재문화예술제,2025-05-10~2025-05-10,어울림공원,강서구청,2025.5.10 0:00,2025.5.10 0:00,126.8366517,37.57218009,941422.7417421864,1952740.991132927
클래식,서초구,[2025 클래식다방 - 음악플러스아트홀] 클래식X재즈 : 봄의 스케치,2025-05-10~2025-05-10,서리풀악기거리 소공연장 음악플러스 아트홀,서초문화재단,2025.5.10 0:00,2025.5.10 0:00,127.0107176,37.48319029,956742.4616781858,1942773.808139801
클래식,구로구,[구로문화재단] 제1회 구립예술단 연합공연 [5월 愛 가족사랑 음악회],2025-05-10~2025-05-10,구로아트밸리 예술극장,구로문화재단,2025.5.10 0:00,2025.5.10 0:00,126.890315,37.49662515,946107.2063977588,1944326.4518821645
교육/체험,노원구,[서울시립 북서울미술관] 관객참여 퍼포먼스 [러브-레터],2025-05-10~2025-05-10,서울시립 북서울미술관 2층 유휴공간,서울시립미술관,2025.5.10 0:00,2025.5.10 0:00,127.0668656,37.64066045,961787.05599691,1960219.9602199816
독주/독창회,종로구,이한솔 피아노 독주회,2025-05-10~2025-05-10,세종체임버홀,세종문화회관,2025.5.10 0:00,2025.5.10 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
클래식,영등포구,제4회 벨디토 피아노 앙상블 정기연주회 ,2025-05-10~2025-05-10,영산아트홀,기타,2025.5.10 0:00,2025.5.10 0:00,126.9248927,37.52927196,949185.8513513416,1947929.1935170835
클래식,서초구,박은혜 피아노 독주회,2025-05-10~2025-05-10,예술의전당 인춘아트홀,기타,2025.5.10 0:00,2025.5.10 0:00,127.0142152,37.4802402,957049.9983933078,1942444.914082444
기타,종로구,[서울도서관] 광화문 책마당,2025-05-09~2025-06-29,광화문광장,서울도서관,2025.5.9 0:00,2025.6.29 0:00,126.9761683,37.57184786,953742.7106539224,1952626.300211319
교육/체험,노원구,[서울시립 북서울미술관] Buk SeMA 미술사 산책 [회화 반격],2025-05-09~2025-06-26,서울시립 북서울미술관 B1 다목적홀,서울시립미술관,2025.5.9 0:00,2025.6.26 0:00,127.0668656,37.64066045,961787.05599691,1960219.9602199816
교육/체험,종로구,[서울우리소리박물관] 2025 가족행복교육 프로그램 [아리랑을 담은 소리상자],2025-05-09~2025-05-31,서울우리소리박물관 B2층 교육실,서울우리소리박물관,2025.5.9 0:00,2025.5.31 0:00,126.989622,37.57715793,954933.956542594,1953208.8887282645
교육/체험,도봉구,[함석헌기념관] 미니가드닝 [싱그러운 초록생활],2025-05-09~2025-05-30,함석헌기념관 유리온실 및 정원,도봉문화재단,2025.5.9 0:00,2025.5.30 0:00,127.0347964,37.65296162,958964.5288277684,1961598.2759727172
기타,송파구,[한성백제박물관] 서울팝업야외도서관,2025-05-09~2025-05-30,"한성백제박물관 및 서울백제어린이박물관 내,외부",한성백제박물관,2025.5.9 0:00,2025.5.30 0:00,127.1208894,37.51543881,966497.222712819,1946306.6454456863
교육/체험,종로구,[서울역사박물관] 2025년 [한밤의 역사기행] 수강생 모집,2025-05-09~2025-05-30,서울역사박물관,서울역사박물관,2025.5.9 0:00,2025.5.30 0:00,126.9705237,37.57050753,953243.4191009022,1952480.39082138
무용,종로구,[세종문화회관] 요한 잉거 [워킹 매드 & 블리스],2025-05-09~2025-05-18,세종M씨어터,세종문화회관,2025.5.9 0:00,2025.5.18 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
연극,종로구,산재일기 - 제46회 서울연극제 공식선정작 ,2025-05-09~2025-05-18,아르코예술극장 소극장,기타,2025.5.9 0:00,2025.5.18 0:00,127.0029999,37.58118552,956117.5880189944,1953649.3975860216
교육/체험,성동구,[청계천박물관] 5월 유아가족교육 [궁금이의 그림책 박물관],2025-05-09~2025-05-16,청계천박물관 지하1층 교육실,청계천박물관,2025.5.9 0:00,2025.5.16 0:00,127.0350432,37.57126617,958941.4080045176,1952534.409517645
축제-기타,송파구,다시 돌아온! 가락몰 빵 페스티벌 [전국 빵지자랑],2025-05-09~2025-05-11,가락몰 3층 하늘공원,기타,2025.5.9 0:00,2025.5.11 0:00,127.1087136,37.49453769,965411.5765853204,1943992.2092492403
교육/체험,종로구,"[서울공예박물관] 가사 안 풍경 (5월 9일, 10일)",2025-05-09~2025-05-10,서울공예박물관 전시3동 1층 교육실,서울공예박물관,2025.5.9 0:00,2025.5.10 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
연극,강동구,[강동문화재단] 판소리 드라마 [눈 먼사람:심학규이야기],2025-05-09~2025-05-10,강동아트센터 소극장 드림,강동문화재단,2025.5.9 0:00,2025.5.10 0:00,127.1573425,37.55122046,969733.1318945776,1950264.040506302
무용,마포구,[마포문화재단] 2025 M 발레시리즈 [순수의 시대 - The age of Innocence],2025-05-09~2025-05-10,마포아트센터 아트홀맥,마포문화재단,2025.5.9 0:00,2025.5.10 0:00,126.9455338,37.54990609,951023.1291955884,1950207.4899084808
클래식,서초구,[서울시립교향악단] 2025 서울시향 우리동네 음악회 관현악 - 서초구,2025-05-09~2025-05-09,서초문화예술회관 아트홀,서울시립교향악단,2025.5.9 0:00,2025.5.9 0:00,127.0359572,37.48182784,958973.1670694024,1942611.3563909424
전시/미술,용산구,[숙명여자대학교 박물관] 섬유의 시간: 전통을 담고 미래를 잇다,2025-05-08~2025-12-30,숙명여자대학교 르네상스플라자 B1층,기타,2025.5.8 0:00,2025.12.30 0:00,126.9654584,37.54383249,952779.282741886,1949523.4618023257
전시/미술,종로구,[경복궁] 2025년 경회루 특별관람 ,2025-05-08~2025-10-31, 경복궁 경회루,기타,2025.5.8 0:00,2025.10.31 0:00,126.9768421,37.57590409,953804.7171195972,1953075.9880882343
교육/체험,마포구,[마포구립서강도서관] 동화동무씨동무 - 우리 함께 읽어보자!,2025-05-08~2025-07-10,마포구립서강도서관 3층 세미나실,마포구청,2025.5.8 0:00,2025.7.10 0:00,126.9320618,37.54773473,949831.6609301452,1949973.6924081007
교육/체험,종로구,[경복궁] 경복궁 교태전 특별개방,2025-05-08~2025-06-27,경복궁 교태전,기타,2025.5.8 0:00,2025.6.27 0:00,126.9768421,37.57590409,953804.7171195972,1953075.9880882343
축제-기타,용산구,시즌3 나눔옷장 오픈 [폭싹 털었수다],2025-05-08~2025-06-21,공간오즈(서울시 용산구 한강대로 21길 7),기타,2025.5.8 0:00,2025.6.21 0:00,126.9643294,37.52664322,952668.6846641208,1947616.9732969
교육/체험,종로구,2025 상반기 경복궁 야간관람,2025-05-08~2025-06-15,"광화문, 흥례문, 근정전, 경회루, 사정전, 강녕전, 교태전, 아미산 권역",기타,2025.5.8 0:00,2025.6.15 0:00,126.9768421,37.57590409,953804.7171195972,1953075.9880882343
교육/체험,중구,[서울시립미술관] 모두를 위한 예술 프로그램_몸으로 만나는 미술관,2025-05-08~2025-06-05,"서울시립미술관 서소문본관 1층 로비, 전시실, 야외조각공원",서울시립미술관,2025.5.8 0:00,2025.6.5 0:00,126.9736993,37.56410607,953519.8719542116,1951768.6046231077
교육/체험,동작구,[동작문화재단] 동작문화재단×중앙대학교 다문화콘텐츠연구소 [문화다양성 확산 사업],2025-05-08~2025-05-31,"까망돌도서관, 사육신역사관, 김영삼도서관",동작문화재단,2025.5.8 0:00,2025.5.31 0:00,126.960611,37.50512021,952326.4380413352,1945230.9973024856
교육/체험,중랑구,[중랑문화재단] 창의융합 유아동 예술프로그램 [말랑말랑 중랑] 5월,2025-05-08~2025-05-31,중랑아트센터 프로그램실,중랑문화재단,2025.5.8 0:00,2025.5.31 0:00,127.0916241,37.59833282,963950.9334213329,1955514.0988323304
축제-문화/예술,종로구,[종로문화재단] 어디나스테이지 개막축제,2025-05-08~2025-05-09,광화문광장,종로문화재단,2025.5.8 0:00,2025.5.9 0:00,126.9761683,37.57184786,953742.7106539224,1952626.300211319
뮤지컬/오페라,강남구,[강남문화재단] 제996회 목요예술무대 시리즈 파장 [조형균의 뮤지컬&토크],2025-05-08~2025-05-08,강남씨어터 (역삼1동 복합문화센터 3층),강남문화재단,2025.5.8 0:00,2025.5.8 0:00,127.0332838,37.49537321,958744.2559279798,1944115.293929676
클래식,강북구,[서울시립교향악단] 우리동네 음악회 관현악-강북구,2025-05-08~2025-05-08,강북문화예술회관 강북소나무홀,강북문화재단,2025.5.8 0:00,2025.5.8 0:00,127.0138781,37.64098979,957112.4373183844,1960279.4021708544
콘서트,서초구,[서울시립대학교] The Gift x 별별하모니 오케스트라,2025-05-08~2025-05-08,서울 어린이 병원 ,기타,2025.5.8 0:00,2025.5.8 0:00,127.0688514,37.45571728,961868.1548650176,1939700.7505045007
교육/체험,노원구,[서울시립 북서울미술관] 청소년 전시 감상 프로그램 [학교 옆 미술관],2025-05-07~2025-07-31,서울시립 북서울미술관 전시실(서울특별시 노원구 동일로 1238),서울시립미술관,2025.5.7 0:00,2025.7.31 0:00,127.0668656,37.64066045,961787.05599691,1960219.9602199816
교육/체험,중구,[중구문화재단] 2025 중구동네친구 - 취향존중(存中)_2차,2025-05-07~2025-06-28,"고래사진관, 라이팅룸, 미스릴 공방 등",중구문화재단,2025.5.7 0:00,2025.6.28 0:00,126.9915217,37.56308723,955093.2525327456,1951646.9040375536
전시/미술,은평구,[은평문화재단] 2025 우수 미디어아트 작가 초청전 [Twin Landscape],2025-05-07~2025-06-14,은평문화예술회관 전시실 (B1),은평문화재단,2025.5.7 0:00,2025.6.14 0:00,126.9279017,37.60369969,949501.9867598976,1956184.9809773865
교육/체험,관악구,[관악문화재단] 싱글벙글교육센터 5월 특강 수강생 모집,2025-05-07~2025-06-07,싱글벙글교육센터 세미나실,관악문화재단,2025.5.7 0:00,2025.6.7 0:00,126.9562881,37.47609625,951925.7599220094,1942013.168454009
교육/체험,종로구,[서울무형유산교육전시장] 2025년 야간 특별체험 [달빛공방],2025-05-07~2025-05-30,서울무형유산교육전시장(서울시 종로구 율곡로10길 13),서울무형문화재기능보존회,2025.5.7 0:00,2025.5.30 0:00,126.9911045,37.57693514,955064.7273308552,1953183.4611519491
교육/체험,강북구,"[서울문화예술교육센터 강북] 창작워크숍 'play, play' [기억의 조각 모음]",2025-05-07~2025-05-28,서울문화예술교육센터 강북 3층 소강의실,서울문화재단,2025.5.7 0:00,2025.5.28 0:00,127.0177222,37.61955517,957439.3587767116,1957899.564156786
전시/미술,마포구,Project Air Passage [Body In Flux],2025-05-07~2025-05-25,오온,기타,2025.5.7 0:00,2025.5.25 0:00,126.9161692,37.56173692,948437.4378908612,1951535.7672313056
전시/미술,영등포구,[술술센터] 예술X기술 전시 [인공의 자연],2025-05-07~2025-05-23,술술센터 지하1층 술술갤러리,영등포문화재단,2025.5.7 0:00,2025.5.23 0:00,126.8941454,37.51301035,946457.499403216,1946142.1109481624
전시/미술,광진구,"임진성 기획초대전 [현실과 이상 사이, 금빛 산수로의 여정]",2025-05-07~2025-05-18,세종뮤지엄갤러리 B2,기타,2025.5.7 0:00,2025.5.18 0:00,127.0745756,37.55079808,962422.1046861964,1950247.0460131797
교육/체험,송파구,[서울역사편찬원] 2025년 서울역사문화답사 5월 신청 안내,2025-05-07~2025-05-16,"캠프그레이 미군기지 터, 유일한역사관, 실미도 사건 터, 공군기념탑 등",서울역사편찬원,2025.5.7 0:00,2025.5.16 0:00,127.1155179,37.5203397,966024.7525386526,1946852.29428984
축제-문화/예술,종로구,2025 국제기로 미술대축제,2025-05-07~2025-05-12,인사동 한국미술관 2층 전시관,기타,2025.5.7 0:00,2025.5.12 0:00,126.9872306,37.5718961547884,954719.6101156557,1952626.2698345056
교육/체험,은평구,[구립증산정보도서관] 5월 추억 나눔 이벤트 [들려줘요! 도서관과 함께한 순간],2025-05-07~2025-05-11,가족열람실,은평구청,2025.5.7 0:00,2025.5.11 0:00,126.9076713,37.58280944,947701.6546022428,1953878.3655357205
클래식,종로구,최은지 바이올린 독주회,2025-05-07~2025-05-07,세종문화회관 세종체임버홀,세종문화회관,2025.5.7 0:00,2025.5.7 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
독주/독창회,서초구,김유경 바이올린 독주회,2025-05-07~2025-05-07,예술의전당 IBK기업은행챔버홀,기타,2025.5.7 0:00,2025.5.7 0:00,127.0142152,37.4802402,957049.9983933078,1942444.914082444
교육/체험,광진구,[서울상상나라] 봄빛으로 성장해 봄,2025-05-06~2025-05-31,지하1층 빛의 방,서울상상나라,2025.5.6 0:00,2025.5.31 0:00,127.077569,37.55055,962686.390393258,1950218.330585012
교육/체험,광진구,[서울상상나라] 초록 햇살 머핀,2025-05-06~2025-05-31,서울상상나라 지하 1층 요리놀이실,서울상상나라,2025.5.6 0:00,2025.5.31 0:00,127.077569,37.55055,962686.390393258,1950218.330585012
교육/체험,광진구,[서울상상나라] 작은정원케이크,2025-05-06~2025-05-31,서울상상나라 지하 1층 요리놀이실,서울상상나라,2025.5.6 0:00,2025.5.31 0:00,127.077569,37.55055,962686.390393258,1950218.330585012
교육/체험,구로구,"[서울아트책보고] 건축과 미술, 그 오랜 동행의 역사",2025-05-06~2025-05-27,서울아트책보고 워크숍룸,서울아트책보고,2025.5.6 0:00,2025.5.27 0:00,126.8670887,37.49821257,944055.292337661,1944516.1196441173
국악,중구,[서울남산국악당] 전통판소리 시리즈 1 [귀한 소리],2025-05-06~2025-05-27,서울남산국악당 야외마당,서울남산국악당,2025.5.6 0:00,2025.5.27 0:00,126.9940216,37.55834995,955311.2056256016,1951120.1353555543
콘서트,중구,2025 문화가 흐르는 서울광장 5월,2025-05-06~2025-05-25,서울광장,서울시청,2025.5.6 0:00,2025.5.25 0:00,126.9776978,37.56533387,953873.7581932576,1951902.8528827687
클래식,종로구,[세종문화회관] 5월 누구나 클래식 [배다해의 해설 클래식 - 오페라와 합창],2025-05-06~2025-05-06,세종문화회관 세종대극장,세종문화회관,2025.5.6 0:00,2025.5.6 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
클래식,서초구,클래시칸 앙상블의 시그니처 콘서트 ,2025-05-06~2025-05-06,예술의전당 IBK기업은행챔버홀,기타,2025.5.6 0:00,2025.5.6 0:00,127.0142152,37.4802402,957049.9983933078,1942444.914082444
축제-문화/예술,마포구,2025 마포문화재단 가정의달 축제 [해피 메이 와글와글],2025-05-05~2025-05-29,"마포아트센터 아트홀맥, 플레이맥, 갤러리맥",마포문화재단,2025.5.5 0:00,2025.5.29 0:00,126.9455338,37.54990609,951023.1291955884,1950207.4899084808
콘서트,종로구,[운현궁 브런치 버스킹 쉬라궁] 5월 일정 안내,2025-05-05~2025-05-28,운현궁,운현궁,2025.5.5 0:00,2025.5.28 0:00,126.9870834,37.57607865,954709.1445728176,1953090.3684927616
전시/미술,종로구,[운현궁] 2025 기획전시 [봄빛 정원],2025-05-05~2025-05-11,운현궁 기획전시실,운현궁,2025.5.5 0:00,2025.5.11 0:00,126.9870834,37.57607865,954709.1445728176,1953090.3684927616
전시/미술,마포구,[마포문화재단] [해피 메이 와글와글] 발레체험전 [시간의 춤],2025-05-05~2025-05-10,마포아트센터 갤러리맥,마포문화재단,2025.5.5 0:00,2025.5.10 0:00,126.9455338,37.54990609,951023.1291955884,1950207.4899084808
연극,마포구,[마포문화재단] 2025 마포문화재단 가정의달 축제 [해피 메이 와글와글] 만보와 별별머리,2025-05-05~2025-05-05,마포아트센터 플레이맥,마포문화재단,2025.5.5 0:00,2025.5.5 0:00,126.9455338,37.54990609,951023.1291955884,1950207.4899084808
축제-문화/예술,종로구,[청와대] 2025 어린이날 문화 행사  [청와대 어린이 세상],2025-05-05~2025-05-05,청와대 헬기장,기타,2025.5.5 0:00,2025.5.5 0:00,126.9749368,37.58647569,953643.0317074922,1954249.7967416053
축제-문화/예술,중구,[남산골한옥마을] 2025 남산골 어린이마을 [놀러가장],2025-05-05~2025-05-05,남산골한옥마을 전통가옥 일대,남산골한옥마을,2025.5.5 0:00,2025.5.5 0:00,126.9944401,37.55930493,955348.7383307692,1951225.886590629
클래식,강동구,[강동문화재단] 핑크퐁 클래식 나라 with 바이올리니스트 대니 구,2025-05-05~2025-05-05,강동아트센터 대극장 한강,강동문화재단,2025.5.5 0:00,2025.5.5 0:00,127.1573425,37.55122046,969733.1318945776,1950264.040506302
