기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권배후지_코드,상권배후지_코드_명,총_직장_인구_수,총_상주인구_수,총_유동인구_수,순수_유동인구_수,상권배후지_유형
20252,A,골목상권,3110063,효창공원앞역 5번,4919,11891,4535114,4518304,오피스/직장형
20252,A,골목상권,3110062,한강로동땡땡거리(은행나무길),17870,9287,1650230,1623073,오피스/직장형
20252,A,골목상권,3110061,효창동주민센터,1968,17391,6029988,6010629,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110060,효창공원앞역 6번,3511,16518,4417780,4397751,오피스/직장형
20252,A,골목상권,3110059,새남터성지,2118,6839,1137538,1128581,오피스/직장형
20252,A,골목상권,3110058,성심여자고등학교,6143,16050,3671464,3649271,오피스/직장형
20252,A,골목상권,3110057,황학코아루아파트,741,11704,4825688,4813243,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110056,신당역 3번,1564,25079,7887889,7861246,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110055,황학동벼룩시장,652,6339,3396877,3389886,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110054,청구역 3번,9290,10985,3368883,3348608,오피스/직장형
20252,A,골목상권,3110053,청구역 1번,1734,9613,5334744,5323397,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110052,장충초등학교,4904,9740,3634702,3620058,오피스/직장형
20252,A,골목상권,3110051,한양공고앞 교차로,4722,6498,5304909,5293689,오피스/직장형
20252,A,골목상권,3110050,약수역 7번,13834,13088,2370172,2343250,오피스/직장형
20252,A,골목상권,3110049,장충단 고개,9900,6660,2735792,2719232,오피스/직장형
20252,A,골목상권,3110048,장충동주민센터,8227,9355,5148071,5130489,오피스/직장형
20252,A,골목상권,3110047,다산성곽길,11169,8773,2614663,2594721,오피스/직장형
20252,A,골목상권,3110046,버티고개,5019,9393,2352880,2338468,오피스/직장형
20252,A,골목상권,3110045,동대문역사문화공원역 5번,11624,2689,3015796,3001483,오피스/직장형
20252,A,골목상권,3110044,관성묘,7841,3764,2328126,2316521,오피스/직장형
20252,A,골목상권,3110043,충무초등학교,11133,5378,3136394,3119883,오피스/직장형
20252,A,골목상권,3110042,남산골공원옆,4491,2410,891306,884405,오피스/직장형
20252,A,골목상권,3110041,남산케이블카,4811,3240,1094903,1086852,오피스/직장형
20252,A,골목상권,3110040,중구회현체육센터(정화예술대남산캠퍼스),4801,4364,821089,811924,오피스/직장형
20252,A,골목상권,3110039,회현역 1번,16833,3612,1117545,1097100,오피스/직장형
20252,A,골목상권,3110038,경향신문사,9219,849,628598,618530,오피스/직장형
20252,A,골목상권,3110037,신설동역 12번,2413,9365,4904325,4892547,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110036,동묘앞역 3번,1118,8029,3205767,3196620,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110035,동묘앞역 2번,1597,15057,7196814,7180160,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110034,창신1동주민센터,1480,3768,3186956,3181708,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110033,창신역 4번,293,12612,3744866,3731961,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110032,수족관거리,1975,1471,2429432,2425986,오피스/직장형
20252,A,골목상권,3110031,창신역 1번,177,10325,2130795,2120293,주거지/동네형
20252,A,골목상권,3110030,동대문역 3번,1150,6217,4124937,4117570,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110029,동대문역 1번,1732,18322,8627317,8607263,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110028,이화달팽이길,4242,11921,7657480,7641317,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110027,혜화역 1번,1352,6481,2470081,2462248,오피스/직장형
20252,A,골목상권,3110026,종로5가역 4번,5625,1850,1941401,1933926,오피스/직장형
20252,A,골목상권,3110025,충신시장옆,4290,4330,3648740,3640120,오피스/직장형
20252,A,골목상권,3110024,혜화동주민센터,4137,7570,3115572,3103865,오피스/직장형
20252,A,골목상권,3110023,서울대병원,535,1709,2607700,2605456,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110022,경신고등학교,4945,11600,4574376,4557831,오피스/직장형
20252,A,골목상권,3110021,성균관대학교,2491,7604,4727274,4717179,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110020,서울국제고등학교,1512,9887,4931162,4919763,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110019,창덕궁,5134,1588,2294311,2287589,오피스/직장형
20252,A,골목상권,3110018,중앙고등학교,12075,4204,1301148,1284869,오피스/직장형
20252,A,골목상권,3110017,정독도서관,3013,2951,1211119,1205155,오피스/직장형
20252,A,골목상권,3110016,평창동동측,6307,4549,209888,199032,오피스/직장형
20252,A,골목상권,3110015,청와대사랑채,3610,2776,1177614,1171228,오피스/직장형
20252,A,골목상권,3110014,경복고등학교,1009,3149,751701,747543,오피스/직장형
20252,A,골목상권,3110013,체부동홍종문가옥,3583,3342,2695482,2688557,오피스/직장형
20252,A,골목상권,3110012,성곡미술관,27464,8248,2664986,2629274,오피스/직장형
20252,A,골목상권,3110011,청운초등학교,483,1569,211890,209838,오피스/직장형
20252,A,골목상권,3110010,평창동서측,5976,7842,405925,392107,오피스/직장형
20252,A,골목상권,3110009,자하문터널,601,3111,248758,245046,오피스/직장형
20252,A,골목상권,3110008,배화여자대학교(박노수미술관),5342,10029,3785275,3769904,오피스/직장형
20252,A,골목상권,3110007,사직공원(한국사회과학도서관),1910,11042,4714632,4701680,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110006,부암동주민센터,460,1679,137974,135835,오피스/직장형
20252,A,골목상권,3110005,세검정,1371,5946,419778,412461,오피스/직장형
20252,A,골목상권,3110004,대신고등학교,50,8569,4169339,4160720,발달/번화가형 (순수 유동인구 중심)
20252,A,골목상권,3110003,세검정초등학교,3893,7811,825377,813673,오피스/직장형
20252,A,골목상권,3110002,독립문역 1번,460,6477,1472328,1465391,주거지/동네형
20252,A,골목상권,3110001,이북5도청사,3952,3360,342370,335058,오피스/직장형
20251,A,골목상권,3111090,강일동주민센터,143,4677,598831,594011,주거지/동네형
20251,A,골목상권,3111089,상일여고(상일초등학교),1291,14226,1475674,1460157,주거지/동네형
20251,A,골목상권,3111088,고덕동성당,828,10602,1025027,1013597,주거지/동네형
20251,A,골목상권,3111087,고덕중학교(고덕2동주민센터),348,6577,712997,706072,주거지/동네형
20251,A,골목상권,3111086,한영중고,523,8239,727315,718553,주거지/동네형
20251,A,골목상권,3111085,묘곡초등학교(고덕아이파크아파트),845,14338,1581794,1566611,주거지/동네형
20251,A,골목상권,3111084,길동신동아아파트,731,8631,3701555,3692193,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111083,GS강동자이아파트,2061,19729,6252264,6230474,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111082,중앙보훈병원,327,7312,1509564,1501925,주거지/동네형
20251,A,골목상권,3111081,둔촌푸르지오아파트,1370,9804,2354168,2342994,오피스/직장형
20251,A,골목상권,3111080,굽은다리역 3번,3164,16771,3738386,3718451,주거지/동네형
20251,A,골목상권,3111079,둔촌고등학교(둔촌중학교),994,15869,3602915,3586052,주거지/동네형
20251,A,골목상권,3111078,굽은다리역 4번,4815,27359,11313054,11280880,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111077,길동주민센터(강동도서관),7801,32910,14461068,14420357,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111076,둔촌2동주민센터,2912,13375,4050966,4034679,오피스/직장형
20251,A,골목상권,3111075,굽은다리역 2번,2944,17826,6230726,6209956,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111074,명일역 1번,1798,17399,4569836,4550639,주거지/동네형
20251,A,골목상권,3111073,둔촌동역 1번(한산중학교),4066,19211,6933412,6910135,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111072,굽은다리역 1번(십자성마을),2590,26700,10995986,10966696,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111071,천동초등학교,1774,12431,6884359,6870154,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111070,천호초등학교,1028,18152,8570759,8551579,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111069,천호1동주민센터,1141,25103,10766470,10740226,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111068,강동성심병원,3390,11262,4399522,4384870,오피스/직장형
20251,A,골목상권,3111067,강동구립성내도서관,5619,26529,8868371,8836223,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111066,암사동성당(효정하나플러스아파트),1249,22753,10032309,10008307,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111065,천일초등학교,432,17099,5322616,5305085,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111064,둔촌동역 4번,2442,16233,3840271,3821596,주거지/동네형
20251,A,골목상권,3111063,강동구립 천호도서관,590,23826,7025694,7001278,주거지/동네형
20251,A,골목상권,3111062,둔촌동역 3번(성내3동주민센터),3082,10079,3059755,3046594,오피스/직장형
20251,A,골목상권,3111061,암사역 1번,3864,30560,9168836,9134412,주거지/동네형
20251,A,골목상권,3111060,암사역 2번(서울강동초등학교),3190,31185,11798609,11764234,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111059,강동역 4번(강풀만화거리),4371,38432,11858611,11815808,주거지/동네형
20251,A,골목상권,3111058,성내중학교,2315,14371,3779471,3762785,주거지/동네형
20251,A,골목상권,3111057,천호공원(해공체육문화센터),665,14691,3852193,3836837,주거지/동네형
20251,A,골목상권,3111056,천호태영아파트,1427,10915,3753678,3741336,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111055,선사초등학교,921,5902,2191869,2185046,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111054,암사역 4번(삼성광나루아파트),1824,11646,2615228,2601758,오피스/직장형
20251,A,골목상권,3111053,성내천어린이공원(하니사랑길),9910,14170,3955126,3931046,오피스/직장형
20251,A,골목상권,3111052,암사역 3번(천호동자전거거리),1940,21141,4743173,4720092,주거지/동네형
20251,A,골목상권,3111051,천호역 6번,3113,22444,8854468,8828911,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111050,강동구청(강동구청역 2번),4405,8831,3040276,3027040,오피스/직장형
20251,A,골목상권,3111049,천호지구대(천호동자전거거리),1221,14884,4847080,4830975,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111048,천호역 1번(천호문구완구거리),1245,9448,4294178,4283485,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111047,마천1치안센터,407,15753,2436118,2419958,주거지/동네형
20251,A,골목상권,3111046,마천역(마천초등학교),1871,29437,6197979,6166671,주거지/동네형
20251,A,골목상권,3111045,개미어린이공원,883,10476,2296935,2285576,주거지/동네형
20251,A,골목상권,3111044,남천초등학교,1731,18537,4774153,4753885,주거지/동네형
20251,A,골목상권,3111043,마천공원,1206,9964,2822181,2811011,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111042,거여역 1번(거여공원),4875,23334,6234882,6206673,주거지/동네형
20251,A,골목상권,3111041,거여역 8번,1109,6053,935308,928146,오피스/직장형
20251,A,골목상권,3111040,거여초등학교,1859,10247,3614483,3602377,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111039,벌말어린이공원,4332,11694,4195863,4179837,오피스/직장형
20251,A,골목상권,3111038,보인중학교,3596,11718,3340575,3325261,오피스/직장형
20251,A,골목상권,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),2536,8054,2333775,2323185,오피스/직장형
20251,A,골목상권,3111036,투구봉어린이공원,1761,9582,2161874,2150531,오피스/직장형
20251,A,골목상권,3111035,오금공원(오주중학교),4806,9917,2864217,2849494,오피스/직장형
20251,A,골목상권,3111034,오동나무공원(송파레미니스1단지),4899,12198,2877057,2859960,오피스/직장형
20251,A,골목상권,3111033,문정동성당,1355,5404,1296830,1290071,오피스/직장형
20251,A,골목상권,3111032,방이역 1번,12832,14713,4018718,3991173,오피스/직장형
20251,A,골목상권,3111031,장지동주민센터(한림연예예술고교),4056,13433,3186458,3168969,오피스/직장형
20251,A,골목상권,3111030,방이역 2번,11083,8407,2764680,2745190,오피스/직장형
20251,A,골목상권,3111029,오금역 4번,5881,10408,1769233,1752944,오피스/직장형
20251,A,골목상권,3111028,문현중학교(장지역 1번),3987,14424,2885351,2866940,오피스/직장형
20251,A,골목상권,3111027,문정초등학교,21637,17026,4479791,4441128,오피스/직장형
20251,A,골목상권,3111026,문정역 2번,42049,19915,4357056,4295092,오피스/직장형
20251,A,골목상권,3111025,경찰병원역 3번,9655,16274,3618051,3592122,오피스/직장형
20251,A,골목상권,3111024,경찰병원역 4번(건너말공원),15990,7409,3472186,3448787,오피스/직장형
20251,A,골목상권,3111023,문정역 1번,26775,10168,2977954,2941011,오피스/직장형
20251,A,골목상권,3111022,석촌중학교(방이육교),10088,17940,3980966,3952938,오피스/직장형
20251,A,골목상권,3111021,방이역 4번,8300,24241,5622451,5589910,주거지/동네형
20251,A,골목상권,3111020,방이동고분군(방산고등학교),549,8937,1307290,1297804,주거지/동네형
20251,A,골목상권,3111019,한성백제역 3번,14930,19741,3450582,3415911,오피스/직장형
20251,A,골목상권,3111018,풍납초등학교(풍납백제문화공원),156,8630,2356982,2348196,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3111017,송파나루역 3번,4249,10794,1901178,1886135,오피스/직장형
20251,A,골목상권,3111016,송파역 2번,4868,13624,2418681,2400189,오피스/직장형
20251,A,골목상권,3111015,석촌역 3번,9817,25728,5833957,5798412,주거지/동네형
20251,A,골목상권,3111014,송파나루역 2번,15881,11164,3944714,3917669,오피스/직장형
20251,A,골목상권,3111013,송파나루역 1번(송리단길),19249,14992,5744762,5710521,오피스/직장형
20251,A,골목상권,3111012,석촌역 6번,4306,16908,4042000,4020786,오피스/직장형
20251,A,골목상권,3111011,잠실나루역,4438,9443,1057243,1043362,오피스/직장형
20251,A,골목상권,3111010,석촌역 7번,9972,19603,5747793,5718218,오피스/직장형
20251,A,골목상권,3111009,송파책박물관,985,10726,1315647,1303936,주거지/동네형
20251,A,골목상권,3111008,석촌고분역 3번,3598,18311,3306974,3285065,주거지/동네형
20251,A,골목상권,3111007,석촌고분역 4번,3148,16991,2923043,2902904,주거지/동네형
20251,A,골목상권,3111006,석촌고분역 1번,4888,24185,6002561,5973488,주거지/동네형
20251,A,골목상권,3111005,삼전역 3번,3073,19692,4215671,4192906,주거지/동네형
20251,A,골목상권,3111004,삼전역 1번,8820,32337,8325335,8284178,주거지/동네형
20251,A,골목상권,3111003,삼전역 4번,4767,23249,4321820,4293804,주거지/동네형
20251,A,골목상권,3111002,한국교통안전공단 강남자동차검사소,102,1,7431,7328,오피스/직장형
20251,A,골목상권,3111001,아래방죽마을공원(율현초등학교),92,7460,418610,411058,주거지/동네형
20251,A,골목상권,3111000,대왕초등학교(세곡동사거리서남측),19,1998,173634,171617,주거지/동네형
20251,A,골목상권,3110999,윗방죽마을공원,213,10786,921735,910736,주거지/동네형
20251,A,골목상권,3110998,은곡마을(은곡마을공원),101,7748,1223919,1216070,주거지/동네형
20251,A,골목상권,3110997,대청초등학교,1822,14643,3004135,2987670,주거지/동네형
20251,A,골목상권,3110996,대치2동주민센터,16606,13151,4339861,4310104,오피스/직장형
20251,A,골목상권,3110995,봉은사역 4번,22329,7997,1918918,1888592,오피스/직장형
20251,A,골목상권,3110994,개포고등학교,3211,4555,1289956,1282190,오피스/직장형
20251,A,골목상권,3110993,개포지하차도 북측,3433,1573,272916,267910,오피스/직장형
20251,A,골목상권,3110992,도곡초등학교,23841,17552,7752936,7711543,오피스/직장형
20251,A,골목상권,3110991,삼성중앙역 5번,67063,1939,1271357,1202355,오피스/직장형
20251,A,골목상권,3110990,청담역 12번,10422,2346,520140,507372,오피스/직장형
20251,A,골목상권,3110989,대치동아우편취급국,20071,10474,5867804,5837259,오피스/직장형
20251,A,골목상권,3110988,청담역 3번,10080,4943,946813,931790,오피스/직장형
20251,A,골목상권,3110987,영동대교남단,6886,4613,1197424,1185925,오피스/직장형
20251,A,골목상권,3110986,삼성중앙역 7번,15131,5950,2485237,2464156,오피스/직장형
20251,A,골목상권,3110985,청담근린공원,14518,4107,1287909,1269284,오피스/직장형
20251,A,골목상권,3110984,포이초등학교(개포목련어린이공원),3797,7829,2055255,2043629,오피스/직장형
20251,A,골목상권,3110983,국립국악고등학교,4357,13430,1786483,1768696,오피스/직장형
20251,A,골목상권,3110982,강남구보훈회관,4232,12630,2283333,2266471,오피스/직장형
20251,A,골목상권,3110981,국악고교사거리,6747,9522,2740298,2724029,오피스/직장형
20251,A,골목상권,3110980,개포지구대옆,17662,7961,1548273,1522650,오피스/직장형
20251,A,골목상권,3110979,청담초등학교,8722,3764,1257033,1244547,오피스/직장형
20251,A,골목상권,3110978,도곡2동주민센터(대치중학교),42630,3617,540258,494011,오피스/직장형
20251,A,골목상권,3110977,논현로18길,11872,6030,1387732,1369830,오피스/직장형
20251,A,골목상권,3110976,언북초등학교,12486,8291,3197959,3177182,오피스/직장형
20251,A,골목상권,3110975,매봉역 1번,35686,4765,1211525,1171074,오피스/직장형
20251,A,골목상권,3110974,언주중학교,12757,9264,2594404,2572383,오피스/직장형
20251,A,골목상권,3110973,강남구청역 4번,13838,10747,5097338,5072753,오피스/직장형
20251,A,골목상권,3110972,강남세브란스병원미래의학연구센터,15775,9208,2747235,2722252,오피스/직장형
20251,A,골목상권,3110971,선정릉역 4번,33623,10113,4209755,4166019,오피스/직장형
20251,A,골목상권,3110970,학동초등학교,12739,6791,2238828,2219298,오피스/직장형
20251,A,골목상권,3110969,베르사이유1아파트,39784,5680,3391298,3345834,오피스/직장형
20251,A,골목상권,3110968,강남구청역 2번,17981,4785,2970504,2947738,오피스/직장형
20251,A,골목상권,3110967,역삼역 8번,31760,5988,3289058,3251310,오피스/직장형
20251,A,골목상권,3110966,논현2동주민센터,24612,7133,4554621,4522876,오피스/직장형
20251,A,골목상권,3110965,언주역 6번,18626,5920,2892325,2867779,오피스/직장형
20251,A,골목상권,3110964,싸리고개근린공원,11763,8067,2062052,2042222,오피스/직장형
20251,A,골목상권,3110963,역삼월드메르디앙아파트,25481,8879,3006957,2972597,오피스/직장형
20251,A,골목상권,3110962,도산공원북측,13334,1438,1560930,1546158,오피스/직장형
20251,A,골목상권,3110961,언주역 3번,20081,7030,4803913,4776802,오피스/직장형
20251,A,골목상권,3110960,은광여고,22463,5558,1792385,1764364,오피스/직장형
20251,A,골목상권,3110959,신구중학교,11923,2905,2047531,2032703,오피스/직장형
20251,A,골목상권,3110958,역삼역 4번,26931,4238,3939639,3908470,오피스/직장형
20251,A,골목상권,3110957,언북중학교,23328,2873,2600779,2574578,오피스/직장형
20251,A,골목상권,3110956,언주역 8번,11918,4493,3269248,3252837,오피스/직장형
20251,A,골목상권,3110955,논현초등학교,20514,15803,6374586,6338269,오피스/직장형
20251,A,골목상권,3110954,국기원,12927,1752,3994908,3980229,오피스/직장형
20251,A,골목상권,3110953,학동근린공원,19089,4338,2443858,2420431,오피스/직장형
20251,A,골목상권,3110952,논현목련공원,8227,6110,2094109,2079772,오피스/직장형
20251,A,골목상권,3110951,신사은행나무공원,12664,3272,2424538,2408602,오피스/직장형
20251,A,골목상권,3110950,논현역 7번,15027,4624,2070236,2050585,오피스/직장형
20251,A,골목상권,3110949,한남IC,9409,6167,2446696,2431120,오피스/직장형
20251,A,골목상권,3110948,헌인가구단지,104,107,90,0,오피스/직장형
20251,A,골목상권,3110947,청계산입구역 2번(내곡동주민센터),782,3982,692009,687245,오피스/직장형
20251,A,골목상권,3110946,청계산원터골,603,715,13086,11768,오피스/직장형
20251,A,골목상권,3110945,본마을노인복지센터(서초구립내곡도서관),250,1489,369584,367845,오피스/직장형
20251,A,골목상권,3110944,서울나래학교(염곡어린이공원),538,708,52352,51106,오피스/직장형
20251,A,골목상권,3110943,법제교육센터(버들어린이공원),6441,8372,2723141,2708328,오피스/직장형
20251,A,골목상권,3110942,염곡동 구룡사(포이동성당),11309,14903,3899922,3873710,오피스/직장형
20251,A,골목상권,3110941,언남고등학교,6059,3567,1081852,1072226,오피스/직장형
20251,A,골목상권,3110940,양재근린공원(양재2동주민센터),9788,4131,1436492,1422573,오피스/직장형
20251,A,골목상권,3110939,양재역 8번(양재동우체국),58015,11880,6961853,6891958,오피스/직장형
20251,A,골목상권,3110938,바우뫼공원,5096,1917,887614,880601,오피스/직장형
20251,A,골목상권,3110937,방아다리근린공원(횃불트리니티신학대학원대학교),6970,1814,729496,720712,오피스/직장형
20251,A,골목상권,3110936,더케이호텔(양재리본타워2단지아파트),5134,2146,359233,351953,오피스/직장형
20251,A,골목상권,3110935,한전아트센터,10174,9765,2292028,2272089,오피스/직장형
20251,A,골목상권,3110934,우면주공아파트,681,7479,1953662,1945502,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110933,한국상담대학원대학교,6097,5541,2088385,2076747,오피스/직장형
20251,A,골목상권,3110932,서울시인재개발원,5713,5343,1754670,1743614,오피스/직장형
20251,A,골목상권,3110931,삼성전자서울R&D(서울우면초등학교),165,1202,189246,187879,오피스/직장형
20251,A,골목상권,3110930,서초동성당,12480,10717,3354269,3331072,오피스/직장형
20251,A,골목상권,3110929,남부터미널역 1번,31245,16074,4179086,4131767,오피스/직장형
20251,A,골목상권,3110928,서초우방유쉘아파트,11526,4377,2788642,2772739,오피스/직장형
20251,A,골목상권,3110927,잠원역,152,10163,1186802,1176487,주거지/동네형
20251,A,골목상권,3110926,신중초등학교,9463,10165,3197012,3177384,오피스/직장형
20251,A,골목상권,3110925,서초중학교,6208,8630,2554790,2539952,오피스/직장형
20251,A,골목상권,3110924,반포4동주민센터(몽마르뜨공원),11347,8622,2267992,2248023,오피스/직장형
20251,A,골목상권,3110923,방배역 1번,7260,2804,1205993,1195929,오피스/직장형
20251,A,골목상권,3110922,내방역 1번,10988,9221,2625883,2605674,오피스/직장형
20251,A,골목상권,3110921,서울프랑스학교,12865,5515,1667313,1648933,오피스/직장형
20251,A,골목상권,3110920,방배역 2번(백석예술대학교),7822,4787,1357750,1345141,오피스/직장형
20251,A,골목상권,3110919,내방역 8번,9427,11440,3021907,3001040,오피스/직장형
20251,A,골목상권,3110918,방배역 3번,7414,10562,2732839,2714863,오피스/직장형
20251,A,골목상권,3110917,서초소방서,5144,5801,682442,671497,오피스/직장형
20251,A,골목상권,3110916,내방역 4번,16570,12727,3495207,3465910,오피스/직장형
20251,A,골목상권,3110915,서래초등학교,4839,11828,2147104,2130437,오피스/직장형
20251,A,골목상권,3110914,내방역 6번,7298,5160,1874955,1862497,오피스/직장형
20251,A,골목상권,3110913,방현초등학교(방배119안전센터),9640,7253,1898479,1881586,오피스/직장형
20251,A,골목상권,3110912,방배동사이길,2818,8417,1803499,1792264,오피스/직장형
20251,A,골목상권,3110911,방배배수지체육공원,9269,3993,843858,830596,오피스/직장형
20251,A,골목상권,3110910,내방역 5번,12314,9193,2535196,2513689,오피스/직장형
20251,A,골목상권,3110909,남태령역(서울전자고등학교),450,1705,169136,166981,오피스/직장형
20251,A,골목상권,3110908,구반포역,5670,117,210693,204906,오피스/직장형
20251,A,골목상권,3110907,방배초등학교,15092,13007,3855886,3827787,오피스/직장형
20251,A,골목상권,3110906,서문여고,4439,8909,2614022,2600674,오피스/직장형
20251,A,골목상권,3110905,방배노인종합복지관(이수중학교),3730,10334,2131477,2117413,오피스/직장형
20251,A,골목상권,3110904,이수역 5번,7310,9850,2328693,2311533,오피스/직장형
20251,A,골목상권,3110903,방배아이파크아파트,10170,12262,3861123,3838691,오피스/직장형
20251,A,골목상권,3110902,사당역 4번,4668,25547,6594307,6564092,주거지/동네형
20251,A,골목상권,3110901,인헌고등학교(인헌중학교),949,18358,3746573,3727266,주거지/동네형
20251,A,골목상권,3110900,낙성대역 1번(관악구민 종합체육센터),1625,19786,5026133,5004722,주거지/동네형
20251,A,골목상권,3110899,낙성대역 5번(관악중학교),1072,13881,3797398,3782445,주거지/동네형
20251,A,골목상권,3110898,청림동주민센터(상도중학교),404,19901,4569081,4548776,주거지/동네형
20251,A,골목상권,3110897,서울대입구역 8번,4458,21000,8022511,7997053,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110896,관악우성아파트,1116,10786,3212848,3200946,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110895,샤로수길,8853,23261,8216759,8184645,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110894,관악동부센트레빌아파트(은천로35라길),114,17639,2722039,2704286,주거지/동네형
20251,A,골목상권,3110893,관악소방서(문영여고),1296,4130,981798,976372,오피스/직장형
20251,A,골목상권,3110892,관악구 중앙길,6012,35039,11212687,11171636,주거지/동네형
20251,A,골목상권,3110891,구암초등학교,1373,17045,3375351,3356933,주거지/동네형
20251,A,골목상권,3110890,봉천역 1번(관악초등학교),2153,17604,5472088,5452331,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110889,봉천역 6번,424,14007,3767015,3752584,주거지/동네형
20251,A,골목상권,3110888,청룡동주민센터,1163,23067,6718067,6693837,주거지/동네형
20251,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),425,11821,2336929,2324683,주거지/동네형
20251,A,골목상권,3110886,관악해태어린이공원,793,14346,4354291,4339152,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110885,영락고등학교,894,23907,5594706,5569905,주거지/동네형
20251,A,골목상권,3110884,봉천역 4번(봉천110안전센터),1550,13793,4762444,4747101,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110883,은천초등학교(은천교앞),1439,22747,5902374,5878188,주거지/동네형
20251,A,골목상권,3110882,신성초등학교,1982,19988,6588947,6566977,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110881,구립대학경로당(관악산샘말공원),1195,26634,10685426,10657597,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110880,신림역 1번,1797,12609,3557874,3543468,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110879,신림현대아파트,1453,15236,4678772,4662083,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110878,미림여고,182,7129,1775302,1767991,주거지/동네형
20251,A,골목상권,3110877,신림역 8번,2222,22926,7921594,7896446,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110876,서원동주민센터(신관중학교),539,15818,3460880,3444523,주거지/동네형
20251,A,골목상권,3110875,보라매동주민센터(당곡고등학교),576,15150,2853279,2837553,주거지/동네형
20251,A,골목상권,3110874,원신초등학교(구세군관악영문교회),685,12527,6231203,6217991,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110873,당곡중학교,3742,19980,3696326,3672604,주거지/동네형
20251,A,골목상권,3110872,신림초등학교,100,12668,4057977,4045209,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110871,신원동주민센터,921,12353,4843589,4830315,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110870,신림주공2단지(광신고등학교),64,6778,832882,826040,주거지/동네형
20251,A,골목상권,3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",4284,25951,11247972,11217737,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110868,남부초등학교,1902,18344,6023694,6003448,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110867,국제신학대학원대학교(남서울중학교),1919,17340,5424977,5405718,발달/번화가형 (순수 유동인구 중심)
20251,A,골목상권,3110866,난우중학교,735,14952,3287896,3272209,주거지/동네형
