,순번,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
971,72135,202502,경부선,수원,1567,60,17593,3867,32755,27132,67745,44773,58178,58348,40823,56728,41062,61582,45479,63136,48689,75032,50829,70415,52516,69815,64801,68785,80891,76509,79128,86936,90700,116696,71525,85562,77895,48562,59045,38021,52906,29326,20779,19335,629,6298,0,0,0,0,0,1,20250303
972,72136,202502,경부선,독산,449,6,7042,2099,16886,12298,43896,41630,41263,90631,20985,37856,15695,13433,15503,10918,17067,11878,16505,13056,15518,11515,17182,15373,27632,17413,54344,25448,64385,41999,27142,35000,16042,19223,10988,18702,6990,17696,2357,9492,108,618,0,0,0,0,0,0,20250303
973,72137,202502,경부선,세류,418,5,3670,759,8722,2964,15816,3542,9695,3808,5187,2629,4532,2469,4120,2860,4182,2709,3659,2967,3433,3328,3807,3940,5189,5106,6377,6652,4783,11548,2910,9156,2234,7209,1846,6396,1111,4351,406,2612,18,812,0,0,0,0,0,0,20250303
974,72138,202502,경부선,병점,2998,28,7214,2665,26659,10932,44073,18557,34499,23928,24290,13459,22737,11065,22219,12422,23450,12715,20504,14399,19122,17394,20721,20541,22704,23955,29524,35098,28148,44244,14784,40677,12884,29014,9798,21223,6945,21305,2419,14717,41,5854,0,0,0,0,0,0,20250303
975,72139,202502,경부선,세마,194,0,2038,1143,6164,2938,8744,4299,7908,9237,5977,2231,4433,1907,4121,2457,4491,2228,4863,2880,4211,2967,4467,2913,5665,5581,7052,6977,7872,8335,2962,8066,2039,5336,1608,4780,1119,4360,471,2347,50,252,0,0,0,0,0,0,20250303
976,72140,202502,경부선,오산대,231,1,3012,826,6529,2129,11328,3903,8869,6036,5914,2609,5019,2631,4526,2825,4519,2943,4930,3709,4232,3895,4332,3685,4757,5685,6391,7879,7899,11432,3482,9645,2916,5525,2808,4992,1770,3859,1011,2726,150,225,0,0,0,0,0,0,20250303
977,72141,202502,경부선,오산,261,2,6099,1707,14147,7907,21376,23282,21946,17513,16467,11095,16618,10083,16235,9855,16881,12174,15277,13382,15050,13158,15525,15798,18484,19137,21686,23172,23680,26810,13359,23337,10208,16883,7305,13569,3989,9132,1984,7022,138,630,0,0,0,0,0,0,20250303
978,72142,202502,경부선,진위,48,0,764,322,1418,2541,2291,7498,2088,6483,1636,2435,1610,1860,1587,910,1519,990,1499,1055,1637,1082,2922,1424,2900,1588,6822,1946,7241,2177,2648,1915,1295,1396,876,1201,403,937,198,756,16,46,0,0,0,0,0,0,20250303
979,72143,202502,경부선,송탄,46,2,4589,613,6920,2854,10883,4879,9835,6581,8295,3668,7058,3298,7209,4082,7310,4533,6969,5171,6100,5677,6381,6489,7008,7630,7656,10489,8425,11441,4883,10747,3287,9089,2479,7373,1551,6070,827,5152,55,495,0,0,0,0,0,0,20250303
980,72144,202502,경부선,서정리,55,2,4185,3467,11005,6572,14810,13279,13669,14786,12382,7262,11957,6391,11813,6613,12469,8541,10858,9867,11122,9349,12008,11308,15473,15035,26801,18073,17460,17372,10142,16294,7799,14051,6260,9551,3702,9318,2243,7329,116,705,0,0,0,0,0,0,20250303
981,72145,202502,경부선,평택지제,2,0,2390,5214,4724,8079,9298,11032,7662,6485,5761,4819,5710,3302,5437,3923,6448,4027,4595,3646,4669,4305,6751,5221,7327,6003,13771,7456,9054,9445,6978,8093,4983,5812,4130,5450,4274,4786,2293,3017,60,305,0,0,0,0,0,0,20250303
982,72146,202502,경부선,평택,48,1,6330,2664,11668,7604,21070,12917,20705,19437,20457,17272,20952,15423,20072,19236,19693,20156,20926,19740,20883,21851,21467,22384,23714,25418,26995,28158,24795,32878,17527,21985,17799,18395,12609,14449,10900,10607,5831,6172,118,1890,0,0,0,0,0,0,20250303
983,72147,202502,경부선,성환,26,0,1756,624,3046,2103,4931,9131,5870,8621,6058,4858,6003,4459,5281,4104,5726,5289,7240,5064,6868,4667,6600,5494,9248,5542,11419,6652,8808,6849,3663,5158,3016,4721,1562,4026,963,4275,552,3845,52,973,0,0,0,0,0,0,20250303
984,72148,202502,경부선,직산,50,0,741,288,1695,1166,1871,2971,1903,3301,1711,943,1500,849,1395,780,1281,995,1304,1094,1144,1148,1402,1181,1423,1528,3520,1979,3354,2164,1040,2069,864,1185,586,1121,282,1039,161,836,17,132,0,0,0,0,0,0,20250303
985,72149,202502,경부선,두정,701,2,4633,1170,9119,3640,14394,6629,12335,10179,11651,10670,10481,8200,9974,8852,10371,9913,9960,10027,10071,9724,11444,8569,11830,12662,13996,13688,14931,19930,8277,14016,6644,11364,5596,8599,3837,9218,2281,6745,32,1919,0,0,0,0,0,0,20250303
986,72150,202502,경부선,천안,1237,4,2427,597,5270,2719,8593,4959,8460,9970,12794,10577,10358,9512,12027,11550,11085,13115,11281,11915,13642,11877,12462,11840,12844,11957,13109,16636,11887,14957,8351,10296,6818,7596,5112,5889,2975,4663,1909,2609,25,1864,0,0,0,0,0,0,20250303
987,72151,202502,경부선,당정,14,0,3913,697,10204,2890,22230,8795,18991,14101,11008,5365,7575,3925,7663,4268,8846,4593,7761,4986,6719,5240,7173,6329,7256,8174,9885,11494,12679,18931,5016,15533,3784,10070,3147,8535,2347,8536,952,5144,68,991,0,0,0,0,0,0,20250303
988,72152,202502,경부선,서동탄,0,0,1267,6,5625,637,9829,1185,3456,1160,2405,698,1868,626,1890,810,1573,1003,1503,934,1427,1185,1613,1826,1320,2043,1523,2636,1783,4876,773,5444,677,2526,394,1694,334,2109,85,1382,12,1019,0,0,0,0,0,0,20250303
989,72153,202502,경부선,광명,1,0,15,1303,3192,2768,10273,6195,9272,7547,5725,6036,3959,3646,7461,2587,5404,7404,4908,330,3350,7786,6274,3618,7432,4895,9260,6770,10058,11486,7579,6487,2730,4183,6903,2774,2384,3991,993,93,0,0,0,0,0,0,0,0,20250303
990,72154,202502,경원선,이촌(국립중앙박물관),56,7,1099,510,3050,2306,7909,3900,9284,7901,7468,4644,6265,3684,6112,3922,6142,3872,6811,4314,6215,4431,7204,5092,7610,5339,8786,6170,8863,8020,4599,6077,3877,4184,3325,3850,1801,3393,473,2070,42,521,0,0,0,0,0,0,20250303
991,72155,202502,경원선,서빙고,52,1,885,462,1991,3369,2678,3970,3168,8382,3050,3465,2817,3003,2614,2372,3307,2217,3309,3582,3433,2657,3735,3695,5450,3012,7762,2982,6750,3824,2458,3174,1793,1604,1653,1745,873,1283,265,853,23,212,0,0,0,0,0,0,20250303
992,72156,202502,경원선,한남,87,4,754,552,1409,4229,2489,10045,2569,13633,2703,11247,3092,5961,4244,4223,4622,4517,3928,4945,5494,3908,6930,3733,7455,4094,13409,5083,12613,5213,6196,3359,4735,1821,4572,1811,3627,1107,1317,694,81,263,0,0,0,0,0,0,20250303
993,72157,202502,경원선,옥수,0,0,1,10,3,45,26,14,155,216,37,18,30,199,19,162,11,70,20,18,11,15,16,13,362,68,343,45,58,59,295,13,29,20,50,8,17,6,7,0,0,0,0,0,0,0,0,0,20250303
994,72158,202502,경원선,응봉,110,0,1105,173,2638,934,6200,1066,6144,1464,4265,1363,3160,1182,2707,1174,2431,1572,2351,1937,2175,2193,2433,2278,2480,3152,2479,3793,2325,5078,1195,3923,847,2673,629,2273,398,1682,188,1077,13,378,0,0,0,0,0,0,20250303
995,72159,202502,경원선,왕십리(성동구청),806,7,4785,1345,7217,5725,23987,10709,39164,18415,24926,15958,15480,17390,16899,21115,21393,23232,24176,23436,25353,24067,28183,26745,30952,30714,33726,42817,33165,61375,26129,43341,25871,25724,28195,20836,24351,18390,10726,9522,1088,3337,0,0,0,0,0,0,20250303
996,72160,202502,경원선,청량리(서울시립대입구),1047,13,4015,1545,6333,11431,25360,13238,38923,19032,26628,27579,32136,26865,28454,36464,29431,32248,31024,32690,33071,36687,35774,33800,35601,37916,34261,37826,34790,50007,28186,35290,23761,20063,17179,18471,9142,11554,5482,6322,157,2868,0,1,0,0,0,0,20250303
997,72161,202502,경원선,외대앞,360,18,3559,2809,6954,10029,17966,5594,21769,13588,13138,9924,10624,10430,11546,9244,13923,10609,13871,11167,13672,11027,16628,12922,20085,15005,19293,16135,13660,22351,9620,18247,8264,12206,7066,11648,5550,12193,2739,8709,176,2183,0,0,0,0,0,0,20250303
998,72162,202502,경원선,신이문,1249,5,7093,999,12722,2577,29550,3903,34022,7480,19393,4694,13949,5428,12424,6619,12290,7995,11893,8441,9931,9069,9647,13490,9468,15604,8858,18776,8198,28335,5106,21925,3468,14389,2658,12513,1842,11412,855,6821,90,1753,0,0,0,0,0,0,20250303
999,72163,202502,경원선,석계,1122,10,4559,1343,9411,3694,18156,4100,20783,7041,13962,5547,12146,5940,11796,7311,11930,7992,11489,9523,10436,10367,9889,14285,10452,18262,9717,21185,8864,30613,6568,21284,5299,14936,5162,12556,3866,10518,2254,6396,111,1643,0,0,0,0,0,0,20250303
1000,72164,202502,경원선,광운대,1913,8,5494,969,12900,2683,28348,4375,25946,10339,14404,7533,11030,7202,10598,7291,11512,8741,10822,9580,10074,9783,10750,11598,11247,13374,11024,16183,9800,25039,5706,19421,4902,12807,5826,10728,3709,9427,1636,7896,105,4059,2,6,0,0,0,0,20250303
1001,72165,202502,경원선,월계,919,1,4278,1307,8275,1871,21873,3965,20798,8151,13339,5934,11207,5235,10403,5547,10462,6439,9858,7130,8715,7530,8391,8804,9210,11582,7684,13171,7390,20807,4387,15159,3057,9214,2511,8414,1765,7481,792,4504,63,1100,0,0,0,0,0,0,20250303
1002,72166,202502,경원선,녹천,1301,35,3610,700,7149,1162,18656,2659,15857,4181,8572,2176,6978,2854,6243,2867,7421,3669,5768,4044,4737,4810,5044,5593,5097,7024,5297,8056,4263,13583,2917,10473,1587,6585,1650,6032,927,5438,366,2999,23,757,0,0,0,0,0,0,20250303
1003,72167,202502,경원선,창동,0,0,0,0,1,0,1,0,4,0,9,0,8,0,9,0,7,0,8,0,3,0,8,0,8,0,4,0,4,0,8,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,20250303
1004,72168,202502,경원선,방학,334,4,9992,1746,13292,6600,29107,8137,26383,19200,17731,10090,15615,10810,14902,9702,17654,11350,14716,11661,14073,14199,13851,16886,14726,19074,15597,21240,16706,27598,9682,23529,6713,13942,5649,11296,3683,10619,1879,5788,313,2024,0,0,0,0,0,0,20250303
1005,72169,202502,경원선,도봉,166,3,5660,1152,9196,3067,16749,3540,15858,10569,11383,6767,10121,6200,9211,6072,9670,7672,9773,7383,9188,8404,8833,9807,8667,10794,9530,13370,9771,15250,4286,12972,2784,7843,2372,6919,1611,6267,715,3228,150,1267,0,0,0,0,0,0,20250303
1006,72170,202502,경원선,도봉산,198,4,6038,737,8261,1938,18613,3002,19073,5024,12715,8067,11206,10270,11153,11009,13068,12093,15861,10044,17454,9058,17718,8984,16334,8816,13411,8425,10373,9423,6098,7781,3967,5181,2752,4545,1807,3877,948,2549,141,1024,0,0,0,0,0,0,20250303
1007,72171,202502,경원선,망월사,333,6,6669,887,11493,2878,24588,4164,22091,9542,14809,9318,12516,7693,12492,8932,13300,9752,12795,9523,10761,9764,10732,12064,10006,15149,9875,17209,8543,22641,5131,21017,3806,12419,3253,10851,2462,9030,1130,5541,257,2780,0,0,0,0,0,0,20250303
1008,72172,202502,경원선,회룡,1486,8,12644,2003,25927,5539,51067,7627,44756,11610,27802,10435,23709,10306,22628,12489,23076,14533,19824,16215,16549,17598,15450,21694,14670,25787,14483,31920,11722,42142,6842,39905,5440,23012,4533,18950,3354,15507,1256,9402,287,4414,0,0,0,0,0,0,20250303
1009,72173,202502,경원선,의정부,2638,9,9107,2207,27367,6339,43425,10821,42443,33311,26057,33284,22561,25659,24964,27671,27702,30949,29881,34805,30834,31838,33828,29367,36113,33648,38180,37912,41350,51354,24509,48469,23500,27900,15998,22775,12540,19345,6676,13371,1092,7280,0,0,0,0,0,0,20250303
1010,72174,202502,경원선,가능,333,3,7060,1133,10312,2925,21346,5908,19153,9791,11042,6506,10668,5496,9823,6346,10507,7206,8743,7614,7882,7161,7945,9034,8729,10747,10133,12709,8072,17893,4625,17682,4183,10649,3127,8180,2201,7742,975,4348,166,1908,0,0,0,0,0,0,20250303
1011,72175,202502,경원선,녹양,315,1,4937,711,6767,1773,14245,3988,12472,6408,8182,4096,7347,3078,7432,4237,7597,4801,6764,5053,5460,5015,5960,6189,6228,6937,6439,8969,6921,12145,2975,11564,2270,7594,1743,5732,1239,6137,519,3417,90,1110,0,0,0,0,0,0,20250303
1012,72176,202502,경원선,양주,1900,17,5197,1155,9863,4322,26198,8757,20232,8654,15321,6423,13594,5212,12723,5897,11825,7641,11348,8127,9063,9256,8963,9717,9612,10530,10470,16513,11715,20226,5235,19377,3074,13513,2238,10304,1614,10047,698,4913,90,2278,0,0,0,0,0,0,20250303
1013,72177,202502,경원선,덕계,31,0,5442,495,14503,2458,25453,3800,22671,6135,12170,4370,9999,2759,8632,3585,8429,4484,7285,4900,6122,5243,6186,7204,6828,9567,7021,13598,6345,20558,3493,19419,2595,11162,2217,10593,1803,7557,919,5769,167,2008,0,0,0,0,0,0,20250303
1014,72178,202502,경원선,덕정,3,0,4131,847,9100,4223,17911,7402,16846,10253,10463,6137,9581,4573,8898,5152,8725,5545,10620,7498,7378,7343,8005,7732,7928,8937,9830,11507,10140,14531,4425,14856,2922,8162,2386,8388,1919,5925,930,4187,237,2035,0,0,0,0,0,0,20250303
1015,72179,202502,경원선,지행,56,0,4117,835,8810,2102,17013,4431,17405,9322,12558,5959,11555,5661,10173,6420,10471,6587,9636,7897,8848,10089,8273,10964,8501,11450,9166,15336,9645,17274,6407,15757,4839,11582,4462,8731,2933,8376,1877,4745,221,3459,0,0,0,0,0,0,20250303
1016,72180,202502,경원선,동두천중앙,17,0,2183,391,3979,1345,6770,2790,6774,7924,5287,3435,5260,3732,4853,3979,5977,3718,4938,4133,4567,4958,4652,4617,4520,4538,4780,5516,5461,5790,2201,4678,1536,3837,1259,2907,718,2848,302,1570,22,987,0,0,0,0,0,0,20250303
1017,72181,202502,경원선,보산,18,0,1326,356,1462,1131,3143,1806,3094,1951,2828,1316,2407,1409,2509,1537,2530,1021,2082,1743,2110,1993,2357,2320,3303,2609,3306,3089,2385,3177,1359,3373,972,2850,683,1689,389,1533,166,1048,9,560,0,0,0,0,0,0,20250303
1018,72182,202502,경원선,동두천,15,1,950,493,2036,1523,3395,4107,3653,2765,3193,1823,3088,1625,3252,1727,2868,2609,3076,2165,2566,2560,2888,2425,3046,2575,2808,3263,3102,3333,1434,2582,857,2467,481,1716,360,1336,147,1510,13,598,0,0,0,0,0,0,20250303
1019,72183,202502,경원선,소요산,108,0,339,270,351,459,1159,744,1782,1349,1618,2106,1996,3881,2405,5624,3475,6465,5615,5242,6243,4591,6797,2980,5022,2253,2751,1668,1706,1389,511,1054,361,928,189,582,129,536,64,454,3,276,0,1,0,0,0,0,20250303
1020,72184,202502,경원선,청산,0,0,54,2,120,141,579,188,494,163,239,108,287,131,271,186,250,184,218,174,223,170,230,169,312,252,320,215,175,233,59,269,68,100,23,80,6,94,12,74,0,33,0,0,0,0,0,0,20250303
1021,72185,202502,경원선,전곡,5,0,425,10,976,308,2375,471,4211,1282,2835,1110,2762,1125,2493,1398,2401,1776,2235,1822,1971,1861,1915,1734,2040,2282,1732,2746,1707,3130,1033,2887,904,1492,518,1167,308,1078,241,830,7,670,0,0,0,0,0,0,20250303
1022,72186,202502,경원선,연천,3,0,138,5,581,153,988,448,3292,2153,2210,1135,1478,1766,1486,2500,2170,2463,2402,2209,2710,1757,2354,1546,2068,1546,1436,1660,1522,1653,469,1488,366,876,135,526,130,411,55,349,1,237,0,8,0,0,0,0,20250303
1023,72187,202502,경의선,신촌,0,0,184,3,157,1154,473,4098,425,6350,578,3951,558,1529,629,1227,825,1052,736,1876,790,1017,1270,809,1806,931,4394,1055,4585,1590,2005,695,982,548,943,315,838,111,419,292,0,43,0,0,0,0,0,0,20250303
1024,72188,202502,경의선,효창공원앞,1,0,611,288,1794,2457,4841,5621,8134,17516,4838,8531,3334,3724,3197,3157,3546,3394,3690,3430,3475,3414,4205,3747,4946,4429,7738,5871,13292,8472,4991,5720,3240,4193,2548,3932,1824,3401,898,2286,41,266,0,0,0,0,0,0,20250303
1025,72189,202502,경의선,서강대,0,0,396,107,1215,1356,2587,1867,3714,6780,2521,5212,2310,2994,2421,2796,2837,3071,3154,3079,3177,3004,3489,3156,3970,3233,5933,3448,5393,4040,3404,2700,2985,2167,2799,1937,2381,1719,859,999,14,134,0,0,0,0,0,0,20250303
1026,72190,202502,경의선,가좌,6,0,2785,348,6536,2850,20015,3706,23780,10740,11650,6991,8334,5225,9248,5169,9047,7003,7150,7742,7142,7541,8008,7974,8764,10325,8544,15051,8689,19216,5031,15987,3533,9174,2891,7056,2294,5209,916,4341,9,447,0,0,0,0,0,0,20250303
1027,72191,202502,경의선,수색,11,0,1231,229,3176,2380,7166,5153,9430,15236,5529,6923,3505,3143,3417,2739,3355,2679,3141,3657,3228,2927,3719,3458,4633,4002,8574,6877,11233,6446,4767,6676,2711,4153,2103,3389,1496,2642,637,2024,9,352,0,0,0,0,0,0,20250303
1028,72192,202502,경의선,한국항공대,2,0,424,289,1216,884,3533,1641,3370,4383,2530,3686,1856,2847,1958,2065,2449,1990,2391,2334,2393,2152,2764,2139,4174,2271,4547,2730,4019,3038,2167,2550,1210,1673,1028,1357,816,1501,531,1053,38,316,2,0,0,0,0,0,20250303
1029,72193,202502,경의선,강매,0,0,1979,217,6338,770,17344,970,16236,2985,7730,1075,5151,1268,4238,1334,4086,1635,3686,2019,2892,2554,2581,3616,2711,4604,2491,6870,3366,10981,1072,10542,758,6228,692,5468,432,5083,210,2913,5,904,0,0,0,0,0,0,20250303
1030,72194,202502,경의선,행신,1,0,3694,1451,12519,3804,34337,4720,28890,9748,14209,7400,10935,5722,10684,6470,11499,7231,8622,8707,7765,7944,7423,9077,10621,13536,12129,18628,9901,32884,5647,27076,6114,13113,5806,12195,4995,10828,2312,5965,61,1969,1,7,0,0,0,0,20250303
1031,72195,202502,경의선,능곡,101,1,3644,490,8348,1378,18958,2465,16703,5911,9051,3908,6906,3770,6392,3989,6451,4540,5786,4548,5623,5018,5279,5628,6033,7589,6429,9799,6036,15172,3077,12551,2182,7807,1905,7272,1099,6344,536,3739,49,1972,0,5,0,0,0,0,20250303
1032,72196,202502,경의선,곡산,38,1,236,155,740,621,1348,1413,1234,2627,1100,1001,847,712,813,668,683,748,690,748,994,827,1067,802,983,938,1651,1075,2030,1522,558,841,351,571,373,626,184,470,55,279,14,52,0,0,0,0,0,0,20250303
1033,72197,202502,경의선,백마,174,0,4752,749,14558,5617,31128,5942,23146,9663,12625,6258,10679,4989,10269,4594,10593,5606,9057,7042,8302,7048,8728,8332,10642,10458,11866,14146,10354,26802,4550,23739,3384,13624,3046,13123,2699,11327,643,7653,52,1242,0,0,0,0,0,0,20250303
1034,72198,202502,경의선,풍산,379,2,3715,409,10044,3266,22411,4106,19404,7083,11861,6300,9307,5057,9285,6863,8991,7124,8657,7280,8783,6376,9112,8028,10101,10387,10224,13421,9052,20398,5367,15853,4519,12113,4346,9815,2535,8721,844,5931,96,1278,0,0,0,0,0,0,20250303
1035,72199,202502,경의선,일산,1106,6,7496,684,24212,3240,48302,6025,33401,10645,19377,8509,15841,7293,15643,8837,15935,10742,14659,12463,13199,12452,13076,14351,14396,16315,13239,24092,12825,36856,6919,37708,5394,19336,4172,18934,3893,16286,1087,9707,145,3596,0,0,0,0,0,0,20250303
1036,72200,202502,경의선,탄현,15,0,5669,434,18723,2340,33315,5326,24336,8395,15517,5450,11394,4327,10600,4700,11691,6006,9855,6580,9350,8701,8853,9402,9539,11872,9712,17687,10690,28421,5270,28795,3926,13598,3515,15848,2570,11070,1134,7235,166,2306,0,0,0,0,0,0,20250303
1037,72201,202502,경의선,야당,39,1,5036,369,13886,2415,26438,4396,21958,8487,12950,7420,10656,5564,10510,6642,11583,8156,10713,8397,9431,11362,9805,11333,10506,15618,11252,22081,10510,33765,8041,26711,8541,13415,9023,13715,8603,9813,4559,7556,1009,2147,0,0,0,0,0,0,20250303
1038,72202,202502,경의선,운정,54,0,3988,634,14672,8347,23902,6349,21868,10282,12007,5519,9850,4395,9478,4686,9260,5796,8723,5363,7328,7666,8314,7728,11559,11062,13218,14261,10362,21225,4960,17849,3799,10259,2822,9668,2594,7881,643,5406,87,1296,0,0,0,0,0,0,20250303
1039,72203,202502,경의선,금릉,36,0,3043,215,9907,2214,16179,4783,11772,9766,8521,5282,7464,3866,7827,3967,7541,4548,7287,5789,6301,6200,6617,7143,7547,8301,9267,10795,10101,13159,4627,14269,3627,8328,2817,7003,2153,6629,497,4648,51,1455,0,0,0,0,0,0,20250303
1040,72204,202502,경의선,금촌,94,1,3211,267,8091,3765,16449,7837,14954,13500,10601,7804,9647,6934,10684,6401,10652,8855,10258,8912,9447,8218,10344,9646,11064,11368,12267,13045,15379,15704,6751,13487,4758,9880,3651,7751,2338,6655,532,5286,93,1513,0,0,0,0,0,0,20250303
1041,72205,202502,경의선,월롱,47,0,412,39,831,2003,1574,7759,1735,8108,1649,2343,1420,1558,1771,1299,2226,1613,2772,1246,2034,1120,3716,1708,4829,1692,7874,2152,9273,1939,3128,1820,2870,1914,1943,2040,613,1690,71,1262,3,530,0,0,0,0,0,0,20250303
1042,72206,202502,경의선,파주,82,1,692,5,1219,558,2206,2156,3058,3548,1735,915,1645,1124,1620,891,1612,1013,1881,940,1476,907,1419,1274,2009,1344,3223,1537,3722,1777,963,1731,581,1353,431,1018,161,959,35,739,11,368,0,0,0,0,0,0,20250303
1043,72207,202502,경의선,문산,1091,0,2599,29,7306,1889,14502,6242,15169,10959,10879,4248,8535,5275,8753,5974,9315,6642,9052,7728,8562,5648,7943,9695,8175,9964,10595,10734,10706,12305,4257,14519,3450,8913,2363,7200,1727,6433,114,4521,0,2616,0,0,0,0,0,0,20250303
1044,72210,202502,경의선,서울역,0,0,609,6,889,6551,2292,19546,2758,29028,1735,16175,1232,5534,1654,4144,1953,3821,2789,5400,3074,2484,4841,2099,7018,2994,13651,3727,21082,4671,8551,2466,4661,1381,4444,1229,731,162,1559,645,2,103,0,0,0,0,0,0,20250303
1045,72211,202502,경의선,공덕,24,4,669,81,1563,1826,3855,6559,5182,18328,4340,7975,5094,3463,5311,3426,5197,3436,5306,3521,5394,3471,5500,3778,6645,4381,11248,6130,16213,6530,7863,4346,6928,3410,6668,3184,5699,2567,2499,1530,187,208,0,0,0,0,0,0,20250303
1046,72212,202502,경의선,홍대입구,2,0,329,157,662,483,1080,1610,1393,6181,1147,5238,1124,4326,1329,4724,1834,6326,2453,5775,3065,5661,3816,5543,4877,5852,6841,5853,7441,6580,5769,4006,5186,2475,5793,1890,5551,1540,2501,1067,39,132,0,0,0,0,0,0,20250303
1047,72213,202502,경의선,디지털미디어시티,3,0,936,442,3072,1376,8322,1610,9312,3895,4939,3062,3867,1945,3553,2099,3694,2320,3582,2862,3570,2823,3572,3220,4070,3994,4744,6331,4907,9382,2565,7286,1921,4302,1512,4107,1215,3431,623,2347,40,276,0,0,0,0,0,0,20250303
1048,72214,202502,경의선,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250303
1049,72215,202502,경의선,계양,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20250303
1050,72216,202502,경의선,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250303
1051,72217,202502,경인선,개봉,1119,3,15944,4875,34788,11564,84070,12294,78604,20756,45913,18359,33051,15167,30506,18911,31983,21916,29119,24141,25482,26031,25326,33395,28278,42592,27371,57496,27152,83977,17141,65709,13869,39403,10807,34279,7949,27608,3095,15922,58,1336,0,0,0,0,0,0,20250303
1052,72218,202502,경인선,오류동,404,3,11033,1293,16163,3630,42652,4868,41588,10007,25276,10065,19010,7580,17864,8630,18205,10790,16438,12575,13833,13307,13802,16756,13616,19726,13439,24191,12173,39659,7281,34811,5707,21326,4564,17624,3277,15635,1302,9888,50,1258,0,0,0,0,0,0,20250303
1053,72219,202502,경인선,역곡,742,4,26047,2288,40988,8040,102274,11102,95938,24115,55049,20833,37596,17815,34006,18647,35121,24582,33249,25998,28203,28574,27501,35844,29275,50234,30099,63947,29430,103095,18732,81516,15146,46153,12672,42921,9726,35258,4089,23059,250,2835,0,0,0,0,0,0,20250303
1054,72220,202502,경인선,부천,2576,26,34187,3418,38496,9574,88653,14457,88190,33518,53687,35040,41187,35540,42086,36515,45366,46494,45268,49919,45595,46440,48923,51646,50410,58396,48984,78741,52437,101269,33370,82339,26940,50911,23978,44209,19406,35364,9117,24123,650,4420,0,0,0,0,0,0,20250303
1055,72221,202502,경인선,송내,1301,14,14540,6665,35793,12941,95481,23739,78406,65358,43882,36322,32635,20387,34524,19262,33712,22563,30438,24292,28600,24850,29780,28001,33045,37048,41726,53670,66717,83103,26272,73093,19707,43682,16102,36990,12081,30223,5780,19242,538,3256,0,0,0,0,0,0,20250303
1056,72222,202502,경인선,부평,8564,33,19620,3308,33605,8144,77828,16250,69210,30589,42685,34895,35235,31735,37629,38502,40174,44864,41117,50039,41887,52854,47092,50748,51078,60008,54725,75333,50585,108125,37003,85462,34614,48389,32492,40549,28384,31370,15570,20915,2680,6390,0,2,0,0,0,0,20250303
1057,72223,202502,경인선,백운,122,24,8129,968,13747,2157,25970,3266,23783,7748,14293,5668,11786,5243,11336,6576,11490,7255,10239,7834,9181,8682,8310,10361,8901,13111,8562,17235,7822,23172,4537,21940,3477,12234,3088,11508,2035,9091,1032,6010,119,2111,0,0,0,0,0,0,20250303
1058,72224,202502,경인선,동암,341,6,18157,2355,25889,5936,51705,10907,47077,14704,28502,12471,23525,12790,22624,14927,23973,16656,21829,17202,19172,18048,18990,22239,19782,28227,21045,39605,19502,51057,12509,45595,10106,29763,8369,26202,6579,21302,3488,12678,358,3930,0,0,0,0,0,0,20250303
1059,72225,202502,경인선,주안,822,27,12640,2526,26240,6293,53684,14118,46447,22468,31505,16847,25264,15120,26981,15543,29502,17534,26587,18336,24485,19873,25750,22065,27995,27277,31570,34338,29348,51691,18225,50883,15550,29610,14863,26032,11322,22655,6115,15783,651,4893,0,0,0,0,0,0,20250303
