,노드링크 유형,노드 WKT,노드 ID,노드 유형 코드,링크 WKT,링크 ID,링크 유형 코드,시작노드 ID,종료노드 ID,링크 길이,시군구코드,시군구명,읍면동코드,읍면동명,지하철역코드,지하철역명,리프트,엘리베이터
0,NODE,POINT(126.97410401290497 37.57577297983848),211626,0.0,,0,,,,,1111000000,종로구,1111010700,적선동,271,경복궁(정부서울청사),0,0
1,NODE,POINT(126.99164572166939 37.57229635958097),211624,0.0,,0,,,,,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
2,LINK,,0,,"LINESTRING(126.98476829617726 37.57619804536121,126.98508166500837 37.57634230704296)",216267,1000.0,211688.0,211640.0,31.979,1111000000,종로구,1111013400,경운동,269,안국,0,0
3,LINK,,0,,"LINESTRING(126.98629502432829 37.577054105256536,126.98612546537694 37.577128985009004)",181798,1000.0,211629.0,211278.0,17.129,1111000000,종로구,1111014700,재동,269,안국,0,0
4,LINK,,0,,"LINESTRING(126.98626240736726 37.57672782953704,126.986030714015 37.57664978079645,126.98608418079209 37.57652651813186)",198922,1000.0,211633.0,211276.0,36.697,1111000000,종로구,1111013400,경운동,269,안국,0,0
5,LINK,,0,,"LINESTRING(126.98626240736726 37.57672782953704,126.98641983919927 37.57678695498737,126.9864494278781 37.57669076514856)",159368,1000.0,211633.0,211270.0,26.369,1111000000,종로구,1111013400,경운동,269,안국,0,0
6,LINK,,0,,"LINESTRING(126.98423960679328 37.575836239640736,126.9848425820982 37.576094026179014,126.98476829617726 37.57619804536121)",147289,1000.0,211634.0,211688.0,73.742,1111000000,종로구,1111013400,경운동,269,안국,0,0
7,LINK,,0,,"LINESTRING(126.9844355862731 37.576214551990894,126.98467915221804 37.57632570546306,126.98476829617726 37.57619804536121)",103077,1000.0,211622.0,211688.0,41.011,1111000000,종로구,1111013400,경운동,269,안국,0,0
8,LINK,,0,,"LINESTRING(126.98629502432829 37.577054105256536,126.98635611229932 37.577084297916265)",97293,1000.0,211629.0,134209.0,6.352,1111000000,종로구,1111014700,재동,269,안국,0,0
9,NODE,POINT(126.98273312421301 37.570237390467035),212790,0.0,,0,,,,,1111000000,종로구,1111012600,종로1가,273,종각,0,0
10,LINK,,0,,"LINESTRING(126.98532523047425 37.57646291633778,126.98617029383247 37.57686021898668)",92528,1000.0,211638.0,211602.0,86.7,1111000000,종로구,1111014700,재동,269,안국,0,0
11,NODE,POINT(126.99975600586143 37.57101308730561),211768,1.0,,0,,,,,1111000000,종로구,1111016100,종로4가,266,종로5가,0,0
12,NODE,POINT(127.01602335654462 37.57300793512578),159707,1.0,,0,,,,,1111000000,종로구,1111017500,숭인동,268,동묘앞,1,0
13,NODE,POINT(127.00912056425383 37.57080809287864),211777,0.0,,0,,,,,1111000000,종로구,1111016400,종로6가,272,동대문,0,0
14,LINK,,0,,"LINESTRING(126.98508166500837 37.57634230704296,126.98515892357797 37.57622646659184)",83843,1000.0,211640.0,211632.0,14.556,1111000000,종로구,1111013400,경운동,269,안국,0,0
15,NODE,POINT(127.00208968641434 37.571173709765596),212799,0.0,,0,,,,,1111000000,종로구,1111016300,종로5가,266,종로5가,0,0
16,NODE,POINT(127.01582230682997 37.573486717947645),212802,1.0,,0,,,,,1111000000,종로구,1111017500,숭인동,268,동묘앞,0,0
17,LINK,,0,,"LINESTRING(126.9851435452293 37.57623685460541,126.98515892357797 37.57622646659184)",84092,1000.0,214012.0,211632.0,1.782,1111000000,종로구,1111013400,경운동,269,안국,0,0
18,NODE,POINT(127.01619593666405 37.57330084304634),159705,1.0,,0,,,,,1111000000,종로구,1111017500,숭인동,268,동묘앞,1,0
19,NODE,POINT(127.01550585346979 37.573234568417995),159685,1.0,,0,,,,,1111000000,종로구,1111017400,창신동,268,동묘앞,1,0
20,NODE,POINT(127.00213359041985 37.57068824724367),138182,1.0,,0,,,,,1111000000,종로구,1111016300,종로5가,266,종로5가,0,0
21,NODE,POINT(126.97552080909323 37.57628869727206),212811,1.0,,0,,,,,1111000000,종로구,1111011900,세종로,271,경복궁(정부서울청사),0,0
22,LINK,,0,,"LINESTRING(126.97700053810094 37.57025059624365,126.97731671424371 37.569922241931216)",21393,1000.0,211567.0,212442.0,45.916,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
23,LINK,,0,,"LINESTRING(126.97737464860542 37.57076135557783,126.97735656114416 37.571637322144284,126.97739560816339 37.5716385206043)",54183,1000.0,211566.0,211590.0,100.687,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
24,LINK,,0,,"LINESTRING(126.97700053810094 37.57025059624365,126.97698859338944 37.5704562873138,126.97737464860542 37.57076135557783)",66369,1000.0,211567.0,211566.0,70.912,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
25,LINK,,0,,"LINESTRING(126.97519510015572 37.5717124901719,126.97501415571145 37.5717124520144,126.97501549771653 37.57177804312164,126.97492161826439 37.57187565742814)",197999,1000.0,211595.0,211623.0,36.91,1111000000,종로구,1111011700,당주동,274,광화문(세종문화회관),0,0
26,LINK,,0,,"LINESTRING(126.97739560816339 37.5716385206043,126.97740776922767 37.571426192448655)",214184,1000.0,211590.0,211260.0,23.59,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
27,LINK,,0,,"LINESTRING(126.97700053810094 37.57025059624365,126.976534334464 37.56979656042322,126.97654275436707 37.56972526043071)",215359,1000.0,211567.0,211669.0,73.031,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
28,LINK,,0,,"LINESTRING(126.97739560816339 37.5716385206043,126.97741376274321 37.57208162838412)",258183,1000.0,211590.0,211277.0,49.206,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
29,LINK,,0,,"LINESTRING(126.97737464860542 37.57076135557783,126.97739272384669 37.569924399695715,126.97731671424371 37.569922241931216,126.97731475572975 37.569751015234814)",258839,1000.0,211566.0,211582.0,118.63,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
30,LINK,,0,,"LINESTRING(126.97652641973774 37.57052538013461,126.97653415496026 37.57036871906009,126.97700053810094 37.57025059624365)",280271,1000.0,211653.0,211567.0,60.638,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
31,LINK,,0,,"LINESTRING(126.97737464860542 37.57076135557783,126.977503872108 37.57072118731253)",257206,1000.0,211566.0,212634.0,12.256,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
32,LINK,,0,,"LINESTRING(126.98358561915713 37.57022569061446,126.98357674287102 37.57006728181356,126.98393912860145 37.57005314591761)",40465,1000.0,212567.0,212189.0,49.652,1111000000,종로구,1111013800,종로2가,273,종각,0,0
33,LINK,,0,,"LINESTRING(126.98602425507646 37.570367862010315,126.98584603426106 37.57036311219375,126.98584903504013 37.570202340698316)",43100,1000.0,212580.0,212429.0,33.599,1111000000,종로구,1111013800,종로2가,273,종각,0,0
34,LINK,,0,,"LINESTRING(126.98358561915713 37.57022569061446,126.98358855579333 37.570379370000985,126.983941537189 37.57038765787751)",51189,1000.0,212567.0,211280.0,48.255,1111000000,종로구,1111013800,종로2가,273,종각,0,0
35,LINK,,0,,"LINESTRING(126.98508166500837 37.57634230704296,126.98532523047425 37.57646291633778)",75422,1000.0,211640.0,211638.0,25.34,1111000000,종로구,1111013400,경운동,269,안국,0,0
36,NODE,POINT(127.00174312956021 37.57067876388195),138176,1.0,,0,,,,,1111000000,종로구,1111016300,종로5가,266,종로5가,0,0
37,NODE,POINT(126.96703179218018 37.56643678223345),71455,1.0,,0,,,,,1111000000,종로구,1111017700,평동,151,서대문,0,0
38,LINK,,0,,"LINESTRING(126.98456877631862 37.57037477361171,126.98441134762048 37.57037238863719)",75821,1000.0,212436.0,211797.0,13.91,1111000000,종로구,1111013800,종로2가,273,종각,0,0
39,LINK,,0,,"LINESTRING(126.98617029383247 37.57686021898668,126.98609303837281 37.57696423864115,126.98629502432829 37.577054105256536)",77412,1000.0,211602.0,211629.0,33.852,1111000000,종로구,1111014700,재동,269,안국,0,0
40,NODE,POINT(127.02294156851511 37.57591191780011),212821,0.0,,0,,,,,1111000000,종로구,1111017500,숭인동,119,신설동,0,0
41,NODE,POINT(126.98404302021133 37.570384160886874),212643,1.0,,0,,,,,1111000000,종로구,1111013800,종로2가,273,종각,0,1
42,NODE,POINT(127.01541043720333 37.573069179571554),212644,0.0,,0,,,,,1111000000,종로구,1111017400,창신동,268,동묘앞,0,0
43,LINK,,0,,"LINESTRING(126.98617029383247 37.57686021898668,126.98626240736726 37.57672782953704)",38541,1000.0,211602.0,211633.0,16.796,1111000000,종로구,1111014700,재동,269,안국,0,0
44,NODE,POINT(127.01219046837087 37.57213417569109),160421,1.0,,0,,,,,1111000000,종로구,1111017400,창신동,272,동대문,1,0
45,NODE,POINT(126.99965918179605 37.57100628699029),211792,0.0,,0,,,,,1111000000,종로구,1111016100,종로4가,266,종로5가,0,0
46,NODE,POINT(127.00224009370216 37.58133309161169),137406,1.0,,0,,,,,1111000000,종로구,1111016800,동숭동,267,혜화,0,0
47,NODE,POINT(127.00188236843879 37.58131411834699),137402,1.0,,0,,,,,1111000000,종로구,1111016600,연건동,267,혜화,0,0
48,NODE,POINT(127.00220402196031 37.57118023133227),138141,1.0,,0,,,,,1111000000,종로구,1111016300,종로5가,266,종로5가,0,0
49,NODE,POINT(127.0020788375253 37.57126089666362),138140,1.0,,0,,,,,1111000000,종로구,1111016300,종로5가,266,종로5가,0,0
50,NODE,POINT(127.00176885085301 37.57124903950046),138098,1.0,,0,,,,,1111000000,종로구,1111016300,종로5가,266,종로5가,0,0
51,NODE,POINT(127.00996763821652 37.57081415892967),212169,1.0,,0,,,,,1111000000,종로구,1111017400,창신동,272,동대문,0,0
52,NODE,POINT(126.99186553544038 37.5705742122576),135668,1.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,1,0
53,NODE,POINT(126.9927820927281 37.570611925769676),135656,1.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
54,NODE,POINT(126.99215227845464 37.57106843929747),135627,1.0,,0,,,,,1111000000,종로구,1111015100,묘동,265,종로3가,1,0
55,NODE,POINT(126.9910817909188 37.572526275551105),135572,1.0,,0,,,,,1111000000,종로구,1111015300,돈의동,265,종로3가,1,0
56,NODE,POINT(126.98952482506996 37.572514833992784),135570,1.0,,0,,,,,1111000000,종로구,1111013700,낙원동,265,종로3가,0,0
57,NODE,POINT(126.99104038125857 37.572655707708435),135567,1.0,,0,,,,,1111000000,종로구,1111015300,돈의동,265,종로3가,1,0
58,NODE,POINT(126.99968069821841 37.570873462781385),211779,0.0,,0,,,,,1111000000,종로구,1111016100,종로4가,266,종로5가,0,0
59,NODE,POINT(126.98441134762048 37.57037238863719),211797,1.0,,0,,,,,1111000000,종로구,1111013800,종로2가,273,종각,0,0
60,NODE,POINT(127.01227668776453 37.5719030254721),160474,1.0,,0,,,,,1111000000,종로구,1111017400,창신동,272,동대문,0,0
61,NODE,POINT(126.99947407701845 37.57099268615978),211901,1.0,,0,,,,,1111000000,종로구,1111016100,종로4가,266,종로5가,0,0
62,NODE,POINT(126.99185052385326 37.572669886627445),137497,1.0,,0,,,,,1111000000,종로구,1111015100,묘동,265,종로3가,1,0
63,NODE,POINT(127.00194501753798 37.58313140524218),137288,1.0,,0,,,,,1111000000,종로구,1111016800,동숭동,267,혜화,0,0
64,NODE,POINT(126.97731671424371 37.569922241931216),212442,0.0,,0,,,,,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
65,LINK,,0,,"LINESTRING(127.01507537492743 37.579732972870715,127.01505874969273 37.57992200287952)",265765,1000.0,212437.0,167351.0,21.031,1111000000,종로구,1111017400,창신동,270,창신,0,0
66,NODE,POINT(126.97492161826439 37.57187565742814),211623,1.0,,0,,,,,1111000000,종로구,1111011700,당주동,274,광화문(세종문화회관),0,0
67,NODE,POINT(126.9844355862731 37.576214551990894),211622,1.0,,0,,,,,1111000000,종로구,1111014100,안국동,269,안국,0,0
68,NODE,POINT(127.00956606370545 37.57035884216377),212646,0.0,,0,,,,,1111000000,종로구,1111016400,종로6가,272,동대문,0,0
69,NODE,POINT(127.01575324625662 37.57173922056284),212648,0.0,,0,,,,,1111000000,종로구,1111017500,숭인동,268,동묘앞,0,0
70,LINK,,0,,"LINESTRING(127.01547048399392 37.57974001461572,127.01548997792348 37.579423048721914)",190161,1000.0,212419.0,167349.0,35.222,1111000000,종로구,1111017500,숭인동,270,창신,0,0
71,NODE,POINT(126.99261106132509 37.5702646951508),211619,0.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,1
72,NODE,POINT(126.99258125421412 37.57061752230799),211615,0.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
73,LINK,,0,,"LINESTRING(126.98455989793267 37.570216364888275,126.98358561915713 37.57022569061446)",99135,1000.0,212578.0,212567.0,86.077,1111000000,종로구,1111013800,종로2가,273,종각,0,0
74,LINK,,0,,"LINESTRING(126.98404302021133 37.570384160886874,126.983941537189 37.57038765787751)",110280,1000.0,212643.0,211280.0,8.974,1111000000,종로구,1111013800,종로2가,273,종각,0,0
75,NODE,POINT(126.99171786464792 37.570564803847354),211614,0.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
76,NODE,POINT(126.99172284551783 37.57039464318416),211613,0.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
77,NODE,POINT(126.9925895416659 37.57044209571254),211612,0.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
78,LINK,,0,,"LINESTRING(127.01507537492743 37.579732972870715,127.01508452616667 37.579409370080526)",172879,1000.0,212437.0,167350.0,35.925,1111000000,종로구,1111017400,창신동,270,창신,0,0
79,NODE,POINT(127.01744971746365 37.57329704981851),212659,0.0,,0,,,,,1111000000,종로구,1111017500,숭인동,268,동묘앞,0,1
80,LINK,,0,,"LINESTRING(126.99171786464792 37.570564803847354,126.99136290743297 37.5705553495967)",270419,1000.0,211614.0,139634.0,31.375,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
81,LINK,,0,,"LINESTRING(126.9925895416659 37.57044209571254,126.99261106132509 37.5702646951508)",270469,1000.0,211612.0,211619.0,19.781,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
82,LINK,,0,,"LINESTRING(126.98885283301232 37.57245082068118,126.98897026215894 37.57251007537009,126.98952482506996 37.572514833992784)",243328,1000.0,211639.0,135570.0,61.276,1111000000,종로구,1111013700,낙원동,265,종로3가,0,0
83,LINK,,0,,"LINESTRING(126.99261106132509 37.5702646951508,126.99240927281508 37.570262049296254)",243480,1000.0,211619.0,211586.0,17.829,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
84,LINK,,0,,"LINESTRING(126.99116601227134 37.57258859337991,126.9911693278095 37.5725257295237)",247416,1000.0,211643.0,211597.0,6.983,1111000000,종로구,1111015300,돈의동,265,종로3가,0,0
85,NODE,POINT(127.00062457346921 37.57083444225304),211610,1.0,,0,,,,,1111000000,종로구,1111016300,종로5가,266,종로5가,1,0
86,NODE,POINT(126.98617029383247 37.57686021898668),211602,0.0,,0,,,,,1111000000,종로구,1111014700,재동,269,안국,0,0
87,NODE,POINT(126.99280954057095 37.57028050572148),211598,1.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
88,NODE,POINT(126.9911693278095 37.5725257295237),211597,0.0,,0,,,,,1111000000,종로구,1111015300,돈의동,265,종로3가,0,0
89,NODE,POINT(127.00043946903459 37.57083670977911),211596,0.0,,0,,,,,1111000000,종로구,1111016300,종로5가,266,종로5가,0,0
90,NODE,POINT(126.97519510015572 37.5717124901719),211595,1.0,,0,,,,,1111000000,종로구,1111011700,당주동,274,광화문(세종문화회관),0,0
91,NODE,POINT(126.99205523911046 37.57098084929497),211594,0.0,,0,,,,,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
92,LINK,,0,,"LINESTRING(126.99140033532385 37.57020668600982,126.9917410583361 37.57022514170538)",225127,1000.0,211588.0,211591.0,30.17,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
93,LINK,,0,,"LINESTRING(126.99214130747008 37.57041738185907,126.9925895416659 37.57044209571254)",237524,1000.0,211584.0,211612.0,39.693,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
94,LINK,,0,,"LINESTRING(126.99261106132509 37.5702646951508,126.99280954057095 37.57028050572148)",196717,1000.0,211619.0,211598.0,17.622,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
95,LINK,,0,,"LINESTRING(126.99116601227134 37.57258859337991,126.99116186895904 37.57265771067058)",201979,1000.0,211643.0,211642.0,7.68,1111000000,종로구,1111015300,돈의동,265,종로3가,0,0
96,LINK,,0,,"LINESTRING(126.99171786464792 37.570564803847354,126.99172284551783 37.57039464318416)",168211,1000.0,211614.0,211613.0,18.891,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
97,LINK,,0,,"LINESTRING(126.99193946010993 37.570957143976855,126.99181706509819 37.5709334380867)",171079,1000.0,211583.0,211592.0,11.128,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
98,NODE,POINT(126.99153651733593 37.57262285019249),211593,0.0,,0,,,,,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
99,NODE,POINT(126.99181706509819 37.5709334380867),211592,1.0,,0,,,,,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
100,LINK,,0,,"LINESTRING(126.99171786464792 37.570564803847354,126.99186553544038 37.5705742122576)",174072,1000.0,211614.0,135668.0,13.087,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
101,LINK,,0,,"LINESTRING(126.99164572166939 37.57229635958097,126.99173917418625 37.5723088731524,126.9917424724051 37.57239839713687,126.99183426224357 37.572491218588375)",183848,1000.0,211624.0,211578.0,31.422,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
102,LINK,,0,,"LINESTRING(126.99153651733593 37.57262285019249,126.99116601227134 37.57258859337991)",133841,1000.0,211593.0,211643.0,32.95,1111000000,종로구,1111015300,돈의동,265,종로3가,0,0
103,LINK,,0,,"LINESTRING(126.99205523911046 37.57098084929497,126.99193946010993 37.570957143976855)",127150,1000.0,211594.0,211583.0,10.561,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
104,LINK,,0,,"LINESTRING(126.9925895416659 37.57044209571254,126.99258125421412 37.57061752230799)",127685,1000.0,211612.0,211615.0,19.484,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
105,NODE,POINT(126.9917410583361 37.57022514170538),211591,0.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
106,NODE,POINT(126.97739560816339 37.5716385206043),211590,0.0,,0,,,,,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
107,NODE,POINT(126.99189984200805 37.5702330518643),211589,1.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
108,LINK,,0,,"LINESTRING(126.99214130747008 37.57041738185907,126.9920949523757 37.570822539695534,126.99205523911046 37.57098084929497)",102322,1000.0,211584.0,211594.0,63.071,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
109,NODE,POINT(126.99140033532385 37.57020668600982),211588,1.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
110,NODE,POINT(126.99240927281508 37.570262049296254),211586,1.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
111,NODE,POINT(126.99238253659918 37.57059431712033),211585,1.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
112,NODE,POINT(126.99214130747008 37.57041738185907),211584,0.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
113,NODE,POINT(126.99193946010993 37.570957143976855),211583,0.0,,0,,,,,1111000000,종로구,1111015100,묘동,265,종로3가,0,1
114,NODE,POINT(126.97731475572975 37.569751015234814),211582,1.0,,0,,,,,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
115,NODE,POINT(126.99183426224357 37.572491218588375),211578,1.0,,0,,,,,1111000000,종로구,1111015100,묘동,265,종로3가,0,1
116,NODE,POINT(126.99949116520736 37.57075921697075),212674,1.0,,0,,,,,1111000000,종로구,1111016100,종로4가,266,종로5가,0,0
117,LINK,,0,,"LINESTRING(127.01551499790813 37.57951303710329,127.01548997792348 37.579423048721914)",135194,1000.0,212418.0,167349.0,10.229,1111000000,종로구,1111017500,숭인동,270,창신,0,0
118,LINK,,0,,"LINESTRING(127.01547048399392 37.57974001461572,127.01507537492743 37.579732972870715)",142358,1000.0,212419.0,212437.0,34.909,1111000000,종로구,1111017500,숭인동,270,창신,0,0
119,NODE,POINT(126.98268850812248 37.57049982033886),212691,1.0,,0,,,,,1111000000,종로구,1111012700,공평동,273,종각,0,1
120,NODE,POINT(127.02302694169391 37.57604619522131),212692,1.0,,0,,,,,1111000000,종로구,1111017500,숭인동,119,신설동,0,0
121,NODE,POINT(126.98584903504013 37.570202340698316),212429,0.0,,0,,,,,1111000000,종로구,1111013800,종로2가,273,종각,0,0
122,NODE,POINT(126.99969620374662 37.57076601775221),212701,0.0,,0,,,,,1111000000,종로구,1111016100,종로4가,266,종로5가,0,0
123,LINK,,0,,"LINESTRING(126.99172284551783 37.57039464318416,126.99214130747008 37.57041738185907)",106170,1000.0,211613.0,211584.0,37.054,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
124,LINK,,0,,"LINESTRING(126.99164572166939 37.57229635958097,126.99153651733593 37.57262285019249)",92532,1000.0,211624.0,211593.0,37.499,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
125,LINK,,0,,"LINESTRING(126.99205523911046 37.57098084929497,126.99217349925294 37.57100422553243,126.99215227845464 37.57106843929747)",101634,1000.0,211594.0,135627.0,18.134,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
126,LINK,,0,,"LINESTRING(126.9917410583361 37.57022514170538,126.99189984200805 37.5702330518643)",70669,1000.0,211591.0,211589.0,14.055,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
127,LINK,,0,,"LINESTRING(126.99205523911046 37.57098084929497,126.992029588403 37.57110624667541,126.99164572166939 37.57229635958097)",68442,1000.0,211594.0,211624.0,150.473,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
128,LINK,,0,,"LINESTRING(126.99172284551783 37.57039464318416,126.9917410583361 37.57022514170538)",54747,1000.0,211613.0,211591.0,18.881,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
129,LINK,,0,,"LINESTRING(126.99153651733593 37.57262285019249,126.99185052385326 37.572669886627445)",53952,1000.0,211593.0,137497.0,28.226,1111000000,종로구,1111015100,묘동,265,종로3가,0,0
130,LINK,,0,,"LINESTRING(127.01546995294608 37.579924238231975,127.01547048399392 37.57974001461572)",27914,1000.0,167346.0,212419.0,20.447,1111000000,종로구,1111017500,숭인동,270,창신,0,0
131,LINK,,0,,"LINESTRING(126.97275521579131 37.576199430537514,126.97271914705718 37.57630885297139)",280879,1000.0,212613.0,131957.0,12.556,1111000000,종로구,1111010700,적선동,271,경복궁(정부서울청사),0,0
132,NODE,POINT(126.97700053810094 37.57025059624365),211567,0.0,,0,,,,,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
133,NODE,POINT(126.97737464860542 37.57076135557783),211566,0.0,,0,,,,,1111000000,종로구,1111011900,세종로,274,광화문(세종문화회관),0,0
134,NODE,POINT(126.98393912860145 37.57005314591761),212189,1.0,,0,,,,,1111000000,종로구,1111013800,종로2가,273,종각,0,0
135,NODE,POINT(127.00178076510795 37.57115952907968),212193,0.0,,0,,,,,1111000000,종로구,1111016300,종로5가,266,종로5가,0,0
136,LINK,,0,,"LINESTRING(126.9725681768323 37.575903851020115,126.97250585199325 37.57574779340012,126.97220484420401 37.57578863877722)",244909,1000.0,212546.0,131968.0,45.148,1111000000,종로구,1111011400,내자동,271,경복궁(정부서울청사),0,0
137,NODE,POINT(127.0120019980242 37.57184103052378),212713,0.0,,0,,,,,1111000000,종로구,1111017400,창신동,272,동대문,0,0
138,NODE,POINT(126.9728265418167 37.57611196826285),211728,1.0,,0,,,,,1111000000,종로구,1111010700,적선동,271,경복궁(정부서울청사),0,0
139,LINK,,0,,"LINESTRING(126.97410401290497 37.57577297983848,126.97413365201709 37.575965675947124)",245987,1000.0,211626.0,212372.0,21.547,1111000000,종로구,1111010700,적선동,271,경복궁(정부서울청사),0,0
140,NODE,POINT(127.02285438723464 37.57594553361025),212763,0.0,,0,,,,,1111000000,종로구,1111017500,숭인동,119,신설동,0,0
141,NODE,POINT(126.9666090580199 37.56634017520384),129122,1.0,,0,,,,,1111000000,종로구,1111017700,평동,151,서대문,0,0
142,LINK,,0,,"LINESTRING(126.97325741184406 37.57599127152532,126.97335535396778 37.575979688584326,126.97331975840963 37.57583545887425)",241181,1000.0,131959.0,212382.0,25.061,1111000000,종로구,1111010700,적선동,271,경복궁(정부서울청사),0,0
143,LINK,,0,,"LINESTRING(126.97275521579131 37.576199430537514,126.9728265418167 37.57611196826285)",177042,1000.0,212613.0,211728.0,11.573,1111000000,종로구,1111010700,적선동,271,경복궁(정부서울청사),0,0
144,LINK,,0,,"LINESTRING(126.97331975840963 37.57583545887425,126.9725681768323 37.575903851020115)",153216,1000.0,212382.0,212546.0,66.824,1111000000,종로구,1111011400,내자동,271,경복궁(정부서울청사),0,0
145,NODE,POINT(126.95893885726706 37.573711452733825),128588,1.0,,0,,,,,1111000000,종로구,1111018700,무악동,152,독립문,0,0
146,NODE,POINT(126.98245991294824 37.569974913773805),212145,1.0,,0,,,,,1111000000,종로구,1111012300,서린동,273,종각,0,0
147,NODE,POINT(127.01048106360342 37.57127610968704),212138,1.0,,0,,,,,1111000000,종로구,1111017400,창신동,272,동대문,0,0
148,NODE,POINT(126.9585233716628 37.57392006788464),213884,0.0,,0,,,,,1111000000,종로구,1111018700,무악동,152,독립문,0,0
149,NODE,POINT(126.95838269481564 37.57423135236361),128587,1.0,,0,,,,,1111000000,종로구,1111018700,무악동,152,독립문,0,0
150,NODE,POINT(126.99136290743297 37.5705553495967),139634,1.0,,0,,,,,1111000000,종로구,1111015600,종로3가,265,종로3가,0,0
151,LINK,,0,,"LINESTRING(126.97410401290497 37.57577297983848,126.97543485750644 37.5756928784237,126.97552080909323 37.57628869727206)",152169,1000.0,211626.0,212811.0,184.461,1111000000,종로구,1111011900,세종로,271,경복궁(정부서울청사),0,0
152,LINK,,0,,"LINESTRING(126.97232742324682 37.57627262400803,126.97242343703854 37.57636997181606)",132936,1000.0,212610.0,153200.0,13.736,1111000000,종로구,1111011400,내자동,271,경복궁(정부서울청사),0,0
153,NODE,POINT(127.02273646350554 37.57583799565782),213579,1.0,,0,,,,,1111000000,종로구,1111017500,숭인동,119,신설동,0,0
154,LINK,,0,,"LINESTRING(126.97259187302636 37.576090635405826,126.97275521579131 37.576199430537514)",112063,1000.0,212614.0,212613.0,18.815,1111000000,종로구,1111010700,적선동,271,경복궁(정부서울청사),0,0
155,LINK,,0,,"LINESTRING(126.97259187302636 37.576090635405826,126.97232742324682 37.57627262400803)",61307,1000.0,212614.0,212610.0,30.882,1111000000,종로구,1111011400,내자동,271,경복궁(정부서울청사),0,0
156,LINK,,0,,"LINESTRING(126.9725681768323 37.575903851020115,126.97259187302636 37.576090635405826)",50681,1000.0,212546.0,212614.0,20.836,1111000000,종로구,1111011400,내자동,271,경복궁(정부서울청사),0,0
157,NODE,POINT(126.98358561915713 37.57022569061446),212567,0.0,,0,,,,,1111000000,종로구,1111013800,종로2가,273,종각,0,0
158,NODE,POINT(127.01547048399392 37.57974001461572),212419,0.0,,0,,,,,1111000000,종로구,1111017500,숭인동,270,창신,0,0
