자치구,기초지자체명,현지인방문자수,자치구내 현지인방문자 비율,외지인방문자수,자치구내 외지인방문자 비율,외국인 방문자수
중구,소공동,7281239.0,10.1,25005141.0,13.2,3889763.0
중구,신당5동,1843065.0,2.5,1900832.0,1.0,83359.0
중구,신당동,6057198.0,8.4,9512160.0,5.0,1539888.0
중구,약수동,4519606.0,6.2,4286793.0,2.3,78967.0
중구,을지로동,5326804.0,7.4,14716107.0,7.8,3084881.0
중구,장충동,3132686.0,4.3,7769251.0,4.1,1171959.0
중구,중림동,1943476.0,2.7,4198292.0,2.2,638844.0
중구,청구동,1932959.0,2.7,1544840.0,0.8,133058.0
중구,필동,5613202.0,7.8,15163760.0,8.0,2807807.0
중구,황학동,1982424.0,2.7,2692182.0,1.4,163108.0
중구,회현동,7372488.0,10.2,33477458.0,17.7,4032990.0
중랑구,망우3동,2370487.0,2.5,783702.0,1.7,17195.0
중랑구,망우본동,13610051.0,14.2,5899856.0,12.9,47113.0
중랑구,면목2동,4615730.0,4.8,2213376.0,4.9,31565.0
중랑구,면목3.8동,8701819.0,9.1,3587286.0,7.9,39092.0
중랑구,면목4동,4056216.0,4.2,2301180.0,5.0,25620.0
중랑구,면목5동,3339626.0,3.5,2072682.0,4.5,17189.0
중랑구,면목7동,5857222.0,6.1,1657110.0,3.6,26148.0
중랑구,면목본동,6328623.0,6.6,2460395.0,5.4,43879.0
중랑구,묵1동,6067898.0,6.3,2594172.0,5.7,26693.0
중랑구,묵2동,5053006.0,5.3,4246294.0,9.3,29541.0
중랑구,상봉1동,3646262.0,3.8,1197444.0,2.6,44957.0
중랑구,상봉2동,7369442.0,7.7,6545368.0,14.4,77278.0
중랑구,신내1동,8510450.0,8.9,3723888.0,8.2,41851.0
중랑구,신내2동,5801618.0,6.1,1692960.0,3.7,14185.0
중랑구,중화1동,5621550.0,5.9,2154464.0,4.7,15994.0
중랑구,중화2동,4641063.0,4.9,2456920.0,5.4,32853.0
