,기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
12285,20234,A,골목상권,3110349,화계역 2번,7,,,,,,,,,,,,,,,,,,,4.0
12286,20234,A,골목상권,3110348,강북문화예술회관,11,,,,,3.0,,,,,,,,,,,,,,3.0
12287,20234,A,골목상권,3110347,구세군강북종합사회복지관,6,,,,,,,,,,,,,,,,,,,3.0
12288,20234,A,골목상권,3110346,4.19민주묘지역 2번,12,,,,,1.0,,,,,1.0,,,,,,,,,4.0
12289,20234,A,골목상권,3110345,솔밭공원역 2번,20,,,,,4.0,,,,,,,,,,,,,1.0,4.0
12290,20234,A,골목상권,3110344,화계중학교,4,,,,,,,,,,,,,,,,,,,3.0
12291,20234,A,골목상권,3110343,무너미어린이공원,13,,,,,,1.0,,,,,,,,,,,,,5.0
12292,20234,A,골목상권,3110342,국립재활원,8,,,,,1.0,,,,,,,,,,,,,,7.0
12293,20234,A,골목상권,3110341,북한산우이역 2번,14,,,,,1.0,,,,,1.0,,,,,,,,,10.0
12294,20234,A,골목상권,3110340,인수중학교,6,,,,,,,,,,,,,,,,,,,2.0
12295,20234,A,골목상권,3110339,국립4.19민주묘지,2,,,,,,,,,,,,,,,,,,,
12296,20234,A,골목상권,3110338,인수초등학교,3,1.0,,,,,,,,,,,,,,,,,,
12297,20234,A,골목상권,3110337,아카데미하우스,16,,,,,,,,,,,,,,,,,,,11.0
12298,20234,A,골목상권,3110336,석관고등학교,7,,,,,,,,,,,,,,,,,,,4.0
12299,20234,A,골목상권,3110335,석계역 7번,33,4.0,1.0,,,2.0,,,,,,,,,,,,,2.0,10.0
12300,20234,A,골목상권,3110334,석관중앙교회,14,,,,,3.0,,,,,,,,,,,,,,2.0
12301,20234,A,골목상권,3110333,돌곶이역 5번,19,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0
12302,20234,A,골목상권,3110332,돌곶이역 3번,2,,,,,,,,,,,,,,,,,,,2.0
12303,20234,A,골목상권,3110331,돌곶이역 8번,23,1.0,,,,4.0,,,,,,,,,,,,,,2.0
12304,20234,A,골목상권,3110330,돌곶이역 1번,4,,,,,,,,,,,,,,,,,,,1.0
12305,20234,A,골목상권,3110329,우리은행체육관,8,,,,,2.0,,,,,,,,,,,,,,4.0
12306,20234,A,골목상권,3110328,상월곡역 3번,4,1.0,,,,,,,,,,,,,,,,,,1.0
12307,20234,A,골목상권,3110327,상월곡역 2번,13,1.0,1.0,,,2.0,,,,,,,,,,,,,,2.0
12308,20234,A,골목상권,3110326,장위동성당,14,,,,,2.0,,,,,,,,,,,,,,4.0
12309,20234,A,골목상권,3110325,장곡초등학교,10,1.0,,,,1.0,,,,,,,,,,,,,,2.0
12310,20234,A,골목상권,3110324,월곡역 4번,7,2.0,,,,,,,,,,,,,,,,,,1.0
12311,20234,A,골목상권,3110323,상월곡역 1번,15,,,,,1.0,1.0,,,,1.0,,,,,,,,,5.0
12312,20234,A,골목상권,3110322,장위1동주민센터,17,,1.0,,,2.0,6.0,,,,,,,,,,,,,5.0
12313,20234,A,골목상권,3110321,동덕여대,6,,,,,,,,,,,,,,,,,,,3.0
12314,20234,A,골목상권,3110320,KB국민은행 종암동지점,6,,1.0,,,,,,,,,,,,,,,,,1.0
12315,20234,A,골목상권,3110319,종암동주민센터,29,3.0,1.0,,,2.0,1.0,,,,,,,,,,,,,1.0
12316,20234,A,골목상권,3110318,KT월곡지사,5,,,,,1.0,,,,,,,,,,,,,,1.0
12317,20234,A,골목상권,3110317,종암중학교,7,,,,,,,,,,,,,,,,,,,6.0
12318,20234,A,골목상권,3110316,숭곡초등학교,33,,1.0,,,6.0,,,,,,,,,,,,,,9.0
12319,20234,A,골목상권,3110315,종암아이파크2차,27,,,,,3.0,2.0,,,,,,,,,,,,,10.0
12320,20234,A,골목상권,3110314,종암경찰서,34,3.0,,,,5.0,,,,,,,,,,,,,,8.0
12321,20234,A,골목상권,3110313,안암역 3번,22,,2.0,,1.0,3.0,,,,,1.0,,,,,,,,,4.0
12322,20234,A,골목상권,3110312,안암역 2번,8,,1.0,,,2.0,,,,,1.0,,,,,,,,,1.0
12323,20234,A,골목상권,3110311,종암아이파크2차후문,5,,,,,,,,,,,,,,,,,,,5.0
12324,20234,A,골목상권,3110310,길음역 10번,7,,,,,,,,,,,,,,,,,,,4.0
12325,20234,A,골목상권,3110309,대광초등학교,4,,,,,,,,,,,,,,,,,,,1.0
12326,20234,A,골목상권,3110308,길음역 8번,23,,,,,3.0,,,,,,,,,,,,,,4.0
12327,20234,A,골목상권,3110307,길음역 7번,24,,2.0,,,2.0,,,,,,,,,,,,,,5.0
12328,20234,A,골목상권,3110306,미아초등학교,5,,,,,,1.0,,,,,,,,,,,,,1.0
12329,20234,A,골목상권,3110305,보문역 5번,19,2.0,1.0,,,1.0,,,,,,,,,1.0,,,,,4.0
12330,20234,A,골목상권,3110304,보문역 4번,17,,,,,1.0,,,,,,,,,,,,,1.0,4.0
12331,20234,A,골목상권,3110303,성신여대입구역 1번,8,1.0,,,,,,,,,,,,,,,,,,
12332,20234,A,골목상권,3110302,보문역 8번,19,,1.0,,,3.0,,,,,,,,,,,,,1.0,1.0
12333,20234,A,골목상권,3110301,성신여대입구역 7번,9,,,,,1.0,,,,,,,,,,,,,,
12334,20234,A,골목상권,3110300,삼선동주민센터,22,4.0,1.0,,,1.0,,,,,1.0,,,,,,,,,11.0
12335,20234,A,골목상권,3110299,정릉역 1번,26,,,,,4.0,1.0,,,,,,,,,,,,,5.0
12336,20234,A,골목상권,3110298,솔숲어린이공원,6,1.0,,,,1.0,1.0,,,,,,,,,,,,,2.0
12337,20234,A,골목상권,3110297,경동고등학교,19,2.0,,,,,,,,,,,,,,,,,,6.0
12338,20234,A,골목상권,3110296,성신여대입구역 4번,13,1.0,,,,2.0,,,,,,,,,,,,,,5.0
12339,20234,A,골목상권,3110295,정릉우체국,20,1.0,1.0,,,3.0,1.0,,,,,,,,,,,,,5.0
12340,20234,A,골목상권,3110294,서경대학교,26,2.0,1.0,,,3.0,,,,,1.0,,,,,,,,,8.0
12341,20234,A,골목상권,3110293,삼선중학교,8,,,,,1.0,,,,,,,,,,,,,,2.0
12342,20234,A,골목상권,3110292,정릉역 2번,9,3.0,1.0,,,,,,,,,,,,,,,,,3.0
12343,20234,A,골목상권,3110291,한성대입구역 3번,21,1.0,,,,1.0,,,,,,,,,,,,,,9.0
12344,20234,A,골목상권,3110290,북한산보국문역 1번,4,,,,,,,,,,,,,,,,,,,2.0
12345,20234,A,골목상권,3110289,북한산보국문역 2번,18,1.0,,,,,,,,,,,,,,,,,,5.0
12346,20234,A,골목상권,3110288,동구여중,12,,,,,,1.0,,,,,,,,,,,,,3.0
12347,20234,A,골목상권,3110287,정릉3동주민센터,8,1.0,,,,,,,,,1.0,,,,,,,,,1.0
12348,20234,A,골목상권,3110286,한성대입구역 5번,23,2.0,,,,1.0,,,,,1.0,,,,,,,,,6.0
12349,20234,A,골목상권,3110285,홍대부중,7,,,,,,,,,,,,,,,,,,,4.0
12350,20234,A,골목상권,3110284,정릉북한산국립공원입구,6,,,,,1.0,,,,,,,,,,,,,,2.0
12351,20234,A,골목상권,3110283,성북초등학교앞,8,,1.0,,,,,,,,,,,,,,,,,4.0
12352,20234,A,골목상권,3110282,국민대학교앞,4,1.0,,,,1.0,,,,,,,,,,,,,,1.0
12353,20234,A,골목상권,3110281,길상사,14,1.0,,,,,,,,,4.0,,,,,,,,,8.0
12354,20234,A,골목상권,3110280,북정마을,13,,,,,,,,,,,,,,,,,,,5.0
12355,20234,A,골목상권,3110279,신내역 2번,14,,,,,,,,,,,,,,,,,,,12.0
12356,20234,A,골목상권,3110278,망우본동주민센터,37,5.0,,,,5.0,,,,,,,1.0,,1.0,,,,,8.0
12357,20234,A,골목상권,3110277,러스크서울병원,18,,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0
12358,20234,A,골목상권,3110276,신내IC북측,4,,,,,,,,,,,,,,,,,,,2.0
12359,20234,A,골목상권,3110275,하나은행 망우동지점,9,,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0
12360,20234,A,골목상권,3110274,서일대학교,27,,,,,4.0,,,,,,,,,,,,,,8.0
12361,20234,A,골목상권,3110273,장스여성병원,22,,1.0,,1.0,4.0,,,,,,,,,,,,,,8.0
12362,20234,A,골목상권,3110272,신내1동주민센터,33,1.0,1.0,,,3.0,,,,,,,,,,,,,,6.0
12363,20234,A,골목상권,3110271,신내역 1번,3,,,,,,,,,,,,,,,,,,,2.0
12364,20234,A,골목상권,3110270,혜원여고,11,1.0,1.0,,,,,,,,,,2.0,,,,,,,2.0
12365,20234,A,골목상권,3110269,용마문화복지센터,12,,,,,,,,,,,,,,,,,,,6.0
12366,20234,A,골목상권,3110268,망우3동주민센터,7,,,,,,,,,,,,,,,,,,,3.0
12367,20234,A,골목상권,3110267,망우역 2번,18,,,,,1.0,1.0,,,,,,,,,,,,,2.0
12368,20234,A,골목상권,3110266,면목동우체국,12,,,,,,,1.0,,,,,,,,,,,,1.0
12369,20234,A,골목상권,3110265,망우역 1번,20,1.0,,,1.0,2.0,,,,,,,,,,,,,2.0,5.0
12370,20234,A,골목상권,3110264,면목역 2번,36,2.0,,,,3.0,,,,,,,2.0,,,,,,,8.0
12371,20234,A,골목상권,3110263,면목역 1번,18,,,,,2.0,,,,,,,3.0,,,,,,,2.0
12372,20234,A,골목상권,3110262,상봉역 3번,13,,1.0,,,1.0,,,,,,,,,,,,,,2.0
12373,20234,A,골목상권,3110261,사가정역 4번,13,,,,,3.0,,,,,,,,,,,,,,2.0
12374,20234,A,골목상권,3110260,면목역 3번,24,,1.0,,,3.0,,,,,,,2.0,,1.0,,,,1.0,4.0
12375,20234,A,골목상권,3110259,사가정역 1번,17,,,,,5.0,,,,,,,,,1.0,,,,,2.0
12376,20234,A,골목상권,3110258,면동초등학교,17,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,3.0
12377,20234,A,골목상권,3110257,상봉역 7번,11,2.0,,,,2.0,1.0,,,,,,,,,,,,,2.0
12378,20234,A,골목상권,3110256,면목2동체육관,39,,,,,6.0,1.0,,,,,,7.0,,,,,,,7.0
12379,20234,A,골목상권,3110255,상봉역 4번,22,2.0,,,,1.0,,,,,,,,,,,,,,6.0
12380,20234,A,골목상권,3110254,오거리공원,21,1.0,,,,3.0,,,,,,,,,,,,,,1.0
12381,20234,A,골목상권,3110253,중곡초등학교,13,,,,,,,,,,,,,,,,,,,3.0
12382,20234,A,골목상권,3110252,장안제일시장,15,,1.0,,,1.0,,,,,,,2.0,,,,,,,3.0
12383,20234,A,골목상권,3110251,장안중학교,22,,,,,1.0,,,,,,,,,,,,,,8.0
12384,20234,A,골목상권,3110250,화랑대역 7번,6,,,,,1.0,,,,,,,,,,,,,,1.0
12385,20234,A,골목상권,3110249,중화역 1번,23,,,,,2.0,,,,,,,,,,,,,,4.0
12386,20234,A,골목상권,3110248,먹골파출소,4,1.0,,,,,,,,,,,,,,,,,,1.0
12387,20234,A,골목상권,3110247,먹골역 1번,26,2.0,,,1.0,4.0,,,,,,,,,,,,,,2.0
12388,20234,A,골목상권,3110246,월드순복음교회,8,,,,,,,,,,,,,,2.0,,,,,3.0
12389,20234,A,골목상권,3110245,KB국민은행 중화동지점,4,,1.0,,,,,,,,,,,,,,,,,
12390,20234,A,골목상권,3110244,중화역 4번,18,,1.0,,,2.0,,,,,,,1.0,,,,,,1.0,5.0
12391,20234,A,골목상권,3110243,중랑노인종합복지관,20,,,,,2.0,,,,,,,,,,,,,,5.0
12392,20234,A,골목상권,3110242,면목5동주민센터,17,1.0,,,,,,,,,,,2.0,,,,,,,5.0
12393,20234,A,골목상권,3110241,먹골역 5번,30,2.0,2.0,,,3.0,,,,,,,,,,,,,1.0,5.0
12394,20234,A,골목상권,3110240,태릉시장 특화거리,14,,,,,3.0,,,,,,,,,,,,,,1.0
12395,20234,A,골목상권,3110238,배꽃어린이공원,1,,,,,,,,,,,,,,,,,,,
12396,20234,A,골목상권,3110237,메가박스 상봉,25,1.0,,,,2.0,,,,,,,,1.0,1.0,,,,,2.0
12397,20234,A,골목상권,3110236,신묵초등학교,18,1.0,,,,,,,,,,,,,,,,,,4.0
12398,20234,A,골목상권,3110234,중랑역 4번,9,,,,,1.0,,,,,,,,,,,,,,4.0
12399,20234,A,골목상권,3110233,중랑역 1번,17,,,,,3.0,,,,,,,1.0,,,,,,2.0,2.0
12400,20234,A,골목상권,3110232,동대부고,12,,,,,3.0,,,,,,,,,,,,,,3.0
12401,20234,A,골목상권,3110231,장안교,2,,,,,,,,,,,,,,,,,,,
12402,20234,A,골목상권,3110230,장안현대홈타운1차아파트,12,,,,,1.0,,,,,,,,,,,,,,4.0
12403,20234,A,골목상권,3110229,장평중학교,15,,,,,1.0,,,1.0,,,,,,,,,,,1.0
12404,20234,A,골목상권,3110228,장안근린공원,17,2.0,,,,1.0,,,,,,,,,,,,,,4.0
12405,20234,A,골목상권,3110227,답십리공원,9,,,,,1.0,,,,,,,,,,,,,,3.0
12406,20234,A,골목상권,3110226,장안1동주민센터,27,2.0,1.0,,,4.0,,,,,,,,,,,,,,6.0
12407,20234,A,골목상권,3110225,촬영소사거리,7,,,,,1.0,,,,,,,,,,,,,,2.0
12408,20234,A,골목상권,3110224,외대앞역 2번,8,,,,,2.0,,,,,,,,,,,,,,
12409,20234,A,골목상권,3110221,의릉,8,,,,,,,,,,2.0,,,,,,,,,1.0
12410,20234,A,골목상권,3110220,외대앞역 1번,27,,,,,4.0,,,,,,,,,,,,,,4.0
12411,20234,A,골목상권,3110219,삼육보건대학교,17,1.0,,,,5.0,,,1.0,,,,,,,,,,,1.0
12412,20234,A,골목상권,3110218,답십리사거리,26,,,,,2.0,,,,,,,,,,,,,,3.0
12413,20234,A,골목상권,3110217,자동차부품상가,1,,,,,,,,,,,,,,,,,,,1.0
12414,20234,A,골목상권,3110216,전농중학교,12,,,,,3.0,,,,,,,,,,,,,,2.0
12415,20234,A,골목상권,3110215,회기역 1번,9,1.0,,,,1.0,,,,,,,,,1.0,,,,,
12416,20234,A,골목상권,3110214,경희대후문,10,,,,,1.0,,,,,4.0,,,,,,,,,3.0
12417,20234,A,골목상권,3110213,청량초등학교,9,,1.0,,,,1.0,,,,,,,,,,,,,2.0
12418,20234,A,골목상권,3110212,답십리초등학교,24,,,,,1.0,,,,,,,,,,,,,,4.0
12419,20234,A,골목상권,3110211,전곡마을마당공원,14,,,,,,1.0,,,,,,,,,,,,,3.0
12420,20234,A,골목상권,3110210,서울시립대,14,1.0,,,,,,,,,,,,,,,,,,5.0
12421,20234,A,골목상권,3110209,답십리 장령당공원,3,,,,,,,,,,,,,,,,,,,
12422,20234,A,골목상권,3110208,시조사삼거리,6,,,,,,,,,,,,,,,,,,,1.0
12423,20234,A,골목상권,3110207,시립대앞사거리,2,,,,,,,,,,,,,,,,,,,2.0
12424,20234,A,골목상권,3110206,텃골근린공원,12,1.0,,,,2.0,1.0,,,,,,,,,,,,,2.0
12425,20234,A,골목상권,3110205,경희대삼거리,12,1.0,,,,,,,,,,,,,,,,,,3.0
12426,20234,A,골목상권,3110204,간데메공원,20,1.0,1.0,,,3.0,,,,,,,,,,,,,,2.0
12427,20234,A,골목상권,3110203,떡전교사거리,4,,,,,,,,,,,,,,,,,,,
12428,20234,A,골목상권,3110202,전농1동주민센터(전농시장),9,1.0,,,1.0,1.0,,,,1.0,,,,,2.0,,,,,1.0
12429,20234,A,골목상권,3110201,전농119안전센터,6,,,,,,,,,,,,,,2.0,,,,,1.0
12430,20234,A,골목상권,3110200,동대문경찰서,9,,,,,,,,,,,,,,1.0,,,,,2.0
12431,20234,A,골목상권,3110199,홍릉시장,16,,,,,2.0,,,,,,,,,4.0,,,,,3.0
12432,20234,A,골목상권,3110198,동대문중앙새마을금고본점,3,,,,,,,,,,,,,,,,,,,1.0
12433,20234,A,골목상권,3110197,세종대왕기념관교차로,2,,,,,,1.0,,,,,,,,,,,,,
12434,20234,A,골목상권,3110196,홍릉근린공원,3,,,,,,,,,,,,,,,,,,,
12435,20234,A,골목상권,3110195,동대문구청,17,,,,,3.0,1.0,,,,,,,,,,,,,1.0
12436,20234,A,골목상권,3110194,홍파초등학교,6,,,,,,,,,,,,,,,,,,,2.0
12437,20234,A,골목상권,3110193,고려대역 4번,12,1.0,,,,,,,,,,,,,,,,,1.0,3.0
12438,20234,A,골목상권,3110192,동의보감타워,9,,,,1.0,1.0,,,,,,,,,,,,,,3.0
12439,20234,A,골목상권,3110191,고려대역 6번,9,,,,,1.0,,,,,1.0,,,,1.0,,,,,3.0
12440,20234,A,골목상권,3110190,고대앞사거리,10,,,,,,1.0,,,,,,,,,,,,,4.0
12441,20234,A,골목상권,3110189,제기동역 1번,6,,,,,,,,,,,,,,,,,,,
12442,20234,A,골목상권,3110188,용두동신동아아파트,11,1.0,,,,2.0,,,,,,,,,,,,,,2.0
12443,20234,A,골목상권,3110187,제기동역 6번,27,1.0,1.0,1.0,,6.0,,,,,,,,,,,,,,3.0
12444,20234,A,골목상권,3110186,종암초등학교,4,,,,,1.0,,,,,,,,,,,,,,2.0
12445,20234,A,골목상권,3110185,용두초등학교,3,,,,,,,,,,,,,,,,,,,
12446,20234,A,골목상권,3110184,용두사거리,7,,,,,1.0,,,,,,,,,,,,,,2.0
12447,20234,A,골목상권,3110183,한국의류시험연구원,7,,,,,,,,,,,,,,,,,,,3.0
12448,20234,A,골목상권,3110182,용두희망어린이공원,12,,,,1.0,1.0,,,,,,,,,,,,,,3.0
12449,20234,A,골목상권,3110181,신설동역 9번,6,1.0,1.0,,,,,,,,,,,,,,,,,1.0
12450,20234,A,골목상권,3110180,광진정보도서관,11,1.0,1.0,,,1.0,,,,,,,,,,,,,,5.0
12451,20234,A,골목상권,3110179,광나루역 1번,10,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0
12452,20234,A,골목상권,3110178,장로회신학대학교,5,,,,,,,,,,,,,,,,,,,2.0
12453,20234,A,골목상권,3110177,동의초등학교,1,,,,,,,,,,,,,,,,,,,
12454,20234,A,골목상권,3110176,해오름공원,21,,,,,1.0,,,,,,,,,,,,,,9.0
12455,20234,A,골목상권,3110175,푸른동산공원,10,,,,,,1.0,,,,,,,,,,,,,2.0
12456,20234,A,골목상권,3110174,아차산역 1번,12,,,,,2.0,,,,,,,,,,,,,,5.0
12457,20234,A,골목상권,3110173,구남초등학교,5,,,,,,,,,,,,,,,,,,,
12458,20234,A,골목상권,3110172,광진초등학교,10,1.0,1.0,,,,,,,,,,,,,,,,,1.0
12459,20234,A,골목상권,3110171,중곡4동주민센터,9,1.0,,,,,,,,,,,,,,,,,,2.0
12460,20234,A,골목상권,3110170,동대부여고,8,,,,,2.0,,,,,,,,,,,,,,2.0
12461,20234,A,골목상권,3110169,성동초등학교,18,,,,,2.0,1.0,,,,,,,,,,,,,3.0
12462,20234,A,골목상권,3110168,대원고등학교,3,,,,,,,,,,,,,,,,,,,3.0
12463,20234,A,골목상권,3110167,용마초등학교,25,,1.0,,,5.0,,,,,,,,,,,,,,3.0
12464,20234,A,골목상권,3110166,구의1동주민센터,12,1.0,1.0,,,1.0,,,,,,,,,,,,,,3.0
12465,20234,A,골목상권,3110165,국립정신건강센터,10,,,,,,,,,,,,,,,,,,,6.0
12466,20234,A,골목상권,3110164,아차산역 5번,3,,,,,,,,,,,,,,,,,,,1.0
12467,20234,A,골목상권,3110163,성자초등학교,14,,,,,2.0,,,,,,,,,,,,,,2.0
12468,20234,A,골목상권,3110162,군자역 4번,6,,,,,,1.0,,,,,,,,,,,,,
12469,20234,A,골목상권,3110161,중곡역 3번,23,1.0,1.0,,,4.0,,,,,,,,,,,,,,4.0
12470,20234,A,골목상권,3110160,광진경찰서,2,1.0,,,,,,,,,,,,,,,,,,
12471,20234,A,골목상권,3110159,구의역 4번,34,2.0,,,,4.0,,,,,,,,,,,,,,3.0
12472,20234,A,골목상권,3110158,중곡3동주민센터,35,1.0,,,,3.0,,,,,,,,,,,,,,10.0
12473,20234,A,골목상권,3110157,자양동우체국,15,1.0,1.0,,,1.0,,,,,,,,,,,,,,3.0
12474,20234,A,골목상권,3110156,군자역 5번,4,1.0,,,,,,,,,,,,,,,,,,
12475,20234,A,골목상권,3110155,광진구청,6,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0
12476,20234,A,골목상권,3110154,광진정말공원,26,,,,,4.0,,,,,,,,,,,,,,5.0
12477,20234,A,골목상권,3110153,중곡1동주민센터,4,1.0,,,,,,,,,,,,,,,,,,1.0
12478,20234,A,골목상권,3110152,중곡어린이공원,6,,,,,,,,,,,,,,,,,,,4.0
12479,20234,A,골목상권,3110151,자양한강도서관,14,,,,,2.0,,,,,,,,,,,,,,4.0
12480,20234,A,골목상권,3110150,중곡1동 마을마당,8,,,,,,,,,,,,,,,,,,,5.0
12481,20234,A,골목상권,3110149,세종대학교,7,,,,1.0,,,,,,,,,,,,,,,2.0
12482,20234,A,골목상권,3110148,어린이대공원역 3번,1,,,,,,,,,,,,,,,,,,,
12483,20234,A,골목상권,3110147,능동우편취급국,12,1.0,,,,2.0,,,,,,,,,,,,,,3.0
12484,20234,A,골목상권,3110146,신자초등학교,15,,,,,1.0,,,,,,,,,,,,,,2.0
12485,20234,A,골목상권,3110144,어린이대공원역 4번,3,1.0,,,,,,,,,,,,,,,,,,
12486,20234,A,골목상권,3110143,뚝섬유원지역 1번,3,,,,,,1.0,,,,,,,,,,,,,
12487,20234,A,골목상권,3110142,화양사거리,28,,1.0,,,2.0,,,,,,,,,,,,,,3.0
12488,20234,A,골목상권,3110141,건대입구역 1번,3,,,,,,,,,,,,,,,,,,,2.0
12489,20234,A,골목상권,3110140,건대입구역 6번,21,,2.0,,1.0,5.0,,,,,,,,,,,,,,3.0
12490,20234,A,골목상권,3110139,자양4동주민센터,27,4.0,,,,4.0,,,,,,,,,,,,,,6.0
12491,20234,A,골목상권,3110138,송정체육공원,20,,,,,2.0,,,,,,,,,,,,,,9.0
12492,20234,A,골목상권,3110137,성수초등학교,18,1.0,5.0,,,1.0,,,,,,,,1.0,,,,,,5.0
12493,20234,A,골목상권,3110136,경수초등학교,11,,2.0,,,1.0,,,,,,,,,,,,,,5.0
12494,20234,A,골목상권,3110135,성동세무서,14,1.0,,,1.0,2.0,,,,,,,,,,,,,,6.0
12495,20234,A,골목상권,3110134,성수119안전센터,40,,,,,4.0,,,,,,,,,1.0,,,,,18.0
12496,20234,A,골목상권,3110133,서울교통공사,3,1.0,,,,1.0,,,,,,,,,,,,,,
12497,20234,A,골목상권,3110132,성수2가3동주민센터,9,1.0,,,,,,,,,,,,,,,,,,3.0
12498,20234,A,골목상권,3110131,성수동카페거리,5,,1.0,,,,,,,,,,,,,,,,,3.0
12499,20234,A,골목상권,3110130,답십리역 6번,1,,,,,,,,,,,,,,,,,,,
12500,20234,A,골목상권,3110129,성원어린이공원,3,,,,,,,,,,,,,,,,,,,2.0
12501,20234,A,골목상권,3110128,성원중학교,41,2.0,1.0,,,6.0,,,,,,,,,,,,,,8.0
12502,20234,A,골목상권,3110127,성수1가1동주민센터,6,2.0,,,,,,,,,,,,,,,,,,3.0
12503,20234,A,골목상권,3110126,서울숲역 1번,3,1.0,,,,,,,,,,,,,,,,,,
12504,20234,A,골목상권,3110125,사근동살곶이상점가,14,1.0,,,,2.0,,,,,,,,,,,,,,8.0
12505,20234,A,골목상권,3110124,뚝섬역교차로,6,,1.0,,,,,,,,,,,,,,,,,2.0
12506,20234,A,골목상권,3110123,마장역 3번,13,1.0,,,,2.0,1.0,,,,,,,,,,,,1.0,3.0
12507,20234,A,골목상권,3110122,마장역 2번,28,,2.0,,,3.0,,,,,,,,,,,,,,7.0
12508,20234,A,골목상권,3110121,한양대역 4번,2,,1.0,,,,,,,,,,,,,,,,,1.0
12509,20234,A,골목상권,3110120,서울숲카페거리,1,,,,,,,,,,,,,,,,,,,
12510,20234,A,골목상권,3110119,마장지하차도,1,,,,,,,,,,,,,,,,,,,1.0
12511,20234,A,골목상권,3110118,왕십리역 9번,17,1.0,,,1.0,3.0,,,,,,,,,,,,,,2.0
12512,20234,A,골목상권,3110117,성동구보건소,6,,,,,,,,,,,,,,,,,,,3.0
12513,20234,A,골목상권,3110116,청계천박물관,14,3.0,1.0,,,,,,,,,,,,,,,,,2.0
12514,20234,A,골목상권,3110115,상왕십리역 3번,24,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0
12515,20234,A,골목상권,3110114,왕십리파출소,3,,,,,1.0,,,,,,,,,,,,,,1.0
12516,20234,A,골목상권,3110113,응봉산,9,,,,,2.0,,,,,,,,,,,,,,4.0
12517,20234,A,골목상권,3110112,행당역 2번,8,,,,,1.0,,,,,,,,,,,,,,2.0
12518,20234,A,골목상권,3110111,대현산장미원,5,,,,,,,,,,,,,,,,,,,4.0
12519,20234,A,골목상권,3110110,상왕십리역 6번,10,,,,,1.0,,,,,,,,,,,,,1.0,2.0
12520,20234,A,골목상권,3110109,금호삼성래미안아파트,9,,,,,1.0,,,,,,,,,,,,,,4.0
12521,20234,A,골목상권,3110108,성동구립금호도서관,9,1.0,,,,1.0,,,,,,,,,,,,,,4.0
12522,20234,A,골목상권,3110107,금호사거리,7,,,,,,,,,,,,,,,,,,,2.0
12523,20234,A,골목상권,3110106,금북초등학교,3,,,,,,,,,,,,,,,,,,,3.0
12524,20234,A,골목상권,3110105,금동어린이공원,12,,,,,,,,,,,,,,,,,,,4.0
12525,20234,A,골목상권,3110104,신금호역 4번,10,,,,,1.0,,,,,,,,,,,,,,4.0
12526,20234,A,골목상권,3110103,옥수터널,2,,,,,,,,,,,,,,,,,,,1.0
12527,20234,A,골목상권,3110102,옥수역 6번,12,1.0,,,,2.0,,,,,,,,,,,,,,2.0
12528,20234,A,골목상권,3110101,옥정중학교,7,,,,,,,,,,,,,,,,,,,4.0
12529,20234,A,골목상권,3110100,옥수동우편취급국,5,1.0,,,,1.0,,,,,,,,,,,,,,2.0
12530,20234,A,골목상권,3110099,유엔빌리지길,7,4.0,,,,,,,,,,,1.0,,,,,,,1.0
12531,20234,A,골목상권,3110098,서울독일학교,7,3.0,,,,,,,,,,,,,,,,,,1.0
12532,20234,A,골목상권,3110096,한남힐사이드아파트,1,,,,,,,,,,,,,,,,,,,
12533,20234,A,골목상권,3110095,한강진역 3번,11,5.0,,,,,,,,,,,,,,,,,,1.0
12534,20234,A,골목상권,3110094,오산중학교,3,,,,,,,,,,,,,,,,,,,1.0
12535,20234,A,골목상권,3110093,우사단길,32,2.0,,,,6.0,1.0,,,,,,1.0,,,,,,,10.0
12536,20234,A,골목상권,3110092,NH농협은행 보광동지점,15,,,,,3.0,1.0,,,,,,,,,,,,,1.0
12537,20234,A,골목상권,3110091,리움미술관,4,3.0,,,,,,,,,,,,,,,,,,
12538,20234,A,골목상권,3110090,한국폴리텍대학서울정수캠퍼스,9,7.0,,,,,,,,,,,,,,,,,,1.0
12539,20234,A,골목상권,3110089,서빙고동주민센터,5,1.0,,,,,,,,,,,,,,,,,,2.0
12540,20234,A,골목상권,3110088,오산고등학교,10,7.0,,,,,,,,,,,,,,,,,,1.0
12541,20234,A,골목상권,3110087,이태원엔틱가구거리,3,1.0,,,,,,,,,,,,,,,,,,
12542,20234,A,골목상권,3110086,이태원역 북측,5,3.0,,,,,,,,,,,,,,,,,,
